financial_quarter,sending_location,age_group,stay_type,measure,value
2018/19 Q2,Dumfries and Galloway,Unknown,Short Stay / Respite,Number of People,0
2018/19 Q2,Dumfries and Galloway,Unknown,Long Stay,"Rate per 1,000 People",0
2018/19 Q2,Dumfries and Galloway,Unknown,Long Stay,Number of People,0
2018/19 Q3,Dumfries and Galloway,All Ages,All Stays,"Rate per 1,000 People",8.2
2018/19 Q3,Dumfries and Galloway,All Ages,All Stays,Number of People,1220
2018/19 Q3,Dumfries and Galloway,All Ages,Short Stay / Respite,"Rate per 1,000 People",0.6
2018/19 Q3,Dumfries and Galloway,All Ages,Short Stay / Respite,Number of People,95
2018/19 Q3,Dumfries and Galloway,All Ages,Long Stay,"Rate per 1,000 People",7.8
2018/19 Q3,Dumfries and Galloway,All Ages,Long Stay,Number of People,1165
2018/19 Q3,Dumfries and Galloway,0-17 years,All Stays,"Rate per 1,000 People",0
2018/19 Q3,Dumfries and Galloway,0-17 years,All Stays,Number of People,0
2018/19 Q3,Dumfries and Galloway,0-17 years,Short Stay / Respite,"Rate per 1,000 People",0
2018/19 Q3,Dumfries and Galloway,0-17 years,Short Stay / Respite,Number of People,0
2018/19 Q3,Dumfries and Galloway,0-17 years,Long Stay,"Rate per 1,000 People",0
2018/19 Q3,Dumfries and Galloway,0-17 years,Long Stay,Number of People,0
2018/19 Q3,Dumfries and Galloway,18-64 years,All Stays,"Rate per 1,000 People",0.8
2018/19 Q3,Dumfries and Galloway,18-64 years,All Stays,Number of People,65
2018/19 Q3,Dumfries and Galloway,18-64 years,Short Stay / Respite,"Rate per 1,000 People",0.1
2018/19 Q3,Dumfries and Galloway,18-64 years,Short Stay / Respite,Number of People,5
2018/19 Q3,Dumfries and Galloway,18-64 years,Long Stay,"Rate per 1,000 People",0.8
2018/19 Q3,Dumfries and Galloway,18-64 years,Long Stay,Number of People,65
2018/19 Q3,Dumfries and Galloway,65-74 years,All Stays,"Rate per 1,000 People",5.8
2018/19 Q3,Dumfries and Galloway,65-74 years,All Stays,Number of People,120
2018/19 Q3,Dumfries and Galloway,65-74 years,Short Stay / Respite,"Rate per 1,000 People",0.5
2018/19 Q3,Dumfries and Galloway,65-74 years,Short Stay / Respite,Number of People,10
2018/19 Q3,Dumfries and Galloway,65-74 years,Long Stay,"Rate per 1,000 People",5.5
2018/19 Q3,Dumfries and Galloway,65-74 years,Long Stay,Number of People,115
2018/19 Q3,Dumfries and Galloway,75-84 years,All Stays,"Rate per 1,000 People",28.7
2018/19 Q3,Dumfries and Galloway,75-84 years,All Stays,Number of People,360
2018/19 Q3,Dumfries and Galloway,75-84 years,Short Stay / Respite,"Rate per 1,000 People",2.8
2018/19 Q3,Dumfries and Galloway,75-84 years,Short Stay / Respite,Number of People,35
2018/19 Q3,Dumfries and Galloway,75-84 years,Long Stay,"Rate per 1,000 People",26.7
2018/19 Q3,Dumfries and Galloway,75-84 years,Long Stay,Number of People,335
2018/19 Q3,Dumfries and Galloway,85+ years,All Stays,"Rate per 1,000 People",150.7
2018/19 Q3,Dumfries and Galloway,85+ years,All Stays,Number of People,675
2018/19 Q3,Dumfries and Galloway,85+ years,Short Stay / Respite,"Rate per 1,000 People",10
2018/19 Q3,Dumfries and Galloway,85+ years,Short Stay / Respite,Number of People,45
2018/19 Q3,Dumfries and Galloway,85+ years,Long Stay,"Rate per 1,000 People",146.3
2018/19 Q3,Dumfries and Galloway,85+ years,Long Stay,Number of People,655
2018/19 Q3,Dumfries and Galloway,Unknown,All Stays,"Rate per 1,000 People",0
2018/19 Q3,Dumfries and Galloway,Unknown,All Stays,Number of People,0
2018/19 Q3,Dumfries and Galloway,Unknown,Short Stay / Respite,"Rate per 1,000 People",0
2018/19 Q3,Dumfries and Galloway,Unknown,Short Stay / Respite,Number of People,0
2018/19 Q3,Dumfries and Galloway,Unknown,Long Stay,"Rate per 1,000 People",0
2018/19 Q3,Dumfries and Galloway,Unknown,Long Stay,Number of People,0
2018/19 Q4,Dumfries and Galloway,All Ages,All Stays,"Rate per 1,000 People",8.1
2018/19 Q4,Dumfries and Galloway,All Ages,All Stays,Number of People,1210
2018/19 Q4,Dumfries and Galloway,All Ages,Short Stay / Respite,"Rate per 1,000 People",0.7
2018/19 Q4,Dumfries and Galloway,All Ages,Short Stay / Respite,Number of People,105
2018/19 Q4,Dumfries and Galloway,All Ages,Long Stay,"Rate per 1,000 People",7.8
2018/19 Q4,Dumfries and Galloway,All Ages,Long Stay,Number of People,1155
2018/19 Q4,Dumfries and Galloway,0-17 years,All Stays,"Rate per 1,000 People",0
2018/19 Q4,Dumfries and Galloway,0-17 years,All Stays,Number of People,0
2018/19 Q4,Dumfries and Galloway,0-17 years,Short Stay / Respite,"Rate per 1,000 People",0
2018/19 Q4,Dumfries and Galloway,0-17 years,Short Stay / Respite,Number of People,0
2018/19 Q4,Dumfries and Galloway,0-17 years,Long Stay,"Rate per 1,000 People",0
2018/19 Q4,Dumfries and Galloway,0-17 years,Long Stay,Number of People,0
2018/19 Q4,Dumfries and Galloway,18-64 years,All Stays,"Rate per 1,000 People",0.8
2018/19 Q4,Dumfries and Galloway,18-64 years,All Stays,Number of People,65
2018/19 Q4,Dumfries and Galloway,18-64 years,Short Stay / Respite,"Rate per 1,000 People",0.1
2018/19 Q4,Dumfries and Galloway,18-64 years,Short Stay / Respite,Number of People,5
2018/19 Q4,Dumfries and Galloway,18-64 years,Long Stay,"Rate per 1,000 People",0.7
2018/19 Q4,Dumfries and Galloway,18-64 years,Long Stay,Number of People,60
2018/19 Q4,Dumfries and Galloway,65-74 years,All Stays,"Rate per 1,000 People",6.2
2018/19 Q4,Dumfries and Galloway,65-74 years,All Stays,Number of People,130
2018/19 Q4,Dumfries and Galloway,65-74 years,Short Stay / Respite,"Rate per 1,000 People",0.7
2018/19 Q4,Dumfries and Galloway,65-74 years,Short Stay / Respite,Number of People,15
2018/19 Q4,Dumfries and Galloway,65-74 years,Long Stay,"Rate per 1,000 People",5.8
2018/19 Q4,Dumfries and Galloway,65-74 years,Long Stay,Number of People,120
2018/19 Q4,Dumfries and Galloway,75-84 years,All Stays,"Rate per 1,000 People",29.5
2018/19 Q4,Dumfries and Galloway,75-84 years,All Stays,Number of People,370
2018/19 Q4,Dumfries and Galloway,75-84 years,Short Stay / Respite,"Rate per 1,000 People",2.8
2018/19 Q4,Dumfries and Galloway,75-84 years,Short Stay / Respite,Number of People,35
2018/19 Q4,Dumfries and Galloway,75-84 years,Long Stay,"Rate per 1,000 People",27.9
2018/19 Q4,Dumfries and Galloway,75-84 years,Long Stay,Number of People,350
2018/19 Q4,Dumfries and Galloway,85+ years,All Stays,"Rate per 1,000 People",144
2018/19 Q4,Dumfries and Galloway,85+ years,All Stays,Number of People,645
2018/19 Q4,Dumfries and Galloway,85+ years,Short Stay / Respite,"Rate per 1,000 People",11.2
2018/19 Q4,Dumfries and Galloway,85+ years,Short Stay / Respite,Number of People,50
2018/19 Q4,Dumfries and Galloway,85+ years,Long Stay,"Rate per 1,000 People",139.6
2018/19 Q4,Dumfries and Galloway,85+ years,Long Stay,Number of People,625
2018/19 Q4,Dumfries and Galloway,Unknown,All Stays,"Rate per 1,000 People",0
2018/19 Q4,Dumfries and Galloway,Unknown,All Stays,Number of People,0
2018/19 Q4,Dumfries and Galloway,Unknown,Short Stay / Respite,"Rate per 1,000 People",0
2018/19 Q4,Dumfries and Galloway,Unknown,Short Stay / Respite,Number of People,0
2018/19 Q4,Dumfries and Galloway,Unknown,Long Stay,"Rate per 1,000 People",0
2018/19 Q4,Dumfries and Galloway,Unknown,Long Stay,Number of People,0
2019/20 Q1,Dumfries and Galloway,All Ages,All Stays,"Rate per 1,000 People",8.2
2019/20 Q1,Dumfries and Galloway,All Ages,All Stays,Number of People,1215
2019/20 Q1,Dumfries and Galloway,All Ages,Short Stay / Respite,"Rate per 1,000 People",0.7
2019/20 Q1,Dumfries and Galloway,All Ages,Short Stay / Respite,Number of People,100
2019/20 Q1,Dumfries and Galloway,All Ages,Long Stay,"Rate per 1,000 People",7.7
2019/20 Q1,Dumfries and Galloway,All Ages,Long Stay,Number of People,1150
2019/20 Q1,Dumfries and Galloway,0-17 years,All Stays,"Rate per 1,000 People",0
2019/20 Q1,Dumfries and Galloway,0-17 years,All Stays,Number of People,0
2019/20 Q1,Dumfries and Galloway,0-17 years,Short Stay / Respite,"Rate per 1,000 People",0
2019/20 Q1,Dumfries and Galloway,0-17 years,Short Stay / Respite,Number of People,0
2019/20 Q1,Dumfries and Galloway,0-17 years,Long Stay,"Rate per 1,000 People",0
2019/20 Q1,Dumfries and Galloway,0-17 years,Long Stay,Number of People,0
2019/20 Q1,Dumfries and Galloway,18-64 years,All Stays,"Rate per 1,000 People",0.7
2019/20 Q1,Dumfries and Galloway,18-64 years,All Stays,Number of People,60
2019/20 Q1,Dumfries and Galloway,18-64 years,Short Stay / Respite,"Rate per 1,000 People",0.1
2019/20 Q1,Dumfries and Galloway,18-64 years,Short Stay / Respite,Number of People,5
2019/20 Q1,Dumfries and Galloway,18-64 years,Long Stay,"Rate per 1,000 People",0.7
2019/20 Q1,Dumfries and Galloway,18-64 years,Long Stay,Number of People,55
2019/20 Q1,Dumfries and Galloway,65-74 years,All Stays,"Rate per 1,000 People",5.9
2019/20 Q1,Dumfries and Galloway,65-74 years,All Stays,Number of People,125
2019/20 Q1,Dumfries and Galloway,65-74 years,Short Stay / Respite,"Rate per 1,000 People",0.5
2019/20 Q1,Dumfries and Galloway,65-74 years,Short Stay / Respite,Number of People,10
2019/20 Q1,Dumfries and Galloway,65-74 years,Long Stay,"Rate per 1,000 People",5.7
2019/20 Q1,Dumfries and Galloway,65-74 years,Long Stay,Number of People,120
2019/20 Q1,Dumfries and Galloway,75-84 years,All Stays,"Rate per 1,000 People",26.8
2019/20 Q1,Dumfries and Galloway,75-84 years,All Stays,Number of People,345
2019/20 Q1,Dumfries and Galloway,75-84 years,Short Stay / Respite,"Rate per 1,000 People",2.7
2019/20 Q1,Dumfries and Galloway,75-84 years,Short Stay / Respite,Number of People,35
2019/20 Q1,Dumfries and Galloway,75-84 years,Long Stay,"Rate per 1,000 People",25.2
2019/20 Q1,Dumfries and Galloway,75-84 years,Long Stay,Number of People,325
2019/20 Q1,Dumfries and Galloway,85+ years,All Stays,"Rate per 1,000 People",147.9
2019/20 Q1,Dumfries and Galloway,85+ years,All Stays,Number of People,685
2019/20 Q1,Dumfries and Galloway,85+ years,Short Stay / Respite,"Rate per 1,000 People",10.8
2019/20 Q1,Dumfries and Galloway,85+ years,Short Stay / Respite,Number of People,50
2019/20 Q1,Dumfries and Galloway,85+ years,Long Stay,"Rate per 1,000 People",140.3
2019/20 Q1,Dumfries and Galloway,85+ years,Long Stay,Number of People,650
2019/20 Q1,Dumfries and Galloway,Unknown,All Stays,"Rate per 1,000 People",0
2019/20 Q1,Dumfries and Galloway,Unknown,All Stays,Number of People,0
2019/20 Q1,Dumfries and Galloway,Unknown,Short Stay / Respite,"Rate per 1,000 People",0
2019/20 Q1,Dumfries and Galloway,Unknown,Short Stay / Respite,Number of People,0
2019/20 Q1,Dumfries and Galloway,Unknown,Long Stay,"Rate per 1,000 People",0
2019/20 Q1,Dumfries and Galloway,Unknown,Long Stay,Number of People,0
2019/20 Q2,Dumfries and Galloway,All Ages,All Stays,"Rate per 1,000 People",8.3
2019/20 Q2,Dumfries and Galloway,All Ages,All Stays,Number of People,1240
2019/20 Q2,Dumfries and Galloway,All Ages,Short Stay / Respite,"Rate per 1,000 People",0.8
2019/20 Q2,Dumfries and Galloway,All Ages,Short Stay / Respite,Number of People,125
2019/20 Q2,Dumfries and Galloway,All Ages,Long Stay,"Rate per 1,000 People",7.8
2019/20 Q2,Dumfries and Galloway,All Ages,Long Stay,Number of People,1160
2019/20 Q2,Dumfries and Galloway,0-17 years,All Stays,"Rate per 1,000 People",0
2019/20 Q2,Dumfries and Galloway,0-17 years,All Stays,Number of People,0
2019/20 Q2,Dumfries and Galloway,0-17 years,Short Stay / Respite,"Rate per 1,000 People",0
2019/20 Q2,Dumfries and Galloway,0-17 years,Short Stay / Respite,Number of People,0
2019/20 Q2,Dumfries and Galloway,0-17 years,Long Stay,"Rate per 1,000 People",0
2019/20 Q2,Dumfries and Galloway,0-17 years,Long Stay,Number of People,0
2019/20 Q2,Dumfries and Galloway,18-64 years,All Stays,"Rate per 1,000 People",0.8
2019/20 Q2,Dumfries and Galloway,18-64 years,All Stays,Number of People,65
2019/20 Q2,Dumfries and Galloway,18-64 years,Short Stay / Respite,"Rate per 1,000 People",0.1
2019/20 Q2,Dumfries and Galloway,18-64 years,Short Stay / Respite,Number of People,5
2019/20 Q2,Dumfries and Galloway,18-64 years,Long Stay,"Rate per 1,000 People",0.7
2019/20 Q2,Dumfries and Galloway,18-64 years,Long Stay,Number of People,60
2019/20 Q2,Dumfries and Galloway,65-74 years,All Stays,"Rate per 1,000 People",6.2
2019/20 Q2,Dumfries and Galloway,65-74 years,All Stays,Number of People,130
2019/20 Q2,Dumfries and Galloway,65-74 years,Short Stay / Respite,"Rate per 1,000 People",0.5
2019/20 Q2,Dumfries and Galloway,65-74 years,Short Stay / Respite,Number of People,10
2019/20 Q2,Dumfries and Galloway,65-74 years,Long Stay,"Rate per 1,000 People",5.9
2019/20 Q2,Dumfries and Galloway,65-74 years,Long Stay,Number of People,125
2019/20 Q2,Dumfries and Galloway,75-84 years,All Stays,"Rate per 1,000 People",28.7
2019/20 Q2,Dumfries and Galloway,75-84 years,All Stays,Number of People,370
2019/20 Q2,Dumfries and Galloway,75-84 years,Short Stay / Respite,"Rate per 1,000 People",3.9
2019/20 Q2,Dumfries and Galloway,75-84 years,Short Stay / Respite,Number of People,50
2019/20 Q2,Dumfries and Galloway,75-84 years,Long Stay,"Rate per 1,000 People",26.4
2019/20 Q2,Dumfries and Galloway,75-84 years,Long Stay,Number of People,340
2019/20 Q2,Dumfries and Galloway,85+ years,All Stays,"Rate per 1,000 People",144.6
2019/20 Q2,Dumfries and Galloway,85+ years,All Stays,Number of People,670
2019/20 Q2,Dumfries and Galloway,85+ years,Short Stay / Respite,"Rate per 1,000 People",13
2019/20 Q2,Dumfries and Galloway,85+ years,Short Stay / Respite,Number of People,60
2019/20 Q2,Dumfries and Galloway,85+ years,Long Stay,"Rate per 1,000 People",137.1
2019/20 Q2,Dumfries and Galloway,85+ years,Long Stay,Number of People,635
2019/20 Q2,Dumfries and Galloway,Unknown,All Stays,"Rate per 1,000 People",0
2019/20 Q2,Dumfries and Galloway,Unknown,All Stays,Number of People,0
2019/20 Q2,Dumfries and Galloway,Unknown,Short Stay / Respite,"Rate per 1,000 People",0
2019/20 Q2,Dumfries and Galloway,Unknown,Short Stay / Respite,Number of People,0
2019/20 Q2,Dumfries and Galloway,Unknown,Long Stay,"Rate per 1,000 People",0
2019/20 Q2,Dumfries and Galloway,Unknown,Long Stay,Number of People,0
2019/20 Q3,Dumfries and Galloway,All Ages,All Stays,"Rate per 1,000 People",8.2
2019/20 Q3,Dumfries and Galloway,All Ages,All Stays,Number of People,1220
2019/20 Q3,Dumfries and Galloway,All Ages,Short Stay / Respite,"Rate per 1,000 People",0.8
2019/20 Q3,Dumfries and Galloway,All Ages,Short Stay / Respite,Number of People,115
2019/20 Q3,Dumfries and Galloway,All Ages,Long Stay,"Rate per 1,000 People",7.8
2019/20 Q3,Dumfries and Galloway,All Ages,Long Stay,Number of People,1165
2019/20 Q3,Dumfries and Galloway,0-17 years,All Stays,"Rate per 1,000 People",0
2019/20 Q3,Dumfries and Galloway,0-17 years,All Stays,Number of People,0
2019/20 Q3,Dumfries and Galloway,0-17 years,Short Stay / Respite,"Rate per 1,000 People",0
2019/20 Q3,Dumfries and Galloway,0-17 years,Short Stay / Respite,Number of People,0
2019/20 Q3,Dumfries and Galloway,0-17 years,Long Stay,"Rate per 1,000 People",0
2019/20 Q3,Dumfries and Galloway,0-17 years,Long Stay,Number of People,0
2019/20 Q3,Dumfries and Galloway,18-64 years,All Stays,"Rate per 1,000 People",0.8
2019/20 Q3,Dumfries and Galloway,18-64 years,All Stays,Number of People,65
2019/20 Q3,Dumfries and Galloway,18-64 years,Short Stay / Respite,"Rate per 1,000 People",0.1
2019/20 Q3,Dumfries and Galloway,18-64 years,Short Stay / Respite,Number of People,5
2019/20 Q3,Dumfries and Galloway,18-64 years,Long Stay,"Rate per 1,000 People",0.7
2019/20 Q3,Dumfries and Galloway,18-64 years,Long Stay,Number of People,60
2019/20 Q3,Dumfries and Galloway,65-74 years,All Stays,"Rate per 1,000 People",6.2
2019/20 Q3,Dumfries and Galloway,65-74 years,All Stays,Number of People,130
2019/20 Q3,Dumfries and Galloway,65-74 years,Short Stay / Respite,"Rate per 1,000 People",0.5
2019/20 Q3,Dumfries and Galloway,65-74 years,Short Stay / Respite,Number of People,10
2019/20 Q3,Dumfries and Galloway,65-74 years,Long Stay,"Rate per 1,000 People",6.2
2019/20 Q3,Dumfries and Galloway,65-74 years,Long Stay,Number of People,130
2019/20 Q3,Dumfries and Galloway,75-84 years,All Stays,"Rate per 1,000 People",28.7
2019/20 Q3,Dumfries and Galloway,75-84 years,All Stays,Number of People,370
2019/20 Q3,Dumfries and Galloway,75-84 years,Short Stay / Respite,"Rate per 1,000 People",3.5
2019/20 Q3,Dumfries and Galloway,75-84 years,Short Stay / Respite,Number of People,45
2019/20 Q3,Dumfries and Galloway,75-84 years,Long Stay,"Rate per 1,000 People",26.8
2019/20 Q3,Dumfries and Galloway,75-84 years,Long Stay,Number of People,345
2019/20 Q3,Dumfries and Galloway,85+ years,All Stays,"Rate per 1,000 People",140.3
2019/20 Q3,Dumfries and Galloway,85+ years,All Stays,Number of People,650
2019/20 Q3,Dumfries and Galloway,85+ years,Short Stay / Respite,"Rate per 1,000 People",10.8
2019/20 Q3,Dumfries and Galloway,85+ years,Short Stay / Respite,Number of People,50
2019/20 Q3,Dumfries and Galloway,85+ years,Long Stay,"Rate per 1,000 People",134.9
2019/20 Q3,Dumfries and Galloway,85+ years,Long Stay,Number of People,625
2019/20 Q3,Dumfries and Galloway,Unknown,All Stays,"Rate per 1,000 People",0
2019/20 Q3,Dumfries and Galloway,Unknown,All Stays,Number of People,0
2019/20 Q3,Dumfries and Galloway,Unknown,Short Stay / Respite,"Rate per 1,000 People",0
2019/20 Q3,Dumfries and Galloway,Unknown,Short Stay / Respite,Number of People,0
2019/20 Q3,Dumfries and Galloway,Unknown,Long Stay,"Rate per 1,000 People",0
2019/20 Q3,Dumfries and Galloway,Unknown,Long Stay,Number of People,0
2019/20 Q4,Dumfries and Galloway,All Ages,All Stays,"Rate per 1,000 People",8.4
2019/20 Q4,Dumfries and Galloway,All Ages,All Stays,Number of People,1245
2019/20 Q4,Dumfries and Galloway,All Ages,Short Stay / Respite,"Rate per 1,000 People",0.6
2019/20 Q4,Dumfries and Galloway,All Ages,Short Stay / Respite,Number of People,90
2019/20 Q4,Dumfries and Galloway,All Ages,Long Stay,"Rate per 1,000 People",8
2019/20 Q4,Dumfries and Galloway,All Ages,Long Stay,Number of People,1190
2019/20 Q4,Dumfries and Galloway,0-17 years,All Stays,"Rate per 1,000 People",0
2019/20 Q4,Dumfries and Galloway,0-17 years,All Stays,Number of People,0
2019/20 Q4,Dumfries and Galloway,0-17 years,Short Stay / Respite,"Rate per 1,000 People",0
2019/20 Q4,Dumfries and Galloway,0-17 years,Short Stay / Respite,Number of People,0
2019/20 Q4,Dumfries and Galloway,0-17 years,Long Stay,"Rate per 1,000 People",0
2019/20 Q4,Dumfries and Galloway,0-17 years,Long Stay,Number of People,0
2019/20 Q4,Dumfries and Galloway,18-64 years,All Stays,"Rate per 1,000 People",0.8
2019/20 Q4,Dumfries and Galloway,18-64 years,All Stays,Number of People,65
2019/20 Q4,Dumfries and Galloway,18-64 years,Short Stay / Respite,"Rate per 1,000 People",0.1
2019/20 Q4,Dumfries and Galloway,18-64 years,Short Stay / Respite,Number of People,5
2019/20 Q4,Dumfries and Galloway,18-64 years,Long Stay,"Rate per 1,000 People",0.8
2019/20 Q4,Dumfries and Galloway,18-64 years,Long Stay,Number of People,65
2019/20 Q4,Dumfries and Galloway,65-74 years,All Stays,"Rate per 1,000 People",6.9
2019/20 Q4,Dumfries and Galloway,65-74 years,All Stays,Number of People,145
2019/20 Q4,Dumfries and Galloway,65-74 years,Short Stay / Respite,"Rate per 1,000 People",0.5
2019/20 Q4,Dumfries and Galloway,65-74 years,Short Stay / Respite,Number of People,10
2019/20 Q4,Dumfries and Galloway,65-74 years,Long Stay,"Rate per 1,000 People",6.7
2019/20 Q4,Dumfries and Galloway,65-74 years,Long Stay,Number of People,140
2019/20 Q4,Dumfries and Galloway,75-84 years,All Stays,"Rate per 1,000 People",31
2019/20 Q4,Dumfries and Galloway,75-84 years,All Stays,Number of People,400
2019/20 Q4,Dumfries and Galloway,75-84 years,Short Stay / Respite,"Rate per 1,000 People",2.7
