financial_year,financial_quarter,sending_location,age_group,value,value_scotland,measure
2020/21,2020/21 Q2,Midlothian,18-64 years,57.6,5320.8,Number of People
2020/21,2020/21 Q2,Midlothian,65+ years,684,47635.2,Number of People
2020/21,2020/21 Q2,Moray,18+ years,878.4,52956,Number of People
2020/21,2020/21 Q2,Moray,18-64 years,129.6,5320.8,Number of People
2020/21,2020/21 Q2,Moray,65+ years,748.8,47635.2,Number of People
2020/21,2020/21 Q2,North Ayrshire,18+ years,1346.4,52956,Number of People
2020/21,2020/21 Q2,North Ayrshire,18-64 years,136.8,5320.8,Number of People
2020/21,2020/21 Q2,North Ayrshire,65+ years,1209.6,47635.2,Number of People
2020/21,2020/21 Q2,North Lanarkshire,18+ years,2217.6,52956,Number of People
2020/21,2020/21 Q2,North Lanarkshire,18-64 years,115.2,5320.8,Number of People
2020/21,2020/21 Q2,North Lanarkshire,65+ years,2109.6,47635.2,Number of People
2020/21,2020/21 Q2,Perth and Kinross,18+ years,1843.2,52956,Number of People
2020/21,2020/21 Q2,Perth and Kinross,18-64 years,194.4,5320.8,Number of People
2020/21,2020/21 Q2,Perth and Kinross,65+ years,1648.8,47635.2,Number of People
2020/21,2020/21 Q2,Renfrewshire,18+ years,1771.2,52956,Number of People
2020/21,2020/21 Q2,Renfrewshire,18-64 years,172.8,5320.8,Number of People
2020/21,2020/21 Q2,Renfrewshire,65+ years,1598.4,47635.2,Number of People
2020/21,2020/21 Q2,Scottish Borders,18+ years,1116,52956,Number of People
2020/21,2020/21 Q2,Scottish Borders,18-64 years,50.4,5320.8,Number of People
2020/21,2020/21 Q2,Scottish Borders,65+ years,1065.6,47635.2,Number of People
2020/21,2020/21 Q2,Shetland Islands,18+ years,201.6,52956,Number of People
2020/21,2020/21 Q2,Shetland Islands,18-64 years,14.4,5320.8,Number of People
2020/21,2020/21 Q2,Shetland Islands,65+ years,187.2,47635.2,Number of People
2020/21,2020/21 Q2,South Ayrshire,18+ years,1576.8,52956,Number of People
2020/21,2020/21 Q2,South Ayrshire,18-64 years,93.6,5320.8,Number of People
2020/21,2020/21 Q2,South Ayrshire,65+ years,1476,47635.2,Number of People
2020/21,2020/21 Q2,South Lanarkshire,18+ years,3096,52956,Number of People
2020/21,2020/21 Q2,South Lanarkshire,18-64 years,324,5320.8,Number of People
2020/21,2020/21 Q2,South Lanarkshire,65+ years,2772,47635.2,Number of People
2020/21,2020/21 Q2,Stirling,18+ years,900,52956,Number of People
2020/21,2020/21 Q2,Stirling,18-64 years,122.4,5320.8,Number of People
2020/21,2020/21 Q2,Stirling,65+ years,784.8,47635.2,Number of People
2020/21,2020/21 Q2,West Dunbartonshire,18+ years,1000.8,52956,Number of People
2020/21,2020/21 Q2,West Dunbartonshire,18-64 years,86.4,5320.8,Number of People
2020/21,2020/21 Q2,West Dunbartonshire,65+ years,921.6,47635.2,Number of People
2020/21,2020/21 Q2,West Lothian,18+ years,1231.2,52956,Number of People
2020/21,2020/21 Q2,West Lothian,18-64 years,172.8,5320.8,Number of People
2020/21,2020/21 Q2,West Lothian,65+ years,1065.6,47635.2,Number of People
2020/21,2020/21 Q3,Scotland (All Areas Submitted),18+ years,53568,53568,Number of People
2020/21,2020/21 Q3,Scotland (All Areas Submitted),18-64 years,5364,5364,Number of People
2020/21,2020/21 Q3,Scotland (All Areas Submitted),65+ years,48204,48204,Number of People
2020/21,2020/21 Q3,Aberdeen City,18+ years,2455.2,53568,Number of People
2020/21,2020/21 Q3,Aberdeen City,18-64 years,388.8,5364,Number of People
2020/21,2020/21 Q3,Aberdeen City,65+ years,2066.4,48204,Number of People
2020/21,2020/21 Q3,Aberdeenshire,18+ years,2685.6,53568,Number of People
2020/21,2020/21 Q3,Aberdeenshire,18-64 years,309.6,5364,Number of People
2020/21,2020/21 Q3,Aberdeenshire,65+ years,2376,48204,Number of People
2020/21,2020/21 Q3,Angus,18+ years,1504.8,53568,Number of People
2020/21,2020/21 Q3,Angus,18-64 years,129.6,5364,Number of People
2020/21,2020/21 Q3,Angus,65+ years,1375.2,48204,Number of People
2020/21,2020/21 Q3,Argyll and Bute,18+ years,943.2,53568,Number of People
2020/21,2020/21 Q3,Argyll and Bute,18-64 years,86.4,5364,Number of People
2020/21,2020/21 Q3,Argyll and Bute,65+ years,856.8,48204,Number of People
2020/21,2020/21 Q3,City of Edinburgh,18+ years,4125.6,53568,Number of People
2020/21,2020/21 Q3,City of Edinburgh,18-64 years,345.6,5364,Number of People
2020/21,2020/21 Q3,City of Edinburgh,65+ years,3780,48204,Number of People
2020/21,2020/21 Q3,Clackmannanshire,18+ years,446.4,53568,Number of People
2020/21,2020/21 Q3,Clackmannanshire,18-64 years,93.6,5364,Number of People
2020/21,2020/21 Q3,Clackmannanshire,65+ years,352.8,48204,Number of People
2020/21,2020/21 Q3,Dumfries and Galloway,18+ years,1670.4,53568,Number of People
2020/21,2020/21 Q3,Dumfries and Galloway,18-64 years,93.6,5364,Number of People
2020/21,2020/21 Q3,Dumfries and Galloway,65+ years,1584,48204,Number of People
2020/21,2020/21 Q3,Dundee City,18+ years,1720.8,53568,Number of People
2020/21,2020/21 Q3,Dundee City,18-64 years,151.2,5364,Number of People
2020/21,2020/21 Q3,Dundee City,65+ years,1576.8,48204,Number of People
2020/21,2020/21 Q3,East Ayrshire,18+ years,1144.8,53568,Number of People
2020/21,2020/21 Q3,East Ayrshire,18-64 years,100.8,5364,Number of People
2020/21,2020/21 Q3,East Ayrshire,65+ years,1044,48204,Number of People
2020/21,2020/21 Q3,East Dunbartonshire,18+ years,1267.2,53568,Number of People
2020/21,2020/21 Q3,East Dunbartonshire,18-64 years,57.6,5364,Number of People
2020/21,2020/21 Q3,East Dunbartonshire,65+ years,1209.6,48204,Number of People
2020/21,2020/21 Q3,East Lothian,18+ years,1036.8,53568,Number of People
2020/21,2020/21 Q3,East Lothian,18-64 years,79.2,5364,Number of People
2020/21,2020/21 Q3,East Lothian,65+ years,957.6,48204,Number of People
2020/21,2020/21 Q3,East Renfrewshire,18+ years,1044,53568,Number of People
2020/21,2020/21 Q3,East Renfrewshire,18-64 years,50.4,5364,Number of People
2020/21,2020/21 Q3,East Renfrewshire,65+ years,993.6,48204,Number of People
2020/21,2020/21 Q3,Falkirk,18+ years,1684.8,53568,Number of People
2020/21,2020/21 Q3,Falkirk,18-64 years,252,5364,Number of People
2020/21,2020/21 Q3,Falkirk,65+ years,1432.8,48204,Number of People
2020/21,2020/21 Q3,Fife,18+ years,4276.8,53568,Number of People
2020/21,2020/21 Q3,Fife,18-64 years,309.6,5364,Number of People
2020/21,2020/21 Q3,Fife,65+ years,3967.2,48204,Number of People
2020/21,2020/21 Q3,Glasgow City,18+ years,5846.4,53568,Number of People
2020/21,2020/21 Q3,Glasgow City,18-64 years,914.4,5364,Number of People
2020/21,2020/21 Q3,Glasgow City,65+ years,4932,48204,Number of People
2020/21,2020/21 Q3,Highland,18+ years,2743.2,53568,Number of People
2020/21,2020/21 Q3,Highland,18-64 years,266.4,5364,Number of People
2020/21,2020/21 Q3,Highland,65+ years,2476.8,48204,Number of People
2020/21,2020/21 Q3,Inverclyde,18+ years,849.6,53568,Number of People
2020/21,2020/21 Q3,Inverclyde,18-64 years,79.2,5364,Number of People
2020/21,2020/21 Q3,Inverclyde,65+ years,770.4,48204,Number of People
2020/21,2020/21 Q3,Midlothian,18+ years,756,53568,Number of People
2020/21,2020/21 Q3,Midlothian,18-64 years,57.6,5364,Number of People
2020/21,2020/21 Q3,Midlothian,65+ years,698.4,48204,Number of People
2020/21,2020/21 Q3,Moray,18+ years,892.8,53568,Number of People
2020/21,2020/21 Q3,Moray,18-64 years,122.4,5364,Number of People
2020/21,2020/21 Q3,Moray,65+ years,770.4,48204,Number of People
2020/21,2020/21 Q3,North Ayrshire,18+ years,1296,53568,Number of People
2020/21,2020/21 Q3,North Ayrshire,18-64 years,129.6,5364,Number of People
2020/21,2020/21 Q3,North Ayrshire,65+ years,1159.2,48204,Number of People
2020/21,2020/21 Q3,North Lanarkshire,18+ years,2296.8,53568,Number of People
2020/21,2020/21 Q3,North Lanarkshire,18-64 years,122.4,5364,Number of People
2020/21,2020/21 Q3,North Lanarkshire,65+ years,2174.4,48204,Number of People
2020/21,2020/21 Q3,Perth and Kinross,18+ years,1836,53568,Number of People
2020/21,2020/21 Q3,Perth and Kinross,18-64 years,187.2,5364,Number of People
2020/21,2020/21 Q3,Perth and Kinross,65+ years,1656,48204,Number of People
2020/21,2020/21 Q3,Renfrewshire,18+ years,1792.8,53568,Number of People
2020/21,2020/21 Q3,Renfrewshire,18-64 years,165.6,5364,Number of People
2020/21,2020/21 Q3,Renfrewshire,65+ years,1627.2,48204,Number of People
2020/21,2020/21 Q3,Scottish Borders,18+ years,1130.4,53568,Number of People
2020/21,2020/21 Q3,Scottish Borders,18-64 years,50.4,5364,Number of People
2020/21,2020/21 Q3,Scottish Borders,65+ years,1080,48204,Number of People
2020/21,2020/21 Q3,Shetland Islands,18+ years,194.4,53568,Number of People
2020/21,2020/21 Q3,Shetland Islands,18-64 years,7.2,5364,Number of People
2020/21,2020/21 Q3,Shetland Islands,65+ years,187.2,48204,Number of People
2020/21,2020/21 Q3,South Ayrshire,18+ years,1569.6,53568,Number of People
2020/21,2020/21 Q3,South Ayrshire,18-64 years,100.8,5364,Number of People
2020/21,2020/21 Q3,South Ayrshire,65+ years,1468.8,48204,Number of People
2020/21,2020/21 Q3,South Lanarkshire,18+ years,3117.6,53568,Number of People
2020/21,2020/21 Q3,South Lanarkshire,18-64 years,331.2,5364,Number of People
2020/21,2020/21 Q3,South Lanarkshire,65+ years,2786.4,48204,Number of People
2020/21,2020/21 Q3,Stirling,18+ years,892.8,53568,Number of People
2020/21,2020/21 Q3,Stirling,18-64 years,122.4,5364,Number of People
2020/21,2020/21 Q3,Stirling,65+ years,777.6,48204,Number of People
2020/21,2020/21 Q3,West Dunbartonshire,18+ years,1000.8,53568,Number of People
2020/21,2020/21 Q3,West Dunbartonshire,18-64 years,86.4,5364,Number of People
2020/21,2020/21 Q3,West Dunbartonshire,65+ years,914.4,48204,Number of People
2020/21,2020/21 Q3,West Lothian,18+ years,1353.6,53568,Number of People
2020/21,2020/21 Q3,West Lothian,18-64 years,172.8,5364,Number of People
2020/21,2020/21 Q3,West Lothian,65+ years,1180.8,48204,Number of People
2020/21,2020/21 Q4,Scotland (All Areas Submitted),18+ years,53085.6,53085.6,Number of People
2020/21,2020/21 Q4,Scotland (All Areas Submitted),18-64 years,5320.8,5320.8,Number of People
2020/21,2020/21 Q4,Scotland (All Areas Submitted),65+ years,47764.8,47764.8,Number of People
2020/21,2020/21 Q4,Aberdeen City,18+ years,2469.6,53085.6,Number of People
2020/21,2020/21 Q4,Aberdeen City,18-64 years,381.6,5320.8,Number of People
2020/21,2020/21 Q4,Aberdeen City,65+ years,2088,47764.8,Number of People
2020/21,2020/21 Q4,Aberdeenshire,18+ years,2721.6,53085.6,Number of People
2020/21,2020/21 Q4,Aberdeenshire,18-64 years,309.6,5320.8,Number of People
2020/21,2020/21 Q4,Aberdeenshire,65+ years,2412,47764.8,Number of People
2020/21,2020/21 Q4,Angus,18+ years,1483.2,53085.6,Number of People
2020/21,2020/21 Q4,Angus,18-64 years,129.6,5320.8,Number of People
2020/21,2020/21 Q4,Angus,65+ years,1353.6,47764.8,Number of People
2020/21,2020/21 Q4,Argyll and Bute,18+ years,928.8,53085.6,Number of People
2020/21,2020/21 Q4,Argyll and Bute,18-64 years,79.2,5320.8,Number of People
2020/21,2020/21 Q4,Argyll and Bute,65+ years,849.6,47764.8,Number of People
2020/21,2020/21 Q4,City of Edinburgh,18+ years,4010.4,53085.6,Number of People
2020/21,2020/21 Q4,City of Edinburgh,18-64 years,338.4,5320.8,Number of People
2020/21,2020/21 Q4,City of Edinburgh,65+ years,3672,47764.8,Number of People
2020/21,2020/21 Q4,Clackmannanshire,18+ years,446.4,53085.6,Number of People
2020/21,2020/21 Q4,Clackmannanshire,18-64 years,93.6,5320.8,Number of People
2020/21,2020/21 Q4,Clackmannanshire,65+ years,352.8,47764.8,Number of People
2020/21,2020/21 Q4,Dumfries and Galloway,18+ years,1663.2,53085.6,Number of People
2020/21,2020/21 Q4,Dumfries and Galloway,18-64 years,86.4,5320.8,Number of People
2020/21,2020/21 Q4,Dumfries and Galloway,65+ years,1569.6,47764.8,Number of People
2020/21,2020/21 Q4,Dundee City,18+ years,1728,53085.6,Number of People
2020/21,2020/21 Q4,Dundee City,18-64 years,158.4,5320.8,Number of People
2020/21,2020/21 Q4,Dundee City,65+ years,1569.6,47764.8,Number of People
2020/21,2020/21 Q4,East Ayrshire,18+ years,1152,53085.6,Number of People
2020/21,2020/21 Q4,East Ayrshire,18-64 years,108,5320.8,Number of People
2020/21,2020/21 Q4,East Ayrshire,65+ years,1044,47764.8,Number of People
2020/21,2020/21 Q4,East Dunbartonshire,18+ years,1303.2,53085.6,Number of People
2020/21,2020/21 Q4,East Dunbartonshire,18-64 years,57.6,5320.8,Number of People
2020/21,2020/21 Q4,East Dunbartonshire,65+ years,1238.4,47764.8,Number of People
2020/21,2020/21 Q4,East Lothian,18+ years,1044,53085.6,Number of People
2020/21,2020/21 Q4,East Lothian,18-64 years,79.2,5320.8,Number of People
2020/21,2020/21 Q4,East Lothian,65+ years,972,47764.8,Number of People
2020/21,2020/21 Q4,East Renfrewshire,18+ years,1065.6,53085.6,Number of People
2020/21,2020/21 Q4,East Renfrewshire,18-64 years,50.4,5320.8,Number of People
2020/21,2020/21 Q4,East Renfrewshire,65+ years,1015.2,47764.8,Number of People
2020/21,2020/21 Q4,Falkirk,18+ years,1670.4,53085.6,Number of People
2020/21,2020/21 Q4,Falkirk,18-64 years,252,5320.8,Number of People
2020/21,2020/21 Q4,Falkirk,65+ years,1411.2,47764.8,Number of People
2020/21,2020/21 Q4,Fife,18+ years,4053.6,53085.6,Number of People
2020/21,2020/21 Q4,Fife,18-64 years,295.2,5320.8,Number of People
2020/21,2020/21 Q4,Fife,65+ years,3765.6,47764.8,Number of People
2020/21,2020/21 Q4,Glasgow City,18+ years,5803.2,53085.6,Number of People
2020/21,2020/21 Q4,Glasgow City,18-64 years,885.6,5320.8,Number of People
2020/21,2020/21 Q4,Glasgow City,65+ years,4917.6,47764.8,Number of People
2020/21,2020/21 Q4,Highland,18+ years,2628,53085.6,Number of People
2020/21,2020/21 Q4,Highland,18-64 years,273.6,5320.8,Number of People
2020/21,2020/21 Q4,Highland,65+ years,2361.6,47764.8,Number of People
2020/21,2020/21 Q4,Inverclyde,18+ years,957.6,53085.6,Number of People
2020/21,2020/21 Q4,Inverclyde,18-64 years,79.2,5320.8,Number of People
2020/21,2020/21 Q4,Inverclyde,65+ years,885.6,47764.8,Number of People
2020/21,2020/21 Q4,Midlothian,18+ years,698.4,53085.6,Number of People
2020/21,2020/21 Q4,Midlothian,18-64 years,64.8,5320.8,Number of People
2020/21,2020/21 Q4,Midlothian,65+ years,633.6,47764.8,Number of People
2020/21,2020/21 Q4,Moray,18+ years,892.8,53085.6,Number of People
2020/21,2020/21 Q4,Moray,18-64 years,122.4,5320.8,Number of People
2020/21,2020/21 Q4,Moray,65+ years,770.4,47764.8,Number of People
2020/21,2020/21 Q4,North Ayrshire,18+ years,1231.2,53085.6,Number of People
2020/21,2020/21 Q4,North Ayrshire,18-64 years,136.8,5320.8,Number of People
2020/21,2020/21 Q4,North Ayrshire,65+ years,1101.6,47764.8,Number of People
2020/21,2020/21 Q4,North Lanarkshire,18+ years,2318.4,53085.6,Number of People
2020/21,2020/21 Q4,North Lanarkshire,18-64 years,122.4,5320.8,Number of People
2020/21,2020/21 Q4,North Lanarkshire,65+ years,2196,47764.8,Number of People
2020/21,2020/21 Q4,Perth and Kinross,18+ years,1843.2,53085.6,Number of People
2020/21,2020/21 Q4,Perth and Kinross,18-64 years,180,5320.8,Number of People
2020/21,2020/21 Q4,Perth and Kinross,65+ years,1663.2,47764.8,Number of People
2020/21,2020/21 Q4,Renfrewshire,18+ years,1792.8,53085.6,Number of People
2020/21,2020/21 Q4,Renfrewshire,18-64 years,158.4,5320.8,Number of People
2020/21,2020/21 Q4,Renfrewshire,65+ years,1634.4,47764.8,Number of People
2020/21,2020/21 Q4,Scottish Borders,18+ years,1130.4,53085.6,Number of People
2020/21,2020/21 Q4,Scottish Borders,18-64 years,50.4,5320.8,Number of People
2020/21,2020/21 Q4,Scottish Borders,65+ years,1072.8,47764.8,Number of People
2020/21,2020/21 Q4,Shetland Islands,18+ years,201.6,53085.6,Number of People
2020/21,2020/21 Q4,Shetland Islands,18-64 years,14.4,5320.8,Number of People
2020/21,2020/21 Q4,Shetland Islands,65+ years,187.2,47764.8,Number of People
2020/21,2020/21 Q4,South Ayrshire,18+ years,1533.6,53085.6,Number of People
2020/21,2020/21 Q4,South Ayrshire,18-64 years,100.8,5320.8,Number of People
2020/21,2020/21 Q4,South Ayrshire,65+ years,1432.8,47764.8,Number of People
2020/21,2020/21 Q4,South Lanarkshire,18+ years,3088.8,53085.6,Number of People
2020/21,2020/21 Q4,South Lanarkshire,18-64 years,331.2,5320.8,Number of People
2020/21,2020/21 Q4,South Lanarkshire,65+ years,2757.6,47764.8,Number of People
2020/21,2020/21 Q4,Stirling,18+ years,878.4,53085.6,Number of People
2020/21,2020/21 Q4,Stirling,18-64 years,122.4,5320.8,Number of People
2020/21,2020/21 Q4,Stirling,65+ years,756,47764.8,Number of People
2020/21,2020/21 Q4,West Dunbartonshire,18+ years,979.2,53085.6,Number of People
2020/21,2020/21 Q4,West Dunbartonshire,18-64 years,86.4,5320.8,Number of People
2020/21,2020/21 Q4,West Dunbartonshire,65+ years,892.8,47764.8,Number of People
2020/21,2020/21 Q4,West Lothian,18+ years,1368,53085.6,Number of People
2020/21,2020/21 Q4,West Lothian,18-64 years,187.2,5320.8,Number of People
2020/21,2020/21 Q4,West Lothian,65+ years,1180.8,47764.8,Number of People
2017/18,2017/18 Q4,Scotland (All Areas Submitted),18+ years,7.6,7.6,"Rate per 1,000 People"
2017/18,2017/18 Q4,Scotland (All Areas Submitted),18-64 years,0.9,0.9,"Rate per 1,000 People"
2017/18,2017/18 Q4,Scotland (All Areas Submitted),65+ years,29.9,29.9,"Rate per 1,000 People"
2017/18,2017/18 Q4,Aberdeen City,18+ years,9.3,7.6,"Rate per 1,000 People"
2017/18,2017/18 Q4,Aberdeen City,18-64 years,1.8,0.9,"Rate per 1,000 People"
2017/18,2017/18 Q4,Aberdeen City,65+ years,42.4,29.9,"Rate per 1,000 People"
2017/18,2017/18 Q4,Aberdeenshire,18+ years,9.1,7.6,"Rate per 1,000 People"
2017/18,2017/18 Q4,Aberdeenshire,18-64 years,1.4,0.9,"Rate per 1,000 People"
2017/18,2017/18 Q4,Aberdeenshire,65+ years,34.1,29.9,"Rate per 1,000 People"
2017/18,2017/18 Q4,Angus,18+ years,11.1,7.6,"Rate per 1,000 People"
2017/18,2017/18 Q4,Angus,18-64 years,1.4,0.9,"Rate per 1,000 People"
2017/18,2017/18 Q4,Angus,65+ years,35.6,29.9,"Rate per 1,000 People"
2017/18,2017/18 Q4,Argyll and Bute,18+ years,9.1,7.6,"Rate per 1,000 People"
2017/18,2017/18 Q4,Argyll and Bute,18-64 years,1.1,0.9,"Rate per 1,000 People"
2017/18,2017/18 Q4,Argyll and Bute,65+ years,27.7,29.9,"Rate per 1,000 People"
2017/18,2017/18 Q4,City of Edinburgh,18+ years,6.8,7.6,"Rate per 1,000 People"
2017/18,2017/18 Q4,City of Edinburgh,18-64 years,0.7,0.9,"Rate per 1,000 People"
2017/18,2017/18 Q4,City of Edinburgh,65+ years,34.4,29.9,"Rate per 1,000 People"
2017/18,2017/18 Q4,Clackmannanshire,18+ years,7.2,7.6,"Rate per 1,000 People"
2017/18,2017/18 Q4,Clackmannanshire,18-64 years,1.9,0.9,"Rate per 1,000 People"
2017/18,2017/18 Q4,Clackmannanshire,65+ years,23.4,29.9,"Rate per 1,000 People"
2017/18,2017/18 Q4,Dumfries and Galloway,18+ years,9.7,7.6,"Rate per 1,000 People"
2017/18,2017/18 Q4,Dumfries and Galloway,18-64 years,0.8,0.9,"Rate per 1,000 People"
