financial_quarter,sending_location,age_group,measure,value,scotland_value,rate,scotland_rate
2018/19 Q2,Falkirk,18-64 years,Emergency Admissions Bed Days,110,5465,628.6,1501.4
2018/19 Q2,Falkirk,65-74 years,A&E Attendances,15,405,96.8,103.6
2018/19 Q2,Falkirk,65-74 years,Emergency Admissions,10,405,64.5,103.3
2018/19 Q2,Falkirk,65-74 years,Emergency Admissions Bed Days,245,8620,1580.6,2204.6
2018/19 Q2,Falkirk,75-84 years,A&E Attendances,35,1125,102.9,104.7
2018/19 Q2,Falkirk,75-84 years,Emergency Admissions,30,1010,88.2,93.7
2018/19 Q2,Falkirk,75-84 years,Emergency Admissions Bed Days,1675,19030,4926.5,1771.9
2018/19 Q2,Falkirk,85+ years,A&E Attendances,45,1880,92.8,103.4
2018/19 Q2,Falkirk,85+ years,Emergency Admissions,35,1545,72.2,84.6
2018/19 Q2,Falkirk,85+ years,Emergency Admissions Bed Days,310,19095,639.2,1050.3
2018/19 Q2,Falkirk,Unknown,A&E Attendances,0,0,NA,NA
2018/19 Q2,Falkirk,Unknown,Emergency Admissions,0,0,NA,NA
2018/19 Q2,Falkirk,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2018/19 Q2,Fife,All Ages,A&E Attendances,270,3830,96.3,104.8
2018/19 Q2,Fife,All Ages,Emergency Admissions,295,3280,103.5,89.4
2018/19 Q2,Fife,All Ages,Emergency Admissions Bed Days,3750,52255,1336.9,1430.5
2018/19 Q2,Fife,0-17 years,A&E Attendances,0,0,NA,NA
2018/19 Q2,Fife,0-17 years,Emergency Admissions,0,0,NA,NA
2018/19 Q2,Fife,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2018/19 Q2,Fife,18-64 years,A&E Attendances,20,405,100,111.3
2018/19 Q2,Fife,18-64 years,Emergency Admissions,15,320,75,87.4
2018/19 Q2,Fife,18-64 years,Emergency Admissions Bed Days,90,5465,450,1501.4
2018/19 Q2,Fife,65-74 years,A&E Attendances,25,405,79.4,103.6
2018/19 Q2,Fife,65-74 years,Emergency Admissions,35,405,109.4,103.3
2018/19 Q2,Fife,65-74 years,Emergency Admissions Bed Days,1005,8620,3190.5,2204.6
2018/19 Q2,Fife,75-84 years,A&E Attendances,90,1125,106.5,104.7
2018/19 Q2,Fife,75-84 years,Emergency Admissions,105,1010,122.1,93.7
2018/19 Q2,Fife,75-84 years,Emergency Admissions Bed Days,945,19030,1118.3,1771.9
2018/19 Q2,Fife,85+ years,A&E Attendances,135,1880,93.8,103.4
2018/19 Q2,Fife,85+ years,Emergency Admissions,140,1545,95.6,84.6
2018/19 Q2,Fife,85+ years,Emergency Admissions Bed Days,1710,19095,1187.5,1050.3
2018/19 Q2,Fife,Unknown,A&E Attendances,0,0,NA,NA
2018/19 Q2,Fife,Unknown,Emergency Admissions,0,0,NA,NA
2018/19 Q2,Fife,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2018/19 Q2,Glasgow City,All Ages,A&E Attendances,565,3830,141.1,104.8
2018/19 Q2,Glasgow City,All Ages,Emergency Admissions,480,3280,119.7,89.4
2018/19 Q2,Glasgow City,All Ages,Emergency Admissions Bed Days,7830,52255,1955.1,1430.5
2018/19 Q2,Glasgow City,0-17 years,A&E Attendances,0,0,NA,NA
2018/19 Q2,Glasgow City,0-17 years,Emergency Admissions,0,0,NA,NA
2018/19 Q2,Glasgow City,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2018/19 Q2,Glasgow City,18-64 years,A&E Attendances,105,405,166.7,111.3
2018/19 Q2,Glasgow City,18-64 years,Emergency Admissions,80,320,127,87.4
2018/19 Q2,Glasgow City,18-64 years,Emergency Admissions Bed Days,2000,5465,3174.6,1501.4
2018/19 Q2,Glasgow City,65-74 years,A&E Attendances,80,405,140.4,103.6
2018/19 Q2,Glasgow City,65-74 years,Emergency Admissions,85,405,149.1,103.3
2018/19 Q2,Glasgow City,65-74 years,Emergency Admissions Bed Days,1230,8620,2157.9,2204.6
2018/19 Q2,Glasgow City,75-84 years,A&E Attendances,160,1125,137.3,104.7
2018/19 Q2,Glasgow City,75-84 years,Emergency Admissions,140,1010,119.7,93.7
2018/19 Q2,Glasgow City,75-84 years,Emergency Admissions Bed Days,1815,19030,1557.9,1771.9
2018/19 Q2,Glasgow City,85+ years,A&E Attendances,220,1880,134.1,103.4
2018/19 Q2,Glasgow City,85+ years,Emergency Admissions,175,1545,106.7,84.6
2018/19 Q2,Glasgow City,85+ years,Emergency Admissions Bed Days,2785,19095,1698.2,1050.3
2018/19 Q2,Glasgow City,Unknown,A&E Attendances,0,0,NA,NA
2018/19 Q2,Glasgow City,Unknown,Emergency Admissions,0,0,NA,NA
2018/19 Q2,Glasgow City,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2018/19 Q2,Highland,All Ages,A&E Attendances,160,3830,85.1,104.8
2018/19 Q2,Highland,All Ages,Emergency Admissions,145,3280,77.1,89.4
2018/19 Q2,Highland,All Ages,Emergency Admissions Bed Days,1620,52255,861.7,1430.5
2018/19 Q2,Highland,0-17 years,A&E Attendances,0,0,NA,NA
2018/19 Q2,Highland,0-17 years,Emergency Admissions,0,0,NA,NA
2018/19 Q2,Highland,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2018/19 Q2,Highland,18-64 years,A&E Attendances,10,405,55.6,111.3
2018/19 Q2,Highland,18-64 years,Emergency Admissions,10,320,55.6,87.4
2018/19 Q2,Highland,18-64 years,Emergency Admissions Bed Days,65,5465,361.1,1501.4
2018/19 Q2,Highland,65-74 years,A&E Attendances,15,405,78.9,103.6
2018/19 Q2,Highland,65-74 years,Emergency Admissions,20,405,105.3,103.3
2018/19 Q2,Highland,65-74 years,Emergency Admissions Bed Days,240,8620,1263.2,2204.6
2018/19 Q2,Highland,75-84 years,A&E Attendances,50,1125,92.6,104.7
2018/19 Q2,Highland,75-84 years,Emergency Admissions,45,1010,83.3,93.7
2018/19 Q2,Highland,75-84 years,Emergency Admissions Bed Days,790,19030,1463,1771.9
2018/19 Q2,Highland,85+ years,A&E Attendances,85,1880,88.1,103.4
2018/19 Q2,Highland,85+ years,Emergency Admissions,75,1545,77.7,84.6
2018/19 Q2,Highland,85+ years,Emergency Admissions Bed Days,525,19095,544,1050.3
2018/19 Q2,Highland,Unknown,A&E Attendances,0,0,NA,NA
2018/19 Q2,Highland,Unknown,Emergency Admissions,0,0,NA,NA
2018/19 Q2,Highland,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2018/19 Q2,Inverclyde,All Ages,A&E Attendances,95,3830,147.3,104.8
2018/19 Q2,Inverclyde,All Ages,Emergency Admissions,70,3280,107.7,89.4
2018/19 Q2,Inverclyde,All Ages,Emergency Admissions Bed Days,1665,52255,2581.4,1430.5
2018/19 Q2,Inverclyde,0-17 years,A&E Attendances,0,0,NA,NA
2018/19 Q2,Inverclyde,0-17 years,Emergency Admissions,0,0,NA,NA
2018/19 Q2,Inverclyde,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2018/19 Q2,Inverclyde,18-64 years,A&E Attendances,15,405,250,111.3
2018/19 Q2,Inverclyde,18-64 years,Emergency Admissions,5,320,71.4,87.4
2018/19 Q2,Inverclyde,18-64 years,Emergency Admissions Bed Days,240,5465,4000,1501.4
2018/19 Q2,Inverclyde,65-74 years,A&E Attendances,5,405,76.9,103.6
2018/19 Q2,Inverclyde,65-74 years,Emergency Admissions,5,405,76.9,103.3
2018/19 Q2,Inverclyde,65-74 years,Emergency Admissions Bed Days,145,8620,2230.8,2204.6
2018/19 Q2,Inverclyde,75-84 years,A&E Attendances,25,1125,131.6,104.7
2018/19 Q2,Inverclyde,75-84 years,Emergency Admissions,20,1010,105.3,93.7
2018/19 Q2,Inverclyde,75-84 years,Emergency Admissions Bed Days,705,19030,3710.5,1771.9
2018/19 Q2,Inverclyde,85+ years,A&E Attendances,50,1880,153.8,103.4
2018/19 Q2,Inverclyde,85+ years,Emergency Admissions,40,1545,123.1,84.6
2018/19 Q2,Inverclyde,85+ years,Emergency Admissions Bed Days,580,19095,1784.6,1050.3
2018/19 Q2,Inverclyde,Unknown,A&E Attendances,0,0,NA,NA
2018/19 Q2,Inverclyde,Unknown,Emergency Admissions,0,0,NA,NA
2018/19 Q2,Inverclyde,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2018/19 Q2,Midlothian,All Ages,A&E Attendances,45,3830,89.1,104.8
2018/19 Q2,Midlothian,All Ages,Emergency Admissions,30,3280,58.3,89.4
2018/19 Q2,Midlothian,All Ages,Emergency Admissions Bed Days,600,52255,1188.1,1430.5
2018/19 Q2,Midlothian,0-17 years,A&E Attendances,0,0,NA,NA
2018/19 Q2,Midlothian,0-17 years,Emergency Admissions,0,0,NA,NA
2018/19 Q2,Midlothian,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2018/19 Q2,Midlothian,18-64 years,A&E Attendances,0,405,0,111.3
2018/19 Q2,Midlothian,18-64 years,Emergency Admissions,0,0,NA,NA
2018/19 Q2,Midlothian,18-64 years,Emergency Admissions Bed Days,0,0,NA,NA
2018/19 Q2,Midlothian,65-74 years,A&E Attendances,5,405,90.9,103.6
2018/19 Q2,Midlothian,65-74 years,Emergency Admissions,5,405,90.9,103.3
2018/19 Q2,Midlothian,65-74 years,Emergency Admissions Bed Days,85,8620,1545.5,2204.6
2018/19 Q2,Midlothian,75-84 years,A&E Attendances,15,1125,103.4,104.7
2018/19 Q2,Midlothian,75-84 years,Emergency Admissions,10,1010,66.7,93.7
2018/19 Q2,Midlothian,75-84 years,Emergency Admissions Bed Days,170,19030,1172.4,1771.9
2018/19 Q2,Midlothian,85+ years,A&E Attendances,25,1880,96.2,103.4
2018/19 Q2,Midlothian,85+ years,Emergency Admissions,15,1545,56.6,84.6
2018/19 Q2,Midlothian,85+ years,Emergency Admissions Bed Days,340,19095,1307.7,1050.3
2018/19 Q2,Midlothian,Unknown,A&E Attendances,0,0,NA,NA
2018/19 Q2,Midlothian,Unknown,Emergency Admissions,0,0,NA,NA
2018/19 Q2,Midlothian,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2018/19 Q2,Moray,All Ages,A&E Attendances,40,3830,65.6,104.8
2018/19 Q2,Moray,All Ages,Emergency Admissions,35,3280,57.4,89.4
2018/19 Q2,Moray,All Ages,Emergency Admissions Bed Days,385,52255,631.1,1430.5
2018/19 Q2,Moray,0-17 years,A&E Attendances,0,0,NA,NA
2018/19 Q2,Moray,0-17 years,Emergency Admissions,0,0,NA,NA
2018/19 Q2,Moray,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2018/19 Q2,Moray,18-64 years,A&E Attendances,5,405,55.6,111.3
2018/19 Q2,Moray,18-64 years,Emergency Admissions,5,320,55.6,87.4
2018/19 Q2,Moray,18-64 years,Emergency Admissions Bed Days,25,5465,277.8,1501.4
2018/19 Q2,Moray,65-74 years,A&E Attendances,5,405,90.9,103.6
2018/19 Q2,Moray,65-74 years,Emergency Admissions,5,405,90.9,103.3
2018/19 Q2,Moray,65-74 years,Emergency Admissions Bed Days,10,8620,181.8,2204.6
2018/19 Q2,Moray,75-84 years,A&E Attendances,15,1125,90.9,104.7
2018/19 Q2,Moray,75-84 years,Emergency Admissions,10,1010,60.6,93.7
2018/19 Q2,Moray,75-84 years,Emergency Admissions Bed Days,90,19030,545.5,1771.9
2018/19 Q2,Moray,85+ years,A&E Attendances,20,1880,65.6,103.4
2018/19 Q2,Moray,85+ years,Emergency Admissions,15,1545,49.2,84.6
2018/19 Q2,Moray,85+ years,Emergency Admissions Bed Days,260,19095,852.5,1050.3
2018/19 Q2,Moray,Unknown,A&E Attendances,0,0,NA,NA
2018/19 Q2,Moray,Unknown,Emergency Admissions,0,0,NA,NA
2018/19 Q2,Moray,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2018/19 Q2,North Ayrshire,All Ages,A&E Attendances,100,3830,107,104.8
2018/19 Q2,North Ayrshire,All Ages,Emergency Admissions,90,3280,96.3,89.4
2018/19 Q2,North Ayrshire,All Ages,Emergency Admissions Bed Days,1255,52255,1342.2,1430.5
2018/19 Q2,North Ayrshire,0-17 years,A&E Attendances,0,0,NA,NA
2018/19 Q2,North Ayrshire,0-17 years,Emergency Admissions,0,0,NA,NA
2018/19 Q2,North Ayrshire,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2018/19 Q2,North Ayrshire,18-64 years,A&E Attendances,10,405,105.3,111.3
2018/19 Q2,North Ayrshire,18-64 years,Emergency Admissions,10,320,105.3,87.4
2018/19 Q2,North Ayrshire,18-64 years,Emergency Admissions Bed Days,250,5465,2631.6,1501.4
2018/19 Q2,North Ayrshire,65-74 years,A&E Attendances,15,405,150,103.6
2018/19 Q2,North Ayrshire,65-74 years,Emergency Admissions,10,405,100,103.3
2018/19 Q2,North Ayrshire,65-74 years,Emergency Admissions Bed Days,75,8620,750,2204.6
2018/19 Q2,North Ayrshire,75-84 years,A&E Attendances,25,1125,80.6,104.7
2018/19 Q2,North Ayrshire,75-84 years,Emergency Admissions,30,1010,96.8,93.7
2018/19 Q2,North Ayrshire,75-84 years,Emergency Admissions Bed Days,300,19030,967.7,1771.9
2018/19 Q2,North Ayrshire,85+ years,A&E Attendances,50,1880,117.6,103.4
2018/19 Q2,North Ayrshire,85+ years,Emergency Admissions,40,1545,94.1,84.6
2018/19 Q2,North Ayrshire,85+ years,Emergency Admissions Bed Days,630,19095,1482.4,1050.3
2018/19 Q2,North Ayrshire,Unknown,A&E Attendances,0,0,NA,NA
2018/19 Q2,North Ayrshire,Unknown,Emergency Admissions,0,0,NA,NA
2018/19 Q2,North Ayrshire,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2018/19 Q2,North Lanarkshire,All Ages,A&E Attendances,190,3830,125,104.8
2018/19 Q2,North Lanarkshire,All Ages,Emergency Admissions,130,3280,85.5,89.4
2018/19 Q2,North Lanarkshire,All Ages,Emergency Admissions Bed Days,1165,52255,766.4,1430.5
2018/19 Q2,North Lanarkshire,0-17 years,A&E Attendances,0,0,NA,NA
2018/19 Q2,North Lanarkshire,0-17 years,Emergency Admissions,0,0,NA,NA
2018/19 Q2,North Lanarkshire,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2018/19 Q2,North Lanarkshire,18-64 years,A&E Attendances,10,405,133.3,111.3
2018/19 Q2,North Lanarkshire,18-64 years,Emergency Admissions,10,320,133.3,87.4
2018/19 Q2,North Lanarkshire,18-64 years,Emergency Admissions Bed Days,70,5465,933.3,1501.4
2018/19 Q2,North Lanarkshire,65-74 years,A&E Attendances,25,405,138.9,103.6
2018/19 Q2,North Lanarkshire,65-74 years,Emergency Admissions,15,405,83.3,103.3
2018/19 Q2,North Lanarkshire,65-74 years,Emergency Admissions Bed Days,250,8620,1388.9,2204.6
2018/19 Q2,North Lanarkshire,75-84 years,A&E Attendances,70,1125,132.1,104.7
2018/19 Q2,North Lanarkshire,75-84 years,Emergency Admissions,50,1010,94.3,93.7
2018/19 Q2,North Lanarkshire,75-84 years,Emergency Admissions Bed Days,380,19030,717,1771.9
2018/19 Q2,North Lanarkshire,85+ years,A&E Attendances,80,1880,109.6,103.4
2018/19 Q2,North Lanarkshire,85+ years,Emergency Admissions,55,1545,74.8,84.6
2018/19 Q2,North Lanarkshire,85+ years,Emergency Admissions Bed Days,465,19095,637,1050.3
2018/19 Q2,North Lanarkshire,Unknown,A&E Attendances,0,0,NA,NA
2018/19 Q2,North Lanarkshire,Unknown,Emergency Admissions,0,0,NA,NA
2018/19 Q2,North Lanarkshire,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2018/19 Q2,Perth and Kinross,All Ages,A&E Attendances,65,3830,51,104.8
2018/19 Q2,Perth and Kinross,All Ages,Emergency Admissions,85,3280,66.7,89.4
2018/19 Q2,Perth and Kinross,All Ages,Emergency Admissions Bed Days,1595,52255,1251,1430.5
2018/19 Q2,Perth and Kinross,0-17 years,A&E Attendances,0,0,NA,NA
2018/19 Q2,Perth and Kinross,0-17 years,Emergency Admissions,0,0,NA,NA
2018/19 Q2,Perth and Kinross,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2018/19 Q2,Perth and Kinross,18-64 years,A&E Attendances,10,405,74.1,111.3
2018/19 Q2,Perth and Kinross,18-64 years,Emergency Admissions,10,320,74.1,87.4
2018/19 Q2,Perth and Kinross,18-64 years,Emergency Admissions Bed Days,80,5465,592.6,1501.4
2018/19 Q2,Perth and Kinross,65-74 years,A&E Attendances,5,405,41.7,103.6
2018/19 Q2,Perth and Kinross,65-74 years,Emergency Admissions,10,405,83.3,103.3
2018/19 Q2,Perth and Kinross,65-74 years,Emergency Admissions Bed Days,70,8620,583.3,2204.6
2018/19 Q2,Perth and Kinross,75-84 years,A&E Attendances,10,1125,30.3,104.7
2018/19 Q2,Perth and Kinross,75-84 years,Emergency Admissions,25,1010,75.8,93.7
2018/19 Q2,Perth and Kinross,75-84 years,Emergency Admissions Bed Days,1005,19030,3045.5,1771.9
2018/19 Q2,Perth and Kinross,85+ years,A&E Attendances,45,1880,65.2,103.4
2018/19 Q2,Perth and Kinross,85+ years,Emergency Admissions,45,1545,65.2,84.6
2018/19 Q2,Perth and Kinross,85+ years,Emergency Admissions Bed Days,440,19095,637.7,1050.3
2018/19 Q2,Perth and Kinross,Unknown,A&E Attendances,0,0,NA,NA
2018/19 Q2,Perth and Kinross,Unknown,Emergency Admissions,0,0,NA,NA
2018/19 Q2,Perth and Kinross,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2018/19 Q2,Renfrewshire,All Ages,A&E Attendances,205,3830,168,104.8
2018/19 Q2,Renfrewshire,All Ages,Emergency Admissions,145,3280,118.4,89.4
2018/19 Q2,Renfrewshire,All Ages,Emergency Admissions Bed Days,2435,52255,1995.9,1430.5
2018/19 Q2,Renfrewshire,0-17 years,A&E Attendances,0,0,NA,NA
2018/19 Q2,Renfrewshire,0-17 years,Emergency Admissions,0,0,NA,NA
2018/19 Q2,Renfrewshire,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2018/19 Q2,Renfrewshire,18-64 years,A&E Attendances,15,405,130.4,111.3
2018/19 Q2,Renfrewshire,18-64 years,Emergency Admissions,10,320,87,87.4
2018/19 Q2,Renfrewshire,18-64 years,Emergency Admissions Bed Days,115,5465,1000,1501.4
2018/19 Q2,Renfrewshire,65-74 years,A&E Attendances,30,405,222.2,103.6
2018/19 Q2,Renfrewshire,65-74 years,Emergency Admissions,15,405,111.1,103.3
2018/19 Q2,Renfrewshire,65-74 years,Emergency Admissions Bed Days,260,8620,1925.9,2204.6
2018/19 Q2,Renfrewshire,75-84 years,A&E Attendances,70,1125,170.7,104.7
2018/19 Q2,Renfrewshire,75-84 years,Emergency Admissions,55,1010,134.1,93.7
2018/19 Q2,Renfrewshire,75-84 years,Emergency Admissions Bed Days,1205,19030,2939,1771.9
2018/19 Q2,Renfrewshire,85+ years,A&E Attendances,90,1880,162.2,103.4
2018/19 Q2,Renfrewshire,85+ years,Emergency Admissions,65,1545,116.1,84.6
2018/19 Q2,Renfrewshire,85+ years,Emergency Admissions Bed Days,855,19095,1540.5,1050.3
2018/19 Q2,Renfrewshire,Unknown,A&E Attendances,0,0,NA,NA
2018/19 Q2,Renfrewshire,Unknown,Emergency Admissions,0,0,NA,NA
2018/19 Q2,Renfrewshire,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2018/19 Q2,Scottish Borders,All Ages,A&E Attendances,90,3830,116.9,104.8
2018/19 Q2,Scottish Borders,All Ages,Emergency Admissions,70,3280,90.9,89.4
2018/19 Q2,Scottish Borders,All Ages,Emergency Admissions Bed Days,905,52255,1175.3,1430.5
2018/19 Q2,Scottish Borders,0-17 years,A&E Attendances,0,0,NA,NA
2018/19 Q2,Scottish Borders,0-17 years,Emergency Admissions,0,0,NA,NA
2018/19 Q2,Scottish Borders,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2018/19 Q2,Scottish Borders,18-64 years,A&E Attendances,0,405,0,111.3
2018/19 Q2,Scottish Borders,18-64 years,Emergency Admissions,0,320,0,87.4
2018/19 Q2,Scottish Borders,18-64 years,Emergency Admissions Bed Days,5,5465,142.9,1501.4
2018/19 Q2,Scottish Borders,65-74 years,A&E Attendances,5,405,83.3,103.6
2018/19 Q2,Scottish Borders,65-74 years,Emergency Admissions,5,405,83.3,103.3
2018/19 Q2,Scottish Borders,65-74 years,Emergency Admissions Bed Days,240,8620,4000,2204.6
2018/19 Q2,Scottish Borders,75-84 years,A&E Attendances,25,1125,113.6,104.7
2018/19 Q2,Scottish Borders,75-84 years,Emergency Admissions,15,1010,68.2,93.7
2018/19 Q2,Scottish Borders,75-84 years,Emergency Admissions Bed Days,150,19030,681.8,1771.9
2018/19 Q2,Scottish Borders,85+ years,A&E Attendances,60,1880,130.4,103.4
2018/19 Q2,Scottish Borders,85+ years,Emergency Admissions,50,1545,108.7,84.6
2018/19 Q2,Scottish Borders,85+ years,Emergency Admissions Bed Days,515,19095,1119.6,1050.3
2018/19 Q2,Scottish Borders,Unknown,A&E Attendances,0,0,NA,NA
2018/19 Q2,Scottish Borders,Unknown,Emergency Admissions,0,0,NA,NA
2018/19 Q2,Scottish Borders,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2018/19 Q2,Shetland Islands,All Ages,A&E Attendances,20,3830,148.1,104.8
2018/19 Q2,Shetland Islands,All Ages,Emergency Admissions,15,3280,111.1,89.4
2018/19 Q2,Shetland Islands,All Ages,Emergency Admissions Bed Days,120,52255,888.9,1430.5
2018/19 Q2,Shetland Islands,0-17 years,A&E Attendances,0,0,NA,NA
2018/19 Q2,Shetland Islands,0-17 years,Emergency Admissions,0,0,NA,NA
2018/19 Q2,Shetland Islands,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2018/19 Q2,Shetland Islands,18-64 years,A&E Attendances,0,405,0,111.3
2018/19 Q2,Shetland Islands,18-64 years,Emergency Admissions,0,320,0,87.4
2018/19 Q2,Shetland Islands,18-64 years,Emergency Admissions Bed Days,5,5465,500,1501.4
2018/19 Q2,Shetland Islands,65-74 years,A&E Attendances,5,405,333.3,103.6
2018/19 Q2,Shetland Islands,65-74 years,Emergency Admissions,5,405,333.3,103.3
2018/19 Q2,Shetland Islands,65-74 years,Emergency Admissions Bed Days,70,8620,4666.7,2204.6
2018/19 Q2,Shetland Islands,75-84 years,A&E Attendances,10,1125,250,104.7
2018/19 Q2,Shetland Islands,75-84 years,Emergency Admissions,5,1010,125,93.7
2018/19 Q2,Shetland Islands,75-84 years,Emergency Admissions Bed Days,25,19030,625,1771.9
2018/19 Q2,Shetland Islands,85+ years,A&E Attendances,5,1880,71.4,103.4
2018/19 Q2,Shetland Islands,85+ years,Emergency Admissions,5,1545,71.4,84.6
2018/19 Q2,Shetland Islands,85+ years,Emergency Admissions Bed Days,20,19095,285.7,1050.3
2018/19 Q2,Shetland Islands,Unknown,A&E Attendances,0,0,NA,NA
2018/19 Q2,Shetland Islands,Unknown,Emergency Admissions,0,0,NA,NA
2018/19 Q2,Shetland Islands,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2018/19 Q2,South Ayrshire,All Ages,A&E Attendances,130,3830,119.8,104.8
2018/19 Q2,South Ayrshire,All Ages,Emergency Admissions,125,3280,114.7,89.4
2018/19 Q2,South Ayrshire,All Ages,Emergency Admissions Bed Days,1340,52255,1235,1430.5
2018/19 Q2,South Ayrshire,0-17 years,A&E Attendances,0,0,NA,NA
2018/19 Q2,South Ayrshire,0-17 years,Emergency Admissions,0,0,NA,NA
2018/19 Q2,South Ayrshire,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2018/19 Q2,South Ayrshire,18-64 years,A&E Attendances,10,405,153.8,111.3
2018/19 Q2,South Ayrshire,18-64 years,Emergency Admissions,10,320,153.8,87.4
2018/19 Q2,South Ayrshire,18-64 years,Emergency Admissions Bed Days,90,5465,1384.6,1501.4
2018/19 Q2,South Ayrshire,65-74 years,A&E Attendances,10,405,95.2,103.6
2018/19 Q2,South Ayrshire,65-74 years,Emergency Admissions,10,405,95.2,103.3
2018/19 Q2,South Ayrshire,65-74 years,Emergency Admissions Bed Days,65,8620,619,2204.6
2018/19 Q2,South Ayrshire,75-84 years,A&E Attendances,40,1125,117.6,104.7
2018/19 Q2,South Ayrshire,75-84 years,Emergency Admissions,40,1010,117.6,93.7
2018/19 Q2,South Ayrshire,75-84 years,Emergency Admissions Bed Days,420,19030,1235.3,1771.9
2018/19 Q2,South Ayrshire,85+ years,A&E Attendances,70,1880,120.7,103.4
2018/19 Q2,South Ayrshire,85+ years,Emergency Admissions,65,1545,112.1,84.6
2018/19 Q2,South Ayrshire,85+ years,Emergency Admissions Bed Days,765,19095,1319,1050.3
2018/19 Q2,South Ayrshire,Unknown,A&E Attendances,0,0,NA,NA
2018/19 Q2,South Ayrshire,Unknown,Emergency Admissions,0,0,NA,NA
2018/19 Q2,South Ayrshire,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2018/19 Q2,South Lanarkshire,All Ages,A&E Attendances,310,3830,148.3,104.8
2018/19 Q2,South Lanarkshire,All Ages,Emergency Admissions,210,3280,97.9,89.4
2018/19 Q2,South Lanarkshire,All Ages,Emergency Admissions Bed Days,2585,52255,1236.8,1430.5
2018/19 Q2,South Lanarkshire,0-17 years,A&E Attendances,0,0,NA,NA
2018/19 Q2,South Lanarkshire,0-17 years,Emergency Admissions,0,0,NA,NA
