financial_year,financial_quarter,sending_location,age_group,measure,value,scotland_value,rate_per_1000,scotland_rate,nursing_care_provision
2020/21,2020/21 Q3,Midlothian,65+ years,A&E Attendances,100.8,6076.8,212.256,190.656,Nursing Provision provided
2020/21,2020/21 Q3,Midlothian,65+ years,Emergency Admissions,64.8,4982.4,136.368,156.24,Nursing Provision provided
2020/21,2020/21 Q3,Moray,18+ years,A&E Attendances,57.6,6782.4,98.496,191.376,Nursing Provision provided
2020/21,2020/21 Q3,Moray,18+ years,Emergency Admissions,50.4,5515.2,86.112,155.664,Nursing Provision provided
2020/21,2020/21 Q3,Moray,18-64 years,A&E Attendances,7.2,705.6,84.672,198.144,Nursing Provision provided
2020/21,2020/21 Q3,Moray,18-64 years,Emergency Admissions,7.2,532.8,84.672,149.616,Nursing Provision provided
2020/21,2020/21 Q3,Moray,65+ years,A&E Attendances,50.4,6076.8,100.8,190.656,Nursing Provision provided
2020/21,2020/21 Q3,Moray,65+ years,Emergency Admissions,43.2,4982.4,86.4,156.24,Nursing Provision provided
2020/21,2020/21 Q3,North Ayrshire,18+ years,A&E Attendances,158.4,6782.4,177.984,191.376,Nursing Provision provided
2020/21,2020/21 Q3,North Ayrshire,18+ years,Emergency Admissions,151.2,5515.2,169.92,155.664,Nursing Provision provided
2020/21,2020/21 Q3,North Ayrshire,18-64 years,A&E Attendances,21.6,705.6,240.048,198.144,Nursing Provision provided
2020/21,2020/21 Q3,North Ayrshire,18-64 years,Emergency Admissions,14.4,532.8,159.984,149.616,Nursing Provision provided
2020/21,2020/21 Q3,North Ayrshire,65+ years,A&E Attendances,129.6,6076.8,162,190.656,Nursing Provision provided
2020/21,2020/21 Q3,North Ayrshire,65+ years,Emergency Admissions,136.8,4982.4,171.072,156.24,Nursing Provision provided
2020/21,2020/21 Q3,North Lanarkshire,18+ years,A&E Attendances,403.2,6782.4,261.792,191.376,Nursing Provision provided
2020/21,2020/21 Q3,North Lanarkshire,18+ years,Emergency Admissions,244.8,5515.2,158.976,155.664,Nursing Provision provided
2020/21,2020/21 Q3,North Lanarkshire,18-64 years,A&E Attendances,14.4,705.6,169.344,198.144,Nursing Provision provided
2020/21,2020/21 Q3,North Lanarkshire,18-64 years,Emergency Admissions,7.2,532.8,84.672,149.616,Nursing Provision provided
2020/21,2020/21 Q3,North Lanarkshire,65+ years,A&E Attendances,388.8,6076.8,267.264,190.656,Nursing Provision provided
2020/21,2020/21 Q3,North Lanarkshire,65+ years,Emergency Admissions,237.6,4982.4,163.296,156.24,Nursing Provision provided
2020/21,2020/21 Q3,Perth and Kinross,18+ years,A&E Attendances,122.4,6782.4,104.112,191.376,Nursing Provision provided
2020/21,2020/21 Q3,Perth and Kinross,18+ years,Emergency Admissions,151.2,5515.2,128.736,155.664,Nursing Provision provided
2020/21,2020/21 Q3,Perth and Kinross,18-64 years,A&E Attendances,7.2,705.6,60.048,198.144,Nursing Provision provided
2020/21,2020/21 Q3,Perth and Kinross,18-64 years,Emergency Admissions,7.2,532.8,60.048,149.616,Nursing Provision provided
2020/21,2020/21 Q3,Perth and Kinross,65+ years,A&E Attendances,115.2,6076.8,109.152,190.656,Nursing Provision provided
2020/21,2020/21 Q3,Perth and Kinross,65+ years,Emergency Admissions,144,4982.4,136.512,156.24,Nursing Provision provided
2020/21,2020/21 Q3,Renfrewshire,18+ years,A&E Attendances,381.6,6782.4,337.68,191.376,Nursing Provision provided
2020/21,2020/21 Q3,Renfrewshire,18+ years,Emergency Admissions,244.8,5515.2,216.576,155.664,Nursing Provision provided
2020/21,2020/21 Q3,Renfrewshire,18-64 years,A&E Attendances,28.8,705.6,288,198.144,Nursing Provision provided
2020/21,2020/21 Q3,Renfrewshire,18-64 years,Emergency Admissions,21.6,532.8,216,149.616,Nursing Provision provided
2020/21,2020/21 Q3,Renfrewshire,65+ years,A&E Attendances,352.8,6076.8,342.576,190.656,Nursing Provision provided
2020/21,2020/21 Q3,Renfrewshire,65+ years,Emergency Admissions,223.2,4982.4,216.72,156.24,Nursing Provision provided
2020/21,2020/21 Q3,Scottish Borders,18+ years,A&E Attendances,144,6782.4,193.248,191.376,Nursing Provision provided
2020/21,2020/21 Q3,Scottish Borders,18+ years,Emergency Admissions,122.4,5515.2,164.304,155.664,Nursing Provision provided
2020/21,2020/21 Q3,Scottish Borders,18-64 years,A&E Attendances,0,705.6,0,198.144,Nursing Provision provided
2020/21,2020/21 Q3,Scottish Borders,18-64 years,Emergency Admissions,0,532.8,0,149.616,Nursing Provision provided
2020/21,2020/21 Q3,Scottish Borders,65+ years,A&E Attendances,136.8,6076.8,192.672,190.656,Nursing Provision provided
2020/21,2020/21 Q3,Scottish Borders,65+ years,Emergency Admissions,122.4,4982.4,172.368,156.24,Nursing Provision provided
2020/21,2020/21 Q3,Shetland,18+ years,A&E Attendances,36,6782.4,276.912,191.376,Nursing Provision provided
2020/21,2020/21 Q3,Shetland,18+ years,Emergency Admissions,21.6,5515.2,166.176,155.664,Nursing Provision provided
2020/21,2020/21 Q3,Shetland,18-64 years,A&E Attendances,0,705.6,0,198.144,Nursing Provision provided
2020/21,2020/21 Q3,Shetland,18-64 years,Emergency Admissions,0,532.8,0,149.616,Nursing Provision provided
2020/21,2020/21 Q3,Shetland,65+ years,A&E Attendances,36,6076.8,288,190.656,Nursing Provision provided
2020/21,2020/21 Q3,Shetland,65+ years,Emergency Admissions,21.6,4982.4,172.8,156.24,Nursing Provision provided
2020/21,2020/21 Q3,South Ayrshire,18+ years,A&E Attendances,216,6782.4,237.312,191.376,Nursing Provision provided
2020/21,2020/21 Q3,South Ayrshire,18+ years,Emergency Admissions,216,5515.2,237.312,155.664,Nursing Provision provided
2020/21,2020/21 Q3,South Ayrshire,18-64 years,A&E Attendances,14.4,705.6,240.048,198.144,Nursing Provision provided
2020/21,2020/21 Q3,South Ayrshire,18-64 years,Emergency Admissions,14.4,532.8,240.048,149.616,Nursing Provision provided
2020/21,2020/21 Q3,South Ayrshire,65+ years,A&E Attendances,201.6,6076.8,237.168,190.656,Nursing Provision provided
2020/21,2020/21 Q3,South Ayrshire,65+ years,Emergency Admissions,201.6,4982.4,237.168,156.24,Nursing Provision provided
2020/21,2020/21 Q3,South Lanarkshire,18+ years,A&E Attendances,525.6,6782.4,273.024,191.376,Nursing Provision provided
2020/21,2020/21 Q3,South Lanarkshire,18+ years,Emergency Admissions,324,5515.2,168.336,155.664,Nursing Provision provided
2020/21,2020/21 Q3,South Lanarkshire,18-64 years,A&E Attendances,50.4,705.6,252,198.144,Nursing Provision provided
2020/21,2020/21 Q3,South Lanarkshire,18-64 years,Emergency Admissions,21.6,532.8,108,149.616,Nursing Provision provided
2020/21,2020/21 Q3,South Lanarkshire,65+ years,A&E Attendances,475.2,6076.8,275.472,190.656,Nursing Provision provided
2020/21,2020/21 Q3,South Lanarkshire,65+ years,Emergency Admissions,302.4,4982.4,175.248,156.24,Nursing Provision provided
2020/21,2020/21 Q3,Stirling,18+ years,A&E Attendances,86.4,6782.4,140.544,191.376,Nursing Provision provided
2020/21,2020/21 Q3,Stirling,18+ years,Emergency Admissions,72,5515.2,117.072,155.664,Nursing Provision provided
2020/21,2020/21 Q3,Stirling,18-64 years,A&E Attendances,7.2,705.6,90,198.144,Nursing Provision provided
2020/21,2020/21 Q3,Stirling,18-64 years,Emergency Admissions,14.4,532.8,180,149.616,Nursing Provision provided
2020/21,2020/21 Q3,Stirling,65+ years,A&E Attendances,72,6076.8,135.792,190.656,Nursing Provision provided
2020/21,2020/21 Q3,Stirling,65+ years,Emergency Admissions,57.6,4982.4,108.72,156.24,Nursing Provision provided
2020/21,2020/21 Q3,West Dunbartonshire,18+ years,A&E Attendances,151.2,6782.4,219.168,191.376,Nursing Provision provided
2020/21,2020/21 Q3,West Dunbartonshire,18+ years,Emergency Admissions,122.4,5515.2,177.408,155.664,Nursing Provision provided
2020/21,2020/21 Q3,West Dunbartonshire,18-64 years,A&E Attendances,14.4,705.6,240.048,198.144,Nursing Provision provided
2020/21,2020/21 Q3,West Dunbartonshire,18-64 years,Emergency Admissions,7.2,532.8,119.952,149.616,Nursing Provision provided
2020/21,2020/21 Q3,West Dunbartonshire,65+ years,A&E Attendances,136.8,6076.8,217.152,190.656,Nursing Provision provided
2020/21,2020/21 Q3,West Dunbartonshire,65+ years,Emergency Admissions,108,4982.4,171.36,156.24,Nursing Provision provided
2020/21,2020/21 Q3,West Lothian,18+ years,A&E Attendances,187.2,6782.4,222.912,191.376,Nursing Provision provided
2020/21,2020/21 Q3,West Lothian,18+ years,Emergency Admissions,129.6,5515.2,154.224,155.664,Nursing Provision provided
2020/21,2020/21 Q3,West Lothian,18-64 years,A&E Attendances,14.4,705.6,144,198.144,Nursing Provision provided
2020/21,2020/21 Q3,West Lothian,18-64 years,Emergency Admissions,14.4,532.8,144,149.616,Nursing Provision provided
2020/21,2020/21 Q3,West Lothian,65+ years,A&E Attendances,165.6,6076.8,223.776,190.656,Nursing Provision provided
2020/21,2020/21 Q3,West Lothian,65+ years,Emergency Admissions,115.2,4982.4,155.664,156.24,Nursing Provision provided
2020/21,2020/21 Q4,Scotland (All Areas Submitted),18+ years,A&E Attendances,6328.8,6328.8,179.856,179.856,Nursing Provision provided
2020/21,2020/21 Q4,Scotland (All Areas Submitted),18+ years,Emergency Admissions,5227.2,5227.2,148.608,148.608,Nursing Provision provided
2020/21,2020/21 Q4,Scotland (All Areas Submitted),18-64 years,A&E Attendances,734.4,734.4,208.368,208.368,Nursing Provision provided
2020/21,2020/21 Q4,Scotland (All Areas Submitted),18-64 years,Emergency Admissions,547.2,547.2,155.232,155.232,Nursing Provision provided
2020/21,2020/21 Q4,Scotland (All Areas Submitted),65+ years,A&E Attendances,5594.4,5594.4,176.688,176.688,Nursing Provision provided
2020/21,2020/21 Q4,Scotland (All Areas Submitted),65+ years,Emergency Admissions,4680,4680,147.888,147.888,Nursing Provision provided
2020/21,2020/21 Q4,Aberdeen City,18+ years,A&E Attendances,201.6,6328.8,118.656,179.856,Nursing Provision provided
2020/21,2020/21 Q4,Aberdeen City,18+ years,Emergency Admissions,216,5227.2,127.008,148.608,Nursing Provision provided
2020/21,2020/21 Q4,Aberdeen City,18-64 years,A&E Attendances,50.4,734.4,190.224,208.368,Nursing Provision provided
2020/21,2020/21 Q4,Aberdeen City,18-64 years,Emergency Admissions,36,547.2,135.792,155.232,Nursing Provision provided
2020/21,2020/21 Q4,Aberdeen City,65+ years,A&E Attendances,151.2,5594.4,104.976,176.688,Nursing Provision provided
2020/21,2020/21 Q4,Aberdeen City,65+ years,Emergency Admissions,180,4680,124.992,147.888,Nursing Provision provided
2020/21,2020/21 Q4,Aberdeenshire,18+ years,A&E Attendances,115.2,6328.8,66.528,179.856,Nursing Provision provided
2020/21,2020/21 Q4,Aberdeenshire,18+ years,Emergency Admissions,172.8,5227.2,99.936,148.608,Nursing Provision provided
2020/21,2020/21 Q4,Aberdeenshire,18-64 years,A&E Attendances,14.4,734.4,75.744,208.368,Nursing Provision provided
2020/21,2020/21 Q4,Aberdeenshire,18-64 years,Emergency Admissions,14.4,547.2,75.744,155.232,Nursing Provision provided
2020/21,2020/21 Q4,Aberdeenshire,65+ years,A&E Attendances,100.8,5594.4,65.52,176.688,Nursing Provision provided
2020/21,2020/21 Q4,Aberdeenshire,65+ years,Emergency Admissions,158.4,4680,102.816,147.888,Nursing Provision provided
2020/21,2020/21 Q4,Angus,18+ years,A&E Attendances,93.6,6328.8,105.12,179.856,Nursing Provision provided
2020/21,2020/21 Q4,Angus,18+ years,Emergency Admissions,93.6,5227.2,105.12,148.608,Nursing Provision provided
2020/21,2020/21 Q4,Angus,18-64 years,A&E Attendances,7.2,734.4,84.672,208.368,Nursing Provision provided
2020/21,2020/21 Q4,Angus,18-64 years,Emergency Admissions,0,547.2,0,155.232,Nursing Provision provided
2020/21,2020/21 Q4,Angus,65+ years,A&E Attendances,93.6,5594.4,116.928,176.688,Nursing Provision provided
2020/21,2020/21 Q4,Angus,65+ years,Emergency Admissions,93.6,4680,116.928,147.888,Nursing Provision provided
2020/21,2020/21 Q4,Argyll and Bute,18+ years,A&E Attendances,93.6,6328.8,146.304,179.856,Nursing Provision provided
2020/21,2020/21 Q4,Argyll and Bute,18+ years,Emergency Admissions,108,5227.2,168.768,148.608,Nursing Provision provided
2020/21,2020/21 Q4,Argyll and Bute,18-64 years,A&E Attendances,14.4,734.4,261.792,208.368,Nursing Provision provided
2020/21,2020/21 Q4,Argyll and Bute,18-64 years,Emergency Admissions,7.2,547.2,130.896,155.232,Nursing Provision provided
2020/21,2020/21 Q4,Argyll and Bute,65+ years,A&E Attendances,79.2,5594.4,136.512,176.688,Nursing Provision provided
2020/21,2020/21 Q4,Argyll and Bute,65+ years,Emergency Admissions,100.8,4680,173.808,147.888,Nursing Provision provided
2020/21,2020/21 Q4,City of Edinburgh,18+ years,A&E Attendances,547.2,6328.8,196.848,179.856,Nursing Provision provided
2020/21,2020/21 Q4,City of Edinburgh,18+ years,Emergency Admissions,288,5227.2,103.536,148.608,Nursing Provision provided
2020/21,2020/21 Q4,City of Edinburgh,18-64 years,A&E Attendances,50.4,734.4,214.416,208.368,Nursing Provision provided
2020/21,2020/21 Q4,City of Edinburgh,18-64 years,Emergency Admissions,36,547.2,153.216,155.232,Nursing Provision provided
2020/21,2020/21 Q4,City of Edinburgh,65+ years,A&E Attendances,496.8,5594.4,195.264,176.688,Nursing Provision provided
2020/21,2020/21 Q4,City of Edinburgh,65+ years,Emergency Admissions,252,4680,99.072,147.888,Nursing Provision provided
2020/21,2020/21 Q4,Clackmannanshire,18+ years,A&E Attendances,50.4,6328.8,165.312,179.856,Nursing Provision provided
2020/21,2020/21 Q4,Clackmannanshire,18+ years,Emergency Admissions,36,5227.2,118.08,148.608,Nursing Provision provided
2020/21,2020/21 Q4,Clackmannanshire,18-64 years,A&E Attendances,14.4,734.4,221.472,208.368,Nursing Provision provided
2020/21,2020/21 Q4,Clackmannanshire,18-64 years,Emergency Admissions,7.2,547.2,110.736,155.232,Nursing Provision provided
2020/21,2020/21 Q4,Clackmannanshire,65+ years,A&E Attendances,36,5594.4,150.048,176.688,Nursing Provision provided
2020/21,2020/21 Q4,Clackmannanshire,65+ years,Emergency Admissions,28.8,4680,119.952,147.888,Nursing Provision provided
2020/21,2020/21 Q4,Dumfries and Galloway,18+ years,A&E Attendances,172.8,6328.8,161.424,179.856,Nursing Provision provided
2020/21,2020/21 Q4,Dumfries and Galloway,18+ years,Emergency Admissions,165.6,5227.2,154.8,148.608,Nursing Provision provided
2020/21,2020/21 Q4,Dumfries and Galloway,18-64 years,A&E Attendances,7.2,734.4,130.896,208.368,Nursing Provision provided
2020/21,2020/21 Q4,Dumfries and Galloway,18-64 years,Emergency Admissions,7.2,547.2,130.896,155.232,Nursing Provision provided
2020/21,2020/21 Q4,Dumfries and Galloway,65+ years,A&E Attendances,165.6,5594.4,163.152,176.688,Nursing Provision provided
2020/21,2020/21 Q4,Dumfries and Galloway,65+ years,Emergency Admissions,158.4,4680,156.096,147.888,Nursing Provision provided
2020/21,2020/21 Q4,Dundee City,18+ years,A&E Attendances,115.2,6328.8,96.336,179.856,Nursing Provision provided
2020/21,2020/21 Q4,Dundee City,18+ years,Emergency Admissions,136.8,5227.2,114.48,148.608,Nursing Provision provided
2020/21,2020/21 Q4,Dundee City,18-64 years,A&E Attendances,14.4,734.4,137.088,208.368,Nursing Provision provided
2020/21,2020/21 Q4,Dundee City,18-64 years,Emergency Admissions,7.2,547.2,68.544,155.232,Nursing Provision provided
2020/21,2020/21 Q4,Dundee City,65+ years,A&E Attendances,100.8,5594.4,92.448,176.688,Nursing Provision provided
2020/21,2020/21 Q4,Dundee City,65+ years,Emergency Admissions,129.6,4680,118.944,147.888,Nursing Provision provided
2020/21,2020/21 Q4,East Ayrshire,18+ years,A&E Attendances,165.6,6328.8,223.776,179.856,Nursing Provision provided
2020/21,2020/21 Q4,East Ayrshire,18+ years,Emergency Admissions,158.4,5227.2,213.984,148.608,Nursing Provision provided
2020/21,2020/21 Q4,East Ayrshire,18-64 years,A&E Attendances,21.6,734.4,308.592,208.368,Nursing Provision provided
2020/21,2020/21 Q4,East Ayrshire,18-64 years,Emergency Admissions,14.4,547.2,205.776,155.232,Nursing Provision provided
2020/21,2020/21 Q4,East Ayrshire,65+ years,A&E Attendances,144,5594.4,213.264,176.688,Nursing Provision provided
2020/21,2020/21 Q4,East Ayrshire,65+ years,Emergency Admissions,144,4680,213.264,147.888,Nursing Provision provided
2020/21,2020/21 Q4,East Dunbartonshire,18+ years,A&E Attendances,172.8,6328.8,191.952,179.856,Nursing Provision provided
2020/21,2020/21 Q4,East Dunbartonshire,18+ years,Emergency Admissions,144,5227.2,159.984,148.608,Nursing Provision provided
2020/21,2020/21 Q4,East Dunbartonshire,18-64 years,A&E Attendances,7.2,734.4,180,208.368,Nursing Provision provided
2020/21,2020/21 Q4,East Dunbartonshire,18-64 years,Emergency Admissions,7.2,547.2,180,155.232,Nursing Provision provided
2020/21,2020/21 Q4,East Dunbartonshire,65+ years,A&E Attendances,158.4,5594.4,185.328,176.688,Nursing Provision provided
2020/21,2020/21 Q4,East Dunbartonshire,65+ years,Emergency Admissions,136.8,4680,159.984,147.888,Nursing Provision provided
2020/21,2020/21 Q4,East Lothian,18+ years,A&E Attendances,108,6328.8,150.048,179.856,Nursing Provision provided
2020/21,2020/21 Q4,East Lothian,18+ years,Emergency Admissions,72,5227.2,99.936,148.608,Nursing Provision provided
2020/21,2020/21 Q4,East Lothian,18-64 years,A&E Attendances,7.2,734.4,130.896,208.368,Nursing Provision provided
2020/21,2020/21 Q4,East Lothian,18-64 years,Emergency Admissions,7.2,547.2,130.896,155.232,Nursing Provision provided
2020/21,2020/21 Q4,East Lothian,65+ years,A&E Attendances,100.8,5594.4,150.48,176.688,Nursing Provision provided
2020/21,2020/21 Q4,East Lothian,65+ years,Emergency Admissions,64.8,4680,96.768,147.888,Nursing Provision provided
2020/21,2020/21 Q4,East Renfrewshire,18+ years,A&E Attendances,144,6328.8,198.576,179.856,Nursing Provision provided
2020/21,2020/21 Q4,East Renfrewshire,18+ years,Emergency Admissions,108,5227.2,148.896,148.608,Nursing Provision provided
2020/21,2020/21 Q4,East Renfrewshire,18-64 years,A&E Attendances,0,734.4,0,208.368,Nursing Provision provided
2020/21,2020/21 Q4,East Renfrewshire,18-64 years,Emergency Admissions,0,547.2,0,155.232,Nursing Provision provided
2020/21,2020/21 Q4,East Renfrewshire,65+ years,A&E Attendances,136.8,5594.4,196.848,176.688,Nursing Provision provided
2020/21,2020/21 Q4,East Renfrewshire,65+ years,Emergency Admissions,108,4680,155.376,147.888,Nursing Provision provided
2020/21,2020/21 Q4,Falkirk,18+ years,A&E Attendances,201.6,6328.8,175.248,179.856,Nursing Provision provided
2020/21,2020/21 Q4,Falkirk,18+ years,Emergency Admissions,151.2,5227.2,131.472,148.608,Nursing Provision provided
2020/21,2020/21 Q4,Falkirk,18-64 years,A&E Attendances,50.4,734.4,288,208.368,Nursing Provision provided
2020/21,2020/21 Q4,Falkirk,18-64 years,Emergency Admissions,21.6,547.2,123.408,155.232,Nursing Provision provided
2020/21,2020/21 Q4,Falkirk,65+ years,A&E Attendances,158.4,5594.4,162.432,176.688,Nursing Provision provided
2020/21,2020/21 Q4,Falkirk,65+ years,Emergency Admissions,129.6,4680,132.912,147.888,Nursing Provision provided
