financial_quarter,sending_location,age_group,referral_source,referrals,percentage,scotland_referrals,scotland_percentage
2018/19 Q4,Falkirk,18-64 years,999 Emergency Services,20,57.1,365,66
2018/19 Q4,Falkirk,18-64 years,GP,0,0,15,3
2018/19 Q4,Falkirk,18-64 years,Care Home,0,0,5,1
2018/19 Q4,Falkirk,18-64 years,Self Referral,15,42.9,135,25
2018/19 Q4,Falkirk,18-64 years,Other/Unknown,0,0,30,5
2018/19 Q4,Falkirk,65-74 years,999 Emergency Services,15,75,460,84
2018/19 Q4,Falkirk,65-74 years,GP,0,0,10,2
2018/19 Q4,Falkirk,65-74 years,Care Home,0,0,5,1
2018/19 Q4,Falkirk,65-74 years,Self Referral,5,25,60,11
2018/19 Q4,Falkirk,65-74 years,Other/Unknown,0,0,10,2
2018/19 Q4,Falkirk,75-84 years,999 Emergency Services,40,88.9,1270,83
2018/19 Q4,Falkirk,75-84 years,GP,0,0,30,2
2018/19 Q4,Falkirk,75-84 years,Care Home,0,0,10,1
2018/19 Q4,Falkirk,75-84 years,Self Referral,5,11.1,170,11
2018/19 Q4,Falkirk,75-84 years,Other/Unknown,0,0,45,3
2018/19 Q4,Falkirk,85+ years,999 Emergency Services,40,88.9,1715,81
2018/19 Q4,Falkirk,85+ years,GP,0,0,50,2
2018/19 Q4,Falkirk,85+ years,Care Home,0,0,10,0
2018/19 Q4,Falkirk,85+ years,Self Referral,5,11.1,245,12
2018/19 Q4,Falkirk,85+ years,Other/Unknown,0,0,85,4
2018/19 Q4,Falkirk,Unknown,999 Emergency Services,0,NA,0,NA
2018/19 Q4,Falkirk,Unknown,GP,0,NA,0,NA
2018/19 Q4,Falkirk,Unknown,Care Home,0,NA,0,NA
2018/19 Q4,Falkirk,Unknown,Self Referral,0,NA,0,NA
2018/19 Q4,Falkirk,Unknown,Other/Unknown,0,NA,0,NA
2018/19 Q4,Fife,All Ages,999 Emergency Services,300,85.7,3815,80
2018/19 Q4,Fife,All Ages,GP,5,1.4,110,2
2018/19 Q4,Fife,All Ages,Care Home,5,1.4,30,1
2018/19 Q4,Fife,All Ages,Self Referral,30,8.6,620,13
2018/19 Q4,Fife,All Ages,Other/Unknown,10,2.9,175,4
2018/19 Q4,Fife,0-17 years,999 Emergency Services,0,NA,0,0
2018/19 Q4,Fife,0-17 years,GP,0,NA,0,0
2018/19 Q4,Fife,0-17 years,Care Home,0,NA,0,0
2018/19 Q4,Fife,0-17 years,Self Referral,0,NA,10,100
2018/19 Q4,Fife,0-17 years,Other/Unknown,0,NA,0,0
2018/19 Q4,Fife,18-64 years,999 Emergency Services,25,83.3,365,66
2018/19 Q4,Fife,18-64 years,GP,0,0,15,3
2018/19 Q4,Fife,18-64 years,Care Home,0,0,5,1
2018/19 Q4,Fife,18-64 years,Self Referral,5,16.7,135,25
2018/19 Q4,Fife,18-64 years,Other/Unknown,0,0,30,5
2018/19 Q4,Fife,65-74 years,999 Emergency Services,25,83.3,460,84
2018/19 Q4,Fife,65-74 years,GP,0,0,10,2
2018/19 Q4,Fife,65-74 years,Care Home,0,0,5,1
2018/19 Q4,Fife,65-74 years,Self Referral,5,16.7,60,11
2018/19 Q4,Fife,65-74 years,Other/Unknown,0,0,10,2
2018/19 Q4,Fife,75-84 years,999 Emergency Services,85,94.4,1270,83
2018/19 Q4,Fife,75-84 years,GP,0,0,30,2
2018/19 Q4,Fife,75-84 years,Care Home,0,0,10,1
2018/19 Q4,Fife,75-84 years,Self Referral,5,5.6,170,11
2018/19 Q4,Fife,75-84 years,Other/Unknown,0,0,45,3
2018/19 Q4,Fife,85+ years,999 Emergency Services,165,89.2,1715,81
2018/19 Q4,Fife,85+ years,GP,0,0,50,2
2018/19 Q4,Fife,85+ years,Care Home,0,0,10,0
2018/19 Q4,Fife,85+ years,Self Referral,15,8.1,245,12
2018/19 Q4,Fife,85+ years,Other/Unknown,5,2.7,85,4
2018/19 Q4,Fife,Unknown,999 Emergency Services,0,NA,0,NA
2018/19 Q4,Fife,Unknown,GP,0,NA,0,NA
2018/19 Q4,Fife,Unknown,Care Home,0,NA,0,NA
2018/19 Q4,Fife,Unknown,Self Referral,0,NA,0,NA
2018/19 Q4,Fife,Unknown,Other/Unknown,0,NA,0,NA
2018/19 Q4,Glasgow City,All Ages,999 Emergency Services,550,78,3815,80
2018/19 Q4,Glasgow City,All Ages,GP,10,1.4,110,2
2018/19 Q4,Glasgow City,All Ages,Care Home,5,0.7,30,1
2018/19 Q4,Glasgow City,All Ages,Self Referral,130,18.4,620,13
2018/19 Q4,Glasgow City,All Ages,Other/Unknown,10,1.4,175,4
2018/19 Q4,Glasgow City,0-17 years,999 Emergency Services,0,NA,0,0
2018/19 Q4,Glasgow City,0-17 years,GP,0,NA,0,0
2018/19 Q4,Glasgow City,0-17 years,Care Home,0,NA,0,0
2018/19 Q4,Glasgow City,0-17 years,Self Referral,0,NA,10,100
2018/19 Q4,Glasgow City,0-17 years,Other/Unknown,0,NA,0,0
2018/19 Q4,Glasgow City,18-64 years,999 Emergency Services,75,68.2,365,66
2018/19 Q4,Glasgow City,18-64 years,GP,5,4.5,15,3
2018/19 Q4,Glasgow City,18-64 years,Care Home,0,0,5,1
2018/19 Q4,Glasgow City,18-64 years,Self Referral,25,22.7,135,25
2018/19 Q4,Glasgow City,18-64 years,Other/Unknown,5,4.5,30,5
2018/19 Q4,Glasgow City,65-74 years,999 Emergency Services,95,82.6,460,84
2018/19 Q4,Glasgow City,65-74 years,GP,0,0,10,2
2018/19 Q4,Glasgow City,65-74 years,Care Home,0,0,5,1
2018/19 Q4,Glasgow City,65-74 years,Self Referral,20,17.4,60,11
2018/19 Q4,Glasgow City,65-74 years,Other/Unknown,0,0,10,2
2018/19 Q4,Glasgow City,75-84 years,999 Emergency Services,175,85.4,1270,83
2018/19 Q4,Glasgow City,75-84 years,GP,0,0,30,2
2018/19 Q4,Glasgow City,75-84 years,Care Home,0,0,10,1
2018/19 Q4,Glasgow City,75-84 years,Self Referral,30,14.6,170,11
2018/19 Q4,Glasgow City,75-84 years,Other/Unknown,0,0,45,3
2018/19 Q4,Glasgow City,85+ years,999 Emergency Services,205,75.9,1715,81
2018/19 Q4,Glasgow City,85+ years,GP,5,1.9,50,2
2018/19 Q4,Glasgow City,85+ years,Care Home,0,0,10,0
2018/19 Q4,Glasgow City,85+ years,Self Referral,55,20.4,245,12
2018/19 Q4,Glasgow City,85+ years,Other/Unknown,5,1.9,85,4
2018/19 Q4,Glasgow City,Unknown,999 Emergency Services,0,NA,0,NA
2018/19 Q4,Glasgow City,Unknown,GP,0,NA,0,NA
2018/19 Q4,Glasgow City,Unknown,Care Home,0,NA,0,NA
2018/19 Q4,Glasgow City,Unknown,Self Referral,0,NA,0,NA
2018/19 Q4,Glasgow City,Unknown,Other/Unknown,0,NA,0,NA
2018/19 Q4,Highland,All Ages,999 Emergency Services,135,84.4,3815,80
2018/19 Q4,Highland,All Ages,GP,0,0,110,2
2018/19 Q4,Highland,All Ages,Care Home,0,0,30,1
2018/19 Q4,Highland,All Ages,Self Referral,5,3.1,620,13
2018/19 Q4,Highland,All Ages,Other/Unknown,20,12.5,175,4
2018/19 Q4,Highland,0-17 years,999 Emergency Services,0,NA,0,0
2018/19 Q4,Highland,0-17 years,GP,0,NA,0,0
2018/19 Q4,Highland,0-17 years,Care Home,0,NA,0,0
2018/19 Q4,Highland,0-17 years,Self Referral,0,NA,10,100
2018/19 Q4,Highland,0-17 years,Other/Unknown,0,NA,0,0
2018/19 Q4,Highland,18-64 years,999 Emergency Services,5,50,365,66
2018/19 Q4,Highland,18-64 years,GP,0,0,15,3
2018/19 Q4,Highland,18-64 years,Care Home,0,0,5,1
2018/19 Q4,Highland,18-64 years,Self Referral,0,0,135,25
2018/19 Q4,Highland,18-64 years,Other/Unknown,5,50,30,5
2018/19 Q4,Highland,65-74 years,999 Emergency Services,15,100,460,84
2018/19 Q4,Highland,65-74 years,GP,0,0,10,2
2018/19 Q4,Highland,65-74 years,Care Home,0,0,5,1
2018/19 Q4,Highland,65-74 years,Self Referral,0,0,60,11
2018/19 Q4,Highland,65-74 years,Other/Unknown,0,0,10,2
2018/19 Q4,Highland,75-84 years,999 Emergency Services,40,100,1270,83
2018/19 Q4,Highland,75-84 years,GP,0,0,30,2
2018/19 Q4,Highland,75-84 years,Care Home,0,0,10,1
2018/19 Q4,Highland,75-84 years,Self Referral,0,0,170,11
2018/19 Q4,Highland,75-84 years,Other/Unknown,0,0,45,3
2018/19 Q4,Highland,85+ years,999 Emergency Services,75,78.9,1715,81
2018/19 Q4,Highland,85+ years,GP,0,0,50,2
2018/19 Q4,Highland,85+ years,Care Home,0,0,10,0
2018/19 Q4,Highland,85+ years,Self Referral,5,5.3,245,12
2018/19 Q4,Highland,85+ years,Other/Unknown,15,15.8,85,4
2018/19 Q4,Highland,Unknown,999 Emergency Services,0,NA,0,NA
2018/19 Q4,Highland,Unknown,GP,0,NA,0,NA
2018/19 Q4,Highland,Unknown,Care Home,0,NA,0,NA
2018/19 Q4,Highland,Unknown,Self Referral,0,NA,0,NA
2018/19 Q4,Highland,Unknown,Other/Unknown,0,NA,0,NA
2018/19 Q4,Inverclyde,All Ages,999 Emergency Services,75,71.4,3815,80
2018/19 Q4,Inverclyde,All Ages,GP,5,4.8,110,2
2018/19 Q4,Inverclyde,All Ages,Care Home,0,0,30,1
2018/19 Q4,Inverclyde,All Ages,Self Referral,20,19,620,13
2018/19 Q4,Inverclyde,All Ages,Other/Unknown,5,4.8,175,4
2018/19 Q4,Inverclyde,0-17 years,999 Emergency Services,0,NA,0,0
2018/19 Q4,Inverclyde,0-17 years,GP,0,NA,0,0
2018/19 Q4,Inverclyde,0-17 years,Care Home,0,NA,0,0
2018/19 Q4,Inverclyde,0-17 years,Self Referral,0,NA,10,100
2018/19 Q4,Inverclyde,0-17 years,Other/Unknown,0,NA,0,0
2018/19 Q4,Inverclyde,18-64 years,999 Emergency Services,15,75,365,66
2018/19 Q4,Inverclyde,18-64 years,GP,0,0,15,3
2018/19 Q4,Inverclyde,18-64 years,Care Home,0,0,5,1
2018/19 Q4,Inverclyde,18-64 years,Self Referral,5,25,135,25
2018/19 Q4,Inverclyde,18-64 years,Other/Unknown,0,0,30,5
2018/19 Q4,Inverclyde,65-74 years,999 Emergency Services,10,100,460,84
2018/19 Q4,Inverclyde,65-74 years,GP,0,0,10,2
2018/19 Q4,Inverclyde,65-74 years,Care Home,0,0,5,1
2018/19 Q4,Inverclyde,65-74 years,Self Referral,0,0,60,11
2018/19 Q4,Inverclyde,65-74 years,Other/Unknown,0,0,10,2
2018/19 Q4,Inverclyde,75-84 years,999 Emergency Services,15,60,1270,83
2018/19 Q4,Inverclyde,75-84 years,GP,0,0,30,2
2018/19 Q4,Inverclyde,75-84 years,Care Home,0,0,10,1
2018/19 Q4,Inverclyde,75-84 years,Self Referral,10,40,170,11
2018/19 Q4,Inverclyde,75-84 years,Other/Unknown,0,0,45,3
2018/19 Q4,Inverclyde,85+ years,999 Emergency Services,35,87.5,1715,81
2018/19 Q4,Inverclyde,85+ years,GP,0,0,50,2
2018/19 Q4,Inverclyde,85+ years,Care Home,0,0,10,0
2018/19 Q4,Inverclyde,85+ years,Self Referral,5,12.5,245,12
2018/19 Q4,Inverclyde,85+ years,Other/Unknown,0,0,85,4
2018/19 Q4,Inverclyde,Unknown,999 Emergency Services,0,NA,0,NA
2018/19 Q4,Inverclyde,Unknown,GP,0,NA,0,NA
2018/19 Q4,Inverclyde,Unknown,Care Home,0,NA,0,NA
2018/19 Q4,Inverclyde,Unknown,Self Referral,0,NA,0,NA
2018/19 Q4,Inverclyde,Unknown,Other/Unknown,0,NA,0,NA
2018/19 Q4,Midlothian,All Ages,999 Emergency Services,50,83.3,3815,80
2018/19 Q4,Midlothian,All Ages,GP,0,0,110,2
2018/19 Q4,Midlothian,All Ages,Care Home,0,0,30,1
2018/19 Q4,Midlothian,All Ages,Self Referral,5,8.3,620,13
2018/19 Q4,Midlothian,All Ages,Other/Unknown,5,8.3,175,4
2018/19 Q4,Midlothian,0-17 years,999 Emergency Services,0,NA,0,0
2018/19 Q4,Midlothian,0-17 years,GP,0,NA,0,0
2018/19 Q4,Midlothian,0-17 years,Care Home,0,NA,0,0
2018/19 Q4,Midlothian,0-17 years,Self Referral,0,NA,10,100
2018/19 Q4,Midlothian,0-17 years,Other/Unknown,0,NA,0,0
2018/19 Q4,Midlothian,18-64 years,999 Emergency Services,5,100,365,66
2018/19 Q4,Midlothian,18-64 years,GP,0,0,15,3
2018/19 Q4,Midlothian,18-64 years,Care Home,0,0,5,1
2018/19 Q4,Midlothian,18-64 years,Self Referral,0,0,135,25
2018/19 Q4,Midlothian,18-64 years,Other/Unknown,0,0,30,5
2018/19 Q4,Midlothian,65-74 years,999 Emergency Services,5,100,460,84
2018/19 Q4,Midlothian,65-74 years,GP,0,0,10,2
2018/19 Q4,Midlothian,65-74 years,Care Home,0,0,5,1
2018/19 Q4,Midlothian,65-74 years,Self Referral,0,0,60,11
2018/19 Q4,Midlothian,65-74 years,Other/Unknown,0,0,10,2
2018/19 Q4,Midlothian,75-84 years,999 Emergency Services,20,100,1270,83
2018/19 Q4,Midlothian,75-84 years,GP,0,0,30,2
2018/19 Q4,Midlothian,75-84 years,Care Home,0,0,10,1
2018/19 Q4,Midlothian,75-84 years,Self Referral,0,0,170,11
2018/19 Q4,Midlothian,75-84 years,Other/Unknown,0,0,45,3
2018/19 Q4,Midlothian,85+ years,999 Emergency Services,20,80,1715,81
2018/19 Q4,Midlothian,85+ years,GP,0,0,50,2
2018/19 Q4,Midlothian,85+ years,Care Home,0,0,10,0
2018/19 Q4,Midlothian,85+ years,Self Referral,5,20,245,12
2018/19 Q4,Midlothian,85+ years,Other/Unknown,0,0,85,4
2018/19 Q4,Midlothian,Unknown,999 Emergency Services,0,NA,0,NA
2018/19 Q4,Midlothian,Unknown,GP,0,NA,0,NA
2018/19 Q4,Midlothian,Unknown,Care Home,0,NA,0,NA
2018/19 Q4,Midlothian,Unknown,Self Referral,0,NA,0,NA
2018/19 Q4,Midlothian,Unknown,Other/Unknown,0,NA,0,NA
2018/19 Q4,Moray,All Ages,999 Emergency Services,35,87.5,3815,80
2018/19 Q4,Moray,All Ages,GP,0,0,110,2
2018/19 Q4,Moray,All Ages,Care Home,0,0,30,1
2018/19 Q4,Moray,All Ages,Self Referral,5,12.5,620,13
2018/19 Q4,Moray,All Ages,Other/Unknown,0,0,175,4
2018/19 Q4,Moray,0-17 years,999 Emergency Services,0,NA,0,0
2018/19 Q4,Moray,0-17 years,GP,0,NA,0,0
2018/19 Q4,Moray,0-17 years,Care Home,0,NA,0,0
2018/19 Q4,Moray,0-17 years,Self Referral,0,NA,10,100
2018/19 Q4,Moray,0-17 years,Other/Unknown,0,NA,0,0
2018/19 Q4,Moray,18-64 years,999 Emergency Services,5,100,365,66
2018/19 Q4,Moray,18-64 years,GP,0,0,15,3
2018/19 Q4,Moray,18-64 years,Care Home,0,0,5,1
2018/19 Q4,Moray,18-64 years,Self Referral,0,0,135,25
2018/19 Q4,Moray,18-64 years,Other/Unknown,0,0,30,5
2018/19 Q4,Moray,65-74 years,999 Emergency Services,10,100,460,84
2018/19 Q4,Moray,65-74 years,GP,0,0,10,2
2018/19 Q4,Moray,65-74 years,Care Home,0,0,5,1
2018/19 Q4,Moray,65-74 years,Self Referral,0,0,60,11
2018/19 Q4,Moray,65-74 years,Other/Unknown,0,0,10,2
2018/19 Q4,Moray,75-84 years,999 Emergency Services,5,100,1270,83
2018/19 Q4,Moray,75-84 years,GP,0,0,30,2
2018/19 Q4,Moray,75-84 years,Care Home,0,0,10,1
2018/19 Q4,Moray,75-84 years,Self Referral,0,0,170,11
2018/19 Q4,Moray,75-84 years,Other/Unknown,0,0,45,3
2018/19 Q4,Moray,85+ years,999 Emergency Services,10,100,1715,81
2018/19 Q4,Moray,85+ years,GP,0,0,50,2
2018/19 Q4,Moray,85+ years,Care Home,0,0,10,0
2018/19 Q4,Moray,85+ years,Self Referral,0,0,245,12
2018/19 Q4,Moray,85+ years,Other/Unknown,0,0,85,4
2018/19 Q4,Moray,Unknown,999 Emergency Services,0,NA,0,NA
2018/19 Q4,Moray,Unknown,GP,0,NA,0,NA
2018/19 Q4,Moray,Unknown,Care Home,0,NA,0,NA
2018/19 Q4,Moray,Unknown,Self Referral,0,NA,0,NA
2018/19 Q4,Moray,Unknown,Other/Unknown,0,NA,0,NA
2018/19 Q4,North Ayrshire,All Ages,999 Emergency Services,80,88.9,3815,80
2018/19 Q4,North Ayrshire,All Ages,GP,0,0,110,2
2018/19 Q4,North Ayrshire,All Ages,Care Home,0,0,30,1
2018/19 Q4,North Ayrshire,All Ages,Self Referral,10,11.1,620,13
2018/19 Q4,North Ayrshire,All Ages,Other/Unknown,0,0,175,4
2018/19 Q4,North Ayrshire,0-17 years,999 Emergency Services,0,NA,0,0
2018/19 Q4,North Ayrshire,0-17 years,GP,0,NA,0,0
2018/19 Q4,North Ayrshire,0-17 years,Care Home,0,NA,0,0
2018/19 Q4,North Ayrshire,0-17 years,Self Referral,0,NA,10,100
2018/19 Q4,North Ayrshire,0-17 years,Other/Unknown,0,NA,0,0
2018/19 Q4,North Ayrshire,18-64 years,999 Emergency Services,5,50,365,66
2018/19 Q4,North Ayrshire,18-64 years,GP,0,0,15,3
2018/19 Q4,North Ayrshire,18-64 years,Care Home,0,0,5,1
2018/19 Q4,North Ayrshire,18-64 years,Self Referral,5,50,135,25
2018/19 Q4,North Ayrshire,18-64 years,Other/Unknown,0,0,30,5
2018/19 Q4,North Ayrshire,65-74 years,999 Emergency Services,5,100,460,84
2018/19 Q4,North Ayrshire,65-74 years,GP,0,0,10,2
2018/19 Q4,North Ayrshire,65-74 years,Care Home,0,0,5,1
2018/19 Q4,North Ayrshire,65-74 years,Self Referral,0,0,60,11
2018/19 Q4,North Ayrshire,65-74 years,Other/Unknown,0,0,10,2
2018/19 Q4,North Ayrshire,75-84 years,999 Emergency Services,30,100,1270,83
2018/19 Q4,North Ayrshire,75-84 years,GP,0,0,30,2
2018/19 Q4,North Ayrshire,75-84 years,Care Home,0,0,10,1
2018/19 Q4,North Ayrshire,75-84 years,Self Referral,0,0,170,11
2018/19 Q4,North Ayrshire,75-84 years,Other/Unknown,0,0,45,3
2018/19 Q4,North Ayrshire,85+ years,999 Emergency Services,35,87.5,1715,81
2018/19 Q4,North Ayrshire,85+ years,GP,0,0,50,2
2018/19 Q4,North Ayrshire,85+ years,Care Home,0,0,10,0
2018/19 Q4,North Ayrshire,85+ years,Self Referral,5,12.5,245,12
2018/19 Q4,North Ayrshire,85+ years,Other/Unknown,0,0,85,4
2018/19 Q4,North Ayrshire,Unknown,999 Emergency Services,0,NA,0,NA
2018/19 Q4,North Ayrshire,Unknown,GP,0,NA,0,NA
2018/19 Q4,North Ayrshire,Unknown,Care Home,0,NA,0,NA
2018/19 Q4,North Ayrshire,Unknown,Self Referral,0,NA,0,NA
2018/19 Q4,North Ayrshire,Unknown,Other/Unknown,0,NA,0,NA
2018/19 Q4,North Lanarkshire,All Ages,999 Emergency Services,200,81.6,3815,80
2018/19 Q4,North Lanarkshire,All Ages,GP,5,2,110,2
2018/19 Q4,North Lanarkshire,All Ages,Care Home,5,2,30,1
2018/19 Q4,North Lanarkshire,All Ages,Self Referral,30,12.2,620,13
2018/19 Q4,North Lanarkshire,All Ages,Other/Unknown,5,2,175,4
2018/19 Q4,North Lanarkshire,0-17 years,999 Emergency Services,0,NA,0,0
2018/19 Q4,North Lanarkshire,0-17 years,GP,0,NA,0,0
2018/19 Q4,North Lanarkshire,0-17 years,Care Home,0,NA,0,0
2018/19 Q4,North Lanarkshire,0-17 years,Self Referral,0,NA,10,100
2018/19 Q4,North Lanarkshire,0-17 years,Other/Unknown,0,NA,0,0
2018/19 Q4,North Lanarkshire,18-64 years,999 Emergency Services,20,100,365,66
2018/19 Q4,North Lanarkshire,18-64 years,GP,0,0,15,3
2018/19 Q4,North Lanarkshire,18-64 years,Care Home,0,0,5,1
2018/19 Q4,North Lanarkshire,18-64 years,Self Referral,0,0,135,25
2018/19 Q4,North Lanarkshire,18-64 years,Other/Unknown,0,0,30,5
2018/19 Q4,North Lanarkshire,65-74 years,999 Emergency Services,25,83.3,460,84
2018/19 Q4,North Lanarkshire,65-74 years,GP,5,16.7,10,2
2018/19 Q4,North Lanarkshire,65-74 years,Care Home,0,0,5,1
2018/19 Q4,North Lanarkshire,65-74 years,Self Referral,0,0,60,11
2018/19 Q4,North Lanarkshire,65-74 years,Other/Unknown,0,0,10,2
2018/19 Q4,North Lanarkshire,75-84 years,999 Emergency Services,75,83.3,1270,83
2018/19 Q4,North Lanarkshire,75-84 years,GP,0,0,30,2
2018/19 Q4,North Lanarkshire,75-84 years,Care Home,0,0,10,1
2018/19 Q4,North Lanarkshire,75-84 years,Self Referral,15,16.7,170,11
2018/19 Q4,North Lanarkshire,75-84 years,Other/Unknown,0,0,45,3
2018/19 Q4,North Lanarkshire,85+ years,999 Emergency Services,85,85,1715,81
2018/19 Q4,North Lanarkshire,85+ years,GP,0,0,50,2
2018/19 Q4,North Lanarkshire,85+ years,Care Home,0,0,10,0
2018/19 Q4,North Lanarkshire,85+ years,Self Referral,15,15,245,12
2018/19 Q4,North Lanarkshire,85+ years,Other/Unknown,0,0,85,4
2018/19 Q4,North Lanarkshire,Unknown,999 Emergency Services,0,NA,0,NA
2018/19 Q4,North Lanarkshire,Unknown,GP,0,NA,0,NA
2018/19 Q4,North Lanarkshire,Unknown,Care Home,0,NA,0,NA
2018/19 Q4,North Lanarkshire,Unknown,Self Referral,0,NA,0,NA
2018/19 Q4,North Lanarkshire,Unknown,Other/Unknown,0,NA,0,NA
2018/19 Q4,Perth and Kinross,All Ages,999 Emergency Services,90,85.7,3815,80
2018/19 Q4,Perth and Kinross,All Ages,GP,0,0,110,2
2018/19 Q4,Perth and Kinross,All Ages,Care Home,0,0,30,1
2018/19 Q4,Perth and Kinross,All Ages,Self Referral,10,9.5,620,13
2018/19 Q4,Perth and Kinross,All Ages,Other/Unknown,5,4.8,175,4
2018/19 Q4,Perth and Kinross,0-17 years,999 Emergency Services,0,NA,0,0
2018/19 Q4,Perth and Kinross,0-17 years,GP,0,NA,0,0
2018/19 Q4,Perth and Kinross,0-17 years,Care Home,0,NA,0,0
2018/19 Q4,Perth and Kinross,0-17 years,Self Referral,0,NA,10,100
2018/19 Q4,Perth and Kinross,0-17 years,Other/Unknown,0,NA,0,0
2018/19 Q4,Perth and Kinross,18-64 years,999 Emergency Services,5,100,365,66
2018/19 Q4,Perth and Kinross,18-64 years,GP,0,0,15,3
2018/19 Q4,Perth and Kinross,18-64 years,Care Home,0,0,5,1
2018/19 Q4,Perth and Kinross,18-64 years,Self Referral,0,0,135,25
2018/19 Q4,Perth and Kinross,18-64 years,Other/Unknown,0,0,30,5
2018/19 Q4,Perth and Kinross,65-74 years,999 Emergency Services,5,100,460,84
2018/19 Q4,Perth and Kinross,65-74 years,GP,0,0,10,2
2018/19 Q4,Perth and Kinross,65-74 years,Care Home,0,0,5,1
2018/19 Q4,Perth and Kinross,65-74 years,Self Referral,0,0,60,11
2018/19 Q4,Perth and Kinross,65-74 years,Other/Unknown,0,0,10,2
2018/19 Q4,Perth and Kinross,75-84 years,999 Emergency Services,40,88.9,1270,83
2018/19 Q4,Perth and Kinross,75-84 years,GP,0,0,30,2
2018/19 Q4,Perth and Kinross,75-84 years,Care Home,0,0,10,1
2018/19 Q4,Perth and Kinross,75-84 years,Self Referral,5,11.1,170,11
2018/19 Q4,Perth and Kinross,75-84 years,Other/Unknown,0,0,45,3
2018/19 Q4,Perth and Kinross,85+ years,999 Emergency Services,40,80,1715,81
2018/19 Q4,Perth and Kinross,85+ years,GP,0,0,50,2
2018/19 Q4,Perth and Kinross,85+ years,Care Home,0,0,10,0
2018/19 Q4,Perth and Kinross,85+ years,Self Referral,5,10,245,12
2018/19 Q4,Perth and Kinross,85+ years,Other/Unknown,5,10,85,4
2018/19 Q4,Perth and Kinross,Unknown,999 Emergency Services,0,NA,0,NA
2018/19 Q4,Perth and Kinross,Unknown,GP,0,NA,0,NA
2018/19 Q4,Perth and Kinross,Unknown,Care Home,0,NA,0,NA
2018/19 Q4,Perth and Kinross,Unknown,Self Referral,0,NA,0,NA
2018/19 Q4,Perth and Kinross,Unknown,Other/Unknown,0,NA,0,NA
2018/19 Q4,Renfrewshire,All Ages,999 Emergency Services,190,79.2,3815,80
2018/19 Q4,Renfrewshire,All Ages,GP,10,4.2,110,2
2018/19 Q4,Renfrewshire,All Ages,Care Home,0,0,30,1
2018/19 Q4,Renfrewshire,All Ages,Self Referral,35,14.6,620,13
2018/19 Q4,Renfrewshire,All Ages,Other/Unknown,5,2.1,175,4
2018/19 Q4,Renfrewshire,0-17 years,999 Emergency Services,0,NA,0,0
2018/19 Q4,Renfrewshire,0-17 years,GP,0,NA,0,0
2018/19 Q4,Renfrewshire,0-17 years,Care Home,0,NA,0,0
2018/19 Q4,Renfrewshire,0-17 years,Self Referral,0,NA,10,100
2018/19 Q4,Renfrewshire,0-17 years,Other/Unknown,0,NA,0,0
2018/19 Q4,Renfrewshire,18-64 years,999 Emergency Services,15,60,365,66
2018/19 Q4,Renfrewshire,18-64 years,GP,5,20,15,3
2018/19 Q4,Renfrewshire,18-64 years,Care Home,0,0,5,1
2018/19 Q4,Renfrewshire,18-64 years,Self Referral,5,20,135,25
2018/19 Q4,Renfrewshire,18-64 years,Other/Unknown,0,0,30,5
2018/19 Q4,Renfrewshire,65-74 years,999 Emergency Services,20,80,460,84
2018/19 Q4,Renfrewshire,65-74 years,GP,0,0,10,2
2018/19 Q4,Renfrewshire,65-74 years,Care Home,0,0,5,1
2018/19 Q4,Renfrewshire,65-74 years,Self Referral,5,20,60,11
2018/19 Q4,Renfrewshire,65-74 years,Other/Unknown,0,0,10,2
2018/19 Q4,Renfrewshire,75-84 years,999 Emergency Services,85,85,1270,83
2018/19 Q4,Renfrewshire,75-84 years,GP,5,5,30,2
2018/19 Q4,Renfrewshire,75-84 years,Care Home,0,0,10,1
2018/19 Q4,Renfrewshire,75-84 years,Self Referral,10,10,170,11
2018/19 Q4,Renfrewshire,75-84 years,Other/Unknown,0,0,45,3
2018/19 Q4,Renfrewshire,85+ years,999 Emergency Services,75,78.9,1715,81
2018/19 Q4,Renfrewshire,85+ years,GP,0,0,50,2
2018/19 Q4,Renfrewshire,85+ years,Care Home,0,0,10,0
2018/19 Q4,Renfrewshire,85+ years,Self Referral,15,15.8,245,12
2018/19 Q4,Renfrewshire,85+ years,Other/Unknown,5,5.3,85,4
2018/19 Q4,Renfrewshire,Unknown,999 Emergency Services,0,NA,0,NA
2018/19 Q4,Renfrewshire,Unknown,GP,0,NA,0,NA
2018/19 Q4,Renfrewshire,Unknown,Care Home,0,NA,0,NA
2018/19 Q4,Renfrewshire,Unknown,Self Referral,0,NA,0,NA
2018/19 Q4,Renfrewshire,Unknown,Other/Unknown,0,NA,0,NA
2018/19 Q4,Scottish Borders,All Ages,999 Emergency Services,100,90.9,3815,80
2018/19 Q4,Scottish Borders,All Ages,GP,0,0,110,2
2018/19 Q4,Scottish Borders,All Ages,Care Home,0,0,30,1
2018/19 Q4,Scottish Borders,All Ages,Self Referral,5,4.5,620,13
2018/19 Q4,Scottish Borders,All Ages,Other/Unknown,5,4.5,175,4
2018/19 Q4,Scottish Borders,0-17 years,999 Emergency Services,0,NA,0,0
2018/19 Q4,Scottish Borders,0-17 years,GP,0,NA,0,0
2018/19 Q4,Scottish Borders,0-17 years,Care Home,0,NA,0,0
2018/19 Q4,Scottish Borders,0-17 years,Self Referral,0,NA,10,100
