financial_year,sending_location,service,age_group,measure,value,scotland_value
2018/19,Falkirk,Telecare Only,0-17 years,Number of People,0,330
2018/19,Falkirk,Telecare Only,0-17 years,"Rate per 1,000 Population",0,0.32076267644377227
2018/19,Falkirk,Telecare Only,18-64 years,Number of People,5,3040
2018/19,Falkirk,Telecare Only,18-64 years,"Rate per 1,000 Population",0.1,0.8985607657629432
2018/19,Falkirk,Telecare Only,65-74 years,Number of People,0,2335
2018/19,Falkirk,Telecare Only,65-74 years,"Rate per 1,000 Population",0,4.086611665132365
2018/19,Falkirk,Telecare Only,75-84 years,Number of People,5,4915
2018/19,Falkirk,Telecare Only,75-84 years,"Rate per 1,000 Population",0.5,14.832810236600677
2018/19,Falkirk,Telecare Only,85+ years,Number of People,10,4645
2018/19,Falkirk,Telecare Only,85+ years,"Rate per 1,000 Population",3.1,37.64913759564259
2018/19,Falkirk,Telecare Only,Unknown,Number of People,0,0
2018/19,Falkirk,Telecare Only,Unknown,"Rate per 1,000 Population",0,0
2018/19,Falkirk,Receiving both Community Alarm and Telecare,All Ages,Number of People,165,38030
2018/19,Falkirk,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",1,6.993251319394641
2018/19,Falkirk,Receiving both Community Alarm and Telecare,0-17 years,Number of People,0,115
2018/19,Falkirk,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0,0.11178093270010245
2018/19,Falkirk,Receiving both Community Alarm and Telecare,18-64 years,Number of People,45,5445
2018/19,Falkirk,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",0.5,1.6094287399931662
2018/19,Falkirk,Receiving both Community Alarm and Telecare,65-74 years,Number of People,20,6200
2018/19,Falkirk,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",1.2,10.850960309987434
2018/19,Falkirk,Receiving both Community Alarm and Telecare,75-84 years,Number of People,45,12755
2018/19,Falkirk,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",4.6,38.49287783679382
2018/19,Falkirk,Receiving both Community Alarm and Telecare,85+ years,Number of People,55,13520
2018/19,Falkirk,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",16.8,109.58371158085852
2018/19,Falkirk,Receiving both Community Alarm and Telecare,Unknown,Number of People,0,0
2018/19,Falkirk,Receiving both Community Alarm and Telecare,Unknown,"Rate per 1,000 Population",0,0
2018/19,Falkirk,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,4730,125120
2018/19,Falkirk,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",29.5,23.00803589488976
2018/19,Falkirk,Total Receiving Community Alarms and/or Telecare,0-17 years,Number of People,5,540
2018/19,Falkirk,Total Receiving Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",0.2,0.5248843796352637
2018/19,Falkirk,Total Receiving Community Alarms and/or Telecare,18-64 years,Number of People,575,16650
2018/19,Falkirk,Total Receiving Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",5.8,4.921393667747699
2018/19,Falkirk,Total Receiving Community Alarms and/or Telecare,65-74 years,Number of People,790,20150
2018/19,Falkirk,Total Receiving Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",46.3,35.26562100745916
2018/19,Falkirk,Total Receiving Community Alarms and/or Telecare,75-84 years,Number of People,1750,43875
2018/19,Falkirk,Total Receiving Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",180.7,132.408860453887
2018/19,Falkirk,Total Receiving Community Alarms and/or Telecare,85+ years,Number of People,1615,43875
2018/19,Falkirk,Total Receiving Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",493.3,355.6202178705745
2018/19,Falkirk,Total Receiving Community Alarms and/or Telecare,Unknown,Number of People,0,0
2018/19,Falkirk,Total Receiving Community Alarms and/or Telecare,Unknown,"Rate per 1,000 Population",0,0
2018/19,Fife,Community Alarm Only,All Ages,Number of People,5750,71815
2018/19,Fife,Community Alarm Only,All Ages,"Rate per 1,000 Population",15.5,13.205899119177653
2018/19,Fife,Community Alarm Only,0-17 years,Number of People,0,100
2018/19,Fife,Community Alarm Only,0-17 years,"Rate per 1,000 Population",0,0.09720081104356736
2018/19,Fife,Community Alarm Only,18-64 years,Number of People,565,8170
2018/19,Fife,Community Alarm Only,18-64 years,"Rate per 1,000 Population",2.5,2.4148820579879096
2018/19,Fife,Community Alarm Only,65-74 years,Number of People,800,11615
2018/19,Fife,Community Alarm Only,65-74 years,"Rate per 1,000 Population",18.7,20.32804903233936
2018/19,Fife,Community Alarm Only,75-84 years,Number of People,2210,26210
2018/19,Fife,Community Alarm Only,75-84 years,"Rate per 1,000 Population",91.9,79.09826170931917
2018/19,Fife,Community Alarm Only,85+ years,Number of People,2170,25710
2018/19,Fife,Community Alarm Only,85+ years,"Rate per 1,000 Population",249,208.3873686940734
2018/19,Fife,Community Alarm Only,Unknown,Number of People,0,0
2018/19,Fife,Community Alarm Only,Unknown,"Rate per 1,000 Population",0,0
2018/19,Fife,Telecare Only,All Ages,Number of People,625,15270
2018/19,Fife,Telecare Only,All Ages,"Rate per 1,000 Population",1.7,2.807966017542892
2018/19,Fife,Telecare Only,0-17 years,Number of People,70,330
2018/19,Fife,Telecare Only,0-17 years,"Rate per 1,000 Population",1,0.32076267644377227
2018/19,Fife,Telecare Only,18-64 years,Number of People,260,3040
2018/19,Fife,Telecare Only,18-64 years,"Rate per 1,000 Population",1.2,0.8985607657629432
2018/19,Fife,Telecare Only,65-74 years,Number of People,85,2335
2018/19,Fife,Telecare Only,65-74 years,"Rate per 1,000 Population",2,4.086611665132365
2018/19,Fife,Telecare Only,75-84 years,Number of People,120,4915
2018/19,Fife,Telecare Only,75-84 years,"Rate per 1,000 Population",5,14.832810236600677
2018/19,Fife,Telecare Only,85+ years,Number of People,85,4645
2018/19,Fife,Telecare Only,85+ years,"Rate per 1,000 Population",9.8,37.64913759564259
2018/19,Fife,Telecare Only,Unknown,Number of People,0,0
2018/19,Fife,Telecare Only,Unknown,"Rate per 1,000 Population",0,0
2018/19,Fife,Receiving both Community Alarm and Telecare,All Ages,Number of People,4210,38030
2018/19,Fife,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",11.3,6.993251319394641
2018/19,Fife,Receiving both Community Alarm and Telecare,0-17 years,Number of People,0,115
2018/19,Fife,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0,0.11178093270010245
2018/19,Fife,Receiving both Community Alarm and Telecare,18-64 years,Number of People,525,5445
2018/19,Fife,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",2.3,1.6094287399931662
2018/19,Fife,Receiving both Community Alarm and Telecare,65-74 years,Number of People,790,6200
2018/19,Fife,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",18.4,10.850960309987434
2018/19,Fife,Receiving both Community Alarm and Telecare,75-84 years,Number of People,1450,12755
2018/19,Fife,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",60.3,38.49287783679382
2018/19,Fife,Receiving both Community Alarm and Telecare,85+ years,Number of People,1445,13520
2018/19,Fife,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",165.8,109.58371158085852
2018/19,Fife,Receiving both Community Alarm and Telecare,Unknown,Number of People,0,0
2018/19,Fife,Receiving both Community Alarm and Telecare,Unknown,"Rate per 1,000 Population",0,0
2018/19,Fife,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,10585,125120
2018/19,Fife,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",28.5,23.00803589488976
2018/19,Fife,Total Receiving Community Alarms and/or Telecare,0-17 years,Number of People,75,540
2018/19,Fife,Total Receiving Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",1,0.5248843796352637
2018/19,Fife,Total Receiving Community Alarms and/or Telecare,18-64 years,Number of People,1350,16650
2018/19,Fife,Total Receiving Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",6,4.921393667747699
2018/19,Fife,Total Receiving Community Alarms and/or Telecare,65-74 years,Number of People,1680,20150
2018/19,Fife,Total Receiving Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",39.2,35.26562100745916
2018/19,Fife,Total Receiving Community Alarms and/or Telecare,75-84 years,Number of People,3785,43875
2018/19,Fife,Total Receiving Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",157.4,132.408860453887
2018/19,Fife,Total Receiving Community Alarms and/or Telecare,85+ years,Number of People,3700,43875
2018/19,Fife,Total Receiving Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",424.6,355.6202178705745
2018/19,Fife,Total Receiving Community Alarms and/or Telecare,Unknown,Number of People,0,0
2018/19,Fife,Total Receiving Community Alarms and/or Telecare,Unknown,"Rate per 1,000 Population",0,0
2018/19,Glasgow City,Community Alarm Only,All Ages,Number of People,0,71815
2018/19,Glasgow City,Community Alarm Only,All Ages,"Rate per 1,000 Population",0,13.205899119177653
2018/19,Glasgow City,Community Alarm Only,0-17 years,Number of People,0,100
2018/19,Glasgow City,Community Alarm Only,0-17 years,"Rate per 1,000 Population",0,0.09720081104356736
2018/19,Glasgow City,Community Alarm Only,18-64 years,Number of People,0,8170
2018/19,Glasgow City,Community Alarm Only,18-64 years,"Rate per 1,000 Population",0,2.4148820579879096
2018/19,Glasgow City,Community Alarm Only,65-74 years,Number of People,0,11615
2018/19,Glasgow City,Community Alarm Only,65-74 years,"Rate per 1,000 Population",0,20.32804903233936
2018/19,Glasgow City,Community Alarm Only,75-84 years,Number of People,0,26210
2018/19,Glasgow City,Community Alarm Only,75-84 years,"Rate per 1,000 Population",0,79.09826170931917
2018/19,Glasgow City,Community Alarm Only,85+ years,Number of People,0,25710
2018/19,Glasgow City,Community Alarm Only,85+ years,"Rate per 1,000 Population",0,208.3873686940734
2018/19,Glasgow City,Community Alarm Only,Unknown,Number of People,0,0
2018/19,Glasgow City,Community Alarm Only,Unknown,"Rate per 1,000 Population",0,0
2018/19,Glasgow City,Telecare Only,All Ages,Number of People,0,15270
2018/19,Glasgow City,Telecare Only,All Ages,"Rate per 1,000 Population",0,2.807966017542892
2018/19,Glasgow City,Telecare Only,0-17 years,Number of People,0,330
2018/19,Glasgow City,Telecare Only,0-17 years,"Rate per 1,000 Population",0,0.32076267644377227
2018/19,Glasgow City,Telecare Only,18-64 years,Number of People,0,3040
2018/19,Glasgow City,Telecare Only,18-64 years,"Rate per 1,000 Population",0,0.8985607657629432
2018/19,Glasgow City,Telecare Only,65-74 years,Number of People,0,2335
2018/19,Glasgow City,Telecare Only,65-74 years,"Rate per 1,000 Population",0,4.086611665132365
2018/19,Glasgow City,Telecare Only,75-84 years,Number of People,0,4915
2018/19,Glasgow City,Telecare Only,75-84 years,"Rate per 1,000 Population",0,14.832810236600677
2018/19,Glasgow City,Telecare Only,85+ years,Number of People,0,4645
2018/19,Glasgow City,Telecare Only,85+ years,"Rate per 1,000 Population",0,37.64913759564259
2018/19,Glasgow City,Telecare Only,Unknown,Number of People,0,0
2018/19,Glasgow City,Telecare Only,Unknown,"Rate per 1,000 Population",0,0
2018/19,Glasgow City,Receiving both Community Alarm and Telecare,All Ages,Number of People,9945,38030
2018/19,Glasgow City,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",15.9,6.993251319394641
2018/19,Glasgow City,Receiving both Community Alarm and Telecare,0-17 years,Number of People,35,115
2018/19,Glasgow City,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0.3,0.11178093270010245
2018/19,Glasgow City,Receiving both Community Alarm and Telecare,18-64 years,Number of People,1210,5445
2018/19,Glasgow City,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",2.8,1.6094287399931662
2018/19,Glasgow City,Receiving both Community Alarm and Telecare,65-74 years,Number of People,1640,6200
2018/19,Glasgow City,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",35.8,10.850960309987434
2018/19,Glasgow City,Receiving both Community Alarm and Telecare,75-84 years,Number of People,3555,12755
2018/19,Glasgow City,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",129.3,38.49287783679382
2018/19,Glasgow City,Receiving both Community Alarm and Telecare,85+ years,Number of People,3505,13520
2018/19,Glasgow City,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",319.6,109.58371158085852
2018/19,Glasgow City,Receiving both Community Alarm and Telecare,Unknown,Number of People,0,0
2018/19,Glasgow City,Receiving both Community Alarm and Telecare,Unknown,"Rate per 1,000 Population",0,0
2018/19,Glasgow City,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,9945,125120
2018/19,Glasgow City,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",15.9,23.00803589488976
2018/19,Glasgow City,Total Receiving Community Alarms and/or Telecare,0-17 years,Number of People,35,540
2018/19,Glasgow City,Total Receiving Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",0.3,0.5248843796352637
2018/19,Glasgow City,Total Receiving Community Alarms and/or Telecare,18-64 years,Number of People,1210,16650
2018/19,Glasgow City,Total Receiving Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",2.8,4.921393667747699
2018/19,Glasgow City,Total Receiving Community Alarms and/or Telecare,65-74 years,Number of People,1640,20150
2018/19,Glasgow City,Total Receiving Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",35.8,35.26562100745916
2018/19,Glasgow City,Total Receiving Community Alarms and/or Telecare,75-84 years,Number of People,3555,43875
2018/19,Glasgow City,Total Receiving Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",129.3,132.408860453887
2018/19,Glasgow City,Total Receiving Community Alarms and/or Telecare,85+ years,Number of People,3505,43875
2018/19,Glasgow City,Total Receiving Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",319.6,355.6202178705745
2018/19,Glasgow City,Total Receiving Community Alarms and/or Telecare,Unknown,Number of People,0,0
2018/19,Glasgow City,Total Receiving Community Alarms and/or Telecare,Unknown,"Rate per 1,000 Population",0,0
2018/19,Highland,Community Alarm Only,All Ages,Number of People,2670,71815
2018/19,Highland,Community Alarm Only,All Ages,"Rate per 1,000 Population",11.3,13.205899119177653
2018/19,Highland,Community Alarm Only,0-17 years,Number of People,0,100
2018/19,Highland,Community Alarm Only,0-17 years,"Rate per 1,000 Population",0,0.09720081104356736
2018/19,Highland,Community Alarm Only,18-64 years,Number of People,240,8170
2018/19,Highland,Community Alarm Only,18-64 years,"Rate per 1,000 Population",1.7,2.4148820579879096
2018/19,Highland,Community Alarm Only,65-74 years,Number of People,270,11615
2018/19,Highland,Community Alarm Only,65-74 years,"Rate per 1,000 Population",9.2,20.32804903233936
2018/19,Highland,Community Alarm Only,75-84 years,Number of People,910,26210
