financial_year,sending_location,service,age_group,living_alone_status,percentage,nclient
2019/20,Argyll and Bute,Telecare Only,85+ years,Living Alone,0,0
2019/20,Argyll and Bute,Telecare Only,85+ years,Not Living Alone,0,0
2019/20,Argyll and Bute,Telecare Only,85+ years,Unknown,0,0
2019/20,Argyll and Bute,Telecare Only,85+ years,Not Recorded,0,0
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,All Ages,Living Alone,3.1,85
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,All Ages,Not Living Alone,14.8,405
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,All Ages,Unknown,82.1,2250
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,All Ages,Not Recorded,0,0
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,0-17 years,Living Alone,0,0
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,0-17 years,Not Living Alone,0,0
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,0-17 years,Unknown,100,5
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,0-17 years,Not Recorded,0,0
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,18-64 years,Living Alone,6.8,20
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,18-64 years,Not Living Alone,18.6,55
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,18-64 years,Unknown,74.6,220
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,18-64 years,Not Recorded,0,0
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,65-74 years,Living Alone,4.5,15
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,65-74 years,Not Living Alone,9.1,30
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,65-74 years,Unknown,86.4,285
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,65-74 years,Not Recorded,0,0
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,75-84 years,Living Alone,2.1,20
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,75-84 years,Not Living Alone,14.9,145
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,75-84 years,Unknown,83.1,810
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,75-84 years,Not Recorded,0,0
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,85+ years,Living Alone,2.7,30
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,85+ years,Not Living Alone,15.1,170
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,85+ years,Unknown,82.2,925
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,85+ years,Not Recorded,0,0
2020/21,Argyll and Bute,Community Alarm Only,All Ages,Not Living Alone,9.5,140
2020/21,Argyll and Bute,Community Alarm Only,All Ages,Living Alone,2.4,35
2020/21,Argyll and Bute,Community Alarm Only,All Ages,Not Known,88.1,1300
2020/21,Argyll and Bute,Community Alarm Only,0-17 years,Not Living Alone,NA,0
2020/21,Argyll and Bute,Community Alarm Only,0-17 years,Not Known,NA,0
2020/21,Argyll and Bute,Community Alarm Only,18-64 years,Not Living Alone,11.1,15
2020/21,Argyll and Bute,Community Alarm Only,18-64 years,Living Alone,3.7,5
2020/21,Argyll and Bute,Community Alarm Only,18-64 years,Not Known,85.2,115
2020/21,Argyll and Bute,Community Alarm Only,65-74 years,Not Living Alone,9.8,20
2020/21,Argyll and Bute,Community Alarm Only,65-74 years,Living Alone,2.4,5
2020/21,Argyll and Bute,Community Alarm Only,65-74 years,Not Known,87.8,180
2020/21,Argyll and Bute,Community Alarm Only,75-84 years,Not Living Alone,8.3,45
2020/21,Argyll and Bute,Community Alarm Only,75-84 years,Living Alone,1.9,10
2020/21,Argyll and Bute,Community Alarm Only,75-84 years,Not Known,89.8,485
2020/21,Argyll and Bute,Community Alarm Only,85+ years,Not Living Alone,10.2,60
2020/21,Argyll and Bute,Community Alarm Only,85+ years,Living Alone,1.7,10
2020/21,Argyll and Bute,Community Alarm Only,85+ years,Not Known,88.1,520
2020/21,Argyll and Bute,Receiving both Community Alarm and Telecare,All Ages,Not Living Alone,17.9,240
2020/21,Argyll and Bute,Receiving both Community Alarm and Telecare,All Ages,Living Alone,3.7,50
2020/21,Argyll and Bute,Receiving both Community Alarm and Telecare,All Ages,Not Known,78.4,1050
2020/21,Argyll and Bute,Receiving both Community Alarm and Telecare,0-17 years,Not Living Alone,50,5
2020/21,Argyll and Bute,Receiving both Community Alarm and Telecare,0-17 years,Not Known,50,5
2020/21,Argyll and Bute,Receiving both Community Alarm and Telecare,18-64 years,Not Living Alone,25,40
2020/21,Argyll and Bute,Receiving both Community Alarm and Telecare,18-64 years,Living Alone,9.4,15
2020/21,Argyll and Bute,Receiving both Community Alarm and Telecare,18-64 years,Not Known,65.6,105
2020/21,Argyll and Bute,Receiving both Community Alarm and Telecare,65-74 years,Not Living Alone,14.7,25
2020/21,Argyll and Bute,Receiving both Community Alarm and Telecare,65-74 years,Living Alone,5.9,10
2020/21,Argyll and Bute,Receiving both Community Alarm and Telecare,65-74 years,Not Known,79.4,135
2020/21,Argyll and Bute,Receiving both Community Alarm and Telecare,75-84 years,Not Living Alone,16.7,70
2020/21,Argyll and Bute,Receiving both Community Alarm and Telecare,75-84 years,Living Alone,2.4,10
2020/21,Argyll and Bute,Receiving both Community Alarm and Telecare,75-84 years,Not Known,81,340
2020/21,Argyll and Bute,Receiving both Community Alarm and Telecare,85+ years,Not Living Alone,17.2,100
2020/21,Argyll and Bute,Receiving both Community Alarm and Telecare,85+ years,Living Alone,2.6,15
2020/21,Argyll and Bute,Receiving both Community Alarm and Telecare,85+ years,Not Known,80.2,465
2020/21,Argyll and Bute,Telecare Only,All Ages,Not Living Alone,NA,0
2020/21,Argyll and Bute,Telecare Only,All Ages,Living Alone,NA,0
2020/21,Argyll and Bute,Telecare Only,All Ages,Not Known,NA,0
2020/21,Argyll and Bute,Telecare Only,0-17 years,Not Living Alone,NA,0
2020/21,Argyll and Bute,Telecare Only,0-17 years,Not Known,NA,0
2020/21,Argyll and Bute,Telecare Only,18-64 years,Not Living Alone,NA,0
2020/21,Argyll and Bute,Telecare Only,18-64 years,Living Alone,NA,0
2020/21,Argyll and Bute,Telecare Only,18-64 years,Not Known,NA,0
2020/21,Argyll and Bute,Telecare Only,65-74 years,Not Living Alone,NA,0
2020/21,Argyll and Bute,Telecare Only,65-74 years,Living Alone,NA,0
2020/21,Argyll and Bute,Telecare Only,65-74 years,Not Known,NA,0
2020/21,Argyll and Bute,Telecare Only,75-84 years,Not Living Alone,NA,0
2020/21,Argyll and Bute,Telecare Only,75-84 years,Living Alone,NA,0
2020/21,Argyll and Bute,Telecare Only,75-84 years,Not Known,NA,0
2020/21,Argyll and Bute,Telecare Only,85+ years,Not Living Alone,NA,0
2020/21,Argyll and Bute,Telecare Only,85+ years,Living Alone,NA,0
2020/21,Argyll and Bute,Telecare Only,85+ years,Not Known,NA,0
2020/21,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,All Ages,Not Living Alone,13.7,385
2020/21,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,All Ages,Living Alone,2.8,80
2020/21,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,All Ages,Not Known,83.5,2350
2020/21,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,0-17 years,Not Living Alone,50,5
2020/21,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,0-17 years,Not Known,50,5
2020/21,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,18-64 years,Not Living Alone,19,55
2020/21,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,18-64 years,Living Alone,6.9,20
2020/21,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,18-64 years,Not Known,74.1,215
2020/21,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,65-74 years,Not Living Alone,12,45
2020/21,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,65-74 years,Living Alone,4,15
2020/21,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,65-74 years,Not Known,84,315
2020/21,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,75-84 years,Not Living Alone,12,115
2020/21,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,75-84 years,Living Alone,2.1,20
2020/21,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,75-84 years,Not Known,85.9,825
2020/21,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,85+ years,Not Living Alone,14,165
2020/21,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,85+ years,Living Alone,2.5,30
2020/21,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,85+ years,Not Known,83.5,985
2021/22,Argyll and Bute,Community Alarm Only,All Ages,Not Living Alone,9.9,150
2021/22,Argyll and Bute,Community Alarm Only,All Ages,Living Alone,2,30
2021/22,Argyll and Bute,Community Alarm Only,All Ages,Not Known,88.1,1330
2021/22,Argyll and Bute,Community Alarm Only,0-17 years,Not Known,NA,0
2021/22,Argyll and Bute,Community Alarm Only,18-64 years,Not Living Alone,11.1,15
2021/22,Argyll and Bute,Community Alarm Only,18-64 years,Living Alone,3.7,5
2021/22,Argyll and Bute,Community Alarm Only,18-64 years,Not Known,85.2,115
2021/22,Argyll and Bute,Community Alarm Only,65-74 years,Not Living Alone,7.7,15
2021/22,Argyll and Bute,Community Alarm Only,65-74 years,Living Alone,2.6,5
2021/22,Argyll and Bute,Community Alarm Only,65-74 years,Not Known,89.7,175
2021/22,Argyll and Bute,Community Alarm Only,75-84 years,Not Living Alone,9.7,55
2021/22,Argyll and Bute,Community Alarm Only,75-84 years,Living Alone,1.8,10
2021/22,Argyll and Bute,Community Alarm Only,75-84 years,Not Known,88.5,500
2021/22,Argyll and Bute,Community Alarm Only,85+ years,Not Living Alone,10.5,65
2021/22,Argyll and Bute,Community Alarm Only,85+ years,Living Alone,1.6,10
2021/22,Argyll and Bute,Community Alarm Only,85+ years,Not Known,87.9,545
2021/22,Argyll and Bute,Receiving both Community Alarm and Telecare,All Ages,Not Living Alone,18.9,250
2021/22,Argyll and Bute,Receiving both Community Alarm and Telecare,All Ages,Living Alone,3.4,45
2021/22,Argyll and Bute,Receiving both Community Alarm and Telecare,All Ages,Not Known,77.7,1030
2021/22,Argyll and Bute,Receiving both Community Alarm and Telecare,0-17 years,Not Known,100,10
2021/22,Argyll and Bute,Receiving both Community Alarm and Telecare,18-64 years,Not Living Alone,26.7,40
2021/22,Argyll and Bute,Receiving both Community Alarm and Telecare,18-64 years,Living Alone,10,15
2021/22,Argyll and Bute,Receiving both Community Alarm and Telecare,18-64 years,Not Known,63.3,95
2021/22,Argyll and Bute,Receiving both Community Alarm and Telecare,65-74 years,Not Living Alone,17.1,35
2021/22,Argyll and Bute,Receiving both Community Alarm and Telecare,65-74 years,Living Alone,4.9,10
2021/22,Argyll and Bute,Receiving both Community Alarm and Telecare,65-74 years,Not Known,78,160
2021/22,Argyll and Bute,Receiving both Community Alarm and Telecare,75-84 years,Not Living Alone,17.3,70
2021/22,Argyll and Bute,Receiving both Community Alarm and Telecare,75-84 years,Living Alone,1.2,5
2021/22,Argyll and Bute,Receiving both Community Alarm and Telecare,75-84 years,Not Known,81.5,330
2021/22,Argyll and Bute,Receiving both Community Alarm and Telecare,85+ years,Not Living Alone,18.6,105
2021/22,Argyll and Bute,Receiving both Community Alarm and Telecare,85+ years,Living Alone,3.5,20
2021/22,Argyll and Bute,Receiving both Community Alarm and Telecare,85+ years,Not Known,77.9,440
2021/22,Argyll and Bute,Telecare Only,All Ages,Not Living Alone,NA,0
2021/22,Argyll and Bute,Telecare Only,All Ages,Living Alone,NA,0
2021/22,Argyll and Bute,Telecare Only,All Ages,Not Known,NA,0
2021/22,Argyll and Bute,Telecare Only,0-17 years,Not Known,NA,0
2021/22,Argyll and Bute,Telecare Only,18-64 years,Not Living Alone,NA,0
2021/22,Argyll and Bute,Telecare Only,18-64 years,Living Alone,NA,0
2021/22,Argyll and Bute,Telecare Only,18-64 years,Not Known,NA,0
2021/22,Argyll and Bute,Telecare Only,65-74 years,Not Living Alone,NA,0
2021/22,Argyll and Bute,Telecare Only,65-74 years,Living Alone,NA,0
2021/22,Argyll and Bute,Telecare Only,65-74 years,Not Known,NA,0
2021/22,Argyll and Bute,Telecare Only,75-84 years,Not Living Alone,NA,0
2021/22,Argyll and Bute,Telecare Only,75-84 years,Living Alone,NA,0
2021/22,Argyll and Bute,Telecare Only,75-84 years,Not Known,NA,0
2021/22,Argyll and Bute,Telecare Only,85+ years,Not Living Alone,NA,0
2021/22,Argyll and Bute,Telecare Only,85+ years,Living Alone,NA,0
2021/22,Argyll and Bute,Telecare Only,85+ years,Not Known,NA,0
2021/22,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,All Ages,Not Living Alone,14.1,400
2021/22,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,All Ages,Living Alone,2.6,75
2021/22,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,All Ages,Not Known,83.2,2360
2021/22,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,0-17 years,Not Known,100,10
2021/22,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,18-64 years,Not Living Alone,19.3,55
2021/22,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,18-64 years,Living Alone,7,20
2021/22,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,18-64 years,Not Known,73.7,210
2021/22,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,65-74 years,Not Living Alone,12.5,50
2021/22,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,65-74 years,Living Alone,3.8,15
2021/22,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,65-74 years,Not Known,83.8,335
2021/22,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,75-84 years,Not Living Alone,13,125
2021/22,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,75-84 years,Living Alone,1.6,15
2021/22,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,75-84 years,Not Known,85.5,825
2021/22,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,85+ years,Not Living Alone,14.4,170
2021/22,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,85+ years,Living Alone,2.5,30
2021/22,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,85+ years,Not Known,83.1,980
2018/19,City of Edinburgh,Community Alarm Only,All Ages,Living Alone,10.5,475
2018/19,City of Edinburgh,Community Alarm Only,All Ages,Not Living Alone,0,0
2018/19,City of Edinburgh,Community Alarm Only,All Ages,Unknown,89.5,4055
2018/19,City of Edinburgh,Community Alarm Only,All Ages,Not Recorded,0,0
2018/19,City of Edinburgh,Community Alarm Only,0-17 years,Living Alone,0,0
2018/19,City of Edinburgh,Community Alarm Only,0-17 years,Not Living Alone,0,0
2018/19,City of Edinburgh,Community Alarm Only,0-17 years,Unknown,100,55
2018/19,City of Edinburgh,Community Alarm Only,0-17 years,Not Recorded,0,0
2018/19,City of Edinburgh,Community Alarm Only,18-64 years,Living Alone,8,40
2018/19,City of Edinburgh,Community Alarm Only,18-64 years,Not Living Alone,0,0
2018/19,City of Edinburgh,Community Alarm Only,18-64 years,Unknown,92,460
2018/19,City of Edinburgh,Community Alarm Only,18-64 years,Not Recorded,0,0
2018/19,City of Edinburgh,Community Alarm Only,65-74 years,Living Alone,10.1,60
2018/19,City of Edinburgh,Community Alarm Only,65-74 years,Not Living Alone,0,0
2018/19,City of Edinburgh,Community Alarm Only,65-74 years,Unknown,89.9,535
2018/19,City of Edinburgh,Community Alarm Only,65-74 years,Not Recorded,0,0
2018/19,City of Edinburgh,Community Alarm Only,75-84 years,Living Alone,10.2,135
2018/19,City of Edinburgh,Community Alarm Only,75-84 years,Not Living Alone,0,0
2018/19,City of Edinburgh,Community Alarm Only,75-84 years,Unknown,89.8,1185
2018/19,City of Edinburgh,Community Alarm Only,75-84 years,Not Recorded,0,0
2018/19,City of Edinburgh,Community Alarm Only,85+ years,Living Alone,11.7,240
2018/19,City of Edinburgh,Community Alarm Only,85+ years,Not Living Alone,0,0
2018/19,City of Edinburgh,Community Alarm Only,85+ years,Unknown,88.3,1820
2018/19,City of Edinburgh,Community Alarm Only,85+ years,Not Recorded,0,0
2018/19,City of Edinburgh,Receiving both Community Alarm and Telecare,All Ages,Living Alone,12,860
2018/19,City of Edinburgh,Receiving both Community Alarm and Telecare,All Ages,Not Living Alone,0,0
2018/19,City of Edinburgh,Receiving both Community Alarm and Telecare,All Ages,Unknown,88,6290
2018/19,City of Edinburgh,Receiving both Community Alarm and Telecare,All Ages,Not Recorded,0,0
2018/19,City of Edinburgh,Receiving both Community Alarm and Telecare,0-17 years,Living Alone,0,0
2018/19,City of Edinburgh,Receiving both Community Alarm and Telecare,0-17 years,Not Living Alone,0,0
2018/19,City of Edinburgh,Receiving both Community Alarm and Telecare,0-17 years,Unknown,100,60
2018/19,City of Edinburgh,Receiving both Community Alarm and Telecare,0-17 years,Not Recorded,0,0
2018/19,City of Edinburgh,Receiving both Community Alarm and Telecare,18-64 years,Living Alone,6.9,100
2018/19,City of Edinburgh,Receiving both Community Alarm and Telecare,18-64 years,Not Living Alone,0,0
2018/19,City of Edinburgh,Receiving both Community Alarm and Telecare,18-64 years,Unknown,93.1,1350
2018/19,City of Edinburgh,Receiving both Community Alarm and Telecare,18-64 years,Not Recorded,0,0
2018/19,City of Edinburgh,Receiving both Community Alarm and Telecare,65-74 years,Living Alone,8.7,130
2018/19,City of Edinburgh,Receiving both Community Alarm and Telecare,65-74 years,Not Living Alone,0,0
2018/19,City of Edinburgh,Receiving both Community Alarm and Telecare,65-74 years,Unknown,91.3,1360
2018/19,City of Edinburgh,Receiving both Community Alarm and Telecare,65-74 years,Not Recorded,0,0
2018/19,City of Edinburgh,Receiving both Community Alarm and Telecare,75-84 years,Living Alone,12.2,240
2018/19,City of Edinburgh,Receiving both Community Alarm and Telecare,75-84 years,Not Living Alone,0,0
2018/19,City of Edinburgh,Receiving both Community Alarm and Telecare,75-84 years,Unknown,87.8,1720
2018/19,City of Edinburgh,Receiving both Community Alarm and Telecare,75-84 years,Not Recorded,0,0
