financial_year,sending_location,service,age_group,measure,value
2017/18,East Ayrshire,Telecare Only,All Ages,"Rate per 1,000 Population",7.1
2017/18,East Ayrshire,Telecare Only,All Ages,Number of People,865
2017/18,East Ayrshire,Telecare Only,0-17 years,"Rate per 1,000 Population",0.8
2017/18,East Ayrshire,Telecare Only,0-17 years,Number of People,20
2017/18,East Ayrshire,Telecare Only,18-64 years,"Rate per 1,000 Population",1.9
2017/18,East Ayrshire,Telecare Only,18-64 years,Number of People,140
2017/18,East Ayrshire,Telecare Only,65-74 years,"Rate per 1,000 Population",7.5
2017/18,East Ayrshire,Telecare Only,65-74 years,Number of People,105
2017/18,East Ayrshire,Telecare Only,75-84 years,"Rate per 1,000 Population",34.5
2017/18,East Ayrshire,Telecare Only,75-84 years,Number of People,265
2017/18,East Ayrshire,Telecare Only,85+ years,"Rate per 1,000 Population",130.6
2017/18,East Ayrshire,Telecare Only,85+ years,Number of People,335
2017/18,East Ayrshire,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",19.1
2017/18,East Ayrshire,Receiving both Community Alarm and Telecare,All Ages,Number of People,2325
2017/18,East Ayrshire,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0
2017/18,East Ayrshire,Receiving both Community Alarm and Telecare,0-17 years,Number of People,0
2017/18,East Ayrshire,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",4.3
2017/18,East Ayrshire,Receiving both Community Alarm and Telecare,18-64 years,Number of People,315
2017/18,East Ayrshire,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",26.2
2017/18,East Ayrshire,Receiving both Community Alarm and Telecare,65-74 years,Number of People,365
2017/18,East Ayrshire,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",127
2017/18,East Ayrshire,Receiving both Community Alarm and Telecare,75-84 years,Number of People,975
2017/18,East Ayrshire,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",261.2
2017/18,East Ayrshire,Receiving both Community Alarm and Telecare,85+ years,Number of People,670
2017/18,East Ayrshire,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",28
2017/18,East Ayrshire,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,3410
2017/18,East Ayrshire,Total Receiving Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",0.8
2017/18,East Ayrshire,Total Receiving Community Alarms and/or Telecare,0-17 years,Number of People,20
2017/18,East Ayrshire,Total Receiving Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",6.6
2017/18,East Ayrshire,Total Receiving Community Alarms and/or Telecare,18-64 years,Number of People,490
2017/18,East Ayrshire,Total Receiving Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",36.6
2017/18,East Ayrshire,Total Receiving Community Alarms and/or Telecare,65-74 years,Number of People,510
2017/18,East Ayrshire,Total Receiving Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",171.9
2017/18,East Ayrshire,Total Receiving Community Alarms and/or Telecare,75-84 years,Number of People,1320
2017/18,East Ayrshire,Total Receiving Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",415.2
2017/18,East Ayrshire,Total Receiving Community Alarms and/or Telecare,85+ years,Number of People,1065
2017/18,East Dunbartonshire,Community Alarm Only,All Ages,"Rate per 1,000 Population",9.6
2017/18,East Dunbartonshire,Community Alarm Only,All Ages,Number of People,1040
2017/18,East Dunbartonshire,Community Alarm Only,18-64 years,"Rate per 1,000 Population",1.3
2017/18,East Dunbartonshire,Community Alarm Only,18-64 years,Number of People,80
2017/18,East Dunbartonshire,Community Alarm Only,65-74 years,"Rate per 1,000 Population",9.2
2017/18,East Dunbartonshire,Community Alarm Only,65-74 years,Number of People,115
2017/18,East Dunbartonshire,Community Alarm Only,75-84 years,"Rate per 1,000 Population",49.4
2017/18,East Dunbartonshire,Community Alarm Only,75-84 years,Number of People,400
2017/18,East Dunbartonshire,Community Alarm Only,85+ years,"Rate per 1,000 Population",143.1
2017/18,East Dunbartonshire,Community Alarm Only,85+ years,Number of People,445
2017/18,East Dunbartonshire,Telecare Only,All Ages,"Rate per 1,000 Population",1.9
2017/18,East Dunbartonshire,Telecare Only,All Ages,Number of People,210
2017/18,East Dunbartonshire,Telecare Only,18-64 years,"Rate per 1,000 Population",0.3
2017/18,East Dunbartonshire,Telecare Only,18-64 years,Number of People,20
2017/18,East Dunbartonshire,Telecare Only,65-74 years,"Rate per 1,000 Population",1.6
2017/18,East Dunbartonshire,Telecare Only,65-74 years,Number of People,20
2017/18,East Dunbartonshire,Telecare Only,75-84 years,"Rate per 1,000 Population",10.5
2017/18,East Dunbartonshire,Telecare Only,75-84 years,Number of People,85
2017/18,East Dunbartonshire,Telecare Only,85+ years,"Rate per 1,000 Population",27.3
2017/18,East Dunbartonshire,Telecare Only,85+ years,Number of People,85
2017/18,East Dunbartonshire,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",0
2017/18,East Dunbartonshire,Receiving both Community Alarm and Telecare,All Ages,Number of People,0
2017/18,East Dunbartonshire,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",0
2017/18,East Dunbartonshire,Receiving both Community Alarm and Telecare,18-64 years,Number of People,0
2017/18,East Dunbartonshire,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",0
2017/18,East Dunbartonshire,Receiving both Community Alarm and Telecare,65-74 years,Number of People,0
2017/18,East Dunbartonshire,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",0
2017/18,East Dunbartonshire,Receiving both Community Alarm and Telecare,75-84 years,Number of People,0
2017/18,East Dunbartonshire,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",0
2017/18,East Dunbartonshire,Receiving both Community Alarm and Telecare,85+ years,Number of People,0
2017/18,East Dunbartonshire,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",11.6
2017/18,East Dunbartonshire,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,1250
2017/18,East Dunbartonshire,Total Receiving Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",1.6
2017/18,East Dunbartonshire,Total Receiving Community Alarms and/or Telecare,18-64 years,Number of People,100
2017/18,East Dunbartonshire,Total Receiving Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",11.2
2017/18,East Dunbartonshire,Total Receiving Community Alarms and/or Telecare,65-74 years,Number of People,140
2017/18,East Dunbartonshire,Total Receiving Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",59.9
2017/18,East Dunbartonshire,Total Receiving Community Alarms and/or Telecare,75-84 years,Number of People,485
2017/18,East Dunbartonshire,Total Receiving Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",168.9
2017/18,East Dunbartonshire,Total Receiving Community Alarms and/or Telecare,85+ years,Number of People,525
2017/18,East Lothian,Community Alarm Only,All Ages,"Rate per 1,000 Population",23.6
2017/18,East Lothian,Community Alarm Only,All Ages,Number of People,2470
2017/18,East Lothian,Community Alarm Only,Unknown,"Rate per 1,000 Population",NA
2017/18,East Lothian,Community Alarm Only,Unknown,Number of People,2470
2017/18,East Lothian,Telecare Only,All Ages,"Rate per 1,000 Population",0
2017/18,East Lothian,Telecare Only,All Ages,Number of People,0
2017/18,East Lothian,Telecare Only,Unknown,"Rate per 1,000 Population",0
2017/18,East Lothian,Telecare Only,Unknown,Number of People,0
2017/18,East Lothian,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",0
2017/18,East Lothian,Receiving both Community Alarm and Telecare,All Ages,Number of People,0
2017/18,East Lothian,Receiving both Community Alarm and Telecare,Unknown,"Rate per 1,000 Population",0
2017/18,East Lothian,Receiving both Community Alarm and Telecare,Unknown,Number of People,0
2017/18,East Lothian,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",23.6
2017/18,East Lothian,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,2470
2017/18,East Lothian,Total Receiving Community Alarms and/or Telecare,Unknown,"Rate per 1,000 Population",NA
2017/18,East Lothian,Total Receiving Community Alarms and/or Telecare,Unknown,Number of People,2470
2017/18,East Renfrewshire,Community Alarm Only,All Ages,"Rate per 1,000 Population",0.3
2017/18,East Renfrewshire,Community Alarm Only,All Ages,Number of People,30
2017/18,East Renfrewshire,Community Alarm Only,0-17 years,"Rate per 1,000 Population",0
2017/18,East Renfrewshire,Community Alarm Only,0-17 years,Number of People,0
2017/18,East Renfrewshire,Community Alarm Only,18-64 years,"Rate per 1,000 Population",0.1
2017/18,East Renfrewshire,Community Alarm Only,18-64 years,Number of People,5
2017/18,East Renfrewshire,Community Alarm Only,65-74 years,"Rate per 1,000 Population",0
2017/18,East Renfrewshire,Community Alarm Only,65-74 years,Number of People,0
2017/18,East Renfrewshire,Community Alarm Only,75-84 years,"Rate per 1,000 Population",1.6
2017/18,East Renfrewshire,Community Alarm Only,75-84 years,Number of People,10
2017/18,East Renfrewshire,Community Alarm Only,85+ years,"Rate per 1,000 Population",3.7
2017/18,East Renfrewshire,Community Alarm Only,85+ years,Number of People,10
2017/18,East Renfrewshire,Community Alarm Only,Unknown,"Rate per 1,000 Population",0
2017/18,East Renfrewshire,Community Alarm Only,Unknown,Number of People,0
2017/18,East Renfrewshire,Telecare Only,All Ages,"Rate per 1,000 Population",38.5
2017/18,East Renfrewshire,Telecare Only,All Ages,Number of People,3650
2017/18,East Renfrewshire,Telecare Only,0-17 years,"Rate per 1,000 Population",1.2
2017/18,East Renfrewshire,Telecare Only,0-17 years,Number of People,25
2017/18,East Renfrewshire,Telecare Only,18-64 years,"Rate per 1,000 Population",7
2017/18,East Renfrewshire,Telecare Only,18-64 years,Number of People,385
2017/18,East Renfrewshire,Telecare Only,65-74 years,"Rate per 1,000 Population",47.1
2017/18,East Renfrewshire,Telecare Only,65-74 years,Number of People,460
2017/18,East Renfrewshire,Telecare Only,75-84 years,"Rate per 1,000 Population",212.1
2017/18,East Renfrewshire,Telecare Only,75-84 years,Number of People,1325
2017/18,East Renfrewshire,Telecare Only,85+ years,"Rate per 1,000 Population",541.5
2017/18,East Renfrewshire,Telecare Only,85+ years,Number of People,1455
2017/18,East Renfrewshire,Telecare Only,Unknown,"Rate per 1,000 Population",0
2017/18,East Renfrewshire,Telecare Only,Unknown,Number of People,0
2017/18,East Renfrewshire,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",0
2017/18,East Renfrewshire,Receiving both Community Alarm and Telecare,All Ages,Number of People,0
2017/18,East Renfrewshire,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0
2017/18,East Renfrewshire,Receiving both Community Alarm and Telecare,0-17 years,Number of People,0
2017/18,East Renfrewshire,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",0
2017/18,East Renfrewshire,Receiving both Community Alarm and Telecare,18-64 years,Number of People,0
2017/18,East Renfrewshire,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",0
2017/18,East Renfrewshire,Receiving both Community Alarm and Telecare,65-74 years,Number of People,0
2017/18,East Renfrewshire,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",0
2017/18,East Renfrewshire,Receiving both Community Alarm and Telecare,75-84 years,Number of People,0
2017/18,East Renfrewshire,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",0
2017/18,East Renfrewshire,Receiving both Community Alarm and Telecare,85+ years,Number of People,0
2017/18,East Renfrewshire,Receiving both Community Alarm and Telecare,Unknown,"Rate per 1,000 Population",0
2017/18,East Renfrewshire,Receiving both Community Alarm and Telecare,Unknown,Number of People,0
2017/18,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",38.8
2017/18,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,3680
2017/18,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",1.2
2017/18,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,0-17 years,Number of People,25
2017/18,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",7.1
2017/18,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,18-64 years,Number of People,390
2017/18,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",47.1
2017/18,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,65-74 years,Number of People,460
2017/18,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",213.7
2017/18,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,75-84 years,Number of People,1335
2017/18,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",547.1
2017/18,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,85+ years,Number of People,1470
2017/18,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,Unknown,"Rate per 1,000 Population",NA
2017/18,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,Unknown,Number of People,5
2017/18,Falkirk,Community Alarm Only,All Ages,"Rate per 1,000 Population",28.1
2017/18,Falkirk,Community Alarm Only,All Ages,Number of People,4505
2017/18,Falkirk,Community Alarm Only,0-17 years,"Rate per 1,000 Population",0
2017/18,Falkirk,Community Alarm Only,0-17 years,Number of People,0
2017/18,Falkirk,Community Alarm Only,18-64 years,"Rate per 1,000 Population",5.6
2017/18,Falkirk,Community Alarm Only,18-64 years,Number of People,550
2017/18,Falkirk,Community Alarm Only,65-74 years,"Rate per 1,000 Population",46.4
2017/18,Falkirk,Community Alarm Only,65-74 years,Number of People,780
2017/18,Falkirk,Community Alarm Only,75-84 years,"Rate per 1,000 Population",181.1
2017/18,Falkirk,Community Alarm Only,75-84 years,Number of People,1720
2017/18,Falkirk,Community Alarm Only,85+ years,"Rate per 1,000 Population",452.3
2017/18,Falkirk,Community Alarm Only,85+ years,Number of People,1450
2017/18,Falkirk,Telecare Only,All Ages,"Rate per 1,000 Population",0.3
2017/18,Falkirk,Telecare Only,All Ages,Number of People,55
2017/18,Falkirk,Telecare Only,0-17 years,"Rate per 1,000 Population",0
2017/18,Falkirk,Telecare Only,0-17 years,Number of People,0
2017/18,Falkirk,Telecare Only,18-64 years,"Rate per 1,000 Population",0.2
2017/18,Falkirk,Telecare Only,18-64 years,Number of People,20
2017/18,Falkirk,Telecare Only,65-74 years,"Rate per 1,000 Population",0.6
2017/18,Falkirk,Telecare Only,65-74 years,Number of People,10
2017/18,Falkirk,Telecare Only,75-84 years,"Rate per 1,000 Population",2.1
2017/18,Falkirk,Telecare Only,75-84 years,Number of People,20
2017/18,Falkirk,Telecare Only,85+ years,"Rate per 1,000 Population",1.6
2017/18,Falkirk,Telecare Only,85+ years,Number of People,5
2017/18,Falkirk,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",0.9
