financial_quarter,sending_location,age_group,deprivation,simd_percentage,nclient
2018/19 Q2,South Ayrshire,0-17 years,5 (Least Deprived),NA,0
2018/19 Q2,South Ayrshire,0-17 years,Unknown,NA,0
2018/19 Q2,South Ayrshire,18-64 years,1 (Most Deprived),34.9,145
2018/19 Q2,South Ayrshire,18-64 years,2,26.5,110
2018/19 Q2,South Ayrshire,18-64 years,3,15.7,65
2018/19 Q2,South Ayrshire,18-64 years,4,12,50
2018/19 Q2,South Ayrshire,18-64 years,5 (Least Deprived),8.4,35
2018/19 Q2,South Ayrshire,18-64 years,Unknown,2.4,10
2018/19 Q2,South Ayrshire,65-74 years,1 (Most Deprived),28.3,85
2018/19 Q2,South Ayrshire,65-74 years,2,23.3,70
2018/19 Q2,South Ayrshire,65-74 years,3,18.3,55
2018/19 Q2,South Ayrshire,65-74 years,4,16.7,50
2018/19 Q2,South Ayrshire,65-74 years,5 (Least Deprived),13.3,40
2018/19 Q2,South Ayrshire,65-74 years,Unknown,0,0
2018/19 Q2,South Ayrshire,75-84 years,1 (Most Deprived),18.5,110
2018/19 Q2,South Ayrshire,75-84 years,2,24.4,145
2018/19 Q2,South Ayrshire,75-84 years,3,17.6,105
2018/19 Q2,South Ayrshire,75-84 years,4,16,95
2018/19 Q2,South Ayrshire,75-84 years,5 (Least Deprived),22.7,135
2018/19 Q2,South Ayrshire,75-84 years,Unknown,0.8,5
2018/19 Q2,South Ayrshire,85+ years,1 (Most Deprived),16.3,110
2018/19 Q2,South Ayrshire,85+ years,2,21.5,145
2018/19 Q2,South Ayrshire,85+ years,3,17.8,120
2018/19 Q2,South Ayrshire,85+ years,4,19.3,130
2018/19 Q2,South Ayrshire,85+ years,5 (Least Deprived),24.4,165
2018/19 Q2,South Ayrshire,85+ years,Unknown,0.7,5
2018/19 Q2,South Ayrshire,Unknown,1 (Most Deprived),NA,0
2018/19 Q2,South Ayrshire,Unknown,2,NA,0
2018/19 Q2,South Ayrshire,Unknown,3,NA,0
2018/19 Q2,South Ayrshire,Unknown,4,NA,0
2018/19 Q2,South Ayrshire,Unknown,5 (Least Deprived),NA,0
2018/19 Q2,South Ayrshire,Unknown,Unknown,NA,0
2018/19 Q2,South Lanarkshire,All Ages,1 (Most Deprived),22.7,955
2018/19 Q2,South Lanarkshire,All Ages,2,24.9,1050
2018/19 Q2,South Lanarkshire,All Ages,3,21.4,900
2018/19 Q2,South Lanarkshire,All Ages,4,15.8,665
2018/19 Q2,South Lanarkshire,All Ages,5 (Least Deprived),15.1,635
2018/19 Q2,South Lanarkshire,All Ages,Unknown,0.2,10
2018/19 Q2,South Lanarkshire,0-17 years,1 (Most Deprived),14.3,5
2018/19 Q2,South Lanarkshire,0-17 years,2,14.3,5
2018/19 Q2,South Lanarkshire,0-17 years,3,28.6,10
2018/19 Q2,South Lanarkshire,0-17 years,4,28.6,10
2018/19 Q2,South Lanarkshire,0-17 years,5 (Least Deprived),14.3,5
2018/19 Q2,South Lanarkshire,0-17 years,Unknown,0,0
2018/19 Q2,South Lanarkshire,18-64 years,1 (Most Deprived),28.1,180
2018/19 Q2,South Lanarkshire,18-64 years,2,26.6,170
2018/19 Q2,South Lanarkshire,18-64 years,3,21.1,135
2018/19 Q2,South Lanarkshire,18-64 years,4,14.8,95
2018/19 Q2,South Lanarkshire,18-64 years,5 (Least Deprived),8.6,55
2018/19 Q2,South Lanarkshire,18-64 years,Unknown,0.8,5
2018/19 Q2,South Lanarkshire,65-74 years,1 (Most Deprived),30.3,185
2018/19 Q2,South Lanarkshire,65-74 years,2,27.9,170
2018/19 Q2,South Lanarkshire,65-74 years,3,16.4,100
2018/19 Q2,South Lanarkshire,65-74 years,4,11.5,70
2018/19 Q2,South Lanarkshire,65-74 years,5 (Least Deprived),13.9,85
2018/19 Q2,South Lanarkshire,65-74 years,Unknown,0,0
2018/19 Q2,South Lanarkshire,75-84 years,1 (Most Deprived),22,305
2018/19 Q2,South Lanarkshire,75-84 years,2,24.5,340
2018/19 Q2,South Lanarkshire,75-84 years,3,20.9,290
2018/19 Q2,South Lanarkshire,75-84 years,4,17,235
2018/19 Q2,South Lanarkshire,75-84 years,5 (Least Deprived),15.5,215
2018/19 Q2,South Lanarkshire,75-84 years,Unknown,0,0
2018/19 Q2,South Lanarkshire,85+ years,1 (Most Deprived),18,280
2018/19 Q2,South Lanarkshire,85+ years,2,23.8,370
2018/19 Q2,South Lanarkshire,85+ years,3,23.2,360
2018/19 Q2,South Lanarkshire,85+ years,4,16.7,260
2018/19 Q2,South Lanarkshire,85+ years,5 (Least Deprived),18,280
2018/19 Q2,South Lanarkshire,85+ years,Unknown,0.3,5
2018/19 Q2,South Lanarkshire,Unknown,1 (Most Deprived),NA,0
2018/19 Q2,South Lanarkshire,Unknown,2,NA,0
2018/19 Q2,South Lanarkshire,Unknown,3,NA,0
2018/19 Q2,South Lanarkshire,Unknown,4,NA,0
2018/19 Q2,South Lanarkshire,Unknown,5 (Least Deprived),NA,0
2018/19 Q2,South Lanarkshire,Unknown,Unknown,NA,0
2018/19 Q2,Stirling,All Ages,1 (Most Deprived),29,415
2018/19 Q2,Stirling,All Ages,2,18.2,260
2018/19 Q2,Stirling,All Ages,3,23.8,340
2018/19 Q2,Stirling,All Ages,4,15,215
2018/19 Q2,Stirling,All Ages,5 (Least Deprived),13.3,190
2018/19 Q2,Stirling,All Ages,Unknown,0.7,10
2018/19 Q2,Stirling,0-17 years,1 (Most Deprived),NA,0
2018/19 Q2,Stirling,0-17 years,2,NA,0
2018/19 Q2,Stirling,0-17 years,3,NA,0
2018/19 Q2,Stirling,0-17 years,4,NA,0
2018/19 Q2,Stirling,0-17 years,5 (Least Deprived),NA,0
2018/19 Q2,Stirling,0-17 years,Unknown,NA,0
2018/19 Q2,Stirling,18-64 years,1 (Most Deprived),43.9,180
2018/19 Q2,Stirling,18-64 years,2,20.7,85
2018/19 Q2,Stirling,18-64 years,3,15.9,65
2018/19 Q2,Stirling,18-64 years,4,12.2,50
2018/19 Q2,Stirling,18-64 years,5 (Least Deprived),6.1,25
2018/19 Q2,Stirling,18-64 years,Unknown,1.2,5
2018/19 Q2,Stirling,65-74 years,1 (Most Deprived),33.3,55
2018/19 Q2,Stirling,65-74 years,2,21.2,35
2018/19 Q2,Stirling,65-74 years,3,24.2,40
2018/19 Q2,Stirling,65-74 years,4,12.1,20
2018/19 Q2,Stirling,65-74 years,5 (Least Deprived),9.1,15
2018/19 Q2,Stirling,65-74 years,Unknown,0,0
2018/19 Q2,Stirling,75-84 years,1 (Most Deprived),28.4,115
2018/19 Q2,Stirling,75-84 years,2,17.3,70
2018/19 Q2,Stirling,75-84 years,3,24.7,100
2018/19 Q2,Stirling,75-84 years,4,14.8,60
2018/19 Q2,Stirling,75-84 years,5 (Least Deprived),13.6,55
2018/19 Q2,Stirling,75-84 years,Unknown,1.2,5
2018/19 Q2,Stirling,85+ years,1 (Most Deprived),14.3,65
2018/19 Q2,Stirling,85+ years,2,16.5,75
2018/19 Q2,Stirling,85+ years,3,28.6,130
2018/19 Q2,Stirling,85+ years,4,18.7,85
2018/19 Q2,Stirling,85+ years,5 (Least Deprived),20.9,95
2018/19 Q2,Stirling,85+ years,Unknown,1.1,5
2018/19 Q2,Stirling,Unknown,1 (Most Deprived),NA,0
2018/19 Q2,Stirling,Unknown,2,NA,0
2018/19 Q2,Stirling,Unknown,3,NA,0
2018/19 Q2,Stirling,Unknown,4,NA,0
2018/19 Q2,Stirling,Unknown,5 (Least Deprived),NA,0
2018/19 Q2,Stirling,Unknown,Unknown,NA,0
2018/19 Q2,West Dunbartonshire,All Ages,1 (Most Deprived),15.9,255
2018/19 Q2,West Dunbartonshire,All Ages,2,25.9,415
2018/19 Q2,West Dunbartonshire,All Ages,3,18.4,295
2018/19 Q2,West Dunbartonshire,All Ages,4,23.1,370
2018/19 Q2,West Dunbartonshire,All Ages,5 (Least Deprived),16.5,265
2018/19 Q2,West Dunbartonshire,All Ages,Unknown,0.3,5
2018/19 Q2,West Dunbartonshire,0-17 years,1 (Most Deprived),NA,0
2018/19 Q2,West Dunbartonshire,0-17 years,2,NA,0
2018/19 Q2,West Dunbartonshire,0-17 years,3,NA,0
2018/19 Q2,West Dunbartonshire,0-17 years,4,NA,0
2018/19 Q2,West Dunbartonshire,0-17 years,5 (Least Deprived),NA,0
2018/19 Q2,West Dunbartonshire,0-17 years,Unknown,NA,0
2018/19 Q2,West Dunbartonshire,18-64 years,1 (Most Deprived),27.8,50
2018/19 Q2,West Dunbartonshire,18-64 years,2,25,45
2018/19 Q2,West Dunbartonshire,18-64 years,3,13.9,25
2018/19 Q2,West Dunbartonshire,18-64 years,4,22.2,40
2018/19 Q2,West Dunbartonshire,18-64 years,5 (Least Deprived),11.1,20
2018/19 Q2,West Dunbartonshire,18-64 years,Unknown,0,0
2018/19 Q2,West Dunbartonshire,65-74 years,1 (Most Deprived),14.8,45
2018/19 Q2,West Dunbartonshire,65-74 years,2,29.5,90
2018/19 Q2,West Dunbartonshire,65-74 years,3,14.8,45
2018/19 Q2,West Dunbartonshire,65-74 years,4,24.6,75
2018/19 Q2,West Dunbartonshire,65-74 years,5 (Least Deprived),16.4,50
2018/19 Q2,West Dunbartonshire,65-74 years,Unknown,0,0
2018/19 Q2,West Dunbartonshire,75-84 years,1 (Most Deprived),14.8,85
2018/19 Q2,West Dunbartonshire,75-84 years,2,27,155
2018/19 Q2,West Dunbartonshire,75-84 years,3,18.3,105
2018/19 Q2,West Dunbartonshire,75-84 years,4,23.5,135
2018/19 Q2,West Dunbartonshire,75-84 years,5 (Least Deprived),15.7,90
2018/19 Q2,West Dunbartonshire,75-84 years,Unknown,0.9,5
2018/19 Q2,West Dunbartonshire,85+ years,1 (Most Deprived),14.4,80
2018/19 Q2,West Dunbartonshire,85+ years,2,23.4,130
2018/19 Q2,West Dunbartonshire,85+ years,3,21.6,120
2018/19 Q2,West Dunbartonshire,85+ years,4,21.6,120
2018/19 Q2,West Dunbartonshire,85+ years,5 (Least Deprived),18.9,105
2018/19 Q2,West Dunbartonshire,85+ years,Unknown,0,0
2018/19 Q2,West Dunbartonshire,Unknown,1 (Most Deprived),NA,0
2018/19 Q2,West Dunbartonshire,Unknown,2,NA,0
2018/19 Q2,West Dunbartonshire,Unknown,3,NA,0
2018/19 Q2,West Dunbartonshire,Unknown,4,NA,0
2018/19 Q2,West Dunbartonshire,Unknown,5 (Least Deprived),NA,0
2018/19 Q2,West Dunbartonshire,Unknown,Unknown,NA,0
2018/19 Q2,West Lothian,All Ages,1 (Most Deprived),25.6,475
2018/19 Q2,West Lothian,All Ages,2,29.6,550
2018/19 Q2,West Lothian,All Ages,3,21.6,400
2018/19 Q2,West Lothian,All Ages,4,12.7,235
2018/19 Q2,West Lothian,All Ages,5 (Least Deprived),10.5,195
2018/19 Q2,West Lothian,All Ages,Unknown,0,0
2018/19 Q2,West Lothian,0-17 years,1 (Most Deprived),NA,0
2018/19 Q2,West Lothian,0-17 years,2,NA,0
2018/19 Q2,West Lothian,0-17 years,3,NA,0
2018/19 Q2,West Lothian,0-17 years,4,NA,0
2018/19 Q2,West Lothian,0-17 years,5 (Least Deprived),NA,0
2018/19 Q2,West Lothian,0-17 years,Unknown,NA,0
2018/19 Q2,West Lothian,18-64 years,1 (Most Deprived),25.6,110
2018/19 Q2,West Lothian,18-64 years,2,29.1,125
2018/19 Q2,West Lothian,18-64 years,3,22.1,95
2018/19 Q2,West Lothian,18-64 years,4,12.8,55
2018/19 Q2,West Lothian,18-64 years,5 (Least Deprived),10.5,45
2018/19 Q2,West Lothian,18-64 years,Unknown,0,0
2018/19 Q2,West Lothian,65-74 years,1 (Most Deprived),28.2,100
2018/19 Q2,West Lothian,65-74 years,2,31,110
2018/19 Q2,West Lothian,65-74 years,3,21.1,75
2018/19 Q2,West Lothian,65-74 years,4,11.3,40
2018/19 Q2,West Lothian,65-74 years,5 (Least Deprived),8.5,30
2018/19 Q2,West Lothian,65-74 years,Unknown,0,0
2018/19 Q2,West Lothian,75-84 years,1 (Most Deprived),26,160
2018/19 Q2,West Lothian,75-84 years,2,30.1,185
2018/19 Q2,West Lothian,75-84 years,3,21.1,130
2018/19 Q2,West Lothian,75-84 years,4,12.2,75
2018/19 Q2,West Lothian,75-84 years,5 (Least Deprived),10.6,65
2018/19 Q2,West Lothian,75-84 years,Unknown,0,0
2018/19 Q2,West Lothian,85+ years,1 (Most Deprived),23.1,105
2018/19 Q2,West Lothian,85+ years,2,28.6,130
2018/19 Q2,West Lothian,85+ years,3,20.9,95
2018/19 Q2,West Lothian,85+ years,4,15.4,70
2018/19 Q2,West Lothian,85+ years,5 (Least Deprived),12.1,55
2018/19 Q2,West Lothian,85+ years,Unknown,0,0
2018/19 Q2,West Lothian,Unknown,1 (Most Deprived),NA,0
2018/19 Q2,West Lothian,Unknown,2,NA,0
2018/19 Q2,West Lothian,Unknown,3,NA,0
2018/19 Q2,West Lothian,Unknown,4,NA,0
2018/19 Q2,West Lothian,Unknown,5 (Least Deprived),NA,0
2018/19 Q2,West Lothian,Unknown,Unknown,NA,0
2018/19 Q3,Scotland (All Areas Submitted),All Ages,1 (Most Deprived),25,16575
2018/19 Q3,Scotland (All Areas Submitted),All Ages,2,22.8,15150
2018/19 Q3,Scotland (All Areas Submitted),All Ages,3,20.5,13595
2018/19 Q3,Scotland (All Areas Submitted),All Ages,4,16.9,11190
2018/19 Q3,Scotland (All Areas Submitted),All Ages,5 (Least Deprived),13.9,9210
2018/19 Q3,Scotland (All Areas Submitted),All Ages,Unknown,0.9,625
2018/19 Q3,Scotland (All Areas Submitted),0-17 years,1 (Most Deprived),28.6,50
2018/19 Q3,Scotland (All Areas Submitted),0-17 years,2,22.9,40
2018/19 Q3,Scotland (All Areas Submitted),0-17 years,3,22.9,40
2018/19 Q3,Scotland (All Areas Submitted),0-17 years,4,14.3,25
2018/19 Q3,Scotland (All Areas Submitted),0-17 years,5 (Least Deprived),11.4,20
2018/19 Q3,Scotland (All Areas Submitted),0-17 years,Unknown,0,0
2018/19 Q3,Scotland (All Areas Submitted),18-64 years,1 (Most Deprived),36.4,4185
2018/19 Q3,Scotland (All Areas Submitted),18-64 years,2,25.1,2880
2018/19 Q3,Scotland (All Areas Submitted),18-64 years,3,17.9,2055
2018/19 Q3,Scotland (All Areas Submitted),18-64 years,4,12.3,1410
2018/19 Q3,Scotland (All Areas Submitted),18-64 years,5 (Least Deprived),7.9,905
2018/19 Q3,Scotland (All Areas Submitted),18-64 years,Unknown,0.5,55
2018/19 Q3,Scotland (All Areas Submitted),65-74 years,1 (Most Deprived),29,2970
2018/19 Q3,Scotland (All Areas Submitted),65-74 years,2,24.1,2465
2018/19 Q3,Scotland (All Areas Submitted),65-74 years,3,19.5,1995
2018/19 Q3,Scotland (All Areas Submitted),65-74 years,4,15.4,1580
2018/19 Q3,Scotland (All Areas Submitted),65-74 years,5 (Least Deprived),11.3,1160
2018/19 Q3,Scotland (All Areas Submitted),65-74 years,Unknown,0.6,65
2018/19 Q3,Scotland (All Areas Submitted),75-84 years,1 (Most Deprived),23.6,5035
2018/19 Q3,Scotland (All Areas Submitted),75-84 years,2,23,4920
2018/19 Q3,Scotland (All Areas Submitted),75-84 years,3,21,4485
2018/19 Q3,Scotland (All Areas Submitted),75-84 years,4,17.3,3700
2018/19 Q3,Scotland (All Areas Submitted),75-84 years,5 (Least Deprived),14.2,3030
2018/19 Q3,Scotland (All Areas Submitted),75-84 years,Unknown,0.9,195
2018/19 Q3,Scotland (All Areas Submitted),85+ years,1 (Most Deprived),18.8,4340
2018/19 Q3,Scotland (All Areas Submitted),85+ years,2,21,4855
2018/19 Q3,Scotland (All Areas Submitted),85+ years,3,21.8,5025
2018/19 Q3,Scotland (All Areas Submitted),85+ years,4,19.4,4475
2018/19 Q3,Scotland (All Areas Submitted),85+ years,5 (Least Deprived),17.7,4090
2018/19 Q3,Scotland (All Areas Submitted),85+ years,Unknown,1.3,310
2018/19 Q3,Scotland (All Areas Submitted),Unknown,1 (Most Deprived),NA,0
2018/19 Q3,Scotland (All Areas Submitted),Unknown,2,NA,0
2018/19 Q3,Scotland (All Areas Submitted),Unknown,3,NA,0
2018/19 Q3,Scotland (All Areas Submitted),Unknown,4,NA,0
2018/19 Q3,Scotland (All Areas Submitted),Unknown,5 (Least Deprived),NA,0
2018/19 Q3,Scotland (All Areas Submitted),Unknown,Unknown,NA,0
2018/19 Q3,Aberdeen City,All Ages,1 (Most Deprived),27.8,590
2018/19 Q3,Aberdeen City,All Ages,2,19.6,415
2018/19 Q3,Aberdeen City,All Ages,3,22.4,475
2018/19 Q3,Aberdeen City,All Ages,4,13.2,280
2018/19 Q3,Aberdeen City,All Ages,5 (Least Deprived),16.7,355
2018/19 Q3,Aberdeen City,All Ages,Unknown,0.2,5
2018/19 Q3,Aberdeen City,0-17 years,1 (Most Deprived),100,5
2018/19 Q3,Aberdeen City,0-17 years,2,0,0
2018/19 Q3,Aberdeen City,0-17 years,3,0,0
2018/19 Q3,Aberdeen City,0-17 years,4,0,0
2018/19 Q3,Aberdeen City,0-17 years,5 (Least Deprived),0,0
2018/19 Q3,Aberdeen City,0-17 years,Unknown,0,0
2018/19 Q3,Aberdeen City,18-64 years,1 (Most Deprived),41.1,150
2018/19 Q3,Aberdeen City,18-64 years,2,24.7,90
2018/19 Q3,Aberdeen City,18-64 years,3,21.9,80
2018/19 Q3,Aberdeen City,18-64 years,4,6.8,25
2018/19 Q3,Aberdeen City,18-64 years,5 (Least Deprived),5.5,20
2018/19 Q3,Aberdeen City,18-64 years,Unknown,0,0
2018/19 Q3,Aberdeen City,65-74 years,1 (Most Deprived),36.1,110
2018/19 Q3,Aberdeen City,65-74 years,2,18,55
2018/19 Q3,Aberdeen City,65-74 years,3,23,70
2018/19 Q3,Aberdeen City,65-74 years,4,9.8,30
2018/19 Q3,Aberdeen City,65-74 years,5 (Least Deprived),13.1,40
2018/19 Q3,Aberdeen City,65-74 years,Unknown,0,0
2018/19 Q3,Aberdeen City,75-84 years,1 (Most Deprived),26.8,165
2018/19 Q3,Aberdeen City,75-84 years,2,18.7,115
2018/19 Q3,Aberdeen City,75-84 years,3,22,135
2018/19 Q3,Aberdeen City,75-84 years,4,15.4,95
2018/19 Q3,Aberdeen City,75-84 years,5 (Least Deprived),17.1,105
2018/19 Q3,Aberdeen City,75-84 years,Unknown,0,0
2018/19 Q3,Aberdeen City,85+ years,1 (Most Deprived),20,165
2018/19 Q3,Aberdeen City,85+ years,2,18.8,155
2018/19 Q3,Aberdeen City,85+ years,3,23,190
2018/19 Q3,Aberdeen City,85+ years,4,15.8,130
2018/19 Q3,Aberdeen City,85+ years,5 (Least Deprived),22.4,185
2018/19 Q3,Aberdeen City,85+ years,Unknown,0,0
2018/19 Q3,Aberdeen City,Unknown,1 (Most Deprived),NA,0
2018/19 Q3,Aberdeen City,Unknown,2,NA,0
2018/19 Q3,Aberdeen City,Unknown,3,NA,0
2018/19 Q3,Aberdeen City,Unknown,4,NA,0
2018/19 Q3,Aberdeen City,Unknown,5 (Least Deprived),NA,0
2018/19 Q3,Aberdeen City,Unknown,Unknown,NA,0
2018/19 Q3,Aberdeenshire,All Ages,1 (Most Deprived),27.4,620
2018/19 Q3,Aberdeenshire,All Ages,2,28.1,635
2018/19 Q3,Aberdeenshire,All Ages,3,15.3,345
2018/19 Q3,Aberdeenshire,All Ages,4,14.2,320
2018/19 Q3,Aberdeenshire,All Ages,5 (Least Deprived),15,340
2018/19 Q3,Aberdeenshire,All Ages,Unknown,0,0
2018/19 Q3,Aberdeenshire,0-17 years,1 (Most Deprived),NA,0
2018/19 Q3,Aberdeenshire,0-17 years,2,NA,0
2018/19 Q3,Aberdeenshire,0-17 years,3,NA,0
2018/19 Q3,Aberdeenshire,0-17 years,4,NA,0
2018/19 Q3,Aberdeenshire,0-17 years,5 (Least Deprived),NA,0
2018/19 Q3,Aberdeenshire,0-17 years,Unknown,NA,0
2018/19 Q3,Aberdeenshire,18-64 years,1 (Most Deprived),38.2,105
2018/19 Q3,Aberdeenshire,18-64 years,2,25.5,70
2018/19 Q3,Aberdeenshire,18-64 years,3,14.5,40
2018/19 Q3,Aberdeenshire,18-64 years,4,10.9,30
2018/19 Q3,Aberdeenshire,18-64 years,5 (Least Deprived),10.9,30
2018/19 Q3,Aberdeenshire,18-64 years,Unknown,0,0
2018/19 Q3,Aberdeenshire,65-74 years,1 (Most Deprived),31.8,105
2018/19 Q3,Aberdeenshire,65-74 years,2,27.3,90
2018/19 Q3,Aberdeenshire,65-74 years,3,13.6,45
2018/19 Q3,Aberdeenshire,65-74 years,4,12.1,40
2018/19 Q3,Aberdeenshire,65-74 years,5 (Least Deprived),15.2,50
2018/19 Q3,Aberdeenshire,65-74 years,Unknown,0,0
2018/19 Q3,Aberdeenshire,75-84 years,1 (Most Deprived),26.1,200
2018/19 Q3,Aberdeenshire,75-84 years,2,27.5,210
2018/19 Q3,Aberdeenshire,75-84 years,3,16.3,125
2018/19 Q3,Aberdeenshire,75-84 years,4,16.3,125
2018/19 Q3,Aberdeenshire,75-84 years,5 (Least Deprived),13.7,105
2018/19 Q3,Aberdeenshire,75-84 years,Unknown,0,0
2018/19 Q3,Aberdeenshire,85+ years,1 (Most Deprived),22.9,205
2018/19 Q3,Aberdeenshire,85+ years,2,30.2,270
2018/19 Q3,Aberdeenshire,85+ years,3,15.6,140
2018/19 Q3,Aberdeenshire,85+ years,4,14,125
2018/19 Q3,Aberdeenshire,85+ years,5 (Least Deprived),17.3,155
2018/19 Q3,Aberdeenshire,85+ years,Unknown,0,0
2018/19 Q3,Aberdeenshire,Unknown,1 (Most Deprived),NA,0
2018/19 Q3,Aberdeenshire,Unknown,2,NA,0
2018/19 Q3,Aberdeenshire,Unknown,3,NA,0
2018/19 Q3,Aberdeenshire,Unknown,4,NA,0
2018/19 Q3,Aberdeenshire,Unknown,5 (Least Deprived),NA,0
2018/19 Q3,Aberdeenshire,Unknown,Unknown,NA,0
2018/19 Q3,Angus,All Ages,1 (Most Deprived),17.2,235
2018/19 Q3,Angus,All Ages,2,17.6,240
2018/19 Q3,Angus,All Ages,3,13.2,180
2018/19 Q3,Angus,All Ages,4,12.8,175
2018/19 Q3,Angus,All Ages,5 (Least Deprived),10.6,145
2018/19 Q3,Angus,All Ages,Unknown,28.6,390
2018/19 Q3,Angus,0-17 years,1 (Most Deprived),0,0
2018/19 Q3,Angus,0-17 years,2,100,5
2018/19 Q3,Angus,0-17 years,3,0,0
2018/19 Q3,Angus,0-17 years,4,0,0
2018/19 Q3,Angus,0-17 years,5 (Least Deprived),0,0
2018/19 Q3,Angus,0-17 years,Unknown,0,0
2018/19 Q3,Angus,18-64 years,1 (Most Deprived),27.1,80
2018/19 Q3,Angus,18-64 years,2,30.5,90
2018/19 Q3,Angus,18-64 years,3,16.9,50
2018/19 Q3,Angus,18-64 years,4,10.2,30
2018/19 Q3,Angus,18-64 years,5 (Least Deprived),10.2,30
2018/19 Q3,Angus,18-64 years,Unknown,5.1,15
2018/19 Q3,Angus,65-74 years,1 (Most Deprived),22.5,45
2018/19 Q3,Angus,65-74 years,2,17.5,35
2018/19 Q3,Angus,65-74 years,3,15,30
2018/19 Q3,Angus,65-74 years,4,12.5,25
2018/19 Q3,Angus,65-74 years,5 (Least Deprived),10,20
2018/19 Q3,Angus,65-74 years,Unknown,22.5,45
2018/19 Q3,Angus,75-84 years,1 (Most Deprived),14.7,55
2018/19 Q3,Angus,75-84 years,2,16,60
2018/19 Q3,Angus,75-84 years,3,12,45
2018/19 Q3,Angus,75-84 years,4,13.3,50
2018/19 Q3,Angus,75-84 years,5 (Least Deprived),10.7,40
2018/19 Q3,Angus,75-84 years,Unknown,33.3,125
2018/19 Q3,Angus,85+ years,1 (Most Deprived),12.1,60
2018/19 Q3,Angus,85+ years,2,10.1,50
2018/19 Q3,Angus,85+ years,3,11.1,55
2018/19 Q3,Angus,85+ years,4,14.1,70
2018/19 Q3,Angus,85+ years,5 (Least Deprived),11.1,55
2018/19 Q3,Angus,85+ years,Unknown,41.4,205
2018/19 Q3,Angus,Unknown,1 (Most Deprived),NA,0
2018/19 Q3,Angus,Unknown,2,NA,0
2018/19 Q3,Angus,Unknown,3,NA,0
2018/19 Q3,Angus,Unknown,4,NA,0
2018/19 Q3,Angus,Unknown,5 (Least Deprived),NA,0
2018/19 Q3,Angus,Unknown,Unknown,NA,0
2018/19 Q3,Argyll and Bute,All Ages,1 (Most Deprived),27,440
2018/19 Q3,Argyll and Bute,All Ages,2,19.3,315
2018/19 Q3,Argyll and Bute,All Ages,3,18.4,300
2018/19 Q3,Argyll and Bute,All Ages,4,16.3,265
2018/19 Q3,Argyll and Bute,All Ages,5 (Least Deprived),18.4,300
2018/19 Q3,Argyll and Bute,All Ages,Unknown,0.6,10
2018/19 Q3,Argyll and Bute,0-17 years,1 (Most Deprived),NA,0
2018/19 Q3,Argyll and Bute,0-17 years,2,NA,0
2018/19 Q3,Argyll and Bute,0-17 years,3,NA,0
2018/19 Q3,Argyll and Bute,0-17 years,4,NA,0
2018/19 Q3,Argyll and Bute,0-17 years,5 (Least Deprived),NA,0
2018/19 Q3,Argyll and Bute,0-17 years,Unknown,NA,0
2018/19 Q3,Argyll and Bute,18-64 years,1 (Most Deprived),40.9,135
2018/19 Q3,Argyll and Bute,18-64 years,2,15.2,50
2018/19 Q3,Argyll and Bute,18-64 years,3,16.7,55
2018/19 Q3,Argyll and Bute,18-64 years,4,15.2,50
2018/19 Q3,Argyll and Bute,18-64 years,5 (Least Deprived),12.1,40
2018/19 Q3,Argyll and Bute,18-64 years,Unknown,0,0
2018/19 Q3,Argyll and Bute,65-74 years,1 (Most Deprived),29.5,65
2018/19 Q3,Argyll and Bute,65-74 years,2,22.7,50
2018/19 Q3,Argyll and Bute,65-74 years,3,15.9,35
2018/19 Q3,Argyll and Bute,65-74 years,4,13.6,30
2018/19 Q3,Argyll and Bute,65-74 years,5 (Least Deprived),18.2,40
2018/19 Q3,Argyll and Bute,65-74 years,Unknown,0,0
2018/19 Q3,Argyll and Bute,75-84 years,1 (Most Deprived),25.8,125
2018/19 Q3,Argyll and Bute,75-84 years,2,20.6,100
2018/19 Q3,Argyll and Bute,75-84 years,3,17.5,85
2018/19 Q3,Argyll and Bute,75-84 years,4,17.5,85
2018/19 Q3,Argyll and Bute,75-84 years,5 (Least Deprived),17.5,85
2018/19 Q3,Argyll and Bute,75-84 years,Unknown,1,5
2018/19 Q3,Argyll and Bute,85+ years,1 (Most Deprived),18.6,110
2018/19 Q3,Argyll and Bute,85+ years,2,19.5,115
2018/19 Q3,Argyll and Bute,85+ years,3,22,130
2018/19 Q3,Argyll and Bute,85+ years,4,16.9,100
2018/19 Q3,Argyll and Bute,85+ years,5 (Least Deprived),22.9,135
2018/19 Q3,Argyll and Bute,85+ years,Unknown,0,0
2018/19 Q3,Argyll and Bute,Unknown,1 (Most Deprived),NA,0
2018/19 Q3,Argyll and Bute,Unknown,2,NA,0
2018/19 Q3,Argyll and Bute,Unknown,3,NA,0
2018/19 Q3,Argyll and Bute,Unknown,4,NA,0
2018/19 Q3,Argyll and Bute,Unknown,5 (Least Deprived),NA,0
2018/19 Q3,Argyll and Bute,Unknown,Unknown,NA,0
2018/19 Q3,City of Edinburgh,All Ages,1 (Most Deprived),30.3,1590
2018/19 Q3,City of Edinburgh,All Ages,2,21.3,1115
2018/19 Q3,City of Edinburgh,All Ages,3,21,1100
2018/19 Q3,City of Edinburgh,All Ages,4,14.6,765
2018/19 Q3,City of Edinburgh,All Ages,5 (Least Deprived),12.5,655
2018/19 Q3,City of Edinburgh,All Ages,Unknown,0.3,15
2018/19 Q3,City of Edinburgh,0-17 years,1 (Most Deprived),NA,0
