financial_quarter,sending_location,age_group,referral_source,percentage,numerator,scotland_percentage
2018/19 Q3,East Renfrewshire,18-64 years,Other/Unknown,0,0,8.7
2018/19 Q3,East Renfrewshire,65-74 years,999 Emergency Services,85.7,30,81.7
2018/19 Q3,East Renfrewshire,65-74 years,GP,0,0,2.6
2018/19 Q3,East Renfrewshire,65-74 years,Care Home,0,0,0
2018/19 Q3,East Renfrewshire,65-74 years,Self Referral,14.3,5,12.5
2018/19 Q3,East Renfrewshire,65-74 years,Other/Unknown,0,0,3.3
2018/19 Q3,East Renfrewshire,75-84 years,999 Emergency Services,75,75,80.8
2018/19 Q3,East Renfrewshire,75-84 years,GP,0,0,2.8
2018/19 Q3,East Renfrewshire,75-84 years,Care Home,0,0,0
2018/19 Q3,East Renfrewshire,75-84 years,Self Referral,20,20,12.7
2018/19 Q3,East Renfrewshire,75-84 years,Other/Unknown,5,5,3.7
2018/19 Q3,East Renfrewshire,85+ years,999 Emergency Services,83.3,125,83
2018/19 Q3,East Renfrewshire,85+ years,GP,3.3,5,2.4
2018/19 Q3,East Renfrewshire,85+ years,Care Home,0,0,0
2018/19 Q3,East Renfrewshire,85+ years,Self Referral,13.3,20,10.8
2018/19 Q3,East Renfrewshire,85+ years,Other/Unknown,0,0,3.8
2018/19 Q3,East Renfrewshire,Unknown,999 Emergency Services,0,0,0
2018/19 Q3,East Renfrewshire,Unknown,GP,0,0,0
2018/19 Q3,East Renfrewshire,Unknown,Care Home,0,0,0
2018/19 Q3,East Renfrewshire,Unknown,Self Referral,0,0,0
2018/19 Q3,East Renfrewshire,Unknown,Other/Unknown,0,0,0
2018/19 Q3,Falkirk,All Ages,999 Emergency Services,81.6,400,79.2
2018/19 Q3,Falkirk,All Ages,GP,1,5,2.6
2018/19 Q3,Falkirk,All Ages,Care Home,0,0,0
2018/19 Q3,Falkirk,All Ages,Self Referral,15.3,75,13.7
2018/19 Q3,Falkirk,All Ages,Other/Unknown,2,10,4.5
2018/19 Q3,Falkirk,0-17 years,999 Emergency Services,0,0,50
2018/19 Q3,Falkirk,0-17 years,GP,0,0,0
2018/19 Q3,Falkirk,0-17 years,Care Home,0,0,0
2018/19 Q3,Falkirk,0-17 years,Self Referral,0,0,25
2018/19 Q3,Falkirk,0-17 years,Other/Unknown,0,0,25
2018/19 Q3,Falkirk,18-64 years,999 Emergency Services,63.6,35,66.1
2018/19 Q3,Falkirk,18-64 years,GP,0,0,2.6
2018/19 Q3,Falkirk,18-64 years,Care Home,0,0,0
2018/19 Q3,Falkirk,18-64 years,Self Referral,27.3,15,22.6
2018/19 Q3,Falkirk,18-64 years,Other/Unknown,9.1,5,8.7
2018/19 Q3,Falkirk,65-74 years,999 Emergency Services,84.6,55,81.7
2018/19 Q3,Falkirk,65-74 years,GP,0,0,2.6
2018/19 Q3,Falkirk,65-74 years,Care Home,0,0,0
2018/19 Q3,Falkirk,65-74 years,Self Referral,7.7,5,12.5
2018/19 Q3,Falkirk,65-74 years,Other/Unknown,7.7,5,3.3
2018/19 Q3,Falkirk,75-84 years,999 Emergency Services,79.4,135,80.8
2018/19 Q3,Falkirk,75-84 years,GP,0,0,2.8
2018/19 Q3,Falkirk,75-84 years,Care Home,0,0,0
2018/19 Q3,Falkirk,75-84 years,Self Referral,20.6,35,12.7
2018/19 Q3,Falkirk,75-84 years,Other/Unknown,0,0,3.7
2018/19 Q3,Falkirk,85+ years,999 Emergency Services,89.7,175,83
2018/19 Q3,Falkirk,85+ years,GP,0,0,2.4
2018/19 Q3,Falkirk,85+ years,Care Home,0,0,0
2018/19 Q3,Falkirk,85+ years,Self Referral,7.7,15,10.8
2018/19 Q3,Falkirk,85+ years,Other/Unknown,2.6,5,3.8
2018/19 Q3,Falkirk,Unknown,999 Emergency Services,0,0,0
2018/19 Q3,Falkirk,Unknown,GP,0,0,0
2018/19 Q3,Falkirk,Unknown,Care Home,0,0,0
2018/19 Q3,Falkirk,Unknown,Self Referral,0,0,0
2018/19 Q3,Falkirk,Unknown,Other/Unknown,0,0,0
2018/19 Q3,Fife,All Ages,999 Emergency Services,79.7,530,79.2
2018/19 Q3,Fife,All Ages,GP,0.8,5,2.6
2018/19 Q3,Fife,All Ages,Care Home,0,0,0
2018/19 Q3,Fife,All Ages,Self Referral,18,120,13.7
2018/19 Q3,Fife,All Ages,Other/Unknown,1.5,10,4.5
2018/19 Q3,Fife,0-17 years,999 Emergency Services,0,0,50
2018/19 Q3,Fife,0-17 years,GP,0,0,0
2018/19 Q3,Fife,0-17 years,Care Home,0,0,0
2018/19 Q3,Fife,0-17 years,Self Referral,0,0,25
2018/19 Q3,Fife,0-17 years,Other/Unknown,0,0,25
2018/19 Q3,Fife,18-64 years,999 Emergency Services,64.3,90,66.1
2018/19 Q3,Fife,18-64 years,GP,0,0,2.6
2018/19 Q3,Fife,18-64 years,Care Home,0,0,0
2018/19 Q3,Fife,18-64 years,Self Referral,35.7,50,22.6
2018/19 Q3,Fife,18-64 years,Other/Unknown,0,0,8.7
2018/19 Q3,Fife,65-74 years,999 Emergency Services,77.8,105,81.7
2018/19 Q3,Fife,65-74 years,GP,0,0,2.6
2018/19 Q3,Fife,65-74 years,Care Home,0,0,0
2018/19 Q3,Fife,65-74 years,Self Referral,22.2,30,12.5
2018/19 Q3,Fife,65-74 years,Other/Unknown,0,0,3.3
2018/19 Q3,Fife,75-84 years,999 Emergency Services,84.4,190,80.8
2018/19 Q3,Fife,75-84 years,GP,0,0,2.8
2018/19 Q3,Fife,75-84 years,Care Home,0,0,0
2018/19 Q3,Fife,75-84 years,Self Referral,13.3,30,12.7
2018/19 Q3,Fife,75-84 years,Other/Unknown,2.2,5,3.7
2018/19 Q3,Fife,85+ years,999 Emergency Services,90.9,150,83
2018/19 Q3,Fife,85+ years,GP,3,5,2.4
2018/19 Q3,Fife,85+ years,Care Home,0,0,0
2018/19 Q3,Fife,85+ years,Self Referral,6.1,10,10.8
2018/19 Q3,Fife,85+ years,Other/Unknown,0,0,3.8
2018/19 Q3,Fife,Unknown,999 Emergency Services,0,0,0
2018/19 Q3,Fife,Unknown,GP,0,0,0
2018/19 Q3,Fife,Unknown,Care Home,0,0,0
2018/19 Q3,Fife,Unknown,Self Referral,0,0,0
2018/19 Q3,Fife,Unknown,Other/Unknown,0,0,0
2018/19 Q3,Glasgow City,All Ages,999 Emergency Services,78.1,1000,79.2
2018/19 Q3,Glasgow City,All Ages,GP,0.8,10,2.6
2018/19 Q3,Glasgow City,All Ages,Care Home,0,0,0
2018/19 Q3,Glasgow City,All Ages,Self Referral,18.8,240,13.7
2018/19 Q3,Glasgow City,All Ages,Other/Unknown,2.3,30,4.5
2018/19 Q3,Glasgow City,0-17 years,999 Emergency Services,100,5,50
2018/19 Q3,Glasgow City,0-17 years,GP,0,0,0
2018/19 Q3,Glasgow City,0-17 years,Care Home,0,0,0
2018/19 Q3,Glasgow City,0-17 years,Self Referral,0,0,25
2018/19 Q3,Glasgow City,0-17 years,Other/Unknown,0,0,25
2018/19 Q3,Glasgow City,18-64 years,999 Emergency Services,78.9,75,66.1
2018/19 Q3,Glasgow City,18-64 years,GP,0,0,2.6
2018/19 Q3,Glasgow City,18-64 years,Care Home,0,0,0
2018/19 Q3,Glasgow City,18-64 years,Self Referral,15.8,15,22.6
2018/19 Q3,Glasgow City,18-64 years,Other/Unknown,5.3,5,8.7
2018/19 Q3,Glasgow City,65-74 years,999 Emergency Services,81.6,200,81.7
2018/19 Q3,Glasgow City,65-74 years,GP,0,0,2.6
2018/19 Q3,Glasgow City,65-74 years,Care Home,0,0,0
2018/19 Q3,Glasgow City,65-74 years,Self Referral,16.3,40,12.5
2018/19 Q3,Glasgow City,65-74 years,Other/Unknown,2,5,3.3
2018/19 Q3,Glasgow City,75-84 years,999 Emergency Services,76.5,375,80.8
2018/19 Q3,Glasgow City,75-84 years,GP,1,5,2.8
2018/19 Q3,Glasgow City,75-84 years,Care Home,0,0,0
2018/19 Q3,Glasgow City,75-84 years,Self Referral,19.4,95,12.7
2018/19 Q3,Glasgow City,75-84 years,Other/Unknown,3.1,15,3.7
2018/19 Q3,Glasgow City,85+ years,999 Emergency Services,77.5,345,83
2018/19 Q3,Glasgow City,85+ years,GP,1.1,5,2.4
2018/19 Q3,Glasgow City,85+ years,Care Home,0,0,0
2018/19 Q3,Glasgow City,85+ years,Self Referral,19.1,85,10.8
2018/19 Q3,Glasgow City,85+ years,Other/Unknown,2.2,10,3.8
2018/19 Q3,Glasgow City,Unknown,999 Emergency Services,0,0,0
2018/19 Q3,Glasgow City,Unknown,GP,0,0,0
2018/19 Q3,Glasgow City,Unknown,Care Home,0,0,0
2018/19 Q3,Glasgow City,Unknown,Self Referral,0,0,0
2018/19 Q3,Glasgow City,Unknown,Other/Unknown,0,0,0
2018/19 Q3,Highland,All Ages,999 Emergency Services,76.5,310,79.2
2018/19 Q3,Highland,All Ages,GP,3.7,15,2.6
2018/19 Q3,Highland,All Ages,Care Home,0,0,0
2018/19 Q3,Highland,All Ages,Self Referral,12.3,50,13.7
2018/19 Q3,Highland,All Ages,Other/Unknown,7.4,30,4.5
2018/19 Q3,Highland,0-17 years,999 Emergency Services,0,0,50
2018/19 Q3,Highland,0-17 years,GP,0,0,0
2018/19 Q3,Highland,0-17 years,Care Home,0,0,0
2018/19 Q3,Highland,0-17 years,Self Referral,0,0,25
2018/19 Q3,Highland,0-17 years,Other/Unknown,0,0,25
2018/19 Q3,Highland,18-64 years,999 Emergency Services,62.5,25,66.1
2018/19 Q3,Highland,18-64 years,GP,12.5,5,2.6
2018/19 Q3,Highland,18-64 years,Care Home,0,0,0
2018/19 Q3,Highland,18-64 years,Self Referral,12.5,5,22.6
2018/19 Q3,Highland,18-64 years,Other/Unknown,12.5,5,8.7
2018/19 Q3,Highland,65-74 years,999 Emergency Services,81.8,45,81.7
2018/19 Q3,Highland,65-74 years,GP,0,0,2.6
2018/19 Q3,Highland,65-74 years,Care Home,0,0,0
2018/19 Q3,Highland,65-74 years,Self Referral,9.1,5,12.5
2018/19 Q3,Highland,65-74 years,Other/Unknown,9.1,5,3.3
2018/19 Q3,Highland,75-84 years,999 Emergency Services,71.4,100,80.8
2018/19 Q3,Highland,75-84 years,GP,3.6,5,2.8
2018/19 Q3,Highland,75-84 years,Care Home,0,0,0
2018/19 Q3,Highland,75-84 years,Self Referral,14.3,20,12.7
2018/19 Q3,Highland,75-84 years,Other/Unknown,10.7,15,3.7
2018/19 Q3,Highland,85+ years,999 Emergency Services,80,140,83
2018/19 Q3,Highland,85+ years,GP,5.7,10,2.4
2018/19 Q3,Highland,85+ years,Care Home,0,0,0
2018/19 Q3,Highland,85+ years,Self Referral,11.4,20,10.8
2018/19 Q3,Highland,85+ years,Other/Unknown,2.9,5,3.8
2018/19 Q3,Highland,Unknown,999 Emergency Services,0,0,0
2018/19 Q3,Highland,Unknown,GP,0,0,0
2018/19 Q3,Highland,Unknown,Care Home,0,0,0
2018/19 Q3,Highland,Unknown,Self Referral,0,0,0
2018/19 Q3,Highland,Unknown,Other/Unknown,0,0,0
2018/19 Q3,Inverclyde,All Ages,999 Emergency Services,81.8,495,79.2
2018/19 Q3,Inverclyde,All Ages,GP,2.5,15,2.6
2018/19 Q3,Inverclyde,All Ages,Care Home,0,0,0
2018/19 Q3,Inverclyde,All Ages,Self Referral,14,85,13.7
2018/19 Q3,Inverclyde,All Ages,Other/Unknown,1.7,10,4.5
2018/19 Q3,Inverclyde,0-17 years,999 Emergency Services,0,0,50
2018/19 Q3,Inverclyde,0-17 years,GP,0,0,0
2018/19 Q3,Inverclyde,0-17 years,Care Home,0,0,0
2018/19 Q3,Inverclyde,0-17 years,Self Referral,0,0,25
2018/19 Q3,Inverclyde,0-17 years,Other/Unknown,0,0,25
2018/19 Q3,Inverclyde,18-64 years,999 Emergency Services,61.5,40,66.1
2018/19 Q3,Inverclyde,18-64 years,GP,7.7,5,2.6
2018/19 Q3,Inverclyde,18-64 years,Care Home,0,0,0
2018/19 Q3,Inverclyde,18-64 years,Self Referral,23.1,15,22.6
2018/19 Q3,Inverclyde,18-64 years,Other/Unknown,7.7,5,8.7
2018/19 Q3,Inverclyde,65-74 years,999 Emergency Services,78.9,75,81.7
2018/19 Q3,Inverclyde,65-74 years,GP,5.3,5,2.6
2018/19 Q3,Inverclyde,65-74 years,Care Home,0,0,0
2018/19 Q3,Inverclyde,65-74 years,Self Referral,15.8,15,12.5
2018/19 Q3,Inverclyde,65-74 years,Other/Unknown,0,0,3.3
2018/19 Q3,Inverclyde,75-84 years,999 Emergency Services,82.6,190,80.8
2018/19 Q3,Inverclyde,75-84 years,GP,2.2,5,2.8
2018/19 Q3,Inverclyde,75-84 years,Care Home,0,0,0
2018/19 Q3,Inverclyde,75-84 years,Self Referral,13,30,12.7
2018/19 Q3,Inverclyde,75-84 years,Other/Unknown,2.2,5,3.7
2018/19 Q3,Inverclyde,85+ years,999 Emergency Services,86,185,83
2018/19 Q3,Inverclyde,85+ years,GP,2.3,5,2.4
2018/19 Q3,Inverclyde,85+ years,Care Home,0,0,0
2018/19 Q3,Inverclyde,85+ years,Self Referral,11.6,25,10.8
2018/19 Q3,Inverclyde,85+ years,Other/Unknown,0,0,3.8
2018/19 Q3,Inverclyde,Unknown,999 Emergency Services,0,0,0
2018/19 Q3,Inverclyde,Unknown,GP,0,0,0
2018/19 Q3,Inverclyde,Unknown,Care Home,0,0,0
2018/19 Q3,Inverclyde,Unknown,Self Referral,0,0,0
2018/19 Q3,Inverclyde,Unknown,Other/Unknown,0,0,0
2018/19 Q3,Midlothian,All Ages,999 Emergency Services,83.3,250,79.2
2018/19 Q3,Midlothian,All Ages,GP,1.7,5,2.6
2018/19 Q3,Midlothian,All Ages,Care Home,0,0,0
2018/19 Q3,Midlothian,All Ages,Self Referral,5,15,13.7
2018/19 Q3,Midlothian,All Ages,Other/Unknown,10,30,4.5
2018/19 Q3,Midlothian,0-17 years,999 Emergency Services,0,0,50
2018/19 Q3,Midlothian,0-17 years,GP,0,0,0
2018/19 Q3,Midlothian,0-17 years,Care Home,0,0,0
2018/19 Q3,Midlothian,0-17 years,Self Referral,0,0,25
2018/19 Q3,Midlothian,0-17 years,Other/Unknown,0,0,25
2018/19 Q3,Midlothian,18-64 years,999 Emergency Services,72.7,40,66.1
2018/19 Q3,Midlothian,18-64 years,GP,0,0,2.6
2018/19 Q3,Midlothian,18-64 years,Care Home,0,0,0
2018/19 Q3,Midlothian,18-64 years,Self Referral,9.1,5,22.6
2018/19 Q3,Midlothian,18-64 years,Other/Unknown,18.2,10,8.7
2018/19 Q3,Midlothian,65-74 years,999 Emergency Services,84.6,55,81.7
2018/19 Q3,Midlothian,65-74 years,GP,0,0,2.6
2018/19 Q3,Midlothian,65-74 years,Care Home,0,0,0
2018/19 Q3,Midlothian,65-74 years,Self Referral,7.7,5,12.5
2018/19 Q3,Midlothian,65-74 years,Other/Unknown,7.7,5,3.3
2018/19 Q3,Midlothian,75-84 years,999 Emergency Services,85.7,90,80.8
2018/19 Q3,Midlothian,75-84 years,GP,0,0,2.8
2018/19 Q3,Midlothian,75-84 years,Care Home,0,0,0
2018/19 Q3,Midlothian,75-84 years,Self Referral,4.8,5,12.7
2018/19 Q3,Midlothian,75-84 years,Other/Unknown,9.5,10,3.7
2018/19 Q3,Midlothian,85+ years,999 Emergency Services,92.9,65,83
2018/19 Q3,Midlothian,85+ years,GP,0,0,2.4
2018/19 Q3,Midlothian,85+ years,Care Home,0,0,0
2018/19 Q3,Midlothian,85+ years,Self Referral,0,0,10.8
2018/19 Q3,Midlothian,85+ years,Other/Unknown,7.1,5,3.8
2018/19 Q3,Midlothian,Unknown,999 Emergency Services,0,0,0
2018/19 Q3,Midlothian,Unknown,GP,0,0,0
2018/19 Q3,Midlothian,Unknown,Care Home,0,0,0
2018/19 Q3,Midlothian,Unknown,Self Referral,0,0,0
2018/19 Q3,Midlothian,Unknown,Other/Unknown,0,0,0
2018/19 Q3,Moray,All Ages,999 Emergency Services,70.9,195,79.2
2018/19 Q3,Moray,All Ages,GP,1.8,5,2.6
2018/19 Q3,Moray,All Ages,Care Home,0,0,0
2018/19 Q3,Moray,All Ages,Self Referral,23.6,65,13.7
2018/19 Q3,Moray,All Ages,Other/Unknown,3.6,10,4.5
2018/19 Q3,Moray,0-17 years,999 Emergency Services,0,0,50
2018/19 Q3,Moray,0-17 years,GP,0,0,0
2018/19 Q3,Moray,0-17 years,Care Home,0,0,0
2018/19 Q3,Moray,0-17 years,Self Referral,0,0,25
2018/19 Q3,Moray,0-17 years,Other/Unknown,0,0,25
2018/19 Q3,Moray,18-64 years,999 Emergency Services,50,30,66.1
2018/19 Q3,Moray,18-64 years,GP,0,0,2.6
2018/19 Q3,Moray,18-64 years,Care Home,0,0,0
2018/19 Q3,Moray,18-64 years,Self Referral,41.7,25,22.6
2018/19 Q3,Moray,18-64 years,Other/Unknown,8.3,5,8.7
2018/19 Q3,Moray,65-74 years,999 Emergency Services,80,20,81.7
2018/19 Q3,Moray,65-74 years,GP,0,0,2.6
2018/19 Q3,Moray,65-74 years,Care Home,0,0,0
2018/19 Q3,Moray,65-74 years,Self Referral,20,5,12.5
2018/19 Q3,Moray,65-74 years,Other/Unknown,0,0,3.3
2018/19 Q3,Moray,75-84 years,999 Emergency Services,76.9,50,80.8
2018/19 Q3,Moray,75-84 years,GP,7.7,5,2.8
2018/19 Q3,Moray,75-84 years,Care Home,0,0,0
2018/19 Q3,Moray,75-84 years,Self Referral,15.4,10,12.7
2018/19 Q3,Moray,75-84 years,Other/Unknown,0,0,3.7
2018/19 Q3,Moray,85+ years,999 Emergency Services,79.2,95,83
2018/19 Q3,Moray,85+ years,GP,0,0,2.4
2018/19 Q3,Moray,85+ years,Care Home,0,0,0
2018/19 Q3,Moray,85+ years,Self Referral,20.8,25,10.8
2018/19 Q3,Moray,85+ years,Other/Unknown,0,0,3.8
2018/19 Q3,Moray,Unknown,999 Emergency Services,0,0,0
2018/19 Q3,Moray,Unknown,GP,0,0,0
2018/19 Q3,Moray,Unknown,Care Home,0,0,0
2018/19 Q3,Moray,Unknown,Self Referral,0,0,0
2018/19 Q3,Moray,Unknown,Other/Unknown,0,0,0
2018/19 Q3,North Ayrshire,All Ages,999 Emergency Services,84.4,515,79.2
2018/19 Q3,North Ayrshire,All Ages,GP,2.5,15,2.6
2018/19 Q3,North Ayrshire,All Ages,Care Home,0,0,0
2018/19 Q3,North Ayrshire,All Ages,Self Referral,9.8,60,13.7
2018/19 Q3,North Ayrshire,All Ages,Other/Unknown,3.3,20,4.5
2018/19 Q3,North Ayrshire,0-17 years,999 Emergency Services,0,0,50
2018/19 Q3,North Ayrshire,0-17 years,GP,0,0,0
2018/19 Q3,North Ayrshire,0-17 years,Care Home,0,0,0
2018/19 Q3,North Ayrshire,0-17 years,Self Referral,0,0,25
2018/19 Q3,North Ayrshire,0-17 years,Other/Unknown,0,0,25
2018/19 Q3,North Ayrshire,18-64 years,999 Emergency Services,71.4,75,66.1
2018/19 Q3,North Ayrshire,18-64 years,GP,4.8,5,2.6
2018/19 Q3,North Ayrshire,18-64 years,Care Home,0,0,0
2018/19 Q3,North Ayrshire,18-64 years,Self Referral,14.3,15,22.6
2018/19 Q3,North Ayrshire,18-64 years,Other/Unknown,9.5,10,8.7
2018/19 Q3,North Ayrshire,65-74 years,999 Emergency Services,88.5,115,81.7
2018/19 Q3,North Ayrshire,65-74 years,GP,0,0,2.6
2018/19 Q3,North Ayrshire,65-74 years,Care Home,0,0,0
2018/19 Q3,North Ayrshire,65-74 years,Self Referral,7.7,10,12.5
2018/19 Q3,North Ayrshire,65-74 years,Other/Unknown,3.8,5,3.3
2018/19 Q3,North Ayrshire,75-84 years,999 Emergency Services,86.8,165,80.8
2018/19 Q3,North Ayrshire,75-84 years,GP,5.3,10,2.8
2018/19 Q3,North Ayrshire,75-84 years,Care Home,0,0,0
2018/19 Q3,North Ayrshire,75-84 years,Self Referral,7.9,15,12.7
2018/19 Q3,North Ayrshire,75-84 years,Other/Unknown,0,0,3.7
2018/19 Q3,North Ayrshire,85+ years,999 Emergency Services,86.5,160,83
2018/19 Q3,North Ayrshire,85+ years,GP,0,0,2.4
2018/19 Q3,North Ayrshire,85+ years,Care Home,0,0,0
2018/19 Q3,North Ayrshire,85+ years,Self Referral,13.5,25,10.8
2018/19 Q3,North Ayrshire,85+ years,Other/Unknown,0,0,3.8
2018/19 Q3,North Ayrshire,Unknown,999 Emergency Services,0,0,0
2018/19 Q3,North Ayrshire,Unknown,GP,0,0,0
2018/19 Q3,North Ayrshire,Unknown,Care Home,0,0,0
2018/19 Q3,North Ayrshire,Unknown,Self Referral,0,0,0
2018/19 Q3,North Ayrshire,Unknown,Other/Unknown,0,0,0
2018/19 Q3,North Lanarkshire,All Ages,999 Emergency Services,79.2,1405,79.2
2018/19 Q3,North Lanarkshire,All Ages,GP,4.8,85,2.6
2018/19 Q3,North Lanarkshire,All Ages,Care Home,0,0,0
2018/19 Q3,North Lanarkshire,All Ages,Self Referral,13.5,240,13.7
2018/19 Q3,North Lanarkshire,All Ages,Other/Unknown,2.5,45,4.5
2018/19 Q3,North Lanarkshire,0-17 years,999 Emergency Services,0,0,50
2018/19 Q3,North Lanarkshire,0-17 years,GP,0,0,0
2018/19 Q3,North Lanarkshire,0-17 years,Care Home,0,0,0
2018/19 Q3,North Lanarkshire,0-17 years,Self Referral,0,0,25
2018/19 Q3,North Lanarkshire,0-17 years,Other/Unknown,0,0,25
2018/19 Q3,North Lanarkshire,18-64 years,999 Emergency Services,69.4,125,66.1
2018/19 Q3,North Lanarkshire,18-64 years,GP,5.6,10,2.6
2018/19 Q3,North Lanarkshire,18-64 years,Care Home,0,0,0
2018/19 Q3,North Lanarkshire,18-64 years,Self Referral,16.7,30,22.6
2018/19 Q3,North Lanarkshire,18-64 years,Other/Unknown,8.3,15,8.7
2018/19 Q3,North Lanarkshire,65-74 years,999 Emergency Services,81.7,335,81.7
2018/19 Q3,North Lanarkshire,65-74 years,GP,4.9,20,2.6
2018/19 Q3,North Lanarkshire,65-74 years,Care Home,0,0,0
2018/19 Q3,North Lanarkshire,65-74 years,Self Referral,12.2,50,12.5
2018/19 Q3,North Lanarkshire,65-74 years,Other/Unknown,1.2,5,3.3
2018/19 Q3,North Lanarkshire,75-84 years,999 Emergency Services,79.6,545,80.8
2018/19 Q3,North Lanarkshire,75-84 years,GP,5.1,35,2.8
2018/19 Q3,North Lanarkshire,75-84 years,Care Home,0,0,0
2018/19 Q3,North Lanarkshire,75-84 years,Self Referral,13.1,90,12.7
2018/19 Q3,North Lanarkshire,75-84 years,Other/Unknown,2.2,15,3.7
2018/19 Q3,North Lanarkshire,85+ years,999 Emergency Services,78.2,395,83
2018/19 Q3,North Lanarkshire,85+ years,GP,5,25,2.4
2018/19 Q3,North Lanarkshire,85+ years,Care Home,0,0,0
2018/19 Q3,North Lanarkshire,85+ years,Self Referral,13.9,70,10.8
2018/19 Q3,North Lanarkshire,85+ years,Other/Unknown,3,15,3.8
2018/19 Q3,North Lanarkshire,Unknown,999 Emergency Services,0,0,0
2018/19 Q3,North Lanarkshire,Unknown,GP,0,0,0
2018/19 Q3,North Lanarkshire,Unknown,Care Home,0,0,0
2018/19 Q3,North Lanarkshire,Unknown,Self Referral,0,0,0
2018/19 Q3,North Lanarkshire,Unknown,Other/Unknown,0,0,0
2018/19 Q3,Perth and Kinross,All Ages,999 Emergency Services,75,195,79.2
2018/19 Q3,Perth and Kinross,All Ages,GP,1.9,5,2.6
2018/19 Q3,Perth and Kinross,All Ages,Care Home,0,0,0
2018/19 Q3,Perth and Kinross,All Ages,Self Referral,19.2,50,13.7
2018/19 Q3,Perth and Kinross,All Ages,Other/Unknown,3.8,10,4.5
2018/19 Q3,Perth and Kinross,0-17 years,999 Emergency Services,0,0,50
2018/19 Q3,Perth and Kinross,0-17 years,GP,0,0,0
2018/19 Q3,Perth and Kinross,0-17 years,Care Home,0,0,0
2018/19 Q3,Perth and Kinross,0-17 years,Self Referral,0,0,25
2018/19 Q3,Perth and Kinross,0-17 years,Other/Unknown,0,0,25
2018/19 Q3,Perth and Kinross,18-64 years,999 Emergency Services,66.7,20,66.1
2018/19 Q3,Perth and Kinross,18-64 years,GP,0,0,2.6
2018/19 Q3,Perth and Kinross,18-64 years,Care Home,0,0,0
2018/19 Q3,Perth and Kinross,18-64 years,Self Referral,33.3,10,22.6
2018/19 Q3,Perth and Kinross,18-64 years,Other/Unknown,0,0,8.7
2018/19 Q3,Perth and Kinross,65-74 years,999 Emergency Services,75,15,81.7
2018/19 Q3,Perth and Kinross,65-74 years,GP,0,0,2.6
2018/19 Q3,Perth and Kinross,65-74 years,Care Home,0,0,0
2018/19 Q3,Perth and Kinross,65-74 years,Self Referral,25,5,12.5
2018/19 Q3,Perth and Kinross,65-74 years,Other/Unknown,0,0,3.3
2018/19 Q3,Perth and Kinross,75-84 years,999 Emergency Services,68.4,65,80.8
2018/19 Q3,Perth and Kinross,75-84 years,GP,5.3,5,2.8
2018/19 Q3,Perth and Kinross,75-84 years,Care Home,0,0,0
2018/19 Q3,Perth and Kinross,75-84 years,Self Referral,21.1,20,12.7
2018/19 Q3,Perth and Kinross,75-84 years,Other/Unknown,5.3,5,3.7
2018/19 Q3,Perth and Kinross,85+ years,999 Emergency Services,86.4,95,83
2018/19 Q3,Perth and Kinross,85+ years,GP,0,0,2.4
2018/19 Q3,Perth and Kinross,85+ years,Care Home,0,0,0
2018/19 Q3,Perth and Kinross,85+ years,Self Referral,9.1,10,10.8
2018/19 Q3,Perth and Kinross,85+ years,Other/Unknown,4.5,5,3.8
2018/19 Q3,Perth and Kinross,Unknown,999 Emergency Services,0,0,0
2018/19 Q3,Perth and Kinross,Unknown,GP,0,0,0
2018/19 Q3,Perth and Kinross,Unknown,Care Home,0,0,0
2018/19 Q3,Perth and Kinross,Unknown,Self Referral,0,0,0
2018/19 Q3,Perth and Kinross,Unknown,Other/Unknown,0,0,0
2018/19 Q3,Renfrewshire,All Ages,999 Emergency Services,71.7,620,79.2
2018/19 Q3,Renfrewshire,All Ages,GP,4,35,2.6
2018/19 Q3,Renfrewshire,All Ages,Care Home,0,0,0
2018/19 Q3,Renfrewshire,All Ages,Self Referral,20.8,180,13.7
2018/19 Q3,Renfrewshire,All Ages,Other/Unknown,3.5,30,4.5
2018/19 Q3,Renfrewshire,0-17 years,999 Emergency Services,0,0,50
2018/19 Q3,Renfrewshire,0-17 years,GP,0,0,0
2018/19 Q3,Renfrewshire,0-17 years,Care Home,0,0,0
2018/19 Q3,Renfrewshire,0-17 years,Self Referral,0,0,25
2018/19 Q3,Renfrewshire,0-17 years,Other/Unknown,0,0,25
2018/19 Q3,Renfrewshire,18-64 years,999 Emergency Services,57.6,95,66.1
2018/19 Q3,Renfrewshire,18-64 years,GP,3,5,2.6
2018/19 Q3,Renfrewshire,18-64 years,Care Home,0,0,0
2018/19 Q3,Renfrewshire,18-64 years,Self Referral,36.4,60,22.6
2018/19 Q3,Renfrewshire,18-64 years,Other/Unknown,3,5,8.7
2018/19 Q3,Renfrewshire,65-74 years,999 Emergency Services,68.4,130,81.7
2018/19 Q3,Renfrewshire,65-74 years,GP,0,0,2.6
2018/19 Q3,Renfrewshire,65-74 years,Care Home,0,0,0
2018/19 Q3,Renfrewshire,65-74 years,Self Referral,28.9,55,12.5
2018/19 Q3,Renfrewshire,65-74 years,Other/Unknown,2.6,5,3.3
2018/19 Q3,Renfrewshire,75-84 years,999 Emergency Services,79.2,190,80.8
2018/19 Q3,Renfrewshire,75-84 years,GP,6.2,15,2.8
2018/19 Q3,Renfrewshire,75-84 years,Care Home,0,0,0
2018/19 Q3,Renfrewshire,75-84 years,Self Referral,12.5,30,12.7
