financial_quarter,sending_location,age_group,measure,numerator,rate,scotland_rate
2018/19 Q2,North Ayrshire,18-64 years,A&E Attendances,75,138.9,130.6
2018/19 Q2,North Ayrshire,18-64 years,Emergency Admissions,65,120.4,104.1
2018/19 Q2,North Ayrshire,18-64 years,Emergency Admissions Bed Days,955,1768.5,2083
2018/19 Q2,North Ayrshire,65-74 years,A&E Attendances,75,180.7,168
2018/19 Q2,North Ayrshire,65-74 years,Emergency Admissions,85,204.8,171.5
2018/19 Q2,North Ayrshire,65-74 years,Emergency Admissions Bed Days,1945,4686.7,3844
2018/19 Q2,North Ayrshire,75-84 years,A&E Attendances,125,162.3,168.1
2018/19 Q2,North Ayrshire,75-84 years,Emergency Admissions,155,201.3,181.4
2018/19 Q2,North Ayrshire,75-84 years,Emergency Admissions Bed Days,3590,4662.3,4355.8
2018/19 Q2,North Ayrshire,85+ years,A&E Attendances,120,153.8,171.5
2018/19 Q2,North Ayrshire,85+ years,Emergency Admissions,140,179.5,183.5
2018/19 Q2,North Ayrshire,85+ years,Emergency Admissions Bed Days,3810,4884.6,4946.4
2018/19 Q2,North Ayrshire,Unknown,A&E Attendances,0,0,0
2018/19 Q2,North Ayrshire,Unknown,Emergency Admissions,0,0,0
2018/19 Q2,North Ayrshire,Unknown,Emergency Admissions Bed Days,0,0,0
2018/19 Q2,North Lanarkshire,All Ages,A&E Attendances,985,245.9,162.8
2018/19 Q2,North Lanarkshire,All Ages,Emergency Admissions,860,214.7,167.2
2018/19 Q2,North Lanarkshire,All Ages,Emergency Admissions Bed Days,20280,5063.7,4091.7
2018/19 Q2,North Lanarkshire,0-17 years,A&E Attendances,5,333.3,117.6
2018/19 Q2,North Lanarkshire,0-17 years,Emergency Admissions,5,333.3,88.2
2018/19 Q2,North Lanarkshire,0-17 years,Emergency Admissions Bed Days,5,333.3,500
2018/19 Q2,North Lanarkshire,18-64 years,A&E Attendances,80,210.5,130.6
2018/19 Q2,North Lanarkshire,18-64 years,Emergency Admissions,70,184.2,104.1
2018/19 Q2,North Lanarkshire,18-64 years,Emergency Admissions Bed Days,1200,3157.9,2083
2018/19 Q2,North Lanarkshire,65-74 years,A&E Attendances,185,255.2,168
2018/19 Q2,North Lanarkshire,65-74 years,Emergency Admissions,155,213.8,171.5
2018/19 Q2,North Lanarkshire,65-74 years,Emergency Admissions Bed Days,3115,4296.6,3844
2018/19 Q2,North Lanarkshire,75-84 years,A&E Attendances,395,259,168.1
2018/19 Q2,North Lanarkshire,75-84 years,Emergency Admissions,355,232.8,181.4
2018/19 Q2,North Lanarkshire,75-84 years,Emergency Admissions Bed Days,8895,5832.8,4355.8
2018/19 Q2,North Lanarkshire,85+ years,A&E Attendances,320,236.2,171.5
2018/19 Q2,North Lanarkshire,85+ years,Emergency Admissions,280,206.6,183.5
2018/19 Q2,North Lanarkshire,85+ years,Emergency Admissions Bed Days,7060,5210.3,4946.4
2018/19 Q2,North Lanarkshire,Unknown,A&E Attendances,0,0,0
2018/19 Q2,North Lanarkshire,Unknown,Emergency Admissions,0,0,0
2018/19 Q2,North Lanarkshire,Unknown,Emergency Admissions Bed Days,0,0,0
2018/19 Q2,Perth and Kinross,All Ages,A&E Attendances,215,118.5,162.8
2018/19 Q2,Perth and Kinross,All Ages,Emergency Admissions,280,154.3,167.2
2018/19 Q2,Perth and Kinross,All Ages,Emergency Admissions Bed Days,5710,3146,4091.7
2018/19 Q2,Perth and Kinross,0-17 years,A&E Attendances,0,0,117.6
2018/19 Q2,Perth and Kinross,0-17 years,Emergency Admissions,0,0,88.2
2018/19 Q2,Perth and Kinross,0-17 years,Emergency Admissions Bed Days,5,1000,500
2018/19 Q2,Perth and Kinross,18-64 years,A&E Attendances,20,72.7,130.6
2018/19 Q2,Perth and Kinross,18-64 years,Emergency Admissions,30,109.1,104.1
2018/19 Q2,Perth and Kinross,18-64 years,Emergency Admissions Bed Days,335,1218.2,2083
2018/19 Q2,Perth and Kinross,65-74 years,A&E Attendances,30,127.7,168
2018/19 Q2,Perth and Kinross,65-74 years,Emergency Admissions,40,170.2,171.5
2018/19 Q2,Perth and Kinross,65-74 years,Emergency Admissions Bed Days,660,2808.5,3844
2018/19 Q2,Perth and Kinross,75-84 years,A&E Attendances,65,115,168.1
2018/19 Q2,Perth and Kinross,75-84 years,Emergency Admissions,85,150.4,181.4
2018/19 Q2,Perth and Kinross,75-84 years,Emergency Admissions Bed Days,1800,3185.8,4355.8
2018/19 Q2,Perth and Kinross,85+ years,A&E Attendances,95,129.3,171.5
2018/19 Q2,Perth and Kinross,85+ years,Emergency Admissions,125,170.1,183.5
2018/19 Q2,Perth and Kinross,85+ years,Emergency Admissions Bed Days,2915,3966,4946.4
2018/19 Q2,Perth and Kinross,Unknown,A&E Attendances,0,0,0
2018/19 Q2,Perth and Kinross,Unknown,Emergency Admissions,0,0,0
2018/19 Q2,Perth and Kinross,Unknown,Emergency Admissions Bed Days,0,0,0
2018/19 Q2,Renfrewshire,All Ages,A&E Attendances,560,230.9,162.8
2018/19 Q2,Renfrewshire,All Ages,Emergency Admissions,465,191.8,167.2
2018/19 Q2,Renfrewshire,All Ages,Emergency Admissions Bed Days,10765,4439.2,4091.7
2018/19 Q2,Renfrewshire,0-17 years,A&E Attendances,0,NA,117.6
2018/19 Q2,Renfrewshire,0-17 years,Emergency Admissions,0,NA,88.2
2018/19 Q2,Renfrewshire,0-17 years,Emergency Admissions Bed Days,0,NA,500
2018/19 Q2,Renfrewshire,18-64 years,A&E Attendances,85,163.5,130.6
2018/19 Q2,Renfrewshire,18-64 years,Emergency Admissions,60,115.4,104.1
2018/19 Q2,Renfrewshire,18-64 years,Emergency Admissions Bed Days,1155,2221.2,2083
2018/19 Q2,Renfrewshire,65-74 years,A&E Attendances,95,226.2,168
2018/19 Q2,Renfrewshire,65-74 years,Emergency Admissions,80,190.5,171.5
2018/19 Q2,Renfrewshire,65-74 years,Emergency Admissions Bed Days,1410,3357.1,3844
2018/19 Q2,Renfrewshire,75-84 years,A&E Attendances,170,226.7,168.1
2018/19 Q2,Renfrewshire,75-84 years,Emergency Admissions,145,193.3,181.4
2018/19 Q2,Renfrewshire,75-84 years,Emergency Admissions Bed Days,3370,4493.3,4355.8
2018/19 Q2,Renfrewshire,85+ years,A&E Attendances,210,285.7,171.5
2018/19 Q2,Renfrewshire,85+ years,Emergency Admissions,180,244.9,183.5
2018/19 Q2,Renfrewshire,85+ years,Emergency Admissions Bed Days,4835,6578.2,4946.4
2018/19 Q2,Renfrewshire,Unknown,A&E Attendances,0,0,0
2018/19 Q2,Renfrewshire,Unknown,Emergency Admissions,0,0,0
2018/19 Q2,Renfrewshire,Unknown,Emergency Admissions Bed Days,0,0,0
2018/19 Q2,Scottish Borders,All Ages,A&E Attendances,260,187.1,162.8
2018/19 Q2,Scottish Borders,All Ages,Emergency Admissions,270,194.2,167.2
2018/19 Q2,Scottish Borders,All Ages,Emergency Admissions Bed Days,6440,4633.1,4091.7
2018/19 Q2,Scottish Borders,0-17 years,A&E Attendances,0,0,117.6
2018/19 Q2,Scottish Borders,0-17 years,Emergency Admissions,0,0,88.2
2018/19 Q2,Scottish Borders,0-17 years,Emergency Admissions Bed Days,0,0,500
2018/19 Q2,Scottish Borders,18-64 years,A&E Attendances,20,160,130.6
2018/19 Q2,Scottish Borders,18-64 years,Emergency Admissions,15,120,104.1
2018/19 Q2,Scottish Borders,18-64 years,Emergency Admissions Bed Days,180,1440,2083
2018/19 Q2,Scottish Borders,65-74 years,A&E Attendances,40,222.2,168
2018/19 Q2,Scottish Borders,65-74 years,Emergency Admissions,40,222.2,171.5
2018/19 Q2,Scottish Borders,65-74 years,Emergency Admissions Bed Days,860,4777.8,3844
2018/19 Q2,Scottish Borders,75-84 years,A&E Attendances,75,166.7,168.1
2018/19 Q2,Scottish Borders,75-84 years,Emergency Admissions,80,177.8,181.4
2018/19 Q2,Scottish Borders,75-84 years,Emergency Admissions Bed Days,1645,3655.6,4355.8
2018/19 Q2,Scottish Borders,85+ years,A&E Attendances,125,196.9,171.5
2018/19 Q2,Scottish Borders,85+ years,Emergency Admissions,130,204.7,183.5
2018/19 Q2,Scottish Borders,85+ years,Emergency Admissions Bed Days,3750,5905.5,4946.4
2018/19 Q2,Scottish Borders,Unknown,A&E Attendances,0,0,0
2018/19 Q2,Scottish Borders,Unknown,Emergency Admissions,0,0,0
2018/19 Q2,Scottish Borders,Unknown,Emergency Admissions Bed Days,0,0,0
2018/19 Q2,Shetland,All Ages,A&E Attendances,65,168.8,162.8
2018/19 Q2,Shetland,All Ages,Emergency Admissions,45,116.9,167.2
2018/19 Q2,Shetland,All Ages,Emergency Admissions Bed Days,760,1974,4091.7
2018/19 Q2,Shetland,0-17 years,A&E Attendances,0,0,117.6
2018/19 Q2,Shetland,0-17 years,Emergency Admissions,0,0,88.2
2018/19 Q2,Shetland,0-17 years,Emergency Admissions Bed Days,0,0,500
2018/19 Q2,Shetland,18-64 years,A&E Attendances,15,187.5,130.6
2018/19 Q2,Shetland,18-64 years,Emergency Admissions,10,125,104.1
2018/19 Q2,Shetland,18-64 years,Emergency Admissions Bed Days,235,2937.5,2083
2018/19 Q2,Shetland,65-74 years,A&E Attendances,5,90.9,168
2018/19 Q2,Shetland,65-74 years,Emergency Admissions,5,90.9,171.5
2018/19 Q2,Shetland,65-74 years,Emergency Admissions Bed Days,60,1090.9,3844
2018/19 Q2,Shetland,75-84 years,A&E Attendances,15,130.4,168.1
2018/19 Q2,Shetland,75-84 years,Emergency Admissions,10,87,181.4
2018/19 Q2,Shetland,75-84 years,Emergency Admissions Bed Days,220,1913,4355.8
2018/19 Q2,Shetland,85+ years,A&E Attendances,25,185.2,171.5
2018/19 Q2,Shetland,85+ years,Emergency Admissions,20,148.1,183.5
2018/19 Q2,Shetland,85+ years,Emergency Admissions Bed Days,245,1814.8,4946.4
2018/19 Q2,Shetland,Unknown,A&E Attendances,0,0,0
2018/19 Q2,Shetland,Unknown,Emergency Admissions,0,0,0
2018/19 Q2,Shetland,Unknown,Emergency Admissions Bed Days,0,0,0
2018/19 Q2,South Ayrshire,All Ages,A&E Attendances,280,140.7,162.8
2018/19 Q2,South Ayrshire,All Ages,Emergency Admissions,375,188.4,167.2
2018/19 Q2,South Ayrshire,All Ages,Emergency Admissions Bed Days,9225,4635.7,4091.7
2018/19 Q2,South Ayrshire,0-17 years,A&E Attendances,0,0,117.6
2018/19 Q2,South Ayrshire,0-17 years,Emergency Admissions,0,0,88.2
2018/19 Q2,South Ayrshire,0-17 years,Emergency Admissions Bed Days,0,0,500
2018/19 Q2,South Ayrshire,18-64 years,A&E Attendances,45,108.4,130.6
2018/19 Q2,South Ayrshire,18-64 years,Emergency Admissions,50,120.5,104.1
2018/19 Q2,South Ayrshire,18-64 years,Emergency Admissions Bed Days,490,1180.7,2083
2018/19 Q2,South Ayrshire,65-74 years,A&E Attendances,35,114.8,168
2018/19 Q2,South Ayrshire,65-74 years,Emergency Admissions,55,180.3,171.5
2018/19 Q2,South Ayrshire,65-74 years,Emergency Admissions Bed Days,1460,4786.9,3844
2018/19 Q2,South Ayrshire,75-84 years,A&E Attendances,85,142.9,168.1
2018/19 Q2,South Ayrshire,75-84 years,Emergency Admissions,115,193.3,181.4
2018/19 Q2,South Ayrshire,75-84 years,Emergency Admissions Bed Days,2540,4268.9,4355.8
2018/19 Q2,South Ayrshire,85+ years,A&E Attendances,115,170.4,171.5
2018/19 Q2,South Ayrshire,85+ years,Emergency Admissions,155,229.6,183.5
2018/19 Q2,South Ayrshire,85+ years,Emergency Admissions Bed Days,4730,7007.4,4946.4
2018/19 Q2,South Ayrshire,Unknown,A&E Attendances,0,0,0
2018/19 Q2,South Ayrshire,Unknown,Emergency Admissions,0,0,0
2018/19 Q2,South Ayrshire,Unknown,Emergency Admissions Bed Days,0,0,0
2018/19 Q2,South Lanarkshire,All Ages,A&E Attendances,890,211.2,162.8
2018/19 Q2,South Lanarkshire,All Ages,Emergency Admissions,745,176.7,167.2
2018/19 Q2,South Lanarkshire,All Ages,Emergency Admissions Bed Days,15390,3651.2,4091.7
2018/19 Q2,South Lanarkshire,0-17 years,A&E Attendances,5,142.9,117.6
2018/19 Q2,South Lanarkshire,0-17 years,Emergency Admissions,5,142.9,88.2
2018/19 Q2,South Lanarkshire,0-17 years,Emergency Admissions Bed Days,10,285.7,500
2018/19 Q2,South Lanarkshire,18-64 years,A&E Attendances,95,150.8,130.6
2018/19 Q2,South Lanarkshire,18-64 years,Emergency Admissions,75,119,104.1
2018/19 Q2,South Lanarkshire,18-64 years,Emergency Admissions Bed Days,1205,1912.7,2083
2018/19 Q2,South Lanarkshire,65-74 years,A&E Attendances,125,204.9,168
2018/19 Q2,South Lanarkshire,65-74 years,Emergency Admissions,105,172.1,171.5
2018/19 Q2,South Lanarkshire,65-74 years,Emergency Admissions Bed Days,1935,3172.1,3844
2018/19 Q2,South Lanarkshire,75-84 years,A&E Attendances,325,234.7,168.1
2018/19 Q2,South Lanarkshire,75-84 years,Emergency Admissions,270,194.9,181.4
2018/19 Q2,South Lanarkshire,75-84 years,Emergency Admissions Bed Days,5900,4259.9,4355.8
2018/19 Q2,South Lanarkshire,85+ years,A&E Attendances,335,215.4,171.5
2018/19 Q2,South Lanarkshire,85+ years,Emergency Admissions,295,189.7,183.5
2018/19 Q2,South Lanarkshire,85+ years,Emergency Admissions Bed Days,6345,4080.4,4946.4
2018/19 Q2,South Lanarkshire,Unknown,A&E Attendances,0,0,0
2018/19 Q2,South Lanarkshire,Unknown,Emergency Admissions,0,0,0
2018/19 Q2,South Lanarkshire,Unknown,Emergency Admissions Bed Days,0,0,0
2018/19 Q2,Stirling,All Ages,A&E Attendances,205,142.9,162.8
2018/19 Q2,Stirling,All Ages,Emergency Admissions,225,156.8,167.2
2018/19 Q2,Stirling,All Ages,Emergency Admissions Bed Days,6270,4369.3,4091.7
2018/19 Q2,Stirling,0-17 years,A&E Attendances,0,0,117.6
2018/19 Q2,Stirling,0-17 years,Emergency Admissions,0,0,88.2
2018/19 Q2,Stirling,0-17 years,Emergency Admissions Bed Days,0,0,500
2018/19 Q2,Stirling,18-64 years,A&E Attendances,45,111.1,130.6
2018/19 Q2,Stirling,18-64 years,Emergency Admissions,35,86.4,104.1
2018/19 Q2,Stirling,18-64 years,Emergency Admissions Bed Days,1300,3209.9,2083
2018/19 Q2,Stirling,65-74 years,A&E Attendances,30,181.8,168
2018/19 Q2,Stirling,65-74 years,Emergency Admissions,30,181.8,171.5
2018/19 Q2,Stirling,65-74 years,Emergency Admissions Bed Days,865,5242.4,3844
2018/19 Q2,Stirling,75-84 years,A&E Attendances,60,150,168.1
2018/19 Q2,Stirling,75-84 years,Emergency Admissions,70,175,181.4
2018/19 Q2,Stirling,75-84 years,Emergency Admissions Bed Days,1985,4962.5,4355.8
2018/19 Q2,Stirling,85+ years,A&E Attendances,70,150.5,171.5
2018/19 Q2,Stirling,85+ years,Emergency Admissions,90,193.5,183.5
2018/19 Q2,Stirling,85+ years,Emergency Admissions Bed Days,2120,4559.1,4946.4
2018/19 Q2,Stirling,Unknown,A&E Attendances,0,0,0
2018/19 Q2,Stirling,Unknown,Emergency Admissions,0,0,0
2018/19 Q2,Stirling,Unknown,Emergency Admissions Bed Days,0,0,0
2018/19 Q2,West Dunbartonshire,All Ages,A&E Attendances,260,161.5,162.8
2018/19 Q2,West Dunbartonshire,All Ages,Emergency Admissions,245,152.2,167.2
2018/19 Q2,West Dunbartonshire,All Ages,Emergency Admissions Bed Days,5055,3139.8,4091.7
2018/19 Q2,West Dunbartonshire,0-17 years,A&E Attendances,0,0,117.6
2018/19 Q2,West Dunbartonshire,0-17 years,Emergency Admissions,0,0,88.2
2018/19 Q2,West Dunbartonshire,0-17 years,Emergency Admissions Bed Days,0,0,500
2018/19 Q2,West Dunbartonshire,18-64 years,A&E Attendances,25,135.1,130.6
2018/19 Q2,West Dunbartonshire,18-64 years,Emergency Admissions,20,108.1,104.1
2018/19 Q2,West Dunbartonshire,18-64 years,Emergency Admissions Bed Days,315,1702.7,2083
2018/19 Q2,West Dunbartonshire,65-74 years,A&E Attendances,50,161.3,168
2018/19 Q2,West Dunbartonshire,65-74 years,Emergency Admissions,50,161.3,171.5
2018/19 Q2,West Dunbartonshire,65-74 years,Emergency Admissions Bed Days,1430,4612.9,3844
2018/19 Q2,West Dunbartonshire,75-84 years,A&E Attendances,90,157.9,168.1
2018/19 Q2,West Dunbartonshire,75-84 years,Emergency Admissions,90,157.9,181.4
2018/19 Q2,West Dunbartonshire,75-84 years,Emergency Admissions Bed Days,1425,2500,4355.8
2018/19 Q2,West Dunbartonshire,85+ years,A&E Attendances,95,172.7,171.5
2018/19 Q2,West Dunbartonshire,85+ years,Emergency Admissions,90,163.6,183.5
2018/19 Q2,West Dunbartonshire,85+ years,Emergency Admissions Bed Days,1890,3436.4,4946.4
2018/19 Q2,West Dunbartonshire,Unknown,A&E Attendances,0,0,0
2018/19 Q2,West Dunbartonshire,Unknown,Emergency Admissions,0,0,0
2018/19 Q2,West Dunbartonshire,Unknown,Emergency Admissions Bed Days,0,0,0
2018/19 Q2,West Lothian,All Ages,A&E Attendances,390,210.2,162.8
2018/19 Q2,West Lothian,All Ages,Emergency Admissions,355,191.4,167.2
2018/19 Q2,West Lothian,All Ages,Emergency Admissions Bed Days,8165,4401.6,4091.7
2018/19 Q2,West Lothian,0-17 years,A&E Attendances,0,0,117.6
2018/19 Q2,West Lothian,0-17 years,Emergency Admissions,0,0,88.2
2018/19 Q2,West Lothian,0-17 years,Emergency Admissions Bed Days,0,0,500
2018/19 Q2,West Lothian,18-64 years,A&E Attendances,80,183.9,130.6
2018/19 Q2,West Lothian,18-64 years,Emergency Admissions,45,103.4,104.1
2018/19 Q2,West Lothian,18-64 years,Emergency Admissions Bed Days,1010,2321.8,2083
2018/19 Q2,West Lothian,65-74 years,A&E Attendances,80,228.6,168
2018/19 Q2,West Lothian,65-74 years,Emergency Admissions,70,200,171.5
2018/19 Q2,West Lothian,65-74 years,Emergency Admissions Bed Days,1140,3257.1,3844
2018/19 Q2,West Lothian,75-84 years,A&E Attendances,130,214.9,168.1
2018/19 Q2,West Lothian,75-84 years,Emergency Admissions,135,223.1,181.4
2018/19 Q2,West Lothian,75-84 years,Emergency Admissions Bed Days,3580,5917.4,4355.8
2018/19 Q2,West Lothian,85+ years,A&E Attendances,100,217.4,171.5
2018/19 Q2,West Lothian,85+ years,Emergency Admissions,105,228.3,183.5
2018/19 Q2,West Lothian,85+ years,Emergency Admissions Bed Days,2435,5293.5,4946.4
2018/19 Q2,West Lothian,Unknown,A&E Attendances,0,0,0
2018/19 Q2,West Lothian,Unknown,Emergency Admissions,0,0,0
2018/19 Q2,West Lothian,Unknown,Emergency Admissions Bed Days,0,0,0
2018/19 Q3,Scotland (All Areas Submitted),All Ages,A&E Attendances,11150,168.1,168.1
2018/19 Q3,Scotland (All Areas Submitted),All Ages,Emergency Admissions,11750,177.1,177.1
2018/19 Q3,Scotland (All Areas Submitted),All Ages,Emergency Admissions Bed Days,294285,4435.7,4435.7
2018/19 Q3,Scotland (All Areas Submitted),0-17 years,A&E Attendances,15,88.2,88.2
2018/19 Q3,Scotland (All Areas Submitted),0-17 years,Emergency Admissions,15,88.2,88.2
2018/19 Q3,Scotland (All Areas Submitted),0-17 years,Emergency Admissions Bed Days,585,3441.2,3441.2
2018/19 Q3,Scotland (All Areas Submitted),18-64 years,A&E Attendances,1515,131.9,131.9
2018/19 Q3,Scotland (All Areas Submitted),18-64 years,Emergency Admissions,1220,106.2,106.2
2018/19 Q3,Scotland (All Areas Submitted),18-64 years,Emergency Admissions Bed Days,25610,2229.9,2229.9
2018/19 Q3,Scotland (All Areas Submitted),65-74 years,A&E Attendances,1750,171,171
2018/19 Q3,Scotland (All Areas Submitted),65-74 years,Emergency Admissions,1875,183.2,183.2
2018/19 Q3,Scotland (All Areas Submitted),65-74 years,Emergency Admissions Bed Days,43380,4238.4,4238.4
2018/19 Q3,Scotland (All Areas Submitted),75-84 years,A&E Attendances,3775,176.7,176.7
2018/19 Q3,Scotland (All Areas Submitted),75-84 years,Emergency Admissions,4105,192.1,192.1
2018/19 Q3,Scotland (All Areas Submitted),75-84 years,Emergency Admissions Bed Days,103735,4855.4,4855.4
2018/19 Q3,Scotland (All Areas Submitted),85+ years,A&E Attendances,4095,177.3,177.3
2018/19 Q3,Scotland (All Areas Submitted),85+ years,Emergency Admissions,4530,196.2,196.2
2018/19 Q3,Scotland (All Areas Submitted),85+ years,Emergency Admissions Bed Days,120975,5239.3,5239.3
2018/19 Q3,Scotland (All Areas Submitted),Unknown,A&E Attendances,0,0,0
2018/19 Q3,Scotland (All Areas Submitted),Unknown,Emergency Admissions,0,0,0
2018/19 Q3,Scotland (All Areas Submitted),Unknown,Emergency Admissions Bed Days,0,0,0
2018/19 Q3,Aberdeen City,All Ages,A&E Attendances,290,137.1,168.1
2018/19 Q3,Aberdeen City,All Ages,Emergency Admissions,400,189.1,177.1
2018/19 Q3,Aberdeen City,All Ages,Emergency Admissions Bed Days,9360,4425.5,4435.7
2018/19 Q3,Aberdeen City,0-17 years,A&E Attendances,0,0,88.2
2018/19 Q3,Aberdeen City,0-17 years,Emergency Admissions,0,0,88.2
2018/19 Q3,Aberdeen City,0-17 years,Emergency Admissions Bed Days,0,0,3441.2
2018/19 Q3,Aberdeen City,18-64 years,A&E Attendances,45,123.3,131.9
2018/19 Q3,Aberdeen City,18-64 years,Emergency Admissions,45,123.3,106.2
2018/19 Q3,Aberdeen City,18-64 years,Emergency Admissions Bed Days,1145,3137,2229.9
2018/19 Q3,Aberdeen City,65-74 years,A&E Attendances,35,114.8,171
2018/19 Q3,Aberdeen City,65-74 years,Emergency Admissions,50,163.9,183.2
2018/19 Q3,Aberdeen City,65-74 years,Emergency Admissions Bed Days,1205,3950.8,4238.4
2018/19 Q3,Aberdeen City,75-84 years,A&E Attendances,75,122,176.7
2018/19 Q3,Aberdeen City,75-84 years,Emergency Admissions,130,211.4,192.1
2018/19 Q3,Aberdeen City,75-84 years,Emergency Admissions Bed Days,2920,4748,4855.4
2018/19 Q3,Aberdeen City,85+ years,A&E Attendances,130,158.5,177.3
2018/19 Q3,Aberdeen City,85+ years,Emergency Admissions,175,213.4,196.2
2018/19 Q3,Aberdeen City,85+ years,Emergency Admissions Bed Days,4090,4987.8,5239.3
2018/19 Q3,Aberdeen City,Unknown,A&E Attendances,0,0,0
2018/19 Q3,Aberdeen City,Unknown,Emergency Admissions,0,0,0
2018/19 Q3,Aberdeen City,Unknown,Emergency Admissions Bed Days,0,0,0
2018/19 Q3,Aberdeenshire,All Ages,A&E Attendances,155,68.6,168.1
2018/19 Q3,Aberdeenshire,All Ages,Emergency Admissions,295,130.5,177.1
2018/19 Q3,Aberdeenshire,All Ages,Emergency Admissions Bed Days,6825,3019.9,4435.7
2018/19 Q3,Aberdeenshire,0-17 years,A&E Attendances,0,0,88.2
2018/19 Q3,Aberdeenshire,0-17 years,Emergency Admissions,0,0,88.2
2018/19 Q3,Aberdeenshire,0-17 years,Emergency Admissions Bed Days,0,0,3441.2
2018/19 Q3,Aberdeenshire,18-64 years,A&E Attendances,10,36.4,131.9
2018/19 Q3,Aberdeenshire,18-64 years,Emergency Admissions,15,54.5,106.2
2018/19 Q3,Aberdeenshire,18-64 years,Emergency Admissions Bed Days,190,690.9,2229.9
2018/19 Q3,Aberdeenshire,65-74 years,A&E Attendances,25,76.9,171
2018/19 Q3,Aberdeenshire,65-74 years,Emergency Admissions,55,169.2,183.2
2018/19 Q3,Aberdeenshire,65-74 years,Emergency Admissions Bed Days,935,2876.9,4238.4
2018/19 Q3,Aberdeenshire,75-84 years,A&E Attendances,55,71.9,176.7
2018/19 Q3,Aberdeenshire,75-84 years,Emergency Admissions,115,150.3,192.1
2018/19 Q3,Aberdeenshire,75-84 years,Emergency Admissions Bed Days,2535,3313.7,4855.4
2018/19 Q3,Aberdeenshire,85+ years,A&E Attendances,65,72.6,177.3
2018/19 Q3,Aberdeenshire,85+ years,Emergency Admissions,115,128.5,196.2
2018/19 Q3,Aberdeenshire,85+ years,Emergency Admissions Bed Days,3170,3541.9,5239.3
2018/19 Q3,Aberdeenshire,Unknown,A&E Attendances,0,0,0
2018/19 Q3,Aberdeenshire,Unknown,Emergency Admissions,0,0,0
2018/19 Q3,Aberdeenshire,Unknown,Emergency Admissions Bed Days,0,0,0
