time_period,financial_quarter,sending_location,age_group,hc_service_provider,nclient,percentage
Census Week,2017/18,Comhairle nan Eilean Siar,65-74 years,Private only,0,0
Census Week,2017/18,Comhairle nan Eilean Siar,65-74 years,Third Sector,0,0
Census Week,2017/18,Comhairle nan Eilean Siar,75-84 years,Local Authority/Health & Social Care Partnership/NHS Board only,115,100
Census Week,2017/18,Comhairle nan Eilean Siar,75-84 years,Other,0,0
Census Week,2017/18,Comhairle nan Eilean Siar,75-84 years,Other Local Authority,0,0
Census Week,2017/18,Comhairle nan Eilean Siar,75-84 years,Private only,0,0
Census Week,2017/18,Comhairle nan Eilean Siar,75-84 years,Third Sector,0,0
Census Week,2017/18,Comhairle nan Eilean Siar,85+ years,Local Authority/Health & Social Care Partnership/NHS Board only,170,100
Census Week,2017/18,Comhairle nan Eilean Siar,85+ years,Other,0,0
Census Week,2017/18,Comhairle nan Eilean Siar,85+ years,Other Local Authority,0,0
Census Week,2017/18,Comhairle nan Eilean Siar,85+ years,Private only,0,0
Census Week,2017/18,Comhairle nan Eilean Siar,85+ years,Third Sector,0,0
Census Week,2017/18,Comhairle nan Eilean Siar,Unknown,Local Authority/Health & Social Care Partnership/NHS Board only,0,0
Census Week,2017/18,Comhairle nan Eilean Siar,Unknown,Other,0,0
Census Week,2017/18,Comhairle nan Eilean Siar,Unknown,Other Local Authority,0,0
Census Week,2017/18,Comhairle nan Eilean Siar,Unknown,Private only,0,0
Census Week,2017/18,Comhairle nan Eilean Siar,Unknown,Third Sector,0,0
Census Week,2018/19,Comhairle nan Eilean Siar,All Ages,Local Authority/Health & Social Care Partnership/NHS Board only,355,100
Census Week,2018/19,Comhairle nan Eilean Siar,All Ages,Other,0,0
Census Week,2018/19,Comhairle nan Eilean Siar,All Ages,Other Local Authority,0,0
Census Week,2018/19,Comhairle nan Eilean Siar,All Ages,Private only,0,0
Census Week,2018/19,Comhairle nan Eilean Siar,All Ages,Third Sector,0,0
Census Week,2018/19,Comhairle nan Eilean Siar,0-17 years,Local Authority/Health & Social Care Partnership/NHS Board only,0,0
Census Week,2018/19,Comhairle nan Eilean Siar,0-17 years,Other,0,0
Census Week,2018/19,Comhairle nan Eilean Siar,0-17 years,Other Local Authority,0,0
Census Week,2018/19,Comhairle nan Eilean Siar,0-17 years,Private only,0,0
Census Week,2018/19,Comhairle nan Eilean Siar,0-17 years,Third Sector,0,0
Census Week,2018/19,Comhairle nan Eilean Siar,18-64 years,Local Authority/Health & Social Care Partnership/NHS Board only,35,100
Census Week,2018/19,Comhairle nan Eilean Siar,18-64 years,Other,0,0
Census Week,2018/19,Comhairle nan Eilean Siar,18-64 years,Other Local Authority,0,0
Census Week,2018/19,Comhairle nan Eilean Siar,18-64 years,Private only,0,0
Census Week,2018/19,Comhairle nan Eilean Siar,18-64 years,Third Sector,0,0
Census Week,2018/19,Comhairle nan Eilean Siar,65-74 years,Local Authority/Health & Social Care Partnership/NHS Board only,45,100
Census Week,2018/19,Comhairle nan Eilean Siar,65-74 years,Other,0,0
Census Week,2018/19,Comhairle nan Eilean Siar,65-74 years,Other Local Authority,0,0
Census Week,2018/19,Comhairle nan Eilean Siar,65-74 years,Private only,0,0
Census Week,2018/19,Comhairle nan Eilean Siar,65-74 years,Third Sector,0,0
Census Week,2018/19,Comhairle nan Eilean Siar,75-84 years,Local Authority/Health & Social Care Partnership/NHS Board only,105,100
Census Week,2018/19,Comhairle nan Eilean Siar,75-84 years,Other,0,0
Census Week,2018/19,Comhairle nan Eilean Siar,75-84 years,Other Local Authority,0,0
Census Week,2018/19,Comhairle nan Eilean Siar,75-84 years,Private only,0,0
Census Week,2018/19,Comhairle nan Eilean Siar,75-84 years,Third Sector,0,0
Census Week,2018/19,Comhairle nan Eilean Siar,85+ years,Local Authority/Health & Social Care Partnership/NHS Board only,170,100
Census Week,2018/19,Comhairle nan Eilean Siar,85+ years,Other,0,0
Census Week,2018/19,Comhairle nan Eilean Siar,85+ years,Other Local Authority,0,0
Census Week,2018/19,Comhairle nan Eilean Siar,85+ years,Private only,0,0
Census Week,2018/19,Comhairle nan Eilean Siar,85+ years,Third Sector,0,0
Census Week,2018/19,Comhairle nan Eilean Siar,Unknown,Local Authority/Health & Social Care Partnership/NHS Board only,0,0
Census Week,2018/19,Comhairle nan Eilean Siar,Unknown,Other,0,0
Census Week,2018/19,Comhairle nan Eilean Siar,Unknown,Other Local Authority,0,0
Census Week,2018/19,Comhairle nan Eilean Siar,Unknown,Private only,0,0
Census Week,2018/19,Comhairle nan Eilean Siar,Unknown,Third Sector,0,0
Census Week,2019/20,Comhairle nan Eilean Siar,All Ages,Local Authority/Health & Social Care Partnership/NHS Board only,340,100
Census Week,2019/20,Comhairle nan Eilean Siar,All Ages,Other,0,0
Census Week,2019/20,Comhairle nan Eilean Siar,All Ages,Other Local Authority,0,0
Census Week,2019/20,Comhairle nan Eilean Siar,All Ages,Private only,0,0
Census Week,2019/20,Comhairle nan Eilean Siar,All Ages,Third Sector,0,0
Census Week,2019/20,Comhairle nan Eilean Siar,0-17 years,Local Authority/Health & Social Care Partnership/NHS Board only,0,0
Census Week,2019/20,Comhairle nan Eilean Siar,0-17 years,Other,0,0
Census Week,2019/20,Comhairle nan Eilean Siar,0-17 years,Other Local Authority,0,0
Census Week,2019/20,Comhairle nan Eilean Siar,0-17 years,Private only,0,0
Census Week,2019/20,Comhairle nan Eilean Siar,0-17 years,Third Sector,0,0
Census Week,2019/20,Comhairle nan Eilean Siar,18-64 years,Local Authority/Health & Social Care Partnership/NHS Board only,30,100
Census Week,2019/20,Comhairle nan Eilean Siar,18-64 years,Other,0,0
Census Week,2019/20,Comhairle nan Eilean Siar,18-64 years,Other Local Authority,0,0
Census Week,2019/20,Comhairle nan Eilean Siar,18-64 years,Private only,0,0
Census Week,2019/20,Comhairle nan Eilean Siar,18-64 years,Third Sector,0,0
Census Week,2019/20,Comhairle nan Eilean Siar,65-74 years,Local Authority/Health & Social Care Partnership/NHS Board only,50,100
Census Week,2019/20,Comhairle nan Eilean Siar,65-74 years,Other,0,0
Census Week,2019/20,Comhairle nan Eilean Siar,65-74 years,Other Local Authority,0,0
Census Week,2019/20,Comhairle nan Eilean Siar,65-74 years,Private only,0,0
Census Week,2019/20,Comhairle nan Eilean Siar,65-74 years,Third Sector,0,0
Census Week,2019/20,Comhairle nan Eilean Siar,75-84 years,Local Authority/Health & Social Care Partnership/NHS Board only,90,100
Census Week,2019/20,Comhairle nan Eilean Siar,75-84 years,Other,0,0
Census Week,2019/20,Comhairle nan Eilean Siar,75-84 years,Other Local Authority,0,0
Census Week,2019/20,Comhairle nan Eilean Siar,75-84 years,Private only,0,0
Census Week,2019/20,Comhairle nan Eilean Siar,75-84 years,Third Sector,0,0
Census Week,2019/20,Comhairle nan Eilean Siar,85+ years,Local Authority/Health & Social Care Partnership/NHS Board only,165,100
Census Week,2019/20,Comhairle nan Eilean Siar,85+ years,Other,0,0
Census Week,2019/20,Comhairle nan Eilean Siar,85+ years,Other Local Authority,0,0
Census Week,2019/20,Comhairle nan Eilean Siar,85+ years,Private only,0,0
Census Week,2019/20,Comhairle nan Eilean Siar,85+ years,Third Sector,0,0
Census Week,2019/20,Comhairle nan Eilean Siar,Unknown,Local Authority/Health & Social Care Partnership/NHS Board only,0,0
Census Week,2019/20,Comhairle nan Eilean Siar,Unknown,Other,0,0
Census Week,2019/20,Comhairle nan Eilean Siar,Unknown,Other Local Authority,0,0
Census Week,2019/20,Comhairle nan Eilean Siar,Unknown,Private only,0,0
Census Week,2019/20,Comhairle nan Eilean Siar,Unknown,Third Sector,0,0
Census Week,2020/21,Comhairle nan Eilean Siar,All Ages,Local Authority/Health & Social Care Partnership/NHS Board only,325,100
Census Week,2020/21,Comhairle nan Eilean Siar,All Ages,Other,0,0
Census Week,2020/21,Comhairle nan Eilean Siar,All Ages,Other Local Authority,0,0
Census Week,2020/21,Comhairle nan Eilean Siar,All Ages,Private only,0,0
Census Week,2020/21,Comhairle nan Eilean Siar,All Ages,Third Sector,0,0
Census Week,2020/21,Comhairle nan Eilean Siar,0-17 years,Local Authority/Health & Social Care Partnership/NHS Board only,0,0
Census Week,2020/21,Comhairle nan Eilean Siar,0-17 years,Other,0,0
Census Week,2020/21,Comhairle nan Eilean Siar,0-17 years,Other Local Authority,0,0
Census Week,2020/21,Comhairle nan Eilean Siar,0-17 years,Private only,0,0
Census Week,2020/21,Comhairle nan Eilean Siar,0-17 years,Third Sector,0,0
Census Week,2020/21,Comhairle nan Eilean Siar,18-64 years,Local Authority/Health & Social Care Partnership/NHS Board only,30,100
Census Week,2020/21,Comhairle nan Eilean Siar,18-64 years,Other,0,0
Census Week,2020/21,Comhairle nan Eilean Siar,18-64 years,Other Local Authority,0,0
Census Week,2020/21,Comhairle nan Eilean Siar,18-64 years,Private only,0,0
Census Week,2020/21,Comhairle nan Eilean Siar,18-64 years,Third Sector,0,0
Census Week,2020/21,Comhairle nan Eilean Siar,65-74 years,Local Authority/Health & Social Care Partnership/NHS Board only,55,100
Census Week,2020/21,Comhairle nan Eilean Siar,65-74 years,Other,0,0
Census Week,2020/21,Comhairle nan Eilean Siar,65-74 years,Other Local Authority,0,0
Census Week,2020/21,Comhairle nan Eilean Siar,65-74 years,Private only,0,0
Census Week,2020/21,Comhairle nan Eilean Siar,65-74 years,Third Sector,0,0
Census Week,2020/21,Comhairle nan Eilean Siar,75-84 years,Local Authority/Health & Social Care Partnership/NHS Board only,95,100
Census Week,2020/21,Comhairle nan Eilean Siar,75-84 years,Other,0,0
Census Week,2020/21,Comhairle nan Eilean Siar,75-84 years,Other Local Authority,0,0
Census Week,2020/21,Comhairle nan Eilean Siar,75-84 years,Private only,0,0
Census Week,2020/21,Comhairle nan Eilean Siar,75-84 years,Third Sector,0,0
Census Week,2020/21,Comhairle nan Eilean Siar,85+ years,Local Authority/Health & Social Care Partnership/NHS Board only,140,100
Census Week,2020/21,Comhairle nan Eilean Siar,85+ years,Other,0,0
Census Week,2020/21,Comhairle nan Eilean Siar,85+ years,Other Local Authority,0,0
Census Week,2020/21,Comhairle nan Eilean Siar,85+ years,Private only,0,0
Census Week,2020/21,Comhairle nan Eilean Siar,85+ years,Third Sector,0,0
Census Week,2020/21,Comhairle nan Eilean Siar,Unknown,Local Authority/Health & Social Care Partnership/NHS Board only,0,0
Census Week,2020/21,Comhairle nan Eilean Siar,Unknown,Other,0,0
Census Week,2020/21,Comhairle nan Eilean Siar,Unknown,Other Local Authority,0,0
Census Week,2020/21,Comhairle nan Eilean Siar,Unknown,Private only,0,0
Census Week,2020/21,Comhairle nan Eilean Siar,Unknown,Third Sector,0,0
Financial Quarter,2017/18 Q4,Dumfries and Galloway,All Ages,Local Authority/Health & Social Care Partnership/NHS Board only,420,17.3
Financial Quarter,2017/18 Q4,Dumfries and Galloway,All Ages,Other,0,0
Financial Quarter,2017/18 Q4,Dumfries and Galloway,All Ages,Other Local Authority,0,0
Financial Quarter,2017/18 Q4,Dumfries and Galloway,All Ages,Private only,2040,84.1
Financial Quarter,2017/18 Q4,Dumfries and Galloway,All Ages,Third Sector,0,0
Financial Quarter,2017/18 Q4,Dumfries and Galloway,0-17 years,Local Authority/Health & Social Care Partnership/NHS Board only,0,0
Financial Quarter,2017/18 Q4,Dumfries and Galloway,0-17 years,Other,0,0
Financial Quarter,2017/18 Q4,Dumfries and Galloway,0-17 years,Other Local Authority,0,0
Financial Quarter,2017/18 Q4,Dumfries and Galloway,0-17 years,Private only,10,100
Financial Quarter,2017/18 Q4,Dumfries and Galloway,0-17 years,Third Sector,0,0
Financial Quarter,2017/18 Q4,Dumfries and Galloway,18-64 years,Local Authority/Health & Social Care Partnership/NHS Board only,15,2.5
Financial Quarter,2017/18 Q4,Dumfries and Galloway,18-64 years,Other,0,0
Financial Quarter,2017/18 Q4,Dumfries and Galloway,18-64 years,Other Local Authority,0,0
Financial Quarter,2017/18 Q4,Dumfries and Galloway,18-64 years,Private only,585,99.2
Financial Quarter,2017/18 Q4,Dumfries and Galloway,18-64 years,Third Sector,0,0
Financial Quarter,2017/18 Q4,Dumfries and Galloway,65-74 years,Local Authority/Health & Social Care Partnership/NHS Board only,65,17.6
Financial Quarter,2017/18 Q4,Dumfries and Galloway,65-74 years,Other,0,0
Financial Quarter,2017/18 Q4,Dumfries and Galloway,65-74 years,Other Local Authority,0,0
Financial Quarter,2017/18 Q4,Dumfries and Galloway,65-74 years,Private only,305,82.4
Financial Quarter,2017/18 Q4,Dumfries and Galloway,65-74 years,Third Sector,0,0
Financial Quarter,2017/18 Q4,Dumfries and Galloway,75-84 years,Local Authority/Health & Social Care Partnership/NHS Board only,150,22.4
Financial Quarter,2017/18 Q4,Dumfries and Galloway,75-84 years,Other,0,0
Financial Quarter,2017/18 Q4,Dumfries and Galloway,75-84 years,Other Local Authority,0,0
Financial Quarter,2017/18 Q4,Dumfries and Galloway,75-84 years,Private only,525,78.4
Financial Quarter,2017/18 Q4,Dumfries and Galloway,75-84 years,Third Sector,0,0
Financial Quarter,2017/18 Q4,Dumfries and Galloway,85+ years,Local Authority/Health & Social Care Partnership/NHS Board only,185,23.6
Financial Quarter,2017/18 Q4,Dumfries and Galloway,85+ years,Other,0,0
Financial Quarter,2017/18 Q4,Dumfries and Galloway,85+ years,Other Local Authority,0,0
Financial Quarter,2017/18 Q4,Dumfries and Galloway,85+ years,Private only,615,78.3
Financial Quarter,2017/18 Q4,Dumfries and Galloway,85+ years,Third Sector,0,0
Financial Quarter,2017/18 Q4,Dumfries and Galloway,Unknown,Local Authority/Health & Social Care Partnership/NHS Board only,0,0
Financial Quarter,2017/18 Q4,Dumfries and Galloway,Unknown,Other,0,0
Financial Quarter,2017/18 Q4,Dumfries and Galloway,Unknown,Other Local Authority,0,0
Financial Quarter,2017/18 Q4,Dumfries and Galloway,Unknown,Private only,0,0
Financial Quarter,2017/18 Q4,Dumfries and Galloway,Unknown,Third Sector,0,0
Financial Quarter,2018/19 Q1,Dumfries and Galloway,All Ages,Local Authority/Health & Social Care Partnership/NHS Board only,405,17.1
Financial Quarter,2018/19 Q1,Dumfries and Galloway,All Ages,Other,0,0
Financial Quarter,2018/19 Q1,Dumfries and Galloway,All Ages,Other Local Authority,0,0
Financial Quarter,2018/19 Q1,Dumfries and Galloway,All Ages,Private only,1985,83.9
Financial Quarter,2018/19 Q1,Dumfries and Galloway,All Ages,Third Sector,0,0
Financial Quarter,2018/19 Q1,Dumfries and Galloway,0-17 years,Local Authority/Health & Social Care Partnership/NHS Board only,0,0
Financial Quarter,2018/19 Q1,Dumfries and Galloway,0-17 years,Other,0,0
Financial Quarter,2018/19 Q1,Dumfries and Galloway,0-17 years,Other Local Authority,0,0
Financial Quarter,2018/19 Q1,Dumfries and Galloway,0-17 years,Private only,10,100
Financial Quarter,2018/19 Q1,Dumfries and Galloway,0-17 years,Third Sector,0,0
Financial Quarter,2018/19 Q1,Dumfries and Galloway,18-64 years,Local Authority/Health & Social Care Partnership/NHS Board only,10,1.8
Financial Quarter,2018/19 Q1,Dumfries and Galloway,18-64 years,Other,0,0
Financial Quarter,2018/19 Q1,Dumfries and Galloway,18-64 years,Other Local Authority,0,0
Financial Quarter,2018/19 Q1,Dumfries and Galloway,18-64 years,Private only,560,99.1
Financial Quarter,2018/19 Q1,Dumfries and Galloway,18-64 years,Third Sector,0,0
Financial Quarter,2018/19 Q1,Dumfries and Galloway,65-74 years,Local Authority/Health & Social Care Partnership/NHS Board only,65,18.8
Financial Quarter,2018/19 Q1,Dumfries and Galloway,65-74 years,Other,0,0
Financial Quarter,2018/19 Q1,Dumfries and Galloway,65-74 years,Other Local Authority,0,0
Financial Quarter,2018/19 Q1,Dumfries and Galloway,65-74 years,Private only,285,82.6
Financial Quarter,2018/19 Q1,Dumfries and Galloway,65-74 years,Third Sector,0,0
Financial Quarter,2018/19 Q1,Dumfries and Galloway,75-84 years,Local Authority/Health & Social Care Partnership/NHS Board only,145,23
Financial Quarter,2018/19 Q1,Dumfries and Galloway,75-84 years,Other,0,0
Financial Quarter,2018/19 Q1,Dumfries and Galloway,75-84 years,Other Local Authority,0,0
Financial Quarter,2018/19 Q1,Dumfries and Galloway,75-84 years,Private only,495,78.6
Financial Quarter,2018/19 Q1,Dumfries and Galloway,75-84 years,Third Sector,0,0
Financial Quarter,2018/19 Q1,Dumfries and Galloway,85+ years,Local Authority/Health & Social Care Partnership/NHS Board only,185,22.7
Financial Quarter,2018/19 Q1,Dumfries and Galloway,85+ years,Other,0,0
Financial Quarter,2018/19 Q1,Dumfries and Galloway,85+ years,Other Local Authority,0,0
Financial Quarter,2018/19 Q1,Dumfries and Galloway,85+ years,Private only,640,78.5
Financial Quarter,2018/19 Q1,Dumfries and Galloway,85+ years,Third Sector,0,0
Financial Quarter,2018/19 Q1,Dumfries and Galloway,Unknown,Local Authority/Health & Social Care Partnership/NHS Board only,0,0
Financial Quarter,2018/19 Q1,Dumfries and Galloway,Unknown,Other,0,0
Financial Quarter,2018/19 Q1,Dumfries and Galloway,Unknown,Other Local Authority,0,0
Financial Quarter,2018/19 Q1,Dumfries and Galloway,Unknown,Private only,0,0
Financial Quarter,2018/19 Q1,Dumfries and Galloway,Unknown,Third Sector,0,0
Financial Quarter,2018/19 Q2,Dumfries and Galloway,All Ages,Local Authority/Health & Social Care Partnership/NHS Board only,400,17
Financial Quarter,2018/19 Q2,Dumfries and Galloway,All Ages,Other,0,0
Financial Quarter,2018/19 Q2,Dumfries and Galloway,All Ages,Other Local Authority,0,0
Financial Quarter,2018/19 Q2,Dumfries and Galloway,All Ages,Private only,1995,84.7
Financial Quarter,2018/19 Q2,Dumfries and Galloway,All Ages,Third Sector,0,0
Financial Quarter,2018/19 Q2,Dumfries and Galloway,0-17 years,Local Authority/Health & Social Care Partnership/NHS Board only,0,0
Financial Quarter,2018/19 Q2,Dumfries and Galloway,0-17 years,Other,0,0
Financial Quarter,2018/19 Q2,Dumfries and Galloway,0-17 years,Other Local Authority,0,0
Financial Quarter,2018/19 Q2,Dumfries and Galloway,0-17 years,Private only,5,100
Financial Quarter,2018/19 Q2,Dumfries and Galloway,0-17 years,Third Sector,0,0
Financial Quarter,2018/19 Q2,Dumfries and Galloway,18-64 years,Local Authority/Health & Social Care Partnership/NHS Board only,10,1.8
Financial Quarter,2018/19 Q2,Dumfries and Galloway,18-64 years,Other,0,0
Financial Quarter,2018/19 Q2,Dumfries and Galloway,18-64 years,Other Local Authority,0,0
Financial Quarter,2018/19 Q2,Dumfries and Galloway,18-64 years,Private only,550,98.2
Financial Quarter,2018/19 Q2,Dumfries and Galloway,18-64 years,Third Sector,0,0
Financial Quarter,2018/19 Q2,Dumfries and Galloway,65-74 years,Local Authority/Health & Social Care Partnership/NHS Board only,65,18.3
Financial Quarter,2018/19 Q2,Dumfries and Galloway,65-74 years,Other,0,0
Financial Quarter,2018/19 Q2,Dumfries and Galloway,65-74 years,Other Local Authority,0,0
Financial Quarter,2018/19 Q2,Dumfries and Galloway,65-74 years,Private only,295,83.1
Financial Quarter,2018/19 Q2,Dumfries and Galloway,65-74 years,Third Sector,0,0
Financial Quarter,2018/19 Q2,Dumfries and Galloway,75-84 years,Local Authority/Health & Social Care Partnership/NHS Board only,140,21.5
Financial Quarter,2018/19 Q2,Dumfries and Galloway,75-84 years,Other,0,0
Financial Quarter,2018/19 Q2,Dumfries and Galloway,75-84 years,Other Local Authority,0,0
Financial Quarter,2018/19 Q2,Dumfries and Galloway,75-84 years,Private only,525,80.8
Financial Quarter,2018/19 Q2,Dumfries and Galloway,75-84 years,Third Sector,0,0
Financial Quarter,2018/19 Q2,Dumfries and Galloway,85+ years,Local Authority/Health & Social Care Partnership/NHS Board only,180,22.9
Financial Quarter,2018/19 Q2,Dumfries and Galloway,85+ years,Other,0,0
Financial Quarter,2018/19 Q2,Dumfries and Galloway,85+ years,Other Local Authority,0,0
Financial Quarter,2018/19 Q2,Dumfries and Galloway,85+ years,Private only,620,79
