financial_quarter,sending_location,locality,age_group,measure,value
2018/19 Q1,West Lothian,West Lothian (East),65-74 years,"Rate per 1,000 Population",19.3
2018/19 Q1,West Lothian,West Lothian (East),65-74 years,Number of People,195
2018/19 Q1,West Lothian,West Lothian (East),65-74 years,Number of Hours,30320
2018/19 Q1,West Lothian,West Lothian (East),75-84 years,"Rate per 1,000 Population",61.1
2018/19 Q1,West Lothian,West Lothian (East),75-84 years,Number of People,320
2018/19 Q1,West Lothian,West Lothian (East),75-84 years,Number of Hours,31595
2018/19 Q1,West Lothian,West Lothian (East),85+ years,"Rate per 1,000 Population",158.5
2018/19 Q1,West Lothian,West Lothian (East),85+ years,Number of People,260
2018/19 Q1,West Lothian,West Lothian (East),85+ years,Number of Hours,21780
2018/19 Q1,West Lothian,West Lothian (West),All Ages,"Rate per 1,000 Population",12.7
2018/19 Q1,West Lothian,West Lothian (West),All Ages,Number of People,1000
2018/19 Q1,West Lothian,West Lothian (West),All Ages,Number of Hours,107685
2018/19 Q1,West Lothian,West Lothian (West),0-17 years,"Rate per 1,000 Population",0.2
2018/19 Q1,West Lothian,West Lothian (West),0-17 years,Number of People,5
2018/19 Q1,West Lothian,West Lothian (West),0-17 years,Number of Hours,75
2018/19 Q1,West Lothian,West Lothian (West),18-64 years,"Rate per 1,000 Population",5.4
2018/19 Q1,West Lothian,West Lothian (West),18-64 years,Number of People,260
2018/19 Q1,West Lothian,West Lothian (West),18-64 years,Number of Hours,35955
2018/19 Q1,West Lothian,West Lothian (West),65-74 years,"Rate per 1,000 Population",23.6
2018/19 Q1,West Lothian,West Lothian (West),65-74 years,Number of People,170
2018/19 Q1,West Lothian,West Lothian (West),65-74 years,Number of Hours,17885
2018/19 Q1,West Lothian,West Lothian (West),75-84 years,"Rate per 1,000 Population",72.9
2018/19 Q1,West Lothian,West Lothian (West),75-84 years,Number of People,310
2018/19 Q1,West Lothian,West Lothian (West),75-84 years,Number of Hours,31195
2018/19 Q1,West Lothian,West Lothian (West),85+ years,"Rate per 1,000 Population",199.5
2018/19 Q1,West Lothian,West Lothian (West),85+ years,Number of People,255
2018/19 Q1,West Lothian,West Lothian (West),85+ years,Number of Hours,22575
2018/19 Q2,Aberdeen City,Aberdeen Central,All Ages,"Rate per 1,000 Population",7.3
2018/19 Q2,Aberdeen City,Aberdeen Central,All Ages,Number of People,580
2018/19 Q2,Aberdeen City,Aberdeen Central,All Ages,Number of Hours,122665
2018/19 Q2,Aberdeen City,Aberdeen Central,0-17 years,"Rate per 1,000 Population",0.1
2018/19 Q2,Aberdeen City,Aberdeen Central,0-17 years,Number of People,0
2018/19 Q2,Aberdeen City,Aberdeen Central,0-17 years,Number of Hours,2190
2018/19 Q2,Aberdeen City,Aberdeen Central,18-64 years,"Rate per 1,000 Population",2.5
2018/19 Q2,Aberdeen City,Aberdeen Central,18-64 years,Number of People,150
2018/19 Q2,Aberdeen City,Aberdeen Central,18-64 years,Number of Hours,71845
2018/19 Q2,Aberdeen City,Aberdeen Central,65-74 years,"Rate per 1,000 Population",18.4
2018/19 Q2,Aberdeen City,Aberdeen Central,65-74 years,Number of People,90
2018/19 Q2,Aberdeen City,Aberdeen Central,65-74 years,Number of Hours,10760
2018/19 Q2,Aberdeen City,Aberdeen Central,75-84 years,"Rate per 1,000 Population",53.7
2018/19 Q2,Aberdeen City,Aberdeen Central,75-84 years,Number of People,150
2018/19 Q2,Aberdeen City,Aberdeen Central,75-84 years,Number of Hours,18205
2018/19 Q2,Aberdeen City,Aberdeen Central,85+ years,"Rate per 1,000 Population",163.6
2018/19 Q2,Aberdeen City,Aberdeen Central,85+ years,Number of People,190
2018/19 Q2,Aberdeen City,Aberdeen Central,85+ years,Number of Hours,19670
2018/19 Q2,Aberdeen City,Aberdeen North,All Ages,"Rate per 1,000 Population",10.6
2018/19 Q2,Aberdeen City,Aberdeen North,All Ages,Number of People,755
2018/19 Q2,Aberdeen City,Aberdeen North,All Ages,Number of Hours,101205
2018/19 Q2,Aberdeen City,Aberdeen North,0-17 years,"Rate per 1,000 Population",0.1
2018/19 Q2,Aberdeen City,Aberdeen North,0-17 years,Number of People,0
2018/19 Q2,Aberdeen City,Aberdeen North,0-17 years,Number of Hours,210
2018/19 Q2,Aberdeen City,Aberdeen North,18-64 years,"Rate per 1,000 Population",2.2
2018/19 Q2,Aberdeen City,Aberdeen North,18-64 years,Number of People,95
2018/19 Q2,Aberdeen City,Aberdeen North,18-64 years,Number of Hours,28715
2018/19 Q2,Aberdeen City,Aberdeen North,65-74 years,"Rate per 1,000 Population",16.3
2018/19 Q2,Aberdeen City,Aberdeen North,65-74 years,Number of People,125
2018/19 Q2,Aberdeen City,Aberdeen North,65-74 years,Number of Hours,18955
2018/19 Q2,Aberdeen City,Aberdeen North,75-84 years,"Rate per 1,000 Population",53.3
2018/19 Q2,Aberdeen City,Aberdeen North,75-84 years,Number of People,225
2018/19 Q2,Aberdeen City,Aberdeen North,75-84 years,Number of Hours,20460
2018/19 Q2,Aberdeen City,Aberdeen North,85+ years,"Rate per 1,000 Population",216.5
2018/19 Q2,Aberdeen City,Aberdeen North,85+ years,Number of People,305
2018/19 Q2,Aberdeen City,Aberdeen North,85+ years,Number of Hours,32865
2018/19 Q2,Aberdeen City,Aberdeen South,All Ages,"Rate per 1,000 Population",9.2
2018/19 Q2,Aberdeen City,Aberdeen South,All Ages,Number of People,705
2018/19 Q2,Aberdeen City,Aberdeen South,All Ages,Number of Hours,113280
2018/19 Q2,Aberdeen City,Aberdeen South,0-17 years,"Rate per 1,000 Population",0.2
2018/19 Q2,Aberdeen City,Aberdeen South,0-17 years,Number of People,5
2018/19 Q2,Aberdeen City,Aberdeen South,0-17 years,Number of Hours,540
2018/19 Q2,Aberdeen City,Aberdeen South,18-64 years,"Rate per 1,000 Population",2
2018/19 Q2,Aberdeen City,Aberdeen South,18-64 years,Number of People,100
2018/19 Q2,Aberdeen City,Aberdeen South,18-64 years,Number of Hours,50660
2018/19 Q2,Aberdeen City,Aberdeen South,65-74 years,"Rate per 1,000 Population",10.2
2018/19 Q2,Aberdeen City,Aberdeen South,65-74 years,Number of People,70
2018/19 Q2,Aberdeen City,Aberdeen South,65-74 years,Number of Hours,7795
2018/19 Q2,Aberdeen City,Aberdeen South,75-84 years,"Rate per 1,000 Population",44
2018/19 Q2,Aberdeen City,Aberdeen South,75-84 years,Number of People,200
2018/19 Q2,Aberdeen City,Aberdeen South,75-84 years,Number of Hours,21975
2018/19 Q2,Aberdeen City,Aberdeen South,85+ years,"Rate per 1,000 Population",158.6
2018/19 Q2,Aberdeen City,Aberdeen South,85+ years,Number of People,335
2018/19 Q2,Aberdeen City,Aberdeen South,85+ years,Number of Hours,32305
2018/19 Q2,Aberdeen City,Outside Partnership,All Ages,Number of People,75
2018/19 Q2,Aberdeen City,Outside Partnership,All Ages,Number of Hours,16345
2018/19 Q2,Aberdeen City,Outside Partnership,0-17 years,Number of People,0
2018/19 Q2,Aberdeen City,Outside Partnership,0-17 years,Number of Hours,0
2018/19 Q2,Aberdeen City,Outside Partnership,18-64 years,Number of People,15
2018/19 Q2,Aberdeen City,Outside Partnership,18-64 years,Number of Hours,11795
2018/19 Q2,Aberdeen City,Outside Partnership,65-74 years,Number of People,5
2018/19 Q2,Aberdeen City,Outside Partnership,65-74 years,Number of Hours,365
2018/19 Q2,Aberdeen City,Outside Partnership,75-84 years,Number of People,25
2018/19 Q2,Aberdeen City,Outside Partnership,75-84 years,Number of Hours,2245
2018/19 Q2,Aberdeen City,Outside Partnership,85+ years,Number of People,25
2018/19 Q2,Aberdeen City,Outside Partnership,85+ years,Number of Hours,1940
2018/19 Q2,Aberdeenshire,Banff & Buchan,All Ages,"Rate per 1,000 Population",13.2
2018/19 Q2,Aberdeenshire,Banff & Buchan,All Ages,Number of People,485
2018/19 Q2,Aberdeenshire,Banff & Buchan,All Ages,Number of Hours,61505
2018/19 Q2,Aberdeenshire,Banff & Buchan,0-17 years,"Rate per 1,000 Population",0
2018/19 Q2,Aberdeenshire,Banff & Buchan,0-17 years,Number of People,0
2018/19 Q2,Aberdeenshire,Banff & Buchan,0-17 years,Number of Hours,0
2018/19 Q2,Aberdeenshire,Banff & Buchan,18-64 years,"Rate per 1,000 Population",3
2018/19 Q2,Aberdeenshire,Banff & Buchan,18-64 years,Number of People,65
2018/19 Q2,Aberdeenshire,Banff & Buchan,18-64 years,Number of Hours,13175
2018/19 Q2,Aberdeenshire,Banff & Buchan,65-74 years,"Rate per 1,000 Population",16.5
2018/19 Q2,Aberdeenshire,Banff & Buchan,65-74 years,Number of People,75
2018/19 Q2,Aberdeenshire,Banff & Buchan,65-74 years,Number of Hours,8690
2018/19 Q2,Aberdeenshire,Banff & Buchan,75-84 years,"Rate per 1,000 Population",61.3
2018/19 Q2,Aberdeenshire,Banff & Buchan,75-84 years,Number of People,160
2018/19 Q2,Aberdeenshire,Banff & Buchan,75-84 years,Number of Hours,16800
2018/19 Q2,Aberdeenshire,Banff & Buchan,85+ years,"Rate per 1,000 Population",223.4
2018/19 Q2,Aberdeenshire,Banff & Buchan,85+ years,Number of People,185
2018/19 Q2,Aberdeenshire,Banff & Buchan,85+ years,Number of Hours,22845
2018/19 Q2,Aberdeenshire,Buchan,All Ages,"Rate per 1,000 Population",7.7
2018/19 Q2,Aberdeenshire,Buchan,All Ages,Number of People,320
2018/19 Q2,Aberdeenshire,Buchan,All Ages,Number of Hours,32600
2018/19 Q2,Aberdeenshire,Buchan,0-17 years,"Rate per 1,000 Population",0
2018/19 Q2,Aberdeenshire,Buchan,0-17 years,Number of People,0
2018/19 Q2,Aberdeenshire,Buchan,0-17 years,Number of Hours,0
2018/19 Q2,Aberdeenshire,Buchan,18-64 years,"Rate per 1,000 Population",1.7
2018/19 Q2,Aberdeenshire,Buchan,18-64 years,Number of People,45
2018/19 Q2,Aberdeenshire,Buchan,18-64 years,Number of Hours,4900
2018/19 Q2,Aberdeenshire,Buchan,65-74 years,"Rate per 1,000 Population",9.9
2018/19 Q2,Aberdeenshire,Buchan,65-74 years,Number of People,45
2018/19 Q2,Aberdeenshire,Buchan,65-74 years,Number of Hours,4800
2018/19 Q2,Aberdeenshire,Buchan,75-84 years,"Rate per 1,000 Population",44.4
2018/19 Q2,Aberdeenshire,Buchan,75-84 years,Number of People,110
2018/19 Q2,Aberdeenshire,Buchan,75-84 years,Number of Hours,11470
2018/19 Q2,Aberdeenshire,Buchan,85+ years,"Rate per 1,000 Population",138
2018/19 Q2,Aberdeenshire,Buchan,85+ years,Number of People,120
2018/19 Q2,Aberdeenshire,Buchan,85+ years,Number of Hours,11425
2018/19 Q2,Aberdeenshire,Formartine,All Ages,"Rate per 1,000 Population",7.1
2018/19 Q2,Aberdeenshire,Formartine,All Ages,Number of People,310
2018/19 Q2,Aberdeenshire,Formartine,All Ages,Number of Hours,30465
2018/19 Q2,Aberdeenshire,Formartine,0-17 years,"Rate per 1,000 Population",0
2018/19 Q2,Aberdeenshire,Formartine,0-17 years,Number of People,0
2018/19 Q2,Aberdeenshire,Formartine,0-17 years,Number of Hours,0
2018/19 Q2,Aberdeenshire,Formartine,18-64 years,"Rate per 1,000 Population",0.9
2018/19 Q2,Aberdeenshire,Formartine,18-64 years,Number of People,25
2018/19 Q2,Aberdeenshire,Formartine,18-64 years,Number of Hours,3765
2018/19 Q2,Aberdeenshire,Formartine,65-74 years,"Rate per 1,000 Population",9.5
2018/19 Q2,Aberdeenshire,Formartine,65-74 years,Number of People,45
2018/19 Q2,Aberdeenshire,Formartine,65-74 years,Number of Hours,4490
2018/19 Q2,Aberdeenshire,Formartine,75-84 years,"Rate per 1,000 Population",45.1
2018/19 Q2,Aberdeenshire,Formartine,75-84 years,Number of People,105
2018/19 Q2,Aberdeenshire,Formartine,75-84 years,Number of Hours,9615
2018/19 Q2,Aberdeenshire,Formartine,85+ years,"Rate per 1,000 Population",156.8
2018/19 Q2,Aberdeenshire,Formartine,85+ years,Number of People,135
2018/19 Q2,Aberdeenshire,Formartine,85+ years,Number of Hours,12590
2018/19 Q2,Aberdeenshire,Garioch,All Ages,"Rate per 1,000 Population",7.7
2018/19 Q2,Aberdeenshire,Garioch,All Ages,Number of People,430
2018/19 Q2,Aberdeenshire,Garioch,All Ages,Number of Hours,43545
2018/19 Q2,Aberdeenshire,Garioch,0-17 years,"Rate per 1,000 Population",0
2018/19 Q2,Aberdeenshire,Garioch,0-17 years,Number of People,0
2018/19 Q2,Aberdeenshire,Garioch,0-17 years,Number of Hours,0
2018/19 Q2,Aberdeenshire,Garioch,18-64 years,"Rate per 1,000 Population",1.5
2018/19 Q2,Aberdeenshire,Garioch,18-64 years,Number of People,50
2018/19 Q2,Aberdeenshire,Garioch,18-64 years,Number of Hours,7260
2018/19 Q2,Aberdeenshire,Garioch,65-74 years,"Rate per 1,000 Population",11.2
2018/19 Q2,Aberdeenshire,Garioch,65-74 years,Number of People,60
2018/19 Q2,Aberdeenshire,Garioch,65-74 years,Number of Hours,6325
2018/19 Q2,Aberdeenshire,Garioch,75-84 years,"Rate per 1,000 Population",52.7
2018/19 Q2,Aberdeenshire,Garioch,75-84 years,Number of People,150
2018/19 Q2,Aberdeenshire,Garioch,75-84 years,Number of Hours,12350
2018/19 Q2,Aberdeenshire,Garioch,85+ years,"Rate per 1,000 Population",173.4
2018/19 Q2,Aberdeenshire,Garioch,85+ years,Number of People,165
2018/19 Q2,Aberdeenshire,Garioch,85+ years,Number of Hours,17610
2018/19 Q2,Aberdeenshire,Kincardine & Mearns,All Ages,"Rate per 1,000 Population",6.2
2018/19 Q2,Aberdeenshire,Kincardine & Mearns,All Ages,Number of People,280
2018/19 Q2,Aberdeenshire,Kincardine & Mearns,All Ages,Number of Hours,19335
2018/19 Q2,Aberdeenshire,Kincardine & Mearns,0-17 years,"Rate per 1,000 Population",0
2018/19 Q2,Aberdeenshire,Kincardine & Mearns,0-17 years,Number of People,0
2018/19 Q2,Aberdeenshire,Kincardine & Mearns,0-17 years,Number of Hours,0
2018/19 Q2,Aberdeenshire,Kincardine & Mearns,18-64 years,"Rate per 1,000 Population",1.6
2018/19 Q2,Aberdeenshire,Kincardine & Mearns,18-64 years,Number of People,45
2018/19 Q2,Aberdeenshire,Kincardine & Mearns,18-64 years,Number of Hours,3140
2018/19 Q2,Aberdeenshire,Kincardine & Mearns,65-74 years,"Rate per 1,000 Population",8.7
2018/19 Q2,Aberdeenshire,Kincardine & Mearns,65-74 years,Number of People,40
2018/19 Q2,Aberdeenshire,Kincardine & Mearns,65-74 years,Number of Hours,3105
2018/19 Q2,Aberdeenshire,Kincardine & Mearns,75-84 years,"Rate per 1,000 Population",38.1
2018/19 Q2,Aberdeenshire,Kincardine & Mearns,75-84 years,Number of People,90
2018/19 Q2,Aberdeenshire,Kincardine & Mearns,75-84 years,Number of Hours,5520
2018/19 Q2,Aberdeenshire,Kincardine & Mearns,85+ years,"Rate per 1,000 Population",126.8
2018/19 Q2,Aberdeenshire,Kincardine & Mearns,85+ years,Number of People,110
2018/19 Q2,Aberdeenshire,Kincardine & Mearns,85+ years,Number of Hours,7570
2018/19 Q2,Aberdeenshire,Marr,All Ages,"Rate per 1,000 Population",9.1
2018/19 Q2,Aberdeenshire,Marr,All Ages,Number of People,345
2018/19 Q2,Aberdeenshire,Marr,All Ages,Number of Hours,24535
2018/19 Q2,Aberdeenshire,Marr,0-17 years,"Rate per 1,000 Population",0
2018/19 Q2,Aberdeenshire,Marr,0-17 years,Number of People,0
2018/19 Q2,Aberdeenshire,Marr,0-17 years,Number of Hours,0
2018/19 Q2,Aberdeenshire,Marr,18-64 years,"Rate per 1,000 Population",1.3
2018/19 Q2,Aberdeenshire,Marr,18-64 years,Number of People,30
2018/19 Q2,Aberdeenshire,Marr,18-64 years,Number of Hours,3545
2018/19 Q2,Aberdeenshire,Marr,65-74 years,"Rate per 1,000 Population",9.4
2018/19 Q2,Aberdeenshire,Marr,65-74 years,Number of People,45
2018/19 Q2,Aberdeenshire,Marr,65-74 years,Number of Hours,3125
2018/19 Q2,Aberdeenshire,Marr,75-84 years,"Rate per 1,000 Population",37.1
2018/19 Q2,Aberdeenshire,Marr,75-84 years,Number of People,100
2018/19 Q2,Aberdeenshire,Marr,75-84 years,Number of Hours,6215
2018/19 Q2,Aberdeenshire,Marr,85+ years,"Rate per 1,000 Population",145.4
2018/19 Q2,Aberdeenshire,Marr,85+ years,Number of People,170
2018/19 Q2,Aberdeenshire,Marr,85+ years,Number of Hours,11650
2018/19 Q2,Aberdeenshire,Outside Partnership,All Ages,Number of People,85
2018/19 Q2,Aberdeenshire,Outside Partnership,All Ages,Number of Hours,7985
2018/19 Q2,Aberdeenshire,Outside Partnership,0-17 years,Number of People,0
2018/19 Q2,Aberdeenshire,Outside Partnership,0-17 years,Number of Hours,0
2018/19 Q2,Aberdeenshire,Outside Partnership,18-64 years,Number of People,10
2018/19 Q2,Aberdeenshire,Outside Partnership,18-64 years,Number of Hours,1545
2018/19 Q2,Aberdeenshire,Outside Partnership,65-74 years,Number of People,10
2018/19 Q2,Aberdeenshire,Outside Partnership,65-74 years,Number of Hours,1185
2018/19 Q2,Aberdeenshire,Outside Partnership,75-84 years,Number of People,35
2018/19 Q2,Aberdeenshire,Outside Partnership,75-84 years,Number of Hours,2835
2018/19 Q2,Aberdeenshire,Outside Partnership,85+ years,Number of People,30
2018/19 Q2,Aberdeenshire,Outside Partnership,85+ years,Number of Hours,2420
2018/19 Q2,Angus,Angus North East,All Ages,"Rate per 1,000 Population",7.3
2018/19 Q2,Angus,Angus North East,All Ages,Number of People,190
2018/19 Q2,Angus,Angus North East,All Ages,Number of Hours,18235
2018/19 Q2,Angus,Angus North East,0-17 years,"Rate per 1,000 Population",0
2018/19 Q2,Angus,Angus North East,0-17 years,Number of People,0
2018/19 Q2,Angus,Angus North East,0-17 years,Number of Hours,0
2018/19 Q2,Angus,Angus North East,18-64 years,"Rate per 1,000 Population",3.4
2018/19 Q2,Angus,Angus North East,18-64 years,Number of People,50
2018/19 Q2,Angus,Angus North East,18-64 years,Number of Hours,6945
2018/19 Q2,Angus,Angus North East,65-74 years,"Rate per 1,000 Population",8.5
2018/19 Q2,Angus,Angus North East,65-74 years,Number of People,25
2018/19 Q2,Angus,Angus North East,65-74 years,Number of Hours,3370
2018/19 Q2,Angus,Angus North East,75-84 years,"Rate per 1,000 Population",30.3
2018/19 Q2,Angus,Angus North East,75-84 years,Number of People,60
2018/19 Q2,Angus,Angus North East,75-84 years,Number of Hours,4310
2018/19 Q2,Angus,Angus North East,85+ years,"Rate per 1,000 Population",66.7
2018/19 Q2,Angus,Angus North East,85+ years,Number of People,55
2018/19 Q2,Angus,Angus North East,85+ years,Number of Hours,3605
2018/19 Q2,Angus,Angus North West,All Ages,"Rate per 1,000 Population",7.4
2018/19 Q2,Angus,Angus North West,All Ages,Number of People,265
2018/19 Q2,Angus,Angus North West,All Ages,Number of Hours,22250
2018/19 Q2,Angus,Angus North West,0-17 years,"Rate per 1,000 Population",0.2
2018/19 Q2,Angus,Angus North West,0-17 years,Number of People,0
2018/19 Q2,Angus,Angus North West,0-17 years,Number of Hours,90
2018/19 Q2,Angus,Angus North West,18-64 years,"Rate per 1,000 Population",5.2
2018/19 Q2,Angus,Angus North West,18-64 years,Number of People,105
2018/19 Q2,Angus,Angus North West,18-64 years,Number of Hours,10535
2018/19 Q2,Angus,Angus North West,65-74 years,"Rate per 1,000 Population",8
2018/19 Q2,Angus,Angus North West,65-74 years,Number of People,40
2018/19 Q2,Angus,Angus North West,65-74 years,Number of Hours,3160
2018/19 Q2,Angus,Angus North West,75-84 years,"Rate per 1,000 Population",19.3
2018/19 Q2,Angus,Angus North West,75-84 years,Number of People,55
2018/19 Q2,Angus,Angus North West,75-84 years,Number of Hours,3445
2018/19 Q2,Angus,Angus North West,85+ years,"Rate per 1,000 Population",66.9
