financial_year,sending_location,service,age_group,measure,value,scotland_value
2018/19,Inverclyde,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",0,10.850960309987434
2018/19,Inverclyde,Receiving both Community Alarm and Telecare,75-84 years,Number of People,0,12755
2018/19,Inverclyde,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",0,38.49287783679382
2018/19,Inverclyde,Receiving both Community Alarm and Telecare,85+ years,Number of People,0,13520
2018/19,Inverclyde,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",0,109.58371158085852
2018/19,Inverclyde,Receiving both Community Alarm and Telecare,Unknown,Number of People,0,0
2018/19,Inverclyde,Receiving both Community Alarm and Telecare,Unknown,"Rate per 1,000 Population",0,0
2018/19,Inverclyde,Total Community Alarms and/or Telecare,All Ages,Number of People,3115,125120
2018/19,Inverclyde,Total Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",39.9,23.00803589488976
2018/19,Inverclyde,Total Community Alarms and/or Telecare,0-17 years,Number of People,0,540
2018/19,Inverclyde,Total Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",0,0.5248843796352637
2018/19,Inverclyde,Total Community Alarms and/or Telecare,18-64 years,Number of People,490,16650
2018/19,Inverclyde,Total Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",10.3,4.921393667747699
2018/19,Inverclyde,Total Community Alarms and/or Telecare,65-74 years,Number of People,530,20150
2018/19,Inverclyde,Total Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",59,35.26562100745916
2018/19,Inverclyde,Total Community Alarms and/or Telecare,75-84 years,Number of People,1100,43875
2018/19,Inverclyde,Total Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",206.8,132.408860453887
2018/19,Inverclyde,Total Community Alarms and/or Telecare,85+ years,Number of People,990,43875
2018/19,Inverclyde,Total Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",476.6,355.6202178705745
2018/19,Inverclyde,Total Community Alarms and/or Telecare,Unknown,Number of People,0,0
2018/19,Inverclyde,Total Community Alarms and/or Telecare,Unknown,"Rate per 1,000 Population",0,0
2018/19,Midlothian,Community Alarm Only,All Ages,Number of People,945,71815
2018/19,Midlothian,Community Alarm Only,All Ages,"Rate per 1,000 Population",10.3,13.205899119177653
2018/19,Midlothian,Community Alarm Only,0-17 years,Number of People,5,100
2018/19,Midlothian,Community Alarm Only,0-17 years,"Rate per 1,000 Population",0.3,0.09720081104356736
2018/19,Midlothian,Community Alarm Only,18-64 years,Number of People,95,8170
2018/19,Midlothian,Community Alarm Only,18-64 years,"Rate per 1,000 Population",1.7,2.4148820579879096
2018/19,Midlothian,Community Alarm Only,65-74 years,Number of People,170,11615
2018/19,Midlothian,Community Alarm Only,65-74 years,"Rate per 1,000 Population",17.1,20.32804903233936
2018/19,Midlothian,Community Alarm Only,75-84 years,Number of People,380,26210
2018/19,Midlothian,Community Alarm Only,75-84 years,"Rate per 1,000 Population",71.5,79.09826170931917
2018/19,Midlothian,Community Alarm Only,85+ years,Number of People,295,25710
2018/19,Midlothian,Community Alarm Only,85+ years,"Rate per 1,000 Population",166,208.3873686940734
2018/19,Midlothian,Community Alarm Only,Unknown,Number of People,0,0
2018/19,Midlothian,Community Alarm Only,Unknown,"Rate per 1,000 Population",0,0
2018/19,Midlothian,Telecare Only,All Ages,Number of People,1270,15270
2018/19,Midlothian,Telecare Only,All Ages,"Rate per 1,000 Population",13.9,2.807966017542892
2018/19,Midlothian,Telecare Only,0-17 years,Number of People,20,330
2018/19,Midlothian,Telecare Only,0-17 years,"Rate per 1,000 Population",1,0.32076267644377227
2018/19,Midlothian,Telecare Only,18-64 years,Number of People,225,3040
2018/19,Midlothian,Telecare Only,18-64 years,"Rate per 1,000 Population",4.1,0.8985607657629432
2018/19,Midlothian,Telecare Only,65-74 years,Number of People,190,2335
2018/19,Midlothian,Telecare Only,65-74 years,"Rate per 1,000 Population",19.1,4.086611665132365
2018/19,Midlothian,Telecare Only,75-84 years,Number of People,430,4915
2018/19,Midlothian,Telecare Only,75-84 years,"Rate per 1,000 Population",80.9,14.832810236600677
2018/19,Midlothian,Telecare Only,85+ years,Number of People,400,4645
2018/19,Midlothian,Telecare Only,85+ years,"Rate per 1,000 Population",225.1,37.64913759564259
2018/19,Midlothian,Telecare Only,Unknown,Number of People,0,0
2018/19,Midlothian,Telecare Only,Unknown,"Rate per 1,000 Population",0,0
2018/19,Midlothian,Receiving both Community Alarm and Telecare,All Ages,Number of People,65,38030
2018/19,Midlothian,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",0.7,6.993251319394641
2018/19,Midlothian,Receiving both Community Alarm and Telecare,0-17 years,Number of People,0,115
2018/19,Midlothian,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0,0.11178093270010245
2018/19,Midlothian,Receiving both Community Alarm and Telecare,18-64 years,Number of People,5,5445
2018/19,Midlothian,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",0.1,1.6094287399931662
2018/19,Midlothian,Receiving both Community Alarm and Telecare,65-74 years,Number of People,10,6200
2018/19,Midlothian,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",1,10.850960309987434
2018/19,Midlothian,Receiving both Community Alarm and Telecare,75-84 years,Number of People,25,12755
2018/19,Midlothian,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",4.7,38.49287783679382
2018/19,Midlothian,Receiving both Community Alarm and Telecare,85+ years,Number of People,25,13520
2018/19,Midlothian,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",14.1,109.58371158085852
2018/19,Midlothian,Receiving both Community Alarm and Telecare,Unknown,Number of People,0,0
2018/19,Midlothian,Receiving both Community Alarm and Telecare,Unknown,"Rate per 1,000 Population",0,0
2018/19,Midlothian,Total Community Alarms and/or Telecare,All Ages,Number of People,2280,125120
2018/19,Midlothian,Total Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",25,23.00803589488976
2018/19,Midlothian,Total Community Alarms and/or Telecare,0-17 years,Number of People,25,540
2018/19,Midlothian,Total Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",1.3,0.5248843796352637
2018/19,Midlothian,Total Community Alarms and/or Telecare,18-64 years,Number of People,325,16650
2018/19,Midlothian,Total Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",5.9,4.921393667747699
2018/19,Midlothian,Total Community Alarms and/or Telecare,65-74 years,Number of People,370,20150
2018/19,Midlothian,Total Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",37.2,35.26562100745916
2018/19,Midlothian,Total Community Alarms and/or Telecare,75-84 years,Number of People,835,43875
2018/19,Midlothian,Total Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",157.2,132.408860453887
2018/19,Midlothian,Total Community Alarms and/or Telecare,85+ years,Number of People,725,43875
2018/19,Midlothian,Total Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",408,355.6202178705745
2018/19,Midlothian,Total Community Alarms and/or Telecare,Unknown,Number of People,0,0
2018/19,Midlothian,Total Community Alarms and/or Telecare,Unknown,"Rate per 1,000 Population",0,0
2018/19,Moray,Community Alarm Only,All Ages,Number of People,1890,71815
2018/19,Moray,Community Alarm Only,All Ages,"Rate per 1,000 Population",19.8,13.205899119177653
2018/19,Moray,Community Alarm Only,0-17 years,Number of People,0,100
2018/19,Moray,Community Alarm Only,0-17 years,"Rate per 1,000 Population",0,0.09720081104356736
2018/19,Moray,Community Alarm Only,18-64 years,Number of People,205,8170
2018/19,Moray,Community Alarm Only,18-64 years,"Rate per 1,000 Population",3.6,2.4148820579879096
2018/19,Moray,Community Alarm Only,65-74 years,Number of People,240,11615
2018/19,Moray,Community Alarm Only,65-74 years,"Rate per 1,000 Population",21.4,20.32804903233936
2018/19,Moray,Community Alarm Only,75-84 years,Number of People,610,26210
2018/19,Moray,Community Alarm Only,75-84 years,"Rate per 1,000 Population",91.7,79.09826170931917
2018/19,Moray,Community Alarm Only,85+ years,Number of People,830,25710
2018/19,Moray,Community Alarm Only,85+ years,"Rate per 1,000 Population",327.5,208.3873686940734
2018/19,Moray,Community Alarm Only,Unknown,Number of People,0,0
2018/19,Moray,Community Alarm Only,Unknown,"Rate per 1,000 Population",0,0
2018/19,Moray,Telecare Only,All Ages,Number of People,65,15270
2018/19,Moray,Telecare Only,All Ages,"Rate per 1,000 Population",0.7,2.807966017542892
2018/19,Moray,Telecare Only,0-17 years,Number of People,0,330
2018/19,Moray,Telecare Only,0-17 years,"Rate per 1,000 Population",0,0.32076267644377227
2018/19,Moray,Telecare Only,18-64 years,Number of People,15,3040
2018/19,Moray,Telecare Only,18-64 years,"Rate per 1,000 Population",0.3,0.8985607657629432
2018/19,Moray,Telecare Only,65-74 years,Number of People,15,2335
2018/19,Moray,Telecare Only,65-74 years,"Rate per 1,000 Population",1.3,4.086611665132365
2018/19,Moray,Telecare Only,75-84 years,Number of People,15,4915
2018/19,Moray,Telecare Only,75-84 years,"Rate per 1,000 Population",2.3,14.832810236600677
2018/19,Moray,Telecare Only,85+ years,Number of People,20,4645
2018/19,Moray,Telecare Only,85+ years,"Rate per 1,000 Population",7.9,37.64913759564259
2018/19,Moray,Telecare Only,Unknown,Number of People,0,0
2018/19,Moray,Telecare Only,Unknown,"Rate per 1,000 Population",0,0
2018/19,Moray,Receiving both Community Alarm and Telecare,All Ages,Number of People,35,38030
2018/19,Moray,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",0.4,6.993251319394641
2018/19,Moray,Receiving both Community Alarm and Telecare,0-17 years,Number of People,0,115
2018/19,Moray,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0,0.11178093270010245
2018/19,Moray,Receiving both Community Alarm and Telecare,18-64 years,Number of People,10,5445
2018/19,Moray,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",0.2,1.6094287399931662
2018/19,Moray,Receiving both Community Alarm and Telecare,65-74 years,Number of People,5,6200
2018/19,Moray,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",0.4,10.850960309987434
2018/19,Moray,Receiving both Community Alarm and Telecare,75-84 years,Number of People,5,12755
2018/19,Moray,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",0.8,38.49287783679382
2018/19,Moray,Receiving both Community Alarm and Telecare,85+ years,Number of People,15,13520
2018/19,Moray,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",5.9,109.58371158085852
2018/19,Moray,Receiving both Community Alarm and Telecare,Unknown,Number of People,0,0
2018/19,Moray,Receiving both Community Alarm and Telecare,Unknown,"Rate per 1,000 Population",0,0
2018/19,Moray,Total Community Alarms and/or Telecare,All Ages,Number of People,1990,125120
2018/19,Moray,Total Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",20.8,23.00803589488976
2018/19,Moray,Total Community Alarms and/or Telecare,0-17 years,Number of People,5,540
2018/19,Moray,Total Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",0.3,0.5248843796352637
2018/19,Moray,Total Community Alarms and/or Telecare,18-64 years,Number of People,230,16650
2018/19,Moray,Total Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",4.1,4.921393667747699
2018/19,Moray,Total Community Alarms and/or Telecare,65-74 years,Number of People,260,20150
2018/19,Moray,Total Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",23.1,35.26562100745916
2018/19,Moray,Total Community Alarms and/or Telecare,75-84 years,Number of People,630,43875
2018/19,Moray,Total Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",94.7,132.408860453887
2018/19,Moray,Total Community Alarms and/or Telecare,85+ years,Number of People,865,43875
2018/19,Moray,Total Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",341.4,355.6202178705745
2018/19,Moray,Total Community Alarms and/or Telecare,Unknown,Number of People,0,0
2018/19,Moray,Total Community Alarms and/or Telecare,Unknown,"Rate per 1,000 Population",0,0
2018/19,Na h-Eileanan Siar,Community Alarm Only,All Ages,Number of People,735,71815
2018/19,Na h-Eileanan Siar,Community Alarm Only,All Ages,"Rate per 1,000 Population",27.4,13.205899119177653
2018/19,Na h-Eileanan Siar,Community Alarm Only,0-17 years,Number of People,0,100
2018/19,Na h-Eileanan Siar,Community Alarm Only,0-17 years,"Rate per 1,000 Population",0,0.09720081104356736
2018/19,Na h-Eileanan Siar,Community Alarm Only,18-64 years,Number of People,55,8170
2018/19,Na h-Eileanan Siar,Community Alarm Only,18-64 years,"Rate per 1,000 Population",3.6,2.4148820579879096
2018/19,Na h-Eileanan Siar,Community Alarm Only,65-74 years,Number of People,125,11615
2018/19,Na h-Eileanan Siar,Community Alarm Only,65-74 years,"Rate per 1,000 Population",34.1,20.32804903233936
2018/19,Na h-Eileanan Siar,Community Alarm Only,75-84 years,Number of People,310,26210
2018/19,Na h-Eileanan Siar,Community Alarm Only,75-84 years,"Rate per 1,000 Population",136.9,79.09826170931917
2018/19,Na h-Eileanan Siar,Community Alarm Only,85+ years,Number of People,245,25710
2018/19,Na h-Eileanan Siar,Community Alarm Only,85+ years,"Rate per 1,000 Population",273.4,208.3873686940734
2018/19,Na h-Eileanan Siar,Community Alarm Only,Unknown,Number of People,0,0
2018/19,Na h-Eileanan Siar,Community Alarm Only,Unknown,"Rate per 1,000 Population",0,0
2018/19,Na h-Eileanan Siar,Telecare Only,All Ages,Number of People,35,15270
2018/19,Na h-Eileanan Siar,Telecare Only,All Ages,"Rate per 1,000 Population",1.3,2.807966017542892
2018/19,Na h-Eileanan Siar,Telecare Only,0-17 years,Number of People,5,330
2018/19,Na h-Eileanan Siar,Telecare Only,0-17 years,"Rate per 1,000 Population",1,0.32076267644377227
2018/19,Na h-Eileanan Siar,Telecare Only,18-64 years,Number of People,5,3040
2018/19,Na h-Eileanan Siar,Telecare Only,18-64 years,"Rate per 1,000 Population",0.3,0.8985607657629432
2018/19,Na h-Eileanan Siar,Telecare Only,65-74 years,Number of People,5,2335
2018/19,Na h-Eileanan Siar,Telecare Only,65-74 years,"Rate per 1,000 Population",1.4,4.086611665132365
2018/19,Na h-Eileanan Siar,Telecare Only,75-84 years,Number of People,10,4915
2018/19,Na h-Eileanan Siar,Telecare Only,75-84 years,"Rate per 1,000 Population",4.4,14.832810236600677
2018/19,Na h-Eileanan Siar,Telecare Only,85+ years,Number of People,10,4645
2018/19,Na h-Eileanan Siar,Telecare Only,85+ years,"Rate per 1,000 Population",11.2,37.64913759564259
2018/19,Na h-Eileanan Siar,Telecare Only,Unknown,Number of People,0,0
2018/19,Na h-Eileanan Siar,Telecare Only,Unknown,"Rate per 1,000 Population",0,0
2018/19,Na h-Eileanan Siar,Receiving both Community Alarm and Telecare,All Ages,Number of People,430,38030
2018/19,Na h-Eileanan Siar,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",16,6.993251319394641
2018/19,Na h-Eileanan Siar,Receiving both Community Alarm and Telecare,0-17 years,Number of People,0,115
2018/19,Na h-Eileanan Siar,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0,0.11178093270010245
2018/19,Na h-Eileanan Siar,Receiving both Community Alarm and Telecare,18-64 years,Number of People,40,5445
2018/19,Na h-Eileanan Siar,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",2.6,1.6094287399931662
2018/19,Na h-Eileanan Siar,Receiving both Community Alarm and Telecare,65-74 years,Number of People,35,6200
