financial_year,sending_location,service,age_group,living_alone_status,la_status_nclient,propn_la_status_nclient
2018/19,East Ayrshire,Total community alarms and/or telecare,18-64 years,Unknown,0,0
2018/19,East Ayrshire,Total community alarms and/or telecare,18-64 years,Not Recorded,0,0
2018/19,East Ayrshire,Total community alarms and/or telecare,65-74 years,Living Alone,75,10.9
2018/19,East Ayrshire,Total community alarms and/or telecare,65-74 years,Not Living Alone,605,88.3
2018/19,East Ayrshire,Total community alarms and/or telecare,65-74 years,Unknown,5,0.7
2018/19,East Ayrshire,Total community alarms and/or telecare,65-74 years,Not Recorded,0,0
2018/19,East Ayrshire,Total community alarms and/or telecare,75-84 years,Living Alone,180,10.7
2018/19,East Ayrshire,Total community alarms and/or telecare,75-84 years,Not Living Alone,1490,89
2018/19,East Ayrshire,Total community alarms and/or telecare,75-84 years,Unknown,5,0.3
2018/19,East Ayrshire,Total community alarms and/or telecare,75-84 years,Not Recorded,0,0
2018/19,East Ayrshire,Total community alarms and/or telecare,85+ years,Living Alone,240,16.8
2018/19,East Ayrshire,Total community alarms and/or telecare,85+ years,Not Living Alone,1185,83.2
2018/19,East Ayrshire,Total community alarms and/or telecare,85+ years,Unknown,0,0
2018/19,East Ayrshire,Total community alarms and/or telecare,85+ years,Not Recorded,0,0
2018/19,East Ayrshire,Total community alarms and/or telecare,Unknown,Living Alone,0,0
2018/19,East Ayrshire,Total community alarms and/or telecare,Unknown,Not Living Alone,0,0
2018/19,East Ayrshire,Total community alarms and/or telecare,Unknown,Unknown,0,0
2018/19,East Ayrshire,Total community alarms and/or telecare,Unknown,Not Recorded,0,0
2019/20,East Ayrshire,Community alarm only,All Ages,Living Alone,125,14.9
2019/20,East Ayrshire,Community alarm only,All Ages,Not Living Alone,715,85.1
2019/20,East Ayrshire,Community alarm only,All Ages,Unknown,0,0
2019/20,East Ayrshire,Community alarm only,All Ages,Not Recorded,0,0
2019/20,East Ayrshire,Community alarm only,0-17 years,Living Alone,0,0
2019/20,East Ayrshire,Community alarm only,0-17 years,Not Living Alone,0,0
2019/20,East Ayrshire,Community alarm only,0-17 years,Unknown,0,0
2019/20,East Ayrshire,Community alarm only,0-17 years,Not Recorded,0,0
2019/20,East Ayrshire,Community alarm only,18-64 years,Living Alone,25,31.2
2019/20,East Ayrshire,Community alarm only,18-64 years,Not Living Alone,55,68.8
2019/20,East Ayrshire,Community alarm only,18-64 years,Unknown,0,0
2019/20,East Ayrshire,Community alarm only,18-64 years,Not Recorded,0,0
2019/20,East Ayrshire,Community alarm only,65-74 years,Living Alone,15,10.3
2019/20,East Ayrshire,Community alarm only,65-74 years,Not Living Alone,130,89.7
2019/20,East Ayrshire,Community alarm only,65-74 years,Unknown,0,0
2019/20,East Ayrshire,Community alarm only,65-74 years,Not Recorded,0,0
2019/20,East Ayrshire,Community alarm only,75-84 years,Living Alone,35,10.9
2019/20,East Ayrshire,Community alarm only,75-84 years,Not Living Alone,285,89.1
2019/20,East Ayrshire,Community alarm only,75-84 years,Unknown,0,0
2019/20,East Ayrshire,Community alarm only,75-84 years,Not Recorded,0,0
2019/20,East Ayrshire,Community alarm only,85+ years,Living Alone,50,17.5
2019/20,East Ayrshire,Community alarm only,85+ years,Not Living Alone,235,82.5
2019/20,East Ayrshire,Community alarm only,85+ years,Unknown,0,0
2019/20,East Ayrshire,Community alarm only,85+ years,Not Recorded,0,0
2019/20,East Ayrshire,Telecare only,All Ages,Living Alone,65,14
2019/20,East Ayrshire,Telecare only,All Ages,Not Living Alone,400,86
2019/20,East Ayrshire,Telecare only,All Ages,Unknown,0,0
2019/20,East Ayrshire,Telecare only,All Ages,Not Recorded,0,0
2019/20,East Ayrshire,Telecare only,0-17 years,Living Alone,0,0
2019/20,East Ayrshire,Telecare only,0-17 years,Not Living Alone,30,100
2019/20,East Ayrshire,Telecare only,0-17 years,Unknown,0,0
2019/20,East Ayrshire,Telecare only,0-17 years,Not Recorded,0,0
2019/20,East Ayrshire,Telecare only,18-64 years,Living Alone,20,19
2019/20,East Ayrshire,Telecare only,18-64 years,Not Living Alone,85,81
2019/20,East Ayrshire,Telecare only,18-64 years,Unknown,0,0
2019/20,East Ayrshire,Telecare only,18-64 years,Not Recorded,0,0
2019/20,East Ayrshire,Telecare only,65-74 years,Living Alone,5,10
2019/20,East Ayrshire,Telecare only,65-74 years,Not Living Alone,45,90
2019/20,East Ayrshire,Telecare only,65-74 years,Unknown,0,0
2019/20,East Ayrshire,Telecare only,65-74 years,Not Recorded,0,0
2019/20,East Ayrshire,Telecare only,75-84 years,Living Alone,10,9.1
2019/20,East Ayrshire,Telecare only,75-84 years,Not Living Alone,100,90.9
2019/20,East Ayrshire,Telecare only,75-84 years,Unknown,0,0
2019/20,East Ayrshire,Telecare only,75-84 years,Not Recorded,0,0
2019/20,East Ayrshire,Telecare only,85+ years,Living Alone,25,15.6
2019/20,East Ayrshire,Telecare only,85+ years,Not Living Alone,135,84.4
2019/20,East Ayrshire,Telecare only,85+ years,Unknown,0,0
2019/20,East Ayrshire,Telecare only,85+ years,Not Recorded,0,0
2019/20,East Ayrshire,Receiving both community alarm and telecare,All Ages,Living Alone,405,13.5
2019/20,East Ayrshire,Receiving both community alarm and telecare,All Ages,Not Living Alone,2605,86.5
2019/20,East Ayrshire,Receiving both community alarm and telecare,All Ages,Unknown,0,0
2019/20,East Ayrshire,Receiving both community alarm and telecare,All Ages,Not Recorded,0,0
2019/20,East Ayrshire,Receiving both community alarm and telecare,0-17 years,Living Alone,0,0
2019/20,East Ayrshire,Receiving both community alarm and telecare,0-17 years,Not Living Alone,0,0
2019/20,East Ayrshire,Receiving both community alarm and telecare,0-17 years,Unknown,0,0
2019/20,East Ayrshire,Receiving both community alarm and telecare,0-17 years,Not Recorded,0,0
2019/20,East Ayrshire,Receiving both community alarm and telecare,18-64 years,Living Alone,90,22
2019/20,East Ayrshire,Receiving both community alarm and telecare,18-64 years,Not Living Alone,320,78
2019/20,East Ayrshire,Receiving both community alarm and telecare,18-64 years,Unknown,0,0
2019/20,East Ayrshire,Receiving both community alarm and telecare,18-64 years,Not Recorded,0,0
2019/20,East Ayrshire,Receiving both community alarm and telecare,65-74 years,Living Alone,55,12.8
2019/20,East Ayrshire,Receiving both community alarm and telecare,65-74 years,Not Living Alone,375,87.2
2019/20,East Ayrshire,Receiving both community alarm and telecare,65-74 years,Unknown,0,0
2019/20,East Ayrshire,Receiving both community alarm and telecare,65-74 years,Not Recorded,0,0
2019/20,East Ayrshire,Receiving both community alarm and telecare,75-84 years,Living Alone,120,10.3
2019/20,East Ayrshire,Receiving both community alarm and telecare,75-84 years,Not Living Alone,1050,89.7
2019/20,East Ayrshire,Receiving both community alarm and telecare,75-84 years,Unknown,0,0
2019/20,East Ayrshire,Receiving both community alarm and telecare,75-84 years,Not Recorded,0,0
2019/20,East Ayrshire,Receiving both community alarm and telecare,85+ years,Living Alone,140,14
2019/20,East Ayrshire,Receiving both community alarm and telecare,85+ years,Not Living Alone,860,86
2019/20,East Ayrshire,Receiving both community alarm and telecare,85+ years,Unknown,0,0
2019/20,East Ayrshire,Receiving both community alarm and telecare,85+ years,Not Recorded,0,0
2019/20,East Ayrshire,Total community alarms and/or telecare,All Ages,Living Alone,595,13.8
2019/20,East Ayrshire,Total community alarms and/or telecare,All Ages,Not Living Alone,3715,86.2
2019/20,East Ayrshire,Total community alarms and/or telecare,All Ages,Unknown,0,0
2019/20,East Ayrshire,Total community alarms and/or telecare,All Ages,Not Recorded,0,0
2019/20,East Ayrshire,Total community alarms and/or telecare,0-17 years,Living Alone,0,0
2019/20,East Ayrshire,Total community alarms and/or telecare,0-17 years,Not Living Alone,30,100
2019/20,East Ayrshire,Total community alarms and/or telecare,0-17 years,Unknown,0,0
2019/20,East Ayrshire,Total community alarms and/or telecare,0-17 years,Not Recorded,0,0
2019/20,East Ayrshire,Total community alarms and/or telecare,18-64 years,Living Alone,135,22.5
2019/20,East Ayrshire,Total community alarms and/or telecare,18-64 years,Not Living Alone,465,77.5
2019/20,East Ayrshire,Total community alarms and/or telecare,18-64 years,Unknown,0,0
2019/20,East Ayrshire,Total community alarms and/or telecare,18-64 years,Not Recorded,0,0
2019/20,East Ayrshire,Total community alarms and/or telecare,65-74 years,Living Alone,75,12
2019/20,East Ayrshire,Total community alarms and/or telecare,65-74 years,Not Living Alone,550,88
2019/20,East Ayrshire,Total community alarms and/or telecare,65-74 years,Unknown,0,0
2019/20,East Ayrshire,Total community alarms and/or telecare,65-74 years,Not Recorded,0,0
2019/20,East Ayrshire,Total community alarms and/or telecare,75-84 years,Living Alone,170,10.6
2019/20,East Ayrshire,Total community alarms and/or telecare,75-84 years,Not Living Alone,1440,89.4
2019/20,East Ayrshire,Total community alarms and/or telecare,75-84 years,Unknown,0,0
2019/20,East Ayrshire,Total community alarms and/or telecare,75-84 years,Not Recorded,0,0
2019/20,East Ayrshire,Total community alarms and/or telecare,85+ years,Living Alone,215,14.9
2019/20,East Ayrshire,Total community alarms and/or telecare,85+ years,Not Living Alone,1230,85.1
2019/20,East Ayrshire,Total community alarms and/or telecare,85+ years,Unknown,0,0
2019/20,East Ayrshire,Total community alarms and/or telecare,85+ years,Not Recorded,0,0
2020/21,East Ayrshire,Community alarm only,All Ages,Living Alone,350,23.6
2020/21,East Ayrshire,Community alarm only,All Ages,Not Living Alone,1135,76.4
2020/21,East Ayrshire,Community alarm only,All Ages,Unknown,0,0
2020/21,East Ayrshire,Community alarm only,All Ages,Not Recorded,0,0
2020/21,East Ayrshire,Community alarm only,0-17 years,Living Alone,0,0
2020/21,East Ayrshire,Community alarm only,0-17 years,Not Living Alone,0,0
2020/21,East Ayrshire,Community alarm only,0-17 years,Unknown,0,0
2020/21,East Ayrshire,Community alarm only,0-17 years,Not Recorded,0,0
2020/21,East Ayrshire,Community alarm only,18-64 years,Living Alone,55,32.4
2020/21,East Ayrshire,Community alarm only,18-64 years,Not Living Alone,115,67.6
2020/21,East Ayrshire,Community alarm only,18-64 years,Unknown,0,0
2020/21,East Ayrshire,Community alarm only,18-64 years,Not Recorded,0,0
2020/21,East Ayrshire,Community alarm only,65-74 years,Living Alone,45,17.6
2020/21,East Ayrshire,Community alarm only,65-74 years,Not Living Alone,210,82.4
2020/21,East Ayrshire,Community alarm only,65-74 years,Unknown,0,0
2020/21,East Ayrshire,Community alarm only,65-74 years,Not Recorded,0,0
2020/21,East Ayrshire,Community alarm only,75-84 years,Living Alone,125,20.5
2020/21,East Ayrshire,Community alarm only,75-84 years,Not Living Alone,485,79.5
2020/21,East Ayrshire,Community alarm only,75-84 years,Unknown,0,0
2020/21,East Ayrshire,Community alarm only,75-84 years,Not Recorded,0,0
2020/21,East Ayrshire,Community alarm only,85+ years,Living Alone,120,27
2020/21,East Ayrshire,Community alarm only,85+ years,Not Living Alone,325,73
2020/21,East Ayrshire,Community alarm only,85+ years,Unknown,0,0
2020/21,East Ayrshire,Community alarm only,85+ years,Not Recorded,0,0
2020/21,East Ayrshire,Telecare only,All Ages,Living Alone,115,19.8
2020/21,East Ayrshire,Telecare only,All Ages,Not Living Alone,465,80.2
2020/21,East Ayrshire,Telecare only,All Ages,Unknown,0,0
2020/21,East Ayrshire,Telecare only,All Ages,Not Recorded,0,0
2020/21,East Ayrshire,Telecare only,0-17 years,Living Alone,0,0
2020/21,East Ayrshire,Telecare only,0-17 years,Not Living Alone,35,100
2020/21,East Ayrshire,Telecare only,0-17 years,Unknown,0,0
2020/21,East Ayrshire,Telecare only,0-17 years,Not Recorded,0,0
2020/21,East Ayrshire,Telecare only,18-64 years,Living Alone,35,25.9
2020/21,East Ayrshire,Telecare only,18-64 years,Not Living Alone,100,74.1
2020/21,East Ayrshire,Telecare only,18-64 years,Unknown,0,0
2020/21,East Ayrshire,Telecare only,18-64 years,Not Recorded,0,0
2020/21,East Ayrshire,Telecare only,65-74 years,Living Alone,15,21.4
2020/21,East Ayrshire,Telecare only,65-74 years,Not Living Alone,55,78.6
2020/21,East Ayrshire,Telecare only,65-74 years,Unknown,0,0
2020/21,East Ayrshire,Telecare only,65-74 years,Not Recorded,0,0
2020/21,East Ayrshire,Telecare only,75-84 years,Living Alone,25,14.3
2020/21,East Ayrshire,Telecare only,75-84 years,Not Living Alone,150,85.7
2020/21,East Ayrshire,Telecare only,75-84 years,Unknown,0,0
2020/21,East Ayrshire,Telecare only,75-84 years,Not Recorded,0,0
2020/21,East Ayrshire,Telecare only,85+ years,Living Alone,35,21.2
2020/21,East Ayrshire,Telecare only,85+ years,Not Living Alone,130,78.8
2020/21,East Ayrshire,Telecare only,85+ years,Unknown,0,0
2020/21,East Ayrshire,Telecare only,85+ years,Not Recorded,0,0
2020/21,East Ayrshire,Receiving both community alarm and telecare,All Ages,Living Alone,375,22.6
2020/21,East Ayrshire,Receiving both community alarm and telecare,All Ages,Not Living Alone,1285,77.4
2020/21,East Ayrshire,Receiving both community alarm and telecare,All Ages,Unknown,0,0
2020/21,East Ayrshire,Receiving both community alarm and telecare,All Ages,Not Recorded,0,0
2020/21,East Ayrshire,Receiving both community alarm and telecare,0-17 years,Living Alone,0,0
2020/21,East Ayrshire,Receiving both community alarm and telecare,0-17 years,Not Living Alone,0,0
2020/21,East Ayrshire,Receiving both community alarm and telecare,0-17 years,Unknown,0,0
2020/21,East Ayrshire,Receiving both community alarm and telecare,0-17 years,Not Recorded,0,0
2020/21,East Ayrshire,Receiving both community alarm and telecare,18-64 years,Living Alone,85,34
2020/21,East Ayrshire,Receiving both community alarm and telecare,18-64 years,Not Living Alone,165,66
2020/21,East Ayrshire,Receiving both community alarm and telecare,18-64 years,Unknown,0,0
2020/21,East Ayrshire,Receiving both community alarm and telecare,18-64 years,Not Recorded,0,0
2020/21,East Ayrshire,Receiving both community alarm and telecare,65-74 years,Living Alone,40,18.2
2020/21,East Ayrshire,Receiving both community alarm and telecare,65-74 years,Not Living Alone,180,81.8
2020/21,East Ayrshire,Receiving both community alarm and telecare,65-74 years,Unknown,0,0
2020/21,East Ayrshire,Receiving both community alarm and telecare,65-74 years,Not Recorded,0,0
2020/21,East Ayrshire,Receiving both community alarm and telecare,75-84 years,Living Alone,115,19.7
2020/21,East Ayrshire,Receiving both community alarm and telecare,75-84 years,Not Living Alone,470,80.3
2020/21,East Ayrshire,Receiving both community alarm and telecare,75-84 years,Unknown,0,0
2020/21,East Ayrshire,Receiving both community alarm and telecare,75-84 years,Not Recorded,0,0
2020/21,East Ayrshire,Receiving both community alarm and telecare,85+ years,Living Alone,135,22.5
2020/21,East Ayrshire,Receiving both community alarm and telecare,85+ years,Not Living Alone,465,77.5
2020/21,East Ayrshire,Receiving both community alarm and telecare,85+ years,Unknown,0,0
2020/21,East Ayrshire,Receiving both community alarm and telecare,85+ years,Not Recorded,0,0
2020/21,East Ayrshire,Total community alarms and/or telecare,All Ages,Living Alone,840,22.6
2020/21,East Ayrshire,Total community alarms and/or telecare,All Ages,Not Living Alone,2885,77.4
2020/21,East Ayrshire,Total community alarms and/or telecare,All Ages,Unknown,0,0
2020/21,East Ayrshire,Total community alarms and/or telecare,All Ages,Not Recorded,0,0
2020/21,East Ayrshire,Total community alarms and/or telecare,0-17 years,Living Alone,0,0
2020/21,East Ayrshire,Total community alarms and/or telecare,0-17 years,Not Living Alone,35,100
2020/21,East Ayrshire,Total community alarms and/or telecare,0-17 years,Unknown,0,0
2020/21,East Ayrshire,Total community alarms and/or telecare,0-17 years,Not Recorded,0,0
2020/21,East Ayrshire,Total community alarms and/or telecare,18-64 years,Living Alone,175,31.5
2020/21,East Ayrshire,Total community alarms and/or telecare,18-64 years,Not Living Alone,380,68.5
2020/21,East Ayrshire,Total community alarms and/or telecare,18-64 years,Unknown,0,0
2020/21,East Ayrshire,Total community alarms and/or telecare,18-64 years,Not Recorded,0,0
2020/21,East Ayrshire,Total community alarms and/or telecare,65-74 years,Living Alone,105,18.9
2020/21,East Ayrshire,Total community alarms and/or telecare,65-74 years,Not Living Alone,450,81.1
