financial_year,sending_location,age_group,simd,measure,value
2018/19,East Dunbartonshire,0-17 years,5 (Least Deprived),Number of People,0
2018/19,East Dunbartonshire,0-17 years,5 (Least Deprived),SIMD Quintile Proportion,NA
2018/19,East Dunbartonshire,0-17 years,Unknown,Number of People,0
2018/19,East Dunbartonshire,0-17 years,Unknown,SIMD Quintile Proportion,NA
2018/19,East Dunbartonshire,18-64 years,1 (Most Deprived),Number of People,55
2018/19,East Dunbartonshire,18-64 years,1 (Most Deprived),SIMD Quintile Proportion,39.3
2018/19,East Dunbartonshire,18-64 years,2,Number of People,25
2018/19,East Dunbartonshire,18-64 years,2,SIMD Quintile Proportion,17.9
2018/19,East Dunbartonshire,18-64 years,3,Number of People,30
2018/19,East Dunbartonshire,18-64 years,3,SIMD Quintile Proportion,21.4
2018/19,East Dunbartonshire,18-64 years,4,Number of People,15
2018/19,East Dunbartonshire,18-64 years,4,SIMD Quintile Proportion,10.7
2018/19,East Dunbartonshire,18-64 years,5 (Least Deprived),Number of People,15
2018/19,East Dunbartonshire,18-64 years,5 (Least Deprived),SIMD Quintile Proportion,10.7
2018/19,East Dunbartonshire,18-64 years,Unknown,Number of People,0
2018/19,East Dunbartonshire,18-64 years,Unknown,SIMD Quintile Proportion,0
2018/19,East Dunbartonshire,65-74 years,1 (Most Deprived),Number of People,45
2018/19,East Dunbartonshire,65-74 years,1 (Most Deprived),SIMD Quintile Proportion,23.1
2018/19,East Dunbartonshire,65-74 years,2,Number of People,40
2018/19,East Dunbartonshire,65-74 years,2,SIMD Quintile Proportion,20.5
2018/19,East Dunbartonshire,65-74 years,3,Number of People,45
2018/19,East Dunbartonshire,65-74 years,3,SIMD Quintile Proportion,23.1
2018/19,East Dunbartonshire,65-74 years,4,Number of People,35
2018/19,East Dunbartonshire,65-74 years,4,SIMD Quintile Proportion,17.9
2018/19,East Dunbartonshire,65-74 years,5 (Least Deprived),Number of People,30
2018/19,East Dunbartonshire,65-74 years,5 (Least Deprived),SIMD Quintile Proportion,15.4
2018/19,East Dunbartonshire,65-74 years,Unknown,Number of People,0
2018/19,East Dunbartonshire,65-74 years,Unknown,SIMD Quintile Proportion,0
2018/19,East Dunbartonshire,75-84 years,1 (Most Deprived),Number of People,150
2018/19,East Dunbartonshire,75-84 years,1 (Most Deprived),SIMD Quintile Proportion,24.2
2018/19,East Dunbartonshire,75-84 years,2,Number of People,120
2018/19,East Dunbartonshire,75-84 years,2,SIMD Quintile Proportion,19.4
2018/19,East Dunbartonshire,75-84 years,3,Number of People,140
2018/19,East Dunbartonshire,75-84 years,3,SIMD Quintile Proportion,22.6
2018/19,East Dunbartonshire,75-84 years,4,Number of People,95
2018/19,East Dunbartonshire,75-84 years,4,SIMD Quintile Proportion,15.3
2018/19,East Dunbartonshire,75-84 years,5 (Least Deprived),Number of People,110
2018/19,East Dunbartonshire,75-84 years,5 (Least Deprived),SIMD Quintile Proportion,17.7
2018/19,East Dunbartonshire,75-84 years,Unknown,Number of People,5
2018/19,East Dunbartonshire,75-84 years,Unknown,SIMD Quintile Proportion,0.8
2018/19,East Dunbartonshire,85+ years,1 (Most Deprived),Number of People,150
2018/19,East Dunbartonshire,85+ years,1 (Most Deprived),SIMD Quintile Proportion,18.2
2018/19,East Dunbartonshire,85+ years,2,Number of People,135
2018/19,East Dunbartonshire,85+ years,2,SIMD Quintile Proportion,16.4
2018/19,East Dunbartonshire,85+ years,3,Number of People,195
2018/19,East Dunbartonshire,85+ years,3,SIMD Quintile Proportion,23.6
2018/19,East Dunbartonshire,85+ years,4,Number of People,165
2018/19,East Dunbartonshire,85+ years,4,SIMD Quintile Proportion,20
2018/19,East Dunbartonshire,85+ years,5 (Least Deprived),Number of People,180
2018/19,East Dunbartonshire,85+ years,5 (Least Deprived),SIMD Quintile Proportion,21.8
2018/19,East Dunbartonshire,85+ years,Unknown,Number of People,0
2018/19,East Dunbartonshire,85+ years,Unknown,SIMD Quintile Proportion,0
2018/19,East Lothian,All Ages,1 (Most Deprived),Number of People,165
2018/19,East Lothian,All Ages,1 (Most Deprived),SIMD Quintile Proportion,17.8
2018/19,East Lothian,All Ages,2,Number of People,235
2018/19,East Lothian,All Ages,2,SIMD Quintile Proportion,25.4
2018/19,East Lothian,All Ages,3,Number of People,175
2018/19,East Lothian,All Ages,3,SIMD Quintile Proportion,18.9
2018/19,East Lothian,All Ages,4,Number of People,160
2018/19,East Lothian,All Ages,4,SIMD Quintile Proportion,17.3
2018/19,East Lothian,All Ages,5 (Least Deprived),Number of People,190
2018/19,East Lothian,All Ages,5 (Least Deprived),SIMD Quintile Proportion,20.5
2018/19,East Lothian,All Ages,Unknown,Number of People,0
2018/19,East Lothian,All Ages,Unknown,SIMD Quintile Proportion,0
2018/19,East Lothian,18-64 years,1 (Most Deprived),Number of People,30
2018/19,East Lothian,18-64 years,1 (Most Deprived),SIMD Quintile Proportion,28.6
2018/19,East Lothian,18-64 years,2,Number of People,30
2018/19,East Lothian,18-64 years,2,SIMD Quintile Proportion,28.6
2018/19,East Lothian,18-64 years,3,Number of People,20
2018/19,East Lothian,18-64 years,3,SIMD Quintile Proportion,19
2018/19,East Lothian,18-64 years,4,Number of People,15
2018/19,East Lothian,18-64 years,4,SIMD Quintile Proportion,14.3
2018/19,East Lothian,18-64 years,5 (Least Deprived),Number of People,10
2018/19,East Lothian,18-64 years,5 (Least Deprived),SIMD Quintile Proportion,9.5
2018/19,East Lothian,18-64 years,Unknown,Number of People,0
2018/19,East Lothian,18-64 years,Unknown,SIMD Quintile Proportion,0
2018/19,East Lothian,65-74 years,1 (Most Deprived),Number of People,30
2018/19,East Lothian,65-74 years,1 (Most Deprived),SIMD Quintile Proportion,20.7
2018/19,East Lothian,65-74 years,2,Number of People,35
2018/19,East Lothian,65-74 years,2,SIMD Quintile Proportion,24.1
2018/19,East Lothian,65-74 years,3,Number of People,30
2018/19,East Lothian,65-74 years,3,SIMD Quintile Proportion,20.7
2018/19,East Lothian,65-74 years,4,Number of People,25
2018/19,East Lothian,65-74 years,4,SIMD Quintile Proportion,17.2
2018/19,East Lothian,65-74 years,5 (Least Deprived),Number of People,25
2018/19,East Lothian,65-74 years,5 (Least Deprived),SIMD Quintile Proportion,17.2
2018/19,East Lothian,65-74 years,Unknown,Number of People,0
2018/19,East Lothian,65-74 years,Unknown,SIMD Quintile Proportion,0
2018/19,East Lothian,75-84 years,1 (Most Deprived),Number of People,55
2018/19,East Lothian,75-84 years,1 (Most Deprived),SIMD Quintile Proportion,16.4
2018/19,East Lothian,75-84 years,2,Number of People,80
2018/19,East Lothian,75-84 years,2,SIMD Quintile Proportion,23.9
2018/19,East Lothian,75-84 years,3,Number of People,65
2018/19,East Lothian,75-84 years,3,SIMD Quintile Proportion,19.4
2018/19,East Lothian,75-84 years,4,Number of People,65
2018/19,East Lothian,75-84 years,4,SIMD Quintile Proportion,19.4
2018/19,East Lothian,75-84 years,5 (Least Deprived),Number of People,70
2018/19,East Lothian,75-84 years,5 (Least Deprived),SIMD Quintile Proportion,20.9
2018/19,East Lothian,75-84 years,Unknown,Number of People,0
2018/19,East Lothian,75-84 years,Unknown,SIMD Quintile Proportion,0
2018/19,East Lothian,85+ years,1 (Most Deprived),Number of People,45
2018/19,East Lothian,85+ years,1 (Most Deprived),SIMD Quintile Proportion,13.8
2018/19,East Lothian,85+ years,2,Number of People,90
2018/19,East Lothian,85+ years,2,SIMD Quintile Proportion,27.7
2018/19,East Lothian,85+ years,3,Number of People,60
2018/19,East Lothian,85+ years,3,SIMD Quintile Proportion,18.5
2018/19,East Lothian,85+ years,4,Number of People,50
2018/19,East Lothian,85+ years,4,SIMD Quintile Proportion,15.4
2018/19,East Lothian,85+ years,5 (Least Deprived),Number of People,80
2018/19,East Lothian,85+ years,5 (Least Deprived),SIMD Quintile Proportion,24.6
2018/19,East Lothian,85+ years,Unknown,Number of People,0
2018/19,East Lothian,85+ years,Unknown,SIMD Quintile Proportion,0
2018/19,East Renfrewshire,All Ages,1 (Most Deprived),Number of People,650
2018/19,East Renfrewshire,All Ages,1 (Most Deprived),SIMD Quintile Proportion,19.8
2018/19,East Renfrewshire,All Ages,2,Number of People,705
2018/19,East Renfrewshire,All Ages,2,SIMD Quintile Proportion,21.5
2018/19,East Renfrewshire,All Ages,3,Number of People,630
2018/19,East Renfrewshire,All Ages,3,SIMD Quintile Proportion,19.2
2018/19,East Renfrewshire,All Ages,4,Number of People,800
2018/19,East Renfrewshire,All Ages,4,SIMD Quintile Proportion,24.4
2018/19,East Renfrewshire,All Ages,5 (Least Deprived),Number of People,480
2018/19,East Renfrewshire,All Ages,5 (Least Deprived),SIMD Quintile Proportion,14.7
2018/19,East Renfrewshire,All Ages,Unknown,Number of People,10
2018/19,East Renfrewshire,All Ages,Unknown,SIMD Quintile Proportion,0.3
2018/19,East Renfrewshire,0-17 years,1 (Most Deprived),Number of People,0
2018/19,East Renfrewshire,0-17 years,1 (Most Deprived),SIMD Quintile Proportion,0
2018/19,East Renfrewshire,0-17 years,2,Number of People,5
2018/19,East Renfrewshire,0-17 years,2,SIMD Quintile Proportion,33.3
2018/19,East Renfrewshire,0-17 years,3,Number of People,0
2018/19,East Renfrewshire,0-17 years,3,SIMD Quintile Proportion,0
2018/19,East Renfrewshire,0-17 years,4,Number of People,5
2018/19,East Renfrewshire,0-17 years,4,SIMD Quintile Proportion,33.3
2018/19,East Renfrewshire,0-17 years,5 (Least Deprived),Number of People,5
2018/19,East Renfrewshire,0-17 years,5 (Least Deprived),SIMD Quintile Proportion,33.3
2018/19,East Renfrewshire,0-17 years,Unknown,Number of People,0
2018/19,East Renfrewshire,0-17 years,Unknown,SIMD Quintile Proportion,0
2018/19,East Renfrewshire,18-64 years,1 (Most Deprived),Number of People,130
2018/19,East Renfrewshire,18-64 years,1 (Most Deprived),SIMD Quintile Proportion,39.4
2018/19,East Renfrewshire,18-64 years,2,Number of People,80
2018/19,East Renfrewshire,18-64 years,2,SIMD Quintile Proportion,24.2
2018/19,East Renfrewshire,18-64 years,3,Number of People,50
2018/19,East Renfrewshire,18-64 years,3,SIMD Quintile Proportion,15.2
2018/19,East Renfrewshire,18-64 years,4,Number of People,40
2018/19,East Renfrewshire,18-64 years,4,SIMD Quintile Proportion,12.1
2018/19,East Renfrewshire,18-64 years,5 (Least Deprived),Number of People,30
2018/19,East Renfrewshire,18-64 years,5 (Least Deprived),SIMD Quintile Proportion,9.1
2018/19,East Renfrewshire,18-64 years,Unknown,Number of People,0
2018/19,East Renfrewshire,18-64 years,Unknown,SIMD Quintile Proportion,0
2018/19,East Renfrewshire,65-74 years,1 (Most Deprived),Number of People,105
2018/19,East Renfrewshire,65-74 years,1 (Most Deprived),SIMD Quintile Proportion,25.9
2018/19,East Renfrewshire,65-74 years,2,Number of People,110
2018/19,East Renfrewshire,65-74 years,2,SIMD Quintile Proportion,27.2
2018/19,East Renfrewshire,65-74 years,3,Number of People,70
2018/19,East Renfrewshire,65-74 years,3,SIMD Quintile Proportion,17.3
2018/19,East Renfrewshire,65-74 years,4,Number of People,75
2018/19,East Renfrewshire,65-74 years,4,SIMD Quintile Proportion,18.5
2018/19,East Renfrewshire,65-74 years,5 (Least Deprived),Number of People,45
2018/19,East Renfrewshire,65-74 years,5 (Least Deprived),SIMD Quintile Proportion,11.1
2018/19,East Renfrewshire,65-74 years,Unknown,Number of People,0
2018/19,East Renfrewshire,65-74 years,Unknown,SIMD Quintile Proportion,0
2018/19,East Renfrewshire,75-84 years,1 (Most Deprived),Number of People,245
2018/19,East Renfrewshire,75-84 years,1 (Most Deprived),SIMD Quintile Proportion,21.1
2018/19,East Renfrewshire,75-84 years,2,Number of People,240
2018/19,East Renfrewshire,75-84 years,2,SIMD Quintile Proportion,20.7
2018/19,East Renfrewshire,75-84 years,3,Number of People,210
2018/19,East Renfrewshire,75-84 years,3,SIMD Quintile Proportion,18.1
2018/19,East Renfrewshire,75-84 years,4,Number of People,280
2018/19,East Renfrewshire,75-84 years,4,SIMD Quintile Proportion,24.1
2018/19,East Renfrewshire,75-84 years,5 (Least Deprived),Number of People,185
2018/19,East Renfrewshire,75-84 years,5 (Least Deprived),SIMD Quintile Proportion,15.9
2018/19,East Renfrewshire,75-84 years,Unknown,Number of People,0
2018/19,East Renfrewshire,75-84 years,Unknown,SIMD Quintile Proportion,0
2018/19,East Renfrewshire,85+ years,1 (Most Deprived),Number of People,165
2018/19,East Renfrewshire,85+ years,1 (Most Deprived),SIMD Quintile Proportion,12.2
2018/19,East Renfrewshire,85+ years,2,Number of People,270
2018/19,East Renfrewshire,85+ years,2,SIMD Quintile Proportion,20
2018/19,East Renfrewshire,85+ years,3,Number of People,300
2018/19,East Renfrewshire,85+ years,3,SIMD Quintile Proportion,22.2
2018/19,East Renfrewshire,85+ years,4,Number of People,395
2018/19,East Renfrewshire,85+ years,4,SIMD Quintile Proportion,29.3
2018/19,East Renfrewshire,85+ years,5 (Least Deprived),Number of People,215
2018/19,East Renfrewshire,85+ years,5 (Least Deprived),SIMD Quintile Proportion,15.9
2018/19,East Renfrewshire,85+ years,Unknown,Number of People,5
2018/19,East Renfrewshire,85+ years,Unknown,SIMD Quintile Proportion,0.4
2018/19,East Renfrewshire,Unknown,1 (Most Deprived),Number of People,0
2018/19,East Renfrewshire,Unknown,1 (Most Deprived),SIMD Quintile Proportion,NA
2018/19,East Renfrewshire,Unknown,2,Number of People,0
2018/19,East Renfrewshire,Unknown,2,SIMD Quintile Proportion,NA
2018/19,East Renfrewshire,Unknown,3,Number of People,0
2018/19,East Renfrewshire,Unknown,3,SIMD Quintile Proportion,NA
2018/19,East Renfrewshire,Unknown,4,Number of People,0
2018/19,East Renfrewshire,Unknown,4,SIMD Quintile Proportion,NA
2018/19,East Renfrewshire,Unknown,5 (Least Deprived),Number of People,0
2018/19,East Renfrewshire,Unknown,5 (Least Deprived),SIMD Quintile Proportion,NA
2018/19,East Renfrewshire,Unknown,Unknown,Number of People,0
2018/19,East Renfrewshire,Unknown,Unknown,SIMD Quintile Proportion,NA
2018/19,Falkirk,All Ages,1 (Most Deprived),Number of People,1300
2018/19,Falkirk,All Ages,1 (Most Deprived),SIMD Quintile Proportion,27.5
2018/19,Falkirk,All Ages,2,Number of People,1095
2018/19,Falkirk,All Ages,2,SIMD Quintile Proportion,23.2
2018/19,Falkirk,All Ages,3,Number of People,970
2018/19,Falkirk,All Ages,3,SIMD Quintile Proportion,20.5
2018/19,Falkirk,All Ages,4,Number of People,835
2018/19,Falkirk,All Ages,4,SIMD Quintile Proportion,17.7
2018/19,Falkirk,All Ages,5 (Least Deprived),Number of People,520
2018/19,Falkirk,All Ages,5 (Least Deprived),SIMD Quintile Proportion,11
2018/19,Falkirk,All Ages,Unknown,Number of People,10
2018/19,Falkirk,All Ages,Unknown,SIMD Quintile Proportion,0.2
2018/19,Falkirk,0-17 years,1 (Most Deprived),Number of People,0
2018/19,Falkirk,0-17 years,1 (Most Deprived),SIMD Quintile Proportion,NA
2018/19,Falkirk,0-17 years,2,Number of People,0
2018/19,Falkirk,0-17 years,2,SIMD Quintile Proportion,NA
2018/19,Falkirk,0-17 years,3,Number of People,0
2018/19,Falkirk,0-17 years,3,SIMD Quintile Proportion,NA
2018/19,Falkirk,0-17 years,4,Number of People,0
2018/19,Falkirk,0-17 years,4,SIMD Quintile Proportion,NA
2018/19,Falkirk,0-17 years,5 (Least Deprived),Number of People,0
2018/19,Falkirk,0-17 years,5 (Least Deprived),SIMD Quintile Proportion,NA
2018/19,Falkirk,0-17 years,Unknown,Number of People,0
2018/19,Falkirk,0-17 years,Unknown,SIMD Quintile Proportion,NA
2018/19,Falkirk,18-64 years,1 (Most Deprived),Number of People,210
2018/19,Falkirk,18-64 years,1 (Most Deprived),SIMD Quintile Proportion,36.8
2018/19,Falkirk,18-64 years,2,Number of People,145
2018/19,Falkirk,18-64 years,2,SIMD Quintile Proportion,25.4
2018/19,Falkirk,18-64 years,3,Number of People,105
2018/19,Falkirk,18-64 years,3,SIMD Quintile Proportion,18.4
2018/19,Falkirk,18-64 years,4,Number of People,70
2018/19,Falkirk,18-64 years,4,SIMD Quintile Proportion,12.3
2018/19,Falkirk,18-64 years,5 (Least Deprived),Number of People,40
2018/19,Falkirk,18-64 years,5 (Least Deprived),SIMD Quintile Proportion,7
2018/19,Falkirk,18-64 years,Unknown,Number of People,0
2018/19,Falkirk,18-64 years,Unknown,SIMD Quintile Proportion,0
2018/19,Falkirk,65-74 years,1 (Most Deprived),Number of People,245
2018/19,Falkirk,65-74 years,1 (Most Deprived),SIMD Quintile Proportion,31.2
2018/19,Falkirk,65-74 years,2,Number of People,195
2018/19,Falkirk,65-74 years,2,SIMD Quintile Proportion,24.8
2018/19,Falkirk,65-74 years,3,Number of People,160
2018/19,Falkirk,65-74 years,3,SIMD Quintile Proportion,20.4
2018/19,Falkirk,65-74 years,4,Number of People,120
2018/19,Falkirk,65-74 years,4,SIMD Quintile Proportion,15.3
2018/19,Falkirk,65-74 years,5 (Least Deprived),Number of People,65
2018/19,Falkirk,65-74 years,5 (Least Deprived),SIMD Quintile Proportion,8.3
2018/19,Falkirk,65-74 years,Unknown,Number of People,0
2018/19,Falkirk,65-74 years,Unknown,SIMD Quintile Proportion,0
2018/19,Falkirk,75-84 years,1 (Most Deprived),Number of People,465
2018/19,Falkirk,75-84 years,1 (Most Deprived),SIMD Quintile Proportion,26.6
2018/19,Falkirk,75-84 years,2,Number of People,410
2018/19,Falkirk,75-84 years,2,SIMD Quintile Proportion,23.5
2018/19,Falkirk,75-84 years,3,Number of People,355
2018/19,Falkirk,75-84 years,3,SIMD Quintile Proportion,20.3
2018/19,Falkirk,75-84 years,4,Number of People,305
2018/19,Falkirk,75-84 years,4,SIMD Quintile Proportion,17.5
2018/19,Falkirk,75-84 years,5 (Least Deprived),Number of People,205
2018/19,Falkirk,75-84 years,5 (Least Deprived),SIMD Quintile Proportion,11.7
2018/19,Falkirk,75-84 years,Unknown,Number of People,5
2018/19,Falkirk,75-84 years,Unknown,SIMD Quintile Proportion,0.3
2018/19,Falkirk,85+ years,1 (Most Deprived),Number of People,375
2018/19,Falkirk,85+ years,1 (Most Deprived),SIMD Quintile Proportion,23.2
2018/19,Falkirk,85+ years,2,Number of People,345
2018/19,Falkirk,85+ years,2,SIMD Quintile Proportion,21.4
2018/19,Falkirk,85+ years,3,Number of People,345
2018/19,Falkirk,85+ years,3,SIMD Quintile Proportion,21.4
2018/19,Falkirk,85+ years,4,Number of People,335
2018/19,Falkirk,85+ years,4,SIMD Quintile Proportion,20.7
2018/19,Falkirk,85+ years,5 (Least Deprived),Number of People,210
2018/19,Falkirk,85+ years,5 (Least Deprived),SIMD Quintile Proportion,13
2018/19,Falkirk,85+ years,Unknown,Number of People,5
2018/19,Falkirk,85+ years,Unknown,SIMD Quintile Proportion,0.3
2018/19,Fife,All Ages,1 (Most Deprived),Number of People,2420
2018/19,Fife,All Ages,1 (Most Deprived),SIMD Quintile Proportion,22.9
2018/19,Fife,All Ages,2,Number of People,2620
2018/19,Fife,All Ages,2,SIMD Quintile Proportion,24.8
2018/19,Fife,All Ages,3,Number of People,2035
2018/19,Fife,All Ages,3,SIMD Quintile Proportion,19.2
2018/19,Fife,All Ages,4,Number of People,2230
2018/19,Fife,All Ages,4,SIMD Quintile Proportion,21.1
2018/19,Fife,All Ages,5 (Least Deprived),Number of People,1265
2018/19,Fife,All Ages,5 (Least Deprived),SIMD Quintile Proportion,12
2018/19,Fife,All Ages,Unknown,Number of People,15
