financial_year,sending_location,age_group,sds_support_need,nclient,rate
2020/21,Argyll and Bute,Unknown,Housing Support,0,NA
2020/21,Argyll and Bute,All Ages,Meals,0,0
2020/21,Argyll and Bute,0-17 years,Meals,0,0
2020/21,Argyll and Bute,18-64 years,Meals,0,0
2020/21,Argyll and Bute,65-74 years,Meals,0,0
2020/21,Argyll and Bute,75-84 years,Meals,0,0
2020/21,Argyll and Bute,85+ years,Meals,0,0
2020/21,Argyll and Bute,Unknown,Meals,0,NA
2020/21,Argyll and Bute,All Ages,Personal Care,2070,924.1071428571429
2020/21,Argyll and Bute,0-17 years,Personal Care,15,750
2020/21,Argyll and Bute,18-64 years,Personal Care,285,662.7906976744185
2020/21,Argyll and Bute,65-74 years,Personal Care,300,952.3809523809523
2020/21,Argyll and Bute,75-84 years,Personal Care,640,984.6153846153846
2020/21,Argyll and Bute,85+ years,Personal Care,825,993.9759036144578
2020/21,Argyll and Bute,Unknown,Personal Care,0,NA
2020/21,Argyll and Bute,All Ages,Respite,5,2.232142857142857
2020/21,Argyll and Bute,0-17 years,Respite,0,0
2020/21,Argyll and Bute,18-64 years,Respite,5,11.627906976744185
2020/21,Argyll and Bute,65-74 years,Respite,0,0
2020/21,Argyll and Bute,75-84 years,Respite,0,0
2020/21,Argyll and Bute,85+ years,Respite,0,0
2020/21,Argyll and Bute,Unknown,Respite,0,NA
2020/21,Argyll and Bute,All Ages,Social Educational Recreational,0,0
2020/21,Argyll and Bute,0-17 years,Social Educational Recreational,0,0
2020/21,Argyll and Bute,18-64 years,Social Educational Recreational,0,0
2020/21,Argyll and Bute,65-74 years,Social Educational Recreational,0,0
2020/21,Argyll and Bute,75-84 years,Social Educational Recreational,0,0
2020/21,Argyll and Bute,85+ years,Social Educational Recreational,0,0
2020/21,Argyll and Bute,Unknown,Social Educational Recreational,0,NA
2020/21,Argyll and Bute,All Ages,Other,260,116.07142857142857
2020/21,Argyll and Bute,0-17 years,Other,15,750
2020/21,Argyll and Bute,18-64 years,Other,155,360.4651162790697
2020/21,Argyll and Bute,65-74 years,Other,35,111.1111111111111
2020/21,Argyll and Bute,75-84 years,Other,25,38.46153846153847
2020/21,Argyll and Bute,85+ years,Other,30,36.144578313253014
2020/21,Argyll and Bute,Unknown,Other,0,NA
2020/21,Argyll and Bute,All Ages,Not Known,0,0
2020/21,Argyll and Bute,0-17 years,Not Known,0,0
2020/21,Argyll and Bute,18-64 years,Not Known,0,0
2020/21,Argyll and Bute,65-74 years,Not Known,0,0
2020/21,Argyll and Bute,75-84 years,Not Known,0,0
2020/21,Argyll and Bute,85+ years,Not Known,0,0
2020/21,Argyll and Bute,Unknown,Not Known,0,NA
2017/18,City of Edinburgh,All Ages,Domestic Care,270,50.514499532273156
2017/18,City of Edinburgh,0-17 years,Domestic Care,5,26.31578947368421
2017/18,City of Edinburgh,18-64 years,Domestic Care,175,105.42168674698796
2017/18,City of Edinburgh,65-74 years,Domestic Care,25,40.65040650406504
2017/18,City of Edinburgh,75-84 years,Domestic Care,30,25.64102564102564
2017/18,City of Edinburgh,85+ years,Domestic Care,40,23.46041055718475
2017/18,City of Edinburgh,Unknown,Domestic Care,0,0
2017/18,City of Edinburgh,All Ages,Equipment and Temporary Adaptations,195,36.482694106641716
2017/18,City of Edinburgh,0-17 years,Equipment and Temporary Adaptations,5,26.31578947368421
2017/18,City of Edinburgh,18-64 years,Equipment and Temporary Adaptations,70,42.16867469879518
2017/18,City of Edinburgh,65-74 years,Equipment and Temporary Adaptations,20,32.520325203252035
2017/18,City of Edinburgh,75-84 years,Equipment and Temporary Adaptations,40,34.188034188034194
2017/18,City of Edinburgh,85+ years,Equipment and Temporary Adaptations,60,35.19061583577713
2017/18,City of Edinburgh,Unknown,Equipment and Temporary Adaptations,0,0
2017/18,City of Edinburgh,All Ages,Health Care,0,0
2017/18,City of Edinburgh,0-17 years,Health Care,0,0
2017/18,City of Edinburgh,18-64 years,Health Care,0,0
2017/18,City of Edinburgh,65-74 years,Health Care,0,0
2017/18,City of Edinburgh,75-84 years,Health Care,0,0
2017/18,City of Edinburgh,85+ years,Health Care,0,0
2017/18,City of Edinburgh,Unknown,Health Care,0,0
2017/18,City of Edinburgh,All Ages,Housing Support,695,130.02806361085126
2017/18,City of Edinburgh,0-17 years,Housing Support,0,0
2017/18,City of Edinburgh,18-64 years,Housing Support,530,319.2771084337349
2017/18,City of Edinburgh,65-74 years,Housing Support,70,113.8211382113821
2017/18,City of Edinburgh,75-84 years,Housing Support,50,42.73504273504273
2017/18,City of Edinburgh,85+ years,Housing Support,40,23.46041055718475
2017/18,City of Edinburgh,Unknown,Housing Support,0,0
2017/18,City of Edinburgh,All Ages,Meals,1670,312.4415341440599
2017/18,City of Edinburgh,0-17 years,Meals,5,26.31578947368421
2017/18,City of Edinburgh,18-64 years,Meals,560,337.34939759036143
2017/18,City of Edinburgh,65-74 years,Meals,195,317.0731707317073
2017/18,City of Edinburgh,75-84 years,Meals,330,282.05128205128204
2017/18,City of Edinburgh,85+ years,Meals,580,340.17595307917884
2017/18,City of Edinburgh,Unknown,Meals,0,0
2017/18,City of Edinburgh,All Ages,Personal Care,4600,860.6173994387278
2017/18,City of Edinburgh,0-17 years,Personal Care,10,52.63157894736842
2017/18,City of Edinburgh,18-64 years,Personal Care,1340,807.2289156626506
2017/18,City of Edinburgh,65-74 years,Personal Care,560,910.5691056910568
2017/18,City of Edinburgh,75-84 years,Personal Care,1080,923.0769230769231
2017/18,City of Edinburgh,85+ years,Personal Care,1610,944.2815249266863
2017/18,City of Edinburgh,Unknown,Personal Care,5,1000
2017/18,City of Edinburgh,All Ages,Respite,1260,235.73433115060806
2017/18,City of Edinburgh,0-17 years,Respite,170,894.7368421052631
2017/18,City of Edinburgh,18-64 years,Respite,370,222.89156626506025
2017/18,City of Edinburgh,65-74 years,Respite,120,195.1219512195122
2017/18,City of Edinburgh,75-84 years,Respite,290,247.86324786324786
2017/18,City of Edinburgh,85+ years,Respite,305,178.88563049853374
2017/18,City of Edinburgh,Unknown,Respite,5,1000
2017/18,City of Edinburgh,All Ages,Social Educational Recreational,1915,358.27876520112255
2017/18,City of Edinburgh,0-17 years,Social Educational Recreational,180,947.3684210526316
2017/18,City of Edinburgh,18-64 years,Social Educational Recreational,950,572.289156626506
2017/18,City of Edinburgh,65-74 years,Social Educational Recreational,185,300.8130081300813
2017/18,City of Edinburgh,75-84 years,Social Educational Recreational,265,226.4957264957265
2017/18,City of Edinburgh,85+ years,Social Educational Recreational,335,196.48093841642228
2017/18,City of Edinburgh,Unknown,Social Educational Recreational,5,1000
2017/18,City of Edinburgh,All Ages,Other,105,19.644527595884004
2017/18,City of Edinburgh,0-17 years,Other,5,26.31578947368421
2017/18,City of Edinburgh,18-64 years,Other,55,33.13253012048193
2017/18,City of Edinburgh,65-74 years,Other,10,16.260162601626018
2017/18,City of Edinburgh,75-84 years,Other,20,17.094017094017097
2017/18,City of Edinburgh,85+ years,Other,15,8.797653958944283
2017/18,City of Edinburgh,Unknown,Other,0,0
2017/18,City of Edinburgh,All Ages,Not Known,0,0
2017/18,City of Edinburgh,0-17 years,Not Known,0,0
2017/18,City of Edinburgh,18-64 years,Not Known,0,0
2017/18,City of Edinburgh,65-74 years,Not Known,0,0
2017/18,City of Edinburgh,75-84 years,Not Known,0,0
2017/18,City of Edinburgh,85+ years,Not Known,0,0
2017/18,City of Edinburgh,Unknown,Not Known,0,0
2018/19,City of Edinburgh,All Ages,Domestic Care,1250,206.95364238410596
2018/19,City of Edinburgh,0-17 years,Domestic Care,0,0
2018/19,City of Edinburgh,18-64 years,Domestic Care,855,439.58868894601545
2018/19,City of Edinburgh,65-74 years,Domestic Care,165,221.4765100671141
2018/19,City of Edinburgh,75-84 years,Domestic Care,110,83.33333333333333
2018/19,City of Edinburgh,85+ years,Domestic Care,115,59.895833333333336
2018/19,City of Edinburgh,Unknown,Domestic Care,0,0
2018/19,City of Edinburgh,All Ages,Equipment and Temporary Adaptations,835,138.2450331125828
2018/19,City of Edinburgh,0-17 years,Equipment and Temporary Adaptations,0,0
2018/19,City of Edinburgh,18-64 years,Equipment and Temporary Adaptations,245,125.96401028277634
2018/19,City of Edinburgh,65-74 years,Equipment and Temporary Adaptations,115,154.36241610738256
2018/19,City of Edinburgh,75-84 years,Equipment and Temporary Adaptations,195,147.72727272727275
2018/19,City of Edinburgh,85+ years,Equipment and Temporary Adaptations,275,143.22916666666666
2018/19,City of Edinburgh,Unknown,Equipment and Temporary Adaptations,0,0
2018/19,City of Edinburgh,All Ages,Health Care,0,0
2018/19,City of Edinburgh,0-17 years,Health Care,0,0
2018/19,City of Edinburgh,18-64 years,Health Care,0,0
2018/19,City of Edinburgh,65-74 years,Health Care,0,0
2018/19,City of Edinburgh,75-84 years,Health Care,0,0
2018/19,City of Edinburgh,85+ years,Health Care,0,0
2018/19,City of Edinburgh,Unknown,Health Care,0,0
2018/19,City of Edinburgh,All Ages,Housing Support,840,139.0728476821192
2018/19,City of Edinburgh,0-17 years,Housing Support,0,0
2018/19,City of Edinburgh,18-64 years,Housing Support,655,336.7609254498715
2018/19,City of Edinburgh,65-74 years,Housing Support,115,154.36241610738256
2018/19,City of Edinburgh,75-84 years,Housing Support,35,26.515151515151516
2018/19,City of Edinburgh,85+ years,Housing Support,35,18.229166666666668
2018/19,City of Edinburgh,Unknown,Housing Support,0,0
2018/19,City of Edinburgh,All Ages,Meals,140,23.17880794701987
2018/19,City of Edinburgh,0-17 years,Meals,0,0
2018/19,City of Edinburgh,18-64 years,Meals,70,35.98971722365039
2018/19,City of Edinburgh,65-74 years,Meals,20,26.845637583892618
2018/19,City of Edinburgh,75-84 years,Meals,15,11.363636363636363
2018/19,City of Edinburgh,85+ years,Meals,30,15.625
2018/19,City of Edinburgh,Unknown,Meals,0,0
2018/19,City of Edinburgh,All Ages,Personal Care,3685,610.0993377483444
2018/19,City of Edinburgh,0-17 years,Personal Care,0,0
2018/19,City of Edinburgh,18-64 years,Personal Care,1060,544.9871465295629
2018/19,City of Edinburgh,65-74 years,Personal Care,470,630.8724832214765
2018/19,City of Edinburgh,75-84 years,Personal Care,860,651.5151515151515
2018/19,City of Edinburgh,85+ years,Personal Care,1295,674.4791666666666
2018/19,City of Edinburgh,Unknown,Personal Care,0,0
2018/19,City of Edinburgh,All Ages,Respite,1300,215.2317880794702
2018/19,City of Edinburgh,0-17 years,Respite,15,142.85714285714286
2018/19,City of Edinburgh,18-64 years,Respite,480,246.7866323907455
2018/19,City of Edinburgh,65-74 years,Respite,145,194.63087248322148
2018/19,City of Edinburgh,75-84 years,Respite,325,246.21212121212122
2018/19,City of Edinburgh,85+ years,Respite,330,171.875
2018/19,City of Edinburgh,Unknown,Respite,0,0
2018/19,City of Edinburgh,All Ages,Social Educational Recreational,2360,390.72847682119203
2018/19,City of Edinburgh,0-17 years,Social Educational Recreational,0,0
2018/19,City of Edinburgh,18-64 years,Social Educational Recreational,1335,686.375321336761
2018/19,City of Edinburgh,65-74 years,Social Educational Recreational,265,355.7046979865772
2018/19,City of Edinburgh,75-84 years,Social Educational Recreational,360,272.7272727272727
2018/19,City of Edinburgh,85+ years,Social Educational Recreational,400,208.33333333333334
2018/19,City of Edinburgh,Unknown,Social Educational Recreational,0,0
2018/19,City of Edinburgh,All Ages,Other,1485,245.86092715231788
2018/19,City of Edinburgh,0-17 years,Other,0,0
2018/19,City of Edinburgh,18-64 years,Other,645,331.61953727506426
2018/19,City of Edinburgh,65-74 years,Other,180,241.61073825503357
2018/19,City of Edinburgh,75-84 years,Other,235,178.03030303030303
2018/19,City of Edinburgh,85+ years,Other,420,218.75
2018/19,City of Edinburgh,Unknown,Other,0,0
2018/19,City of Edinburgh,All Ages,Not Known,675,111.75496688741723
2018/19,City of Edinburgh,0-17 years,Not Known,0,0
2018/19,City of Edinburgh,18-64 years,Not Known,145,74.55012853470437
2018/19,City of Edinburgh,65-74 years,Not Known,90,120.80536912751678
2018/19,City of Edinburgh,75-84 years,Not Known,150,113.63636363636363
2018/19,City of Edinburgh,85+ years,Not Known,285,148.4375
2018/19,City of Edinburgh,Unknown,Not Known,0,0
2019/20,City of Edinburgh,All Ages,Domestic Care,560,87.29540140296182
2019/20,City of Edinburgh,0-17 years,Domestic Care,0,0
2019/20,City of Edinburgh,18-64 years,Domestic Care,415,191.68591224018473
2019/20,City of Edinburgh,65-74 years,Domestic Care,80,100.62893081761007
2019/20,City of Edinburgh,75-84 years,Domestic Care,35,25.547445255474454
2019/20,City of Edinburgh,85+ years,Domestic Care,30,15.463917525773196
2019/20,City of Edinburgh,Unknown,Domestic Care,0,0
2019/20,City of Edinburgh,All Ages,Equipment and Temporary Adaptations,1205,187.8409976617303
2019/20,City of Edinburgh,0-17 years,Equipment and Temporary Adaptations,0,0
2019/20,City of Edinburgh,18-64 years,Equipment and Temporary Adaptations,525,242.49422632794457
2019/20,City of Edinburgh,65-74 years,Equipment and Temporary Adaptations,140,176.1006289308176
2019/20,City of Edinburgh,75-84 years,Equipment and Temporary Adaptations,230,167.8832116788321
2019/20,City of Edinburgh,85+ years,Equipment and Temporary Adaptations,310,159.79381443298968
2019/20,City of Edinburgh,Unknown,Equipment and Temporary Adaptations,0,0
2019/20,City of Edinburgh,All Ages,Health Care,0,0
2019/20,City of Edinburgh,0-17 years,Health Care,0,0
2019/20,City of Edinburgh,18-64 years,Health Care,0,0
2019/20,City of Edinburgh,65-74 years,Health Care,0,0
2019/20,City of Edinburgh,75-84 years,Health Care,0,0
2019/20,City of Edinburgh,85+ years,Health Care,0,0
2019/20,City of Edinburgh,Unknown,Health Care,0,0
2019/20,City of Edinburgh,All Ages,Housing Support,675,105.22213561964148
2019/20,City of Edinburgh,0-17 years,Housing Support,0,0
2019/20,City of Edinburgh,18-64 years,Housing Support,520,240.18475750577366
2019/20,City of Edinburgh,65-74 years,Housing Support,90,113.20754716981132
2019/20,City of Edinburgh,75-84 years,Housing Support,35,25.547445255474454
2019/20,City of Edinburgh,85+ years,Housing Support,25,12.886597938144329
2019/20,City of Edinburgh,Unknown,Housing Support,0,0
2019/20,City of Edinburgh,All Ages,Meals,1365,212.7825409197194
2019/20,City of Edinburgh,0-17 years,Meals,5,35.714285714285715
2019/20,City of Edinburgh,18-64 years,Meals,650,300.2309468822171
2019/20,City of Edinburgh,65-74 years,Meals,170,213.8364779874214
2019/20,City of Edinburgh,75-84 years,Meals,220,160.5839416058394
2019/20,City of Edinburgh,85+ years,Meals,315,162.37113402061857
2019/20,City of Edinburgh,Unknown,Meals,0,0
2019/20,City of Edinburgh,All Ages,Personal Care,1330,207.3265783320343
2019/20,City of Edinburgh,0-17 years,Personal Care,0,0
2019/20,City of Edinburgh,18-64 years,Personal Care,575,265.58891454965357
2019/20,City of Edinburgh,65-74 years,Personal Care,180,226.41509433962264
2019/20,City of Edinburgh,75-84 years,Personal Care,240,175.18248175182484
2019/20,City of Edinburgh,85+ years,Personal Care,330,170.10309278350516
2019/20,City of Edinburgh,Unknown,Personal Care,0,0
2019/20,City of Edinburgh,All Ages,Respite,980,152.76695245518314
2019/20,City of Edinburgh,0-17 years,Respite,0,0
2019/20,City of Edinburgh,18-64 years,Respite,380,175.51963048498845
2019/20,City of Edinburgh,65-74 years,Respite,105,132.0754716981132
2019/20,City of Edinburgh,75-84 years,Respite,240,175.18248175182484
2019/20,City of Edinburgh,85+ years,Respite,245,126.28865979381443
2019/20,City of Edinburgh,Unknown,Respite,0,0
2019/20,City of Edinburgh,All Ages,Social Educational Recreational,1040,162.12003117692907
2019/20,City of Edinburgh,0-17 years,Social Educational Recreational,0,0
2019/20,City of Edinburgh,18-64 years,Social Educational Recreational,690,318.7066974595843
2019/20,City of Edinburgh,65-74 years,Social Educational Recreational,135,169.81132075471697
2019/20,City of Edinburgh,75-84 years,Social Educational Recreational,110,80.2919708029197
2019/20,City of Edinburgh,85+ years,Social Educational Recreational,110,56.70103092783505
2019/20,City of Edinburgh,Unknown,Social Educational Recreational,0,0
2019/20,City of Edinburgh,All Ages,Other,0,0
2019/20,City of Edinburgh,0-17 years,Other,0,0
2019/20,City of Edinburgh,18-64 years,Other,0,0
2019/20,City of Edinburgh,65-74 years,Other,0,0
2019/20,City of Edinburgh,75-84 years,Other,0,0
2019/20,City of Edinburgh,85+ years,Other,0,0
2019/20,City of Edinburgh,Unknown,Other,0,0
2019/20,City of Edinburgh,All Ages,Not Known,3475,541.6991426344505
2019/20,City of Edinburgh,0-17 years,Not Known,135,964.2857142857143
2019/20,City of Edinburgh,18-64 years,Not Known,905,418.013856812933
2019/20,City of Edinburgh,65-74 years,Not Known,435,547.1698113207547
2019/20,City of Edinburgh,75-84 years,Not Known,795,580.2919708029198
2019/20,City of Edinburgh,85+ years,Not Known,1210,623.7113402061856
2019/20,City of Edinburgh,Unknown,Not Known,0,0
2020/21,City of Edinburgh,All Ages,Domestic Care,210,24.01372212692967
2020/21,City of Edinburgh,0-17 years,Domestic Care,0,0
2020/21,City of Edinburgh,18-64 years,Domestic Care,175,57.66062602965403
2020/21,City of Edinburgh,65-74 years,Domestic Care,25,22.727272727272727
2020/21,City of Edinburgh,75-84 years,Domestic Care,5,2.710027100271003
2020/21,City of Edinburgh,85+ years,Domestic Care,5,1.9083969465648853
2020/21,City of Edinburgh,Unknown,Domestic Care,0,0
2020/21,City of Edinburgh,All Ages,Equipment and Temporary Adaptations,700,80.0457404230989
2020/21,City of Edinburgh,0-17 years,Equipment and Temporary Adaptations,0,0
2020/21,City of Edinburgh,18-64 years,Equipment and Temporary Adaptations,230,75.7825370675453
2020/21,City of Edinburgh,65-74 years,Equipment and Temporary Adaptations,80,72.72727272727272
2020/21,City of Edinburgh,75-84 years,Equipment and Temporary Adaptations,150,81.30081300813008
2020/21,City of Edinburgh,85+ years,Equipment and Temporary Adaptations,240,91.6030534351145
2020/21,City of Edinburgh,Unknown,Equipment and Temporary Adaptations,0,0
2020/21,City of Edinburgh,All Ages,Health Care,0,0
2020/21,City of Edinburgh,0-17 years,Health Care,0,0
2020/21,City of Edinburgh,18-64 years,Health Care,0,0
2020/21,City of Edinburgh,65-74 years,Health Care,0,0
2020/21,City of Edinburgh,75-84 years,Health Care,0,0
2020/21,City of Edinburgh,85+ years,Health Care,0,0
2020/21,City of Edinburgh,Unknown,Health Care,0,0
2020/21,City of Edinburgh,All Ages,Housing Support,255,29.159519725557463
2020/21,City of Edinburgh,0-17 years,Housing Support,0,0
2020/21,City of Edinburgh,18-64 years,Housing Support,215,70.84019769357495
2020/21,City of Edinburgh,65-74 years,Housing Support,30,27.27272727272727
2020/21,City of Edinburgh,75-84 years,Housing Support,5,2.710027100271003
2020/21,City of Edinburgh,85+ years,Housing Support,5,1.9083969465648853
2020/21,City of Edinburgh,Unknown,Housing Support,0,0
2020/21,City of Edinburgh,All Ages,Meals,300,34.30531732418525
2020/21,City of Edinburgh,0-17 years,Meals,0,0
2020/21,City of Edinburgh,18-64 years,Meals,170,56.01317957166392
2020/21,City of Edinburgh,65-74 years,Meals,40,36.36363636363636
2020/21,City of Edinburgh,75-84 years,Meals,30,16.260162601626018
2020/21,City of Edinburgh,85+ years,Meals,55,20.99236641221374
2020/21,City of Edinburgh,Unknown,Meals,0,0
2020/21,City of Edinburgh,All Ages,Personal Care,6155,703.830760434534
2020/21,City of Edinburgh,0-17 years,Personal Care,0,0
2020/21,City of Edinburgh,18-64 years,Personal Care,1550,510.70840197693576
2020/21,City of Edinburgh,65-74 years,Personal Care,875,795.4545454545454
2020/21,City of Edinburgh,75-84 years,Personal Care,1540,834.6883468834689
2020/21,City of Edinburgh,85+ years,Personal Care,2180,832.0610687022902
