financial_year,sending_location,age_group,client_group,nclient,rate
2020/21,Comhairle nan Eilean Siar,75-84 years,Dementia,45,264.70588235294116
2020/21,Comhairle nan Eilean Siar,85+ years,Dementia,70,254.54545454545453
2020/21,Comhairle nan Eilean Siar,Unknown,Dementia,0,0
2020/21,Comhairle nan Eilean Siar,All Ages,Elderly / Frail,510,750
2020/21,Comhairle nan Eilean Siar,0-17 years,Elderly / Frail,0,0
2020/21,Comhairle nan Eilean Siar,18-64 years,Elderly / Frail,5,47.61904761904761
2020/21,Comhairle nan Eilean Siar,65-74 years,Elderly / Frail,70,777.7777777777778
2020/21,Comhairle nan Eilean Siar,75-84 years,Elderly / Frail,155,911.7647058823529
2020/21,Comhairle nan Eilean Siar,85+ years,Elderly / Frail,250,909.090909090909
2020/21,Comhairle nan Eilean Siar,Unknown,Elderly / Frail,30,750
2020/21,Comhairle nan Eilean Siar,All Ages,Learning Disability,65,95.58823529411764
2020/21,Comhairle nan Eilean Siar,0-17 years,Learning Disability,0,0
2020/21,Comhairle nan Eilean Siar,18-64 years,Learning Disability,60,571.4285714285714
2020/21,Comhairle nan Eilean Siar,65-74 years,Learning Disability,0,0
2020/21,Comhairle nan Eilean Siar,75-84 years,Learning Disability,0,0
2020/21,Comhairle nan Eilean Siar,85+ years,Learning Disability,0,0
2020/21,Comhairle nan Eilean Siar,Unknown,Learning Disability,5,125
2020/21,Comhairle nan Eilean Siar,All Ages,Mental Health,60,88.23529411764706
2020/21,Comhairle nan Eilean Siar,0-17 years,Mental Health,0,0
2020/21,Comhairle nan Eilean Siar,18-64 years,Mental Health,25,238.09523809523807
2020/21,Comhairle nan Eilean Siar,65-74 years,Mental Health,15,166.66666666666666
2020/21,Comhairle nan Eilean Siar,75-84 years,Mental Health,10,58.8235294117647
2020/21,Comhairle nan Eilean Siar,85+ years,Mental Health,10,36.36363636363636
2020/21,Comhairle nan Eilean Siar,Unknown,Mental Health,0,0
2020/21,Comhairle nan Eilean Siar,All Ages,Physical and Sensory Disability,320,470.5882352941176
2020/21,Comhairle nan Eilean Siar,0-17 years,Physical and Sensory Disability,0,0
2020/21,Comhairle nan Eilean Siar,18-64 years,Physical and Sensory Disability,45,428.57142857142856
2020/21,Comhairle nan Eilean Siar,65-74 years,Physical and Sensory Disability,45,500
2020/21,Comhairle nan Eilean Siar,75-84 years,Physical and Sensory Disability,80,470.5882352941176
2020/21,Comhairle nan Eilean Siar,85+ years,Physical and Sensory Disability,145,527.2727272727273
2020/21,Comhairle nan Eilean Siar,Unknown,Physical and Sensory Disability,5,125
2020/21,Comhairle nan Eilean Siar,All Ages,Other,110,161.76470588235296
2020/21,Comhairle nan Eilean Siar,0-17 years,Other,0,0
2020/21,Comhairle nan Eilean Siar,18-64 years,Other,25,238.09523809523807
2020/21,Comhairle nan Eilean Siar,65-74 years,Other,20,222.2222222222222
2020/21,Comhairle nan Eilean Siar,75-84 years,Other,25,147.05882352941177
2020/21,Comhairle nan Eilean Siar,85+ years,Other,35,127.27272727272727
2020/21,Comhairle nan Eilean Siar,Unknown,Other,5,125
2017/18,Dumfries and Galloway,All Ages,Dementia,115,16.35846372688478
2017/18,Dumfries and Galloway,0-17 years,Dementia,0,0
2017/18,Dumfries and Galloway,18-64 years,Dementia,5,4.25531914893617
2017/18,Dumfries and Galloway,65-74 years,Dementia,15,17.142857142857142
2017/18,Dumfries and Galloway,75-84 years,Dementia,45,20.642201834862387
2017/18,Dumfries and Galloway,85+ years,Dementia,55,20.370370370370374
2017/18,Dumfries and Galloway,Unknown,Dementia,0,0
2017/18,Dumfries and Galloway,All Ages,Elderly / Frail,6270,891.8918918918919
2017/18,Dumfries and Galloway,0-17 years,Elderly / Frail,0,0
2017/18,Dumfries and Galloway,18-64 years,Elderly / Frail,580,493.6170212765957
2017/18,Dumfries and Galloway,65-74 years,Elderly / Frail,820,937.1428571428571
2017/18,Dumfries and Galloway,75-84 years,Elderly / Frail,2175,997.7064220183486
2017/18,Dumfries and Galloway,85+ years,Elderly / Frail,2695,998.1481481481482
2017/18,Dumfries and Galloway,Unknown,Elderly / Frail,0,0
2017/18,Dumfries and Galloway,All Ages,Learning Disability,655,93.17211948790896
2017/18,Dumfries and Galloway,0-17 years,Learning Disability,10,95.23809523809523
2017/18,Dumfries and Galloway,18-64 years,Learning Disability,560,476.5957446808511
2017/18,Dumfries and Galloway,65-74 years,Learning Disability,60,68.57142857142857
2017/18,Dumfries and Galloway,75-84 years,Learning Disability,15,6.8807339449541285
2017/18,Dumfries and Galloway,85+ years,Learning Disability,5,1.8518518518518519
2017/18,Dumfries and Galloway,Unknown,Learning Disability,0,0
2017/18,Dumfries and Galloway,All Ages,Mental Health,275,39.11806543385491
2017/18,Dumfries and Galloway,0-17 years,Mental Health,0,0
2017/18,Dumfries and Galloway,18-64 years,Mental Health,180,153.19148936170214
2017/18,Dumfries and Galloway,65-74 years,Mental Health,40,45.714285714285715
2017/18,Dumfries and Galloway,75-84 years,Mental Health,30,13.761467889908257
2017/18,Dumfries and Galloway,85+ years,Mental Health,25,9.25925925925926
2017/18,Dumfries and Galloway,Unknown,Mental Health,0,0
2017/18,Dumfries and Galloway,All Ages,Physical and Sensory Disability,1530,217.63869132290185
2017/18,Dumfries and Galloway,0-17 years,Physical and Sensory Disability,15,142.85714285714286
2017/18,Dumfries and Galloway,18-64 years,Physical and Sensory Disability,495,421.27659574468083
2017/18,Dumfries and Galloway,65-74 years,Physical and Sensory Disability,145,165.7142857142857
2017/18,Dumfries and Galloway,75-84 years,Physical and Sensory Disability,285,130.73394495412845
2017/18,Dumfries and Galloway,85+ years,Physical and Sensory Disability,590,218.51851851851853
2017/18,Dumfries and Galloway,Unknown,Physical and Sensory Disability,0,0
2017/18,Dumfries and Galloway,All Ages,Other,2850,405.4054054054054
2017/18,Dumfries and Galloway,0-17 years,Other,60,571.4285714285714
2017/18,Dumfries and Galloway,18-64 years,Other,80,68.08510638297872
2017/18,Dumfries and Galloway,65-74 years,Other,375,428.57142857142856
2017/18,Dumfries and Galloway,75-84 years,Other,980,449.54128440366975
2017/18,Dumfries and Galloway,85+ years,Other,1350,500
2017/18,Dumfries and Galloway,Unknown,Other,0,0
2018/19,Dumfries and Galloway,All Ages,Dementia,120,17.17967072297781
2018/19,Dumfries and Galloway,0-17 years,Dementia,0,0
2018/19,Dumfries and Galloway,18-64 years,Dementia,5,4.310344827586206
2018/19,Dumfries and Galloway,65-74 years,Dementia,15,17.142857142857142
2018/19,Dumfries and Galloway,75-84 years,Dementia,50,22.675736961451246
2018/19,Dumfries and Galloway,85+ years,Dementia,55,20.599250936329586
2018/19,Dumfries and Galloway,Unknown,Dementia,0,0
2018/19,Dumfries and Galloway,All Ages,Elderly / Frail,6210,889.0479599141017
2018/19,Dumfries and Galloway,0-17 years,Elderly / Frail,0,0
2018/19,Dumfries and Galloway,18-64 years,Elderly / Frail,560,482.7586206896552
2018/19,Dumfries and Galloway,65-74 years,Elderly / Frail,805,920
2018/19,Dumfries and Galloway,75-84 years,Elderly / Frail,2185,990.9297052154194
2018/19,Dumfries and Galloway,85+ years,Elderly / Frail,2660,996.2546816479401
2018/19,Dumfries and Galloway,Unknown,Elderly / Frail,0,0
2018/19,Dumfries and Galloway,All Ages,Learning Disability,680,97.35146743020759
2018/19,Dumfries and Galloway,0-17 years,Learning Disability,10,133.33333333333334
2018/19,Dumfries and Galloway,18-64 years,Learning Disability,575,495.68965517241384
2018/19,Dumfries and Galloway,65-74 years,Learning Disability,70,80
2018/19,Dumfries and Galloway,75-84 years,Learning Disability,15,6.802721088435374
2018/19,Dumfries and Galloway,85+ years,Learning Disability,5,1.8726591760299625
2018/19,Dumfries and Galloway,Unknown,Learning Disability,0,0
2018/19,Dumfries and Galloway,All Ages,Mental Health,255,36.506800286327845
2018/19,Dumfries and Galloway,0-17 years,Mental Health,0,0
2018/19,Dumfries and Galloway,18-64 years,Mental Health,170,146.55172413793102
2018/19,Dumfries and Galloway,65-74 years,Mental Health,45,51.42857142857143
2018/19,Dumfries and Galloway,75-84 years,Mental Health,20,9.070294784580499
2018/19,Dumfries and Galloway,85+ years,Mental Health,15,5.617977528089887
2018/19,Dumfries and Galloway,Unknown,Mental Health,0,0
2018/19,Dumfries and Galloway,All Ages,Physical and Sensory Disability,1425,204.0085898353615
2018/19,Dumfries and Galloway,0-17 years,Physical and Sensory Disability,10,133.33333333333334
2018/19,Dumfries and Galloway,18-64 years,Physical and Sensory Disability,480,413.7931034482759
2018/19,Dumfries and Galloway,65-74 years,Physical and Sensory Disability,150,171.42857142857142
2018/19,Dumfries and Galloway,75-84 years,Physical and Sensory Disability,280,126.98412698412697
2018/19,Dumfries and Galloway,85+ years,Physical and Sensory Disability,505,189.1385767790262
2018/19,Dumfries and Galloway,Unknown,Physical and Sensory Disability,0,0
2018/19,Dumfries and Galloway,All Ages,Other,5960,853.2569792412312
2018/19,Dumfries and Galloway,0-17 years,Other,60,800
2018/19,Dumfries and Galloway,18-64 years,Other,295,254.3103448275862
2018/19,Dumfries and Galloway,65-74 years,Other,760,868.5714285714286
2018/19,Dumfries and Galloway,75-84 years,Other,2185,990.9297052154194
2018/19,Dumfries and Galloway,85+ years,Other,2655,994.3820224719101
2018/19,Dumfries and Galloway,Unknown,Other,0,0
2019/20,Dumfries and Galloway,All Ages,Dementia,115,15.927977839335181
2019/20,Dumfries and Galloway,0-17 years,Dementia,0,0
2019/20,Dumfries and Galloway,18-64 years,Dementia,0,0
2019/20,Dumfries and Galloway,65-74 years,Dementia,15,17.341040462427745
2019/20,Dumfries and Galloway,75-84 years,Dementia,50,22.271714922048996
2019/20,Dumfries and Galloway,85+ years,Dementia,50,18.083182640144667
2019/20,Dumfries and Galloway,Unknown,Dementia,0,0
2019/20,Dumfries and Galloway,All Ages,Elderly / Frail,6390,885.0415512465374
2019/20,Dumfries and Galloway,0-17 years,Elderly / Frail,5,33.333333333333336
2019/20,Dumfries and Galloway,18-64 years,Elderly / Frail,585,489.5397489539749
2019/20,Dumfries and Galloway,65-74 years,Elderly / Frail,800,924.8554913294797
2019/20,Dumfries and Galloway,75-84 years,Elderly / Frail,2240,997.7728285077951
2019/20,Dumfries and Galloway,85+ years,Elderly / Frail,2765,1000
2019/20,Dumfries and Galloway,Unknown,Elderly / Frail,0,0
2019/20,Dumfries and Galloway,All Ages,Learning Disability,695,96.26038781163435
2019/20,Dumfries and Galloway,0-17 years,Learning Disability,15,100
2019/20,Dumfries and Galloway,18-64 years,Learning Disability,590,493.72384937238496
2019/20,Dumfries and Galloway,65-74 years,Learning Disability,75,86.70520231213872
2019/20,Dumfries and Galloway,75-84 years,Learning Disability,10,4.4543429844097995
2019/20,Dumfries and Galloway,85+ years,Learning Disability,5,1.8083182640144664
2019/20,Dumfries and Galloway,Unknown,Learning Disability,0,0
2019/20,Dumfries and Galloway,All Ages,Mental Health,265,36.70360110803325
2019/20,Dumfries and Galloway,0-17 years,Mental Health,5,33.333333333333336
2019/20,Dumfries and Galloway,18-64 years,Mental Health,185,154.81171548117155
2019/20,Dumfries and Galloway,65-74 years,Mental Health,45,52.02312138728324
2019/20,Dumfries and Galloway,75-84 years,Mental Health,15,6.6815144766147
2019/20,Dumfries and Galloway,85+ years,Mental Health,15,5.424954792043399
2019/20,Dumfries and Galloway,Unknown,Mental Health,0,0
2019/20,Dumfries and Galloway,All Ages,Physical and Sensory Disability,1410,195.29085872576178
2019/20,Dumfries and Galloway,0-17 years,Physical and Sensory Disability,25,166.66666666666666
2019/20,Dumfries and Galloway,18-64 years,Physical and Sensory Disability,460,384.93723849372384
2019/20,Dumfries and Galloway,65-74 years,Physical and Sensory Disability,165,190.7514450867052
2019/20,Dumfries and Galloway,75-84 years,Physical and Sensory Disability,250,111.358574610245
2019/20,Dumfries and Galloway,85+ years,Physical and Sensory Disability,515,186.25678119349007
2019/20,Dumfries and Galloway,Unknown,Physical and Sensory Disability,0,0
2019/20,Dumfries and Galloway,All Ages,Other,450,62.32686980609419
2019/20,Dumfries and Galloway,0-17 years,Other,115,766.6666666666667
2019/20,Dumfries and Galloway,18-64 years,Other,125,104.60251046025104
2019/20,Dumfries and Galloway,65-74 years,Other,50,57.80346820809248
2019/20,Dumfries and Galloway,75-84 years,Other,75,33.4075723830735
2019/20,Dumfries and Galloway,85+ years,Other,85,30.74141048824593
2019/20,Dumfries and Galloway,Unknown,Other,0,0
2020/21,Dumfries and Galloway,All Ages,Dementia,95,13.523131672597865
2020/21,Dumfries and Galloway,0-17 years,Dementia,0,0
2020/21,Dumfries and Galloway,18-64 years,Dementia,0,0
2020/21,Dumfries and Galloway,65-74 years,Dementia,15,17.045454545454543
2020/21,Dumfries and Galloway,75-84 years,Dementia,35,16.091954022988507
2020/21,Dumfries and Galloway,85+ years,Dementia,45,16.574585635359114
2020/21,Dumfries and Galloway,Unknown,Dementia,0,NA
2020/21,Dumfries and Galloway,All Ages,Elderly / Frail,6315,898.932384341637
2020/21,Dumfries and Galloway,0-17 years,Elderly / Frail,0,0
2020/21,Dumfries and Galloway,18-64 years,Elderly / Frail,625,504.0322580645161
2020/21,Dumfries and Galloway,65-74 years,Elderly / Frail,815,926.1363636363636
2020/21,Dumfries and Galloway,75-84 years,Elderly / Frail,2165,995.4022988505748
2020/21,Dumfries and Galloway,85+ years,Elderly / Frail,2710,998.158379373849
2020/21,Dumfries and Galloway,Unknown,Elderly / Frail,0,NA
2020/21,Dumfries and Galloway,All Ages,Learning Disability,730,103.91459074733096
2020/21,Dumfries and Galloway,0-17 years,Learning Disability,5,500
2020/21,Dumfries and Galloway,18-64 years,Learning Disability,625,504.0322580645161
2020/21,Dumfries and Galloway,65-74 years,Learning Disability,80,90.9090909090909
2020/21,Dumfries and Galloway,75-84 years,Learning Disability,15,6.896551724137931
2020/21,Dumfries and Galloway,85+ years,Learning Disability,5,1.8416206261510129
2020/21,Dumfries and Galloway,Unknown,Learning Disability,0,NA
2020/21,Dumfries and Galloway,All Ages,Mental Health,275,39.145907473309606
2020/21,Dumfries and Galloway,0-17 years,Mental Health,5,500
2020/21,Dumfries and Galloway,18-64 years,Mental Health,200,161.29032258064515
2020/21,Dumfries and Galloway,65-74 years,Mental Health,40,45.45454545454545
2020/21,Dumfries and Galloway,75-84 years,Mental Health,20,9.195402298850574
2020/21,Dumfries and Galloway,85+ years,Mental Health,10,3.6832412523020257
2020/21,Dumfries and Galloway,Unknown,Mental Health,0,NA
2020/21,Dumfries and Galloway,All Ages,Physical and Sensory Disability,1365,194.30604982206407
2020/21,Dumfries and Galloway,0-17 years,Physical and Sensory Disability,5,500
2020/21,Dumfries and Galloway,18-64 years,Physical and Sensory Disability,455,366.93548387096774
2020/21,Dumfries and Galloway,65-74 years,Physical and Sensory Disability,175,198.86363636363635
2020/21,Dumfries and Galloway,75-84 years,Physical and Sensory Disability,240,110.34482758620689
2020/21,Dumfries and Galloway,85+ years,Physical and Sensory Disability,495,182.32044198895028
2020/21,Dumfries and Galloway,Unknown,Physical and Sensory Disability,0,NA
2020/21,Dumfries and Galloway,All Ages,Other,305,43.41637010676157
2020/21,Dumfries and Galloway,0-17 years,Other,5,500
2020/21,Dumfries and Galloway,18-64 years,Other,100,80.64516129032258
2020/21,Dumfries and Galloway,65-74 years,Other,45,51.13636363636364
2020/21,Dumfries and Galloway,75-84 years,Other,75,34.48275862068965
2020/21,Dumfries and Galloway,85+ years,Other,75,27.624309392265193
2020/21,Dumfries and Galloway,Unknown,Other,0,NA
2017/18,Dundee City,All Ages,Dementia,645,91.1660777385159
2017/18,Dundee City,0-17 years,Dementia,0,0
2017/18,Dundee City,18-64 years,Dementia,15,6.097560975609756
2017/18,Dundee City,65-74 years,Dementia,65,63.41463414634146
2017/18,Dundee City,75-84 years,Dementia,220,128.2798833819242
2017/18,Dundee City,85+ years,Dementia,345,187.5
2017/18,Dundee City,Unknown,Dementia,0,0
2017/18,Dundee City,All Ages,Elderly / Frail,4630,654.4169611307422
2017/18,Dundee City,0-17 years,Elderly / Frail,0,0
2017/18,Dundee City,18-64 years,Elderly / Frail,50,20.32520325203252
2017/18,Dundee City,65-74 years,Elderly / Frail,1025,1000
2017/18,Dundee City,75-84 years,Elderly / Frail,1715,1000
2017/18,Dundee City,85+ years,Elderly / Frail,1840,1000
2017/18,Dundee City,Unknown,Elderly / Frail,0,0
2017/18,Dundee City,All Ages,Learning Disability,465,65.7243816254417
2017/18,Dundee City,0-17 years,Learning Disability,10,333.3333333333333
2017/18,Dundee City,18-64 years,Learning Disability,395,160.56910569105693
2017/18,Dundee City,65-74 years,Learning Disability,40,39.02439024390244
2017/18,Dundee City,75-84 years,Learning Disability,20,11.661807580174926
2017/18,Dundee City,85+ years,Learning Disability,0,0
2017/18,Dundee City,Unknown,Learning Disability,0,0
2017/18,Dundee City,All Ages,Mental Health,830,117.31448763250883
2017/18,Dundee City,0-17 years,Mental Health,0,0
2017/18,Dundee City,18-64 years,Mental Health,485,197.15447154471545
2017/18,Dundee City,65-74 years,Mental Health,140,136.58536585365854
2017/18,Dundee City,75-84 years,Mental Health,110,64.1399416909621
2017/18,Dundee City,85+ years,Mental Health,90,48.913043478260875
2017/18,Dundee City,Unknown,Mental Health,0,0
2017/18,Dundee City,All Ages,Physical and Sensory Disability,4235,598.5865724381625
2017/18,Dundee City,0-17 years,Physical and Sensory Disability,10,333.3333333333333
2017/18,Dundee City,18-64 years,Physical and Sensory Disability,980,398.3739837398374
2017/18,Dundee City,65-74 years,Physical and Sensory Disability,615,600
2017/18,Dundee City,75-84 years,Physical and Sensory Disability,1180,688.0466472303207
2017/18,Dundee City,85+ years,Physical and Sensory Disability,1445,785.3260869565217
2017/18,Dundee City,Unknown,Physical and Sensory Disability,0,0
2017/18,Dundee City,All Ages,Other,690,97.52650176678446
2017/18,Dundee City,0-17 years,Other,0,0
2017/18,Dundee City,18-64 years,Other,310,126.01626016260161
2017/18,Dundee City,65-74 years,Other,115,112.19512195121952
2017/18,Dundee City,75-84 years,Other,135,78.71720116618076
2017/18,Dundee City,85+ years,Other,135,73.36956521739131
2017/18,Dundee City,Unknown,Other,0,0
2018/19,Dundee City,All Ages,Dementia,915,119.37377690802347
2018/19,Dundee City,0-17 years,Dementia,0,0
2018/19,Dundee City,18-64 years,Dementia,130,48.68913857677903
