financial_year,sending_location,age_group,service_group,nclient
2018/19,Dundee City,Unknown,Care Home,0
2018/19,Dundee City,All Ages,Community Alarms / Telecare,5870
2018/19,Dundee City,0-17 years,Community Alarms / Telecare,5
2018/19,Dundee City,18-64 years,Community Alarms / Telecare,910
2018/19,Dundee City,65-74 years,Community Alarms / Telecare,1375
2018/19,Dundee City,75-84 years,Community Alarms / Telecare,1975
2018/19,Dundee City,85+ years,Community Alarms / Telecare,1605
2018/19,Dundee City,Unknown,Community Alarms / Telecare,0
2018/19,Dundee City,All Ages,Day Care,320
2018/19,Dundee City,0-17 years,Day Care,0
2018/19,Dundee City,18-64 years,Day Care,175
2018/19,Dundee City,65-74 years,Day Care,40
2018/19,Dundee City,75-84 years,Day Care,50
2018/19,Dundee City,85+ years,Day Care,55
2018/19,Dundee City,Unknown,Day Care,0
2018/19,Dundee City,All Ages,Home Care,2900
2018/19,Dundee City,0-17 years,Home Care,5
2018/19,Dundee City,18-64 years,Home Care,335
2018/19,Dundee City,65-74 years,Home Care,505
2018/19,Dundee City,75-84 years,Home Care,985
2018/19,Dundee City,85+ years,Home Care,1070
2018/19,Dundee City,Unknown,Home Care,0
2018/19,Dundee City,All Ages,Housing Support,3285
2018/19,Dundee City,0-17 years,Housing Support,5
2018/19,Dundee City,18-64 years,Housing Support,765
2018/19,Dundee City,65-74 years,Housing Support,1025
2018/19,Dundee City,75-84 years,Housing Support,940
2018/19,Dundee City,85+ years,Housing Support,555
2018/19,Dundee City,Unknown,Housing Support,0
2018/19,Dundee City,All Ages,Meals,680
2018/19,Dundee City,0-17 years,Meals,0
2018/19,Dundee City,18-64 years,Meals,55
2018/19,Dundee City,65-74 years,Meals,120
2018/19,Dundee City,75-84 years,Meals,230
2018/19,Dundee City,85+ years,Meals,275
2018/19,Dundee City,Unknown,Meals,0
2018/19,Dundee City,All Ages,Social Worker,5365
2018/19,Dundee City,0-17 years,Social Worker,50
2018/19,Dundee City,18-64 years,Social Worker,1860
2018/19,Dundee City,65-74 years,Social Worker,790
2018/19,Dundee City,75-84 years,Social Worker,1330
2018/19,Dundee City,85+ years,Social Worker,1340
2018/19,Dundee City,Unknown,Social Worker,0
2019/20,Dundee City,All Ages,Care Home,1720
2019/20,Dundee City,0-17 years,Care Home,0
2019/20,Dundee City,18-64 years,Care Home,195
2019/20,Dundee City,65-74 years,Care Home,185
2019/20,Dundee City,75-84 years,Care Home,460
2019/20,Dundee City,85+ years,Care Home,875
2019/20,Dundee City,Unknown,Care Home,0
2019/20,Dundee City,All Ages,Community Alarms / Telecare,5880
2019/20,Dundee City,0-17 years,Community Alarms / Telecare,5
2019/20,Dundee City,18-64 years,Community Alarms / Telecare,860
2019/20,Dundee City,65-74 years,Community Alarms / Telecare,1245
2019/20,Dundee City,75-84 years,Community Alarms / Telecare,1985
2019/20,Dundee City,85+ years,Community Alarms / Telecare,1780
2019/20,Dundee City,Unknown,Community Alarms / Telecare,0
2019/20,Dundee City,All Ages,Day Care,285
2019/20,Dundee City,0-17 years,Day Care,0
2019/20,Dundee City,18-64 years,Day Care,165
2019/20,Dundee City,65-74 years,Day Care,35
2019/20,Dundee City,75-84 years,Day Care,40
2019/20,Dundee City,85+ years,Day Care,50
2019/20,Dundee City,Unknown,Day Care,0
2019/20,Dundee City,All Ages,Home Care,2580
2019/20,Dundee City,0-17 years,Home Care,0
2019/20,Dundee City,18-64 years,Home Care,375
2019/20,Dundee City,65-74 years,Home Care,430
2019/20,Dundee City,75-84 years,Home Care,820
2019/20,Dundee City,85+ years,Home Care,955
2019/20,Dundee City,Unknown,Home Care,0
2019/20,Dundee City,All Ages,Housing Support,490
2019/20,Dundee City,0-17 years,Housing Support,0
2019/20,Dundee City,18-64 years,Housing Support,205
2019/20,Dundee City,65-74 years,Housing Support,85
2019/20,Dundee City,75-84 years,Housing Support,100
2019/20,Dundee City,85+ years,Housing Support,95
2019/20,Dundee City,Unknown,Housing Support,0
2019/20,Dundee City,All Ages,Meals,690
2019/20,Dundee City,0-17 years,Meals,0
2019/20,Dundee City,18-64 years,Meals,60
2019/20,Dundee City,65-74 years,Meals,105
2019/20,Dundee City,75-84 years,Meals,235
2019/20,Dundee City,85+ years,Meals,285
2019/20,Dundee City,Unknown,Meals,0
2019/20,Dundee City,All Ages,Social Worker,6950
2019/20,Dundee City,0-17 years,Social Worker,25
2019/20,Dundee City,18-64 years,Social Worker,2620
2019/20,Dundee City,65-74 years,Social Worker,1060
2019/20,Dundee City,75-84 years,Social Worker,1590
2019/20,Dundee City,85+ years,Social Worker,1660
2019/20,Dundee City,Unknown,Social Worker,0
2020/21,Dundee City,All Ages,Care Home,1540
2020/21,Dundee City,0-17 years,Care Home,0
2020/21,Dundee City,18-64 years,Care Home,125
2020/21,Dundee City,65-74 years,Care Home,165
2020/21,Dundee City,75-84 years,Care Home,460
2020/21,Dundee City,85+ years,Care Home,785
2020/21,Dundee City,Unknown,Care Home,0
2020/21,Dundee City,All Ages,Community Alarms / Telecare,4995
2020/21,Dundee City,0-17 years,Community Alarms / Telecare,5
2020/21,Dundee City,18-64 years,Community Alarms / Telecare,715
2020/21,Dundee City,65-74 years,Community Alarms / Telecare,1120
2020/21,Dundee City,75-84 years,Community Alarms / Telecare,1630
2020/21,Dundee City,85+ years,Community Alarms / Telecare,1520
2020/21,Dundee City,Unknown,Community Alarms / Telecare,0
2020/21,Dundee City,All Ages,Day Care,225
2020/21,Dundee City,0-17 years,Day Care,0
2020/21,Dundee City,18-64 years,Day Care,145
2020/21,Dundee City,65-74 years,Day Care,35
2020/21,Dundee City,75-84 years,Day Care,20
2020/21,Dundee City,85+ years,Day Care,25
2020/21,Dundee City,Unknown,Day Care,0
2020/21,Dundee City,All Ages,Home Care,2570
2020/21,Dundee City,0-17 years,Home Care,0
2020/21,Dundee City,18-64 years,Home Care,385
2020/21,Dundee City,65-74 years,Home Care,415
2020/21,Dundee City,75-84 years,Home Care,810
2020/21,Dundee City,85+ years,Home Care,960
2020/21,Dundee City,Unknown,Home Care,0
2020/21,Dundee City,All Ages,Meals,605
2020/21,Dundee City,0-17 years,Meals,0
2020/21,Dundee City,18-64 years,Meals,60
2020/21,Dundee City,65-74 years,Meals,95
2020/21,Dundee City,75-84 years,Meals,190
2020/21,Dundee City,85+ years,Meals,260
2020/21,Dundee City,Unknown,Meals,0
2020/21,Dundee City,All Ages,Social Worker,4350
2020/21,Dundee City,0-17 years,Social Worker,20
2020/21,Dundee City,18-64 years,Social Worker,1640
2020/21,Dundee City,65-74 years,Social Worker,595
2020/21,Dundee City,75-84 years,Social Worker,975
2020/21,Dundee City,85+ years,Social Worker,1120
2020/21,Dundee City,Unknown,Social Worker,0
2017/18,East Ayrshire,All Ages,Care Home,835
2017/18,East Ayrshire,0-17 years,Care Home,0
2017/18,East Ayrshire,18-64 years,Care Home,65
2017/18,East Ayrshire,65-74 years,Care Home,90
2017/18,East Ayrshire,75-84 years,Care Home,285
2017/18,East Ayrshire,85+ years,Care Home,395
2017/18,East Ayrshire,Unknown,Care Home,0
2017/18,East Ayrshire,All Ages,Community Alarms / Telecare,3410
2017/18,East Ayrshire,0-17 years,Community Alarms / Telecare,20
2017/18,East Ayrshire,18-64 years,Community Alarms / Telecare,490
2017/18,East Ayrshire,65-74 years,Community Alarms / Telecare,510
2017/18,East Ayrshire,75-84 years,Community Alarms / Telecare,1320
2017/18,East Ayrshire,85+ years,Community Alarms / Telecare,1065
2017/18,East Ayrshire,Unknown,Community Alarms / Telecare,0
2017/18,East Ayrshire,All Ages,Day Care,135
2017/18,East Ayrshire,0-17 years,Day Care,0
2017/18,East Ayrshire,18-64 years,Day Care,0
2017/18,East Ayrshire,65-74 years,Day Care,20
2017/18,East Ayrshire,75-84 years,Day Care,50
2017/18,East Ayrshire,85+ years,Day Care,60
2017/18,East Ayrshire,Unknown,Day Care,0
2017/18,East Ayrshire,All Ages,Home Care,2025
2017/18,East Ayrshire,0-17 years,Home Care,0
2017/18,East Ayrshire,18-64 years,Home Care,285
2017/18,East Ayrshire,65-74 years,Home Care,340
2017/18,East Ayrshire,75-84 years,Home Care,760
2017/18,East Ayrshire,85+ years,Home Care,640
2017/18,East Ayrshire,Unknown,Home Care,0
2017/18,East Ayrshire,All Ages,Housing Support,560
2017/18,East Ayrshire,0-17 years,Housing Support,5
2017/18,East Ayrshire,18-64 years,Housing Support,275
2017/18,East Ayrshire,65-74 years,Housing Support,75
2017/18,East Ayrshire,75-84 years,Housing Support,130
2017/18,East Ayrshire,85+ years,Housing Support,80
2017/18,East Ayrshire,Unknown,Housing Support,0
2017/18,East Ayrshire,All Ages,Meals,195
2017/18,East Ayrshire,0-17 years,Meals,0
2017/18,East Ayrshire,18-64 years,Meals,25
2017/18,East Ayrshire,65-74 years,Meals,25
2017/18,East Ayrshire,75-84 years,Meals,80
2017/18,East Ayrshire,85+ years,Meals,65
2017/18,East Ayrshire,Unknown,Meals,0
2017/18,East Ayrshire,All Ages,Social Worker,2015
2017/18,East Ayrshire,0-17 years,Social Worker,90
2017/18,East Ayrshire,18-64 years,Social Worker,615
2017/18,East Ayrshire,65-74 years,Social Worker,225
2017/18,East Ayrshire,75-84 years,Social Worker,525
2017/18,East Ayrshire,85+ years,Social Worker,550
2017/18,East Ayrshire,Unknown,Social Worker,0
2018/19,East Ayrshire,All Ages,Care Home,1030
2018/19,East Ayrshire,0-17 years,Care Home,0
2018/19,East Ayrshire,18-64 years,Care Home,85
2018/19,East Ayrshire,65-74 years,Care Home,105
2018/19,East Ayrshire,75-84 years,Care Home,350
2018/19,East Ayrshire,85+ years,Care Home,490
2018/19,East Ayrshire,Unknown,Care Home,0
2018/19,East Ayrshire,All Ages,Community Alarms / Telecare,4420
2018/19,East Ayrshire,0-17 years,Community Alarms / Telecare,30
2018/19,East Ayrshire,18-64 years,Community Alarms / Telecare,605
2018/19,East Ayrshire,65-74 years,Community Alarms / Telecare,680
2018/19,East Ayrshire,75-84 years,Community Alarms / Telecare,1675
2018/19,East Ayrshire,85+ years,Community Alarms / Telecare,1425
2018/19,East Ayrshire,Unknown,Community Alarms / Telecare,0
2018/19,East Ayrshire,All Ages,Day Care,175
2018/19,East Ayrshire,0-17 years,Day Care,0
2018/19,East Ayrshire,18-64 years,Day Care,5
2018/19,East Ayrshire,65-74 years,Day Care,25
2018/19,East Ayrshire,75-84 years,Day Care,75
2018/19,East Ayrshire,85+ years,Day Care,70
2018/19,East Ayrshire,Unknown,Day Care,0
2018/19,East Ayrshire,All Ages,Home Care,2710
2018/19,East Ayrshire,0-17 years,Home Care,0
2018/19,East Ayrshire,18-64 years,Home Care,350
2018/19,East Ayrshire,65-74 years,Home Care,460
2018/19,East Ayrshire,75-84 years,Home Care,1020
2018/19,East Ayrshire,85+ years,Home Care,880
2018/19,East Ayrshire,Unknown,Home Care,0
2018/19,East Ayrshire,All Ages,Housing Support,325
2018/19,East Ayrshire,0-17 years,Housing Support,0
2018/19,East Ayrshire,18-64 years,Housing Support,240
2018/19,East Ayrshire,65-74 years,Housing Support,35
2018/19,East Ayrshire,75-84 years,Housing Support,30
2018/19,East Ayrshire,85+ years,Housing Support,20
2018/19,East Ayrshire,Unknown,Housing Support,0
2018/19,East Ayrshire,All Ages,Meals,255
2018/19,East Ayrshire,0-17 years,Meals,0
2018/19,East Ayrshire,18-64 years,Meals,25
2018/19,East Ayrshire,65-74 years,Meals,35
2018/19,East Ayrshire,75-84 years,Meals,100
2018/19,East Ayrshire,85+ years,Meals,90
2018/19,East Ayrshire,Unknown,Meals,0
2018/19,East Ayrshire,All Ages,Social Worker,2370
2018/19,East Ayrshire,0-17 years,Social Worker,100
2018/19,East Ayrshire,18-64 years,Social Worker,615
2018/19,East Ayrshire,65-74 years,Social Worker,290
2018/19,East Ayrshire,75-84 years,Social Worker,685
2018/19,East Ayrshire,85+ years,Social Worker,685
2018/19,East Ayrshire,Unknown,Social Worker,0
2019/20,East Ayrshire,All Ages,Care Home,1015
2019/20,East Ayrshire,0-17 years,Care Home,0
2019/20,East Ayrshire,18-64 years,Care Home,85
2019/20,East Ayrshire,65-74 years,Care Home,110
2019/20,East Ayrshire,75-84 years,Care Home,345
2019/20,East Ayrshire,85+ years,Care Home,480
2019/20,East Ayrshire,Unknown,Care Home,0
2019/20,East Ayrshire,All Ages,Community Alarms / Telecare,4315
2019/20,East Ayrshire,0-17 years,Community Alarms / Telecare,30
2019/20,East Ayrshire,18-64 years,Community Alarms / Telecare,600
2019/20,East Ayrshire,65-74 years,Community Alarms / Telecare,625
2019/20,East Ayrshire,75-84 years,Community Alarms / Telecare,1610
2019/20,East Ayrshire,85+ years,Community Alarms / Telecare,1445
2019/20,East Ayrshire,Unknown,Community Alarms / Telecare,0
2019/20,East Ayrshire,All Ages,Day Care,235
2019/20,East Ayrshire,0-17 years,Day Care,0
2019/20,East Ayrshire,18-64 years,Day Care,5
2019/20,East Ayrshire,65-74 years,Day Care,35
2019/20,East Ayrshire,75-84 years,Day Care,100
2019/20,East Ayrshire,85+ years,Day Care,100
2019/20,East Ayrshire,Unknown,Day Care,0
2019/20,East Ayrshire,All Ages,Home Care,2825
2019/20,East Ayrshire,0-17 years,Home Care,0
2019/20,East Ayrshire,18-64 years,Home Care,400
2019/20,East Ayrshire,65-74 years,Home Care,465
2019/20,East Ayrshire,75-84 years,Home Care,1060
2019/20,East Ayrshire,85+ years,Home Care,900
2019/20,East Ayrshire,Unknown,Home Care,0
2019/20,East Ayrshire,All Ages,Housing Support,315
2019/20,East Ayrshire,0-17 years,Housing Support,0
2019/20,East Ayrshire,18-64 years,Housing Support,230
2019/20,East Ayrshire,65-74 years,Housing Support,35
2019/20,East Ayrshire,75-84 years,Housing Support,35
2019/20,East Ayrshire,85+ years,Housing Support,15
2019/20,East Ayrshire,Unknown,Housing Support,0
2019/20,East Ayrshire,All Ages,Meals,255
2019/20,East Ayrshire,0-17 years,Meals,0
2019/20,East Ayrshire,18-64 years,Meals,25
2019/20,East Ayrshire,65-74 years,Meals,40
2019/20,East Ayrshire,75-84 years,Meals,105
2019/20,East Ayrshire,85+ years,Meals,85
2019/20,East Ayrshire,Unknown,Meals,0
2019/20,East Ayrshire,All Ages,Social Worker,2405
2019/20,East Ayrshire,0-17 years,Social Worker,105
2019/20,East Ayrshire,18-64 years,Social Worker,610
2019/20,East Ayrshire,65-74 years,Social Worker,335
2019/20,East Ayrshire,75-84 years,Social Worker,680
2019/20,East Ayrshire,85+ years,Social Worker,675
2019/20,East Ayrshire,Unknown,Social Worker,0
2020/21,East Ayrshire,All Ages,Care Home,1040
2020/21,East Ayrshire,0-17 years,Care Home,0
2020/21,East Ayrshire,18-64 years,Care Home,90
2020/21,East Ayrshire,65-74 years,Care Home,130
2020/21,East Ayrshire,75-84 years,Care Home,360
2020/21,East Ayrshire,85+ years,Care Home,460
2020/21,East Ayrshire,Unknown,Care Home,0
2020/21,East Ayrshire,All Ages,Community Alarms / Telecare,3725
2020/21,East Ayrshire,0-17 years,Community Alarms / Telecare,35
2020/21,East Ayrshire,18-64 years,Community Alarms / Telecare,555
2020/21,East Ayrshire,65-74 years,Community Alarms / Telecare,550
2020/21,East Ayrshire,75-84 years,Community Alarms / Telecare,1370
2020/21,East Ayrshire,85+ years,Community Alarms / Telecare,1210
2020/21,East Ayrshire,Unknown,Community Alarms / Telecare,0
2020/21,East Ayrshire,All Ages,Day Care,265
2020/21,East Ayrshire,0-17 years,Day Care,0
2020/21,East Ayrshire,18-64 years,Day Care,70
2020/21,East Ayrshire,65-74 years,Day Care,35
2020/21,East Ayrshire,75-84 years,Day Care,90
2020/21,East Ayrshire,85+ years,Day Care,70
2020/21,East Ayrshire,Unknown,Day Care,0
2020/21,East Ayrshire,All Ages,Home Care,2760
2020/21,East Ayrshire,0-17 years,Home Care,0
2020/21,East Ayrshire,18-64 years,Home Care,480
2020/21,East Ayrshire,65-74 years,Home Care,435
2020/21,East Ayrshire,75-84 years,Home Care,980
2020/21,East Ayrshire,85+ years,Home Care,860
2020/21,East Ayrshire,Unknown,Home Care,0
2020/21,East Ayrshire,All Ages,Housing Support,0
2020/21,East Ayrshire,0-17 years,Housing Support,0
2020/21,East Ayrshire,18-64 years,Housing Support,0
2020/21,East Ayrshire,65-74 years,Housing Support,0
2020/21,East Ayrshire,75-84 years,Housing Support,0
2020/21,East Ayrshire,85+ years,Housing Support,0
2020/21,East Ayrshire,Unknown,Housing Support,0
2020/21,East Ayrshire,All Ages,Social Worker,5090
2020/21,East Ayrshire,0-17 years,Social Worker,120
2020/21,East Ayrshire,18-64 years,Social Worker,1095
2020/21,East Ayrshire,65-74 years,Social Worker,775
2020/21,East Ayrshire,75-84 years,Social Worker,1690
2020/21,East Ayrshire,85+ years,Social Worker,1410
2020/21,East Ayrshire,Unknown,Social Worker,0
2017/18,East Dunbartonshire,All Ages,Care Home,975
2017/18,East Dunbartonshire,0-17 years,Care Home,0
2017/18,East Dunbartonshire,18-64 years,Care Home,120
2017/18,East Dunbartonshire,65-74 years,Care Home,75
2017/18,East Dunbartonshire,75-84 years,Care Home,275
2017/18,East Dunbartonshire,85+ years,Care Home,505
2017/18,East Dunbartonshire,Unknown,Care Home,0
2017/18,East Dunbartonshire,All Ages,Community Alarms / Telecare,1250
2017/18,East Dunbartonshire,0-17 years,Community Alarms / Telecare,0
2017/18,East Dunbartonshire,18-64 years,Community Alarms / Telecare,100
2017/18,East Dunbartonshire,65-74 years,Community Alarms / Telecare,140
2017/18,East Dunbartonshire,75-84 years,Community Alarms / Telecare,485
2017/18,East Dunbartonshire,85+ years,Community Alarms / Telecare,525
2017/18,East Dunbartonshire,Unknown,Community Alarms / Telecare,0
2017/18,East Dunbartonshire,All Ages,Day Care,230
2017/18,East Dunbartonshire,0-17 years,Day Care,5
2017/18,East Dunbartonshire,18-64 years,Day Care,140
2017/18,East Dunbartonshire,65-74 years,Day Care,15
2017/18,East Dunbartonshire,75-84 years,Day Care,40
2017/18,East Dunbartonshire,85+ years,Day Care,30
2017/18,East Dunbartonshire,Unknown,Day Care,0
2017/18,East Dunbartonshire,All Ages,Home Care,1555
2017/18,East Dunbartonshire,0-17 years,Home Care,40
2017/18,East Dunbartonshire,18-64 years,Home Care,125
2017/18,East Dunbartonshire,65-74 years,Home Care,180
2017/18,East Dunbartonshire,75-84 years,Home Care,580
2017/18,East Dunbartonshire,85+ years,Home Care,630
2017/18,East Dunbartonshire,Unknown,Home Care,0
2017/18,East Dunbartonshire,All Ages,Housing Support,485
2017/18,East Dunbartonshire,0-17 years,Housing Support,20
2017/18,East Dunbartonshire,18-64 years,Housing Support,255
2017/18,East Dunbartonshire,65-74 years,Housing Support,50
2017/18,East Dunbartonshire,75-84 years,Housing Support,95
2017/18,East Dunbartonshire,85+ years,Housing Support,65
2017/18,East Dunbartonshire,Unknown,Housing Support,0
2017/18,East Dunbartonshire,All Ages,Meals,70
2017/18,East Dunbartonshire,0-17 years,Meals,0
2017/18,East Dunbartonshire,18-64 years,Meals,10
2017/18,East Dunbartonshire,65-74 years,Meals,5
2017/18,East Dunbartonshire,75-84 years,Meals,25
2017/18,East Dunbartonshire,85+ years,Meals,25
2017/18,East Dunbartonshire,Unknown,Meals,0
2017/18,East Dunbartonshire,All Ages,Social Worker,6140
2017/18,East Dunbartonshire,0-17 years,Social Worker,170
2017/18,East Dunbartonshire,18-64 years,Social Worker,1670
2017/18,East Dunbartonshire,65-74 years,Social Worker,730
2017/18,East Dunbartonshire,75-84 years,Social Worker,1750
2017/18,East Dunbartonshire,85+ years,Social Worker,1815
2017/18,East Dunbartonshire,Unknown,Social Worker,5
2018/19,East Dunbartonshire,All Ages,Care Home,1300
2018/19,East Dunbartonshire,0-17 years,Care Home,0
2018/19,East Dunbartonshire,18-64 years,Care Home,135
2018/19,East Dunbartonshire,65-74 years,Care Home,100
2018/19,East Dunbartonshire,75-84 years,Care Home,360
2018/19,East Dunbartonshire,85+ years,Care Home,705
2018/19,East Dunbartonshire,Unknown,Care Home,0
