financial_year,sending_location,age_group,ethnicity,measure,nclient,rate
2019/20,Comhairle nan Eilean Siar,18-64 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2019/20,Comhairle nan Eilean Siar,18-64 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Comhairle nan Eilean Siar,18-64 years,White,"Rate per 1,000 Social Care Clients",160,780.5
2019/20,Comhairle nan Eilean Siar,18-64 years,White,"Rate per 1,000 Social Care Clients (adjusted)",120,789.5
2019/20,Comhairle nan Eilean Siar,18-64 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2019/20,Comhairle nan Eilean Siar,18-64 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Comhairle nan Eilean Siar,18-64 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",40,195.1
2019/20,Comhairle nan Eilean Siar,18-64 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",30,197.4
2019/20,Comhairle nan Eilean Siar,65-74 years,African,"Rate per 1,000 Social Care Clients",0,0
2019/20,Comhairle nan Eilean Siar,65-74 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Comhairle nan Eilean Siar,65-74 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2019/20,Comhairle nan Eilean Siar,65-74 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Comhairle nan Eilean Siar,65-74 years,Asian,"Rate per 1,000 Social Care Clients",0,0
2019/20,Comhairle nan Eilean Siar,65-74 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Comhairle nan Eilean Siar,65-74 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2019/20,Comhairle nan Eilean Siar,65-74 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Comhairle nan Eilean Siar,65-74 years,White,"Rate per 1,000 Social Care Clients",185,752
2019/20,Comhairle nan Eilean Siar,65-74 years,White,"Rate per 1,000 Social Care Clients (adjusted)",150,724.6
2019/20,Comhairle nan Eilean Siar,65-74 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2019/20,Comhairle nan Eilean Siar,65-74 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Comhairle nan Eilean Siar,65-74 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",65,264.2
2019/20,Comhairle nan Eilean Siar,65-74 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",55,265.7
2019/20,Comhairle nan Eilean Siar,75-84 years,African,"Rate per 1,000 Social Care Clients",0,0
2019/20,Comhairle nan Eilean Siar,75-84 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Comhairle nan Eilean Siar,75-84 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2019/20,Comhairle nan Eilean Siar,75-84 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Comhairle nan Eilean Siar,75-84 years,Asian,"Rate per 1,000 Social Care Clients",0,0
2019/20,Comhairle nan Eilean Siar,75-84 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Comhairle nan Eilean Siar,75-84 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2019/20,Comhairle nan Eilean Siar,75-84 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Comhairle nan Eilean Siar,75-84 years,White,"Rate per 1,000 Social Care Clients",395,734.2
2019/20,Comhairle nan Eilean Siar,75-84 years,White,"Rate per 1,000 Social Care Clients (adjusted)",345,718.8
2019/20,Comhairle nan Eilean Siar,75-84 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2019/20,Comhairle nan Eilean Siar,75-84 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Comhairle nan Eilean Siar,75-84 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",145,269.5
2019/20,Comhairle nan Eilean Siar,75-84 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",135,281.2
2019/20,Comhairle nan Eilean Siar,85+ years,African,"Rate per 1,000 Social Care Clients",0,0
2019/20,Comhairle nan Eilean Siar,85+ years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Comhairle nan Eilean Siar,85+ years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2019/20,Comhairle nan Eilean Siar,85+ years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Comhairle nan Eilean Siar,85+ years,Asian,"Rate per 1,000 Social Care Clients",0,0
2019/20,Comhairle nan Eilean Siar,85+ years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Comhairle nan Eilean Siar,85+ years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2019/20,Comhairle nan Eilean Siar,85+ years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Comhairle nan Eilean Siar,85+ years,White,"Rate per 1,000 Social Care Clients",465,785.5
2019/20,Comhairle nan Eilean Siar,85+ years,White,"Rate per 1,000 Social Care Clients (adjusted)",385,768.5
2019/20,Comhairle nan Eilean Siar,85+ years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2019/20,Comhairle nan Eilean Siar,85+ years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Comhairle nan Eilean Siar,85+ years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",125,211.1
2019/20,Comhairle nan Eilean Siar,85+ years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",115,229.5
2019/20,Comhairle nan Eilean Siar,Unknown,African,"Rate per 1,000 Social Care Clients",0,0
2019/20,Comhairle nan Eilean Siar,Unknown,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Comhairle nan Eilean Siar,Unknown,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2019/20,Comhairle nan Eilean Siar,Unknown,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Comhairle nan Eilean Siar,Unknown,Asian,"Rate per 1,000 Social Care Clients",0,0
2019/20,Comhairle nan Eilean Siar,Unknown,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Comhairle nan Eilean Siar,Unknown,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2019/20,Comhairle nan Eilean Siar,Unknown,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Comhairle nan Eilean Siar,Unknown,White,"Rate per 1,000 Social Care Clients",0,0
2019/20,Comhairle nan Eilean Siar,Unknown,White,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Comhairle nan Eilean Siar,Unknown,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2019/20,Comhairle nan Eilean Siar,Unknown,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Comhairle nan Eilean Siar,Unknown,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",0,0
2019/20,Comhairle nan Eilean Siar,Unknown,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Comhairle nan Eilean Siar,All Ages,African,"Rate per 1,000 Social Care Clients",0,0
2020/21,Comhairle nan Eilean Siar,All Ages,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Comhairle nan Eilean Siar,All Ages,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2020/21,Comhairle nan Eilean Siar,All Ages,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Comhairle nan Eilean Siar,All Ages,Asian,"Rate per 1,000 Social Care Clients",0,0
2020/21,Comhairle nan Eilean Siar,All Ages,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Comhairle nan Eilean Siar,All Ages,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2020/21,Comhairle nan Eilean Siar,All Ages,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Comhairle nan Eilean Siar,All Ages,White,"Rate per 1,000 Social Care Clients",1235,682.7
2020/21,Comhairle nan Eilean Siar,All Ages,White,"Rate per 1,000 Social Care Clients (adjusted)",975,680.9
2020/21,Comhairle nan Eilean Siar,All Ages,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2020/21,Comhairle nan Eilean Siar,All Ages,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Comhairle nan Eilean Siar,All Ages,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",575,317.9
2020/21,Comhairle nan Eilean Siar,All Ages,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",455,317.7
2020/21,Comhairle nan Eilean Siar,0-17 years,African,"Rate per 1,000 Social Care Clients",0,0
2020/21,Comhairle nan Eilean Siar,0-17 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Comhairle nan Eilean Siar,0-17 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2020/21,Comhairle nan Eilean Siar,0-17 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Comhairle nan Eilean Siar,0-17 years,Asian,"Rate per 1,000 Social Care Clients",0,0
2020/21,Comhairle nan Eilean Siar,0-17 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Comhairle nan Eilean Siar,0-17 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2020/21,Comhairle nan Eilean Siar,0-17 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Comhairle nan Eilean Siar,0-17 years,White,"Rate per 1,000 Social Care Clients",0,0
2020/21,Comhairle nan Eilean Siar,0-17 years,White,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Comhairle nan Eilean Siar,0-17 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2020/21,Comhairle nan Eilean Siar,0-17 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Comhairle nan Eilean Siar,0-17 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",5,1000
2020/21,Comhairle nan Eilean Siar,0-17 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",5,1000
2020/21,Comhairle nan Eilean Siar,18-64 years,African,"Rate per 1,000 Social Care Clients",0,0
2020/21,Comhairle nan Eilean Siar,18-64 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Comhairle nan Eilean Siar,18-64 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2020/21,Comhairle nan Eilean Siar,18-64 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Comhairle nan Eilean Siar,18-64 years,Asian,"Rate per 1,000 Social Care Clients",0,0
2020/21,Comhairle nan Eilean Siar,18-64 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Comhairle nan Eilean Siar,18-64 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2020/21,Comhairle nan Eilean Siar,18-64 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Comhairle nan Eilean Siar,18-64 years,White,"Rate per 1,000 Social Care Clients",165,793.3
2020/21,Comhairle nan Eilean Siar,18-64 years,White,"Rate per 1,000 Social Care Clients (adjusted)",85,817.3
2020/21,Comhairle nan Eilean Siar,18-64 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2020/21,Comhairle nan Eilean Siar,18-64 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Comhairle nan Eilean Siar,18-64 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",40,192.3
2020/21,Comhairle nan Eilean Siar,18-64 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",20,192.3
2020/21,Comhairle nan Eilean Siar,65-74 years,African,"Rate per 1,000 Social Care Clients",0,0
2020/21,Comhairle nan Eilean Siar,65-74 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Comhairle nan Eilean Siar,65-74 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2020/21,Comhairle nan Eilean Siar,65-74 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Comhairle nan Eilean Siar,65-74 years,Asian,"Rate per 1,000 Social Care Clients",0,0
2020/21,Comhairle nan Eilean Siar,65-74 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Comhairle nan Eilean Siar,65-74 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2020/21,Comhairle nan Eilean Siar,65-74 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Comhairle nan Eilean Siar,65-74 years,White,"Rate per 1,000 Social Care Clients",175,735.3
2020/21,Comhairle nan Eilean Siar,65-74 years,White,"Rate per 1,000 Social Care Clients (adjusted)",145,721.4
2020/21,Comhairle nan Eilean Siar,65-74 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2020/21,Comhairle nan Eilean Siar,65-74 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Comhairle nan Eilean Siar,65-74 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",65,273.1
2020/21,Comhairle nan Eilean Siar,65-74 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",55,273.6
2020/21,Comhairle nan Eilean Siar,75-84 years,African,"Rate per 1,000 Social Care Clients",0,0
2020/21,Comhairle nan Eilean Siar,75-84 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Comhairle nan Eilean Siar,75-84 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2020/21,Comhairle nan Eilean Siar,75-84 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Comhairle nan Eilean Siar,75-84 years,Asian,"Rate per 1,000 Social Care Clients",0,0
2020/21,Comhairle nan Eilean Siar,75-84 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Comhairle nan Eilean Siar,75-84 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2020/21,Comhairle nan Eilean Siar,75-84 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Comhairle nan Eilean Siar,75-84 years,White,"Rate per 1,000 Social Care Clients",365,722.8
2020/21,Comhairle nan Eilean Siar,75-84 years,White,"Rate per 1,000 Social Care Clients (adjusted)",315,725.8
2020/21,Comhairle nan Eilean Siar,75-84 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2020/21,Comhairle nan Eilean Siar,75-84 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Comhairle nan Eilean Siar,75-84 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",140,277.2
2020/21,Comhairle nan Eilean Siar,75-84 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",120,276.5
2020/21,Comhairle nan Eilean Siar,85+ years,African,"Rate per 1,000 Social Care Clients",0,0
2020/21,Comhairle nan Eilean Siar,85+ years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Comhairle nan Eilean Siar,85+ years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2020/21,Comhairle nan Eilean Siar,85+ years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Comhairle nan Eilean Siar,85+ years,Asian,"Rate per 1,000 Social Care Clients",0,0
2020/21,Comhairle nan Eilean Siar,85+ years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Comhairle nan Eilean Siar,85+ years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2020/21,Comhairle nan Eilean Siar,85+ years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Comhairle nan Eilean Siar,85+ years,White,"Rate per 1,000 Social Care Clients",525,788.3
2020/21,Comhairle nan Eilean Siar,85+ years,White,"Rate per 1,000 Social Care Clients (adjusted)",430,625
2020/21,Comhairle nan Eilean Siar,85+ years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2020/21,Comhairle nan Eilean Siar,85+ years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Comhairle nan Eilean Siar,85+ years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",140,210.2
2020/21,Comhairle nan Eilean Siar,85+ years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",260,377.9
2020/21,Comhairle nan Eilean Siar,Unknown,African,"Rate per 1,000 Social Care Clients",0,0
2020/21,Comhairle nan Eilean Siar,Unknown,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Comhairle nan Eilean Siar,Unknown,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2020/21,Comhairle nan Eilean Siar,Unknown,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Comhairle nan Eilean Siar,Unknown,Asian,"Rate per 1,000 Social Care Clients",0,0
2020/21,Comhairle nan Eilean Siar,Unknown,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Comhairle nan Eilean Siar,Unknown,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2020/21,Comhairle nan Eilean Siar,Unknown,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Comhairle nan Eilean Siar,Unknown,White,"Rate per 1,000 Social Care Clients",0,0
2020/21,Comhairle nan Eilean Siar,Unknown,White,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Comhairle nan Eilean Siar,Unknown,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2020/21,Comhairle nan Eilean Siar,Unknown,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Comhairle nan Eilean Siar,Unknown,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",185,989.3
2020/21,Comhairle nan Eilean Siar,Unknown,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Dumfries and Galloway,All Ages,African,"Rate per 1,000 Social Care Clients",0,0
2017/18,Dumfries and Galloway,All Ages,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Dumfries and Galloway,All Ages,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",5,0.7
2017/18,Dumfries and Galloway,All Ages,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",5,0.7
2017/18,Dumfries and Galloway,All Ages,Asian,"Rate per 1,000 Social Care Clients",5,0.7
2017/18,Dumfries and Galloway,All Ages,Asian,"Rate per 1,000 Social Care Clients (adjusted)",5,0.7
2017/18,Dumfries and Galloway,All Ages,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2017/18,Dumfries and Galloway,All Ages,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Dumfries and Galloway,All Ages,White,"Rate per 1,000 Social Care Clients",4765,674
2017/18,Dumfries and Galloway,All Ages,White,"Rate per 1,000 Social Care Clients (adjusted)",4765,674
2017/18,Dumfries and Galloway,All Ages,Other Ethnic Group,"Rate per 1,000 Social Care Clients",5,0.7
2017/18,Dumfries and Galloway,All Ages,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",5,0.7
2017/18,Dumfries and Galloway,All Ages,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",2290,323.9
