financial_year,sending_location,age_group,sex,measure,rate,nclient
2020/21,Clackmannanshire,75-84 years,Female,"Rate per 1,000 Social Care Clients",206.1,575
2020/21,Clackmannanshire,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",208.6,560
2020/21,Clackmannanshire,75-84 years,Male,"Rate per 1,000 Social Care Clients",114.7,320
2020/21,Clackmannanshire,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",117.3,315
2020/21,Clackmannanshire,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2020/21,Clackmannanshire,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Clackmannanshire,85+ years,Female,"Rate per 1,000 Social Care Clients",184.6,515
2020/21,Clackmannanshire,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",184.4,495
2020/21,Clackmannanshire,85+ years,Male,"Rate per 1,000 Social Care Clients",80.6,225
2020/21,Clackmannanshire,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",83.8,225
2020/21,Clackmannanshire,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2020/21,Clackmannanshire,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Clackmannanshire,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
2020/21,Clackmannanshire,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Clackmannanshire,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2020/21,Clackmannanshire,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Clackmannanshire,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2020/21,Clackmannanshire,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Clackmannanshire,All Ages,Female,"Rate per 1,000 Social Care Clients",588.6,1595
2021/22,Clackmannanshire,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",588.6,1595
2021/22,Clackmannanshire,All Ages,Male,"Rate per 1,000 Social Care Clients",411.4,1115
2021/22,Clackmannanshire,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",411.4,1115
2021/22,Clackmannanshire,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2021/22,Clackmannanshire,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Clackmannanshire,0-17 years,Female,"Rate per 1,000 Social Care Clients",1.8,5
2021/22,Clackmannanshire,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",1.8,5
2021/22,Clackmannanshire,0-17 years,Male,"Rate per 1,000 Social Care Clients",1.8,5
2021/22,Clackmannanshire,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",1.8,5
2021/22,Clackmannanshire,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2021/22,Clackmannanshire,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Clackmannanshire,18-64 years,Female,"Rate per 1,000 Social Care Clients",118.1,320
2021/22,Clackmannanshire,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",118.1,320
2021/22,Clackmannanshire,18-64 years,Male,"Rate per 1,000 Social Care Clients",129.2,350
2021/22,Clackmannanshire,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",129.2,350
2021/22,Clackmannanshire,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2021/22,Clackmannanshire,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Clackmannanshire,65-74 years,Female,"Rate per 1,000 Social Care Clients",75.6,205
2021/22,Clackmannanshire,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",75.6,205
2021/22,Clackmannanshire,65-74 years,Male,"Rate per 1,000 Social Care Clients",72,195
2021/22,Clackmannanshire,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",72,195
2021/22,Clackmannanshire,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2021/22,Clackmannanshire,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Clackmannanshire,75-84 years,Female,"Rate per 1,000 Social Care Clients",203,550
2021/22,Clackmannanshire,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",203,550
2021/22,Clackmannanshire,75-84 years,Male,"Rate per 1,000 Social Care Clients",118.1,320
2021/22,Clackmannanshire,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",118.1,320
2021/22,Clackmannanshire,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2021/22,Clackmannanshire,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Clackmannanshire,85+ years,Female,"Rate per 1,000 Social Care Clients",190,515
2021/22,Clackmannanshire,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",190,515
2021/22,Clackmannanshire,85+ years,Male,"Rate per 1,000 Social Care Clients",90.4,245
2021/22,Clackmannanshire,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",90.4,245
2021/22,Clackmannanshire,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2021/22,Clackmannanshire,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Clackmannanshire,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
2021/22,Clackmannanshire,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Clackmannanshire,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2021/22,Clackmannanshire,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Clackmannanshire,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2021/22,Clackmannanshire,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Comhairle nan Eilean Siar,All Ages,Female,"Rate per 1,000 Social Care Clients",649.6,1025
2017/18,Comhairle nan Eilean Siar,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",647.5,865
2017/18,Comhairle nan Eilean Siar,All Ages,Male,"Rate per 1,000 Social Care Clients",326.4,515
2017/18,Comhairle nan Eilean Siar,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",329.3,440
2017/18,Comhairle nan Eilean Siar,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",22.2,35
2017/18,Comhairle nan Eilean Siar,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",26.2,35
2017/18,Comhairle nan Eilean Siar,0-17 years,Female,"Rate per 1,000 Social Care Clients",0,0
2017/18,Comhairle nan Eilean Siar,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Comhairle nan Eilean Siar,0-17 years,Male,"Rate per 1,000 Social Care Clients",3.2,5
2017/18,Comhairle nan Eilean Siar,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",3.7,5
2017/18,Comhairle nan Eilean Siar,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2017/18,Comhairle nan Eilean Siar,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Comhairle nan Eilean Siar,18-64 years,Female,"Rate per 1,000 Social Care Clients",60.2,95
2017/18,Comhairle nan Eilean Siar,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",56.1,75
2017/18,Comhairle nan Eilean Siar,18-64 years,Male,"Rate per 1,000 Social Care Clients",76,120
2017/18,Comhairle nan Eilean Siar,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",67.4,90
2017/18,Comhairle nan Eilean Siar,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",3.2,5
2017/18,Comhairle nan Eilean Siar,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",3.7,5
2017/18,Comhairle nan Eilean Siar,65-74 years,Female,"Rate per 1,000 Social Care Clients",79.2,125
2017/18,Comhairle nan Eilean Siar,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",78.6,105
2017/18,Comhairle nan Eilean Siar,65-74 years,Male,"Rate per 1,000 Social Care Clients",57,90
2017/18,Comhairle nan Eilean Siar,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",59.9,80
2017/18,Comhairle nan Eilean Siar,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",3.2,5
2017/18,Comhairle nan Eilean Siar,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",3.7,5
2017/18,Comhairle nan Eilean Siar,75-84 years,Female,"Rate per 1,000 Social Care Clients",240.8,380
2017/18,Comhairle nan Eilean Siar,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",247,330
2017/18,Comhairle nan Eilean Siar,75-84 years,Male,"Rate per 1,000 Social Care Clients",101.4,160
2017/18,Comhairle nan Eilean Siar,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",104.8,140
2017/18,Comhairle nan Eilean Siar,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",6.3,10
2017/18,Comhairle nan Eilean Siar,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",7.5,10
2017/18,Comhairle nan Eilean Siar,85+ years,Female,"Rate per 1,000 Social Care Clients",269.3,425
2017/18,Comhairle nan Eilean Siar,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",262,350
2017/18,Comhairle nan Eilean Siar,85+ years,Male,"Rate per 1,000 Social Care Clients",88.7,140
2017/18,Comhairle nan Eilean Siar,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",93.6,125
2017/18,Comhairle nan Eilean Siar,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",9.5,15
2017/18,Comhairle nan Eilean Siar,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",11.2,15
2017/18,Comhairle nan Eilean Siar,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
2017/18,Comhairle nan Eilean Siar,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Comhairle nan Eilean Siar,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2017/18,Comhairle nan Eilean Siar,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Comhairle nan Eilean Siar,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2017/18,Comhairle nan Eilean Siar,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Comhairle nan Eilean Siar,All Ages,Female,"Rate per 1,000 Social Care Clients",665.5,1100
2018/19,Comhairle nan Eilean Siar,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",670.8,925
2018/19,Comhairle nan Eilean Siar,All Ages,Male,"Rate per 1,000 Social Care Clients",326.7,540
2018/19,Comhairle nan Eilean Siar,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",319.1,440
2018/19,Comhairle nan Eilean Siar,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",9.1,15
2018/19,Comhairle nan Eilean Siar,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",7.3,10
2018/19,Comhairle nan Eilean Siar,0-17 years,Female,"Rate per 1,000 Social Care Clients",0,0
2018/19,Comhairle nan Eilean Siar,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Comhairle nan Eilean Siar,0-17 years,Male,"Rate per 1,000 Social Care Clients",3,5
2018/19,Comhairle nan Eilean Siar,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",3.6,5
2018/19,Comhairle nan Eilean Siar,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2018/19,Comhairle nan Eilean Siar,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Comhairle nan Eilean Siar,18-64 years,Female,"Rate per 1,000 Social Care Clients",69.6,115
2018/19,Comhairle nan Eilean Siar,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",58,80
2018/19,Comhairle nan Eilean Siar,18-64 years,Male,"Rate per 1,000 Social Care Clients",72.6,120
2018/19,Comhairle nan Eilean Siar,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",58,80
2018/19,Comhairle nan Eilean Siar,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2018/19,Comhairle nan Eilean Siar,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Comhairle nan Eilean Siar,65-74 years,Female,"Rate per 1,000 Social Care Clients",78.6,130
2018/19,Comhairle nan Eilean Siar,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",79.8,110
2018/19,Comhairle nan Eilean Siar,65-74 years,Male,"Rate per 1,000 Social Care Clients",63.5,105
2018/19,Comhairle nan Eilean Siar,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",61.6,85
2018/19,Comhairle nan Eilean Siar,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2018/19,Comhairle nan Eilean Siar,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Comhairle nan Eilean Siar,75-84 years,Female,"Rate per 1,000 Social Care Clients",235.9,390
2018/19,Comhairle nan Eilean Siar,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",257.4,355
2018/19,Comhairle nan Eilean Siar,75-84 years,Male,"Rate per 1,000 Social Care Clients",96.8,160
2018/19,Comhairle nan Eilean Siar,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",101.5,140
2018/19,Comhairle nan Eilean Siar,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",6,10
2018/19,Comhairle nan Eilean Siar,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",3.6,5
2018/19,Comhairle nan Eilean Siar,85+ years,Female,"Rate per 1,000 Social Care Clients",281.3,465
2018/19,Comhairle nan Eilean Siar,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",275.6,380
2018/19,Comhairle nan Eilean Siar,85+ years,Male,"Rate per 1,000 Social Care Clients",93.8,155
2018/19,Comhairle nan Eilean Siar,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",94.3,130
2018/19,Comhairle nan Eilean Siar,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",3,5
2018/19,Comhairle nan Eilean Siar,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",3.6,5
2018/19,Comhairle nan Eilean Siar,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
2018/19,Comhairle nan Eilean Siar,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Comhairle nan Eilean Siar,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2018/19,Comhairle nan Eilean Siar,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Comhairle nan Eilean Siar,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2018/19,Comhairle nan Eilean Siar,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Comhairle nan Eilean Siar,All Ages,Female,"Rate per 1,000 Social Care Clients",642.7,1020
2019/20,Comhairle nan Eilean Siar,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",650.1,875
2019/20,Comhairle nan Eilean Siar,All Ages,Male,"Rate per 1,000 Social Care Clients",324.5,515
2019/20,Comhairle nan Eilean Siar,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",319.5,430
2019/20,Comhairle nan Eilean Siar,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",34.7,55
2019/20,Comhairle nan Eilean Siar,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",29.7,40
2019/20,Comhairle nan Eilean Siar,0-17 years,Female,"Rate per 1,000 Social Care Clients",3.2,5
2019/20,Comhairle nan Eilean Siar,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",3.7,5
2019/20,Comhairle nan Eilean Siar,0-17 years,Male,"Rate per 1,000 Social Care Clients",3.2,5
2019/20,Comhairle nan Eilean Siar,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",3.7,5
2019/20,Comhairle nan Eilean Siar,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2019/20,Comhairle nan Eilean Siar,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Comhairle nan Eilean Siar,18-64 years,Female,"Rate per 1,000 Social Care Clients",56.7,90
2019/20,Comhairle nan Eilean Siar,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",52,70
2019/20,Comhairle nan Eilean Siar,18-64 years,Male,"Rate per 1,000 Social Care Clients",69.3,110
2019/20,Comhairle nan Eilean Siar,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",55.7,75
2019/20,Comhairle nan Eilean Siar,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",3.2,5
2019/20,Comhairle nan Eilean Siar,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",3.7,5
2019/20,Comhairle nan Eilean Siar,65-74 years,Female,"Rate per 1,000 Social Care Clients",85.1,135
2019/20,Comhairle nan Eilean Siar,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",85.4,115
2019/20,Comhairle nan Eilean Siar,65-74 years,Male,"Rate per 1,000 Social Care Clients",63,100
2019/20,Comhairle nan Eilean Siar,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",63.2,85
2019/20,Comhairle nan Eilean Siar,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",6.3,10
2019/20,Comhairle nan Eilean Siar,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",7.4,10
2019/20,Comhairle nan Eilean Siar,75-84 years,Female,"Rate per 1,000 Social Care Clients",226.8,360
2019/20,Comhairle nan Eilean Siar,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",241.5,325
2019/20,Comhairle nan Eilean Siar,75-84 years,Male,"Rate per 1,000 Social Care Clients",94.5,150
2019/20,Comhairle nan Eilean Siar,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",100.3,135
2019/20,Comhairle nan Eilean Siar,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",15.8,25
2019/20,Comhairle nan Eilean Siar,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",14.9,20
2019/20,Comhairle nan Eilean Siar,85+ years,Female,"Rate per 1,000 Social Care Clients",271,430
2019/20,Comhairle nan Eilean Siar,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",267.5,360
2019/20,Comhairle nan Eilean Siar,85+ years,Male,"Rate per 1,000 Social Care Clients",91.4,145
2019/20,Comhairle nan Eilean Siar,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",96.6,130
2019/20,Comhairle nan Eilean Siar,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",9.5,15
2019/20,Comhairle nan Eilean Siar,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",7.4,10
2019/20,Comhairle nan Eilean Siar,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
