financial_year,sending_location,age_group,living_alone,measure,percentage,nclient
2017/18,Stirling,All Ages,Living Alone,Percentage of Social Care Clients,35.5,1345
2017/18,Stirling,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),36.2,1315
2017/18,Stirling,All Ages,Not Living Alone,Percentage of Social Care Clients,0.1,5
2017/18,Stirling,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),0.1,5
2017/18,Stirling,All Ages,Unknown,Percentage of Social Care Clients,64.3,2435
2017/18,Stirling,All Ages,Unknown,Percentage of Social Care Clients (adjusted),63.7,2315
2017/18,Stirling,18-64 years,Living Alone,Percentage of Social Care Clients,16,115
2017/18,Stirling,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),16.2,110
2017/18,Stirling,18-64 years,Not Living Alone,Percentage of Social Care Clients,0.7,5
2017/18,Stirling,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),0.7,5
2017/18,Stirling,18-64 years,Unknown,Percentage of Social Care Clients,83.3,600
2017/18,Stirling,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),83.1,565
2017/18,Stirling,65-74 years,Living Alone,Percentage of Social Care Clients,30.5,145
2017/18,Stirling,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),30.8,140
2017/18,Stirling,65-74 years,Unknown,Percentage of Social Care Clients,69.5,330
2017/18,Stirling,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),69.2,315
2017/18,Stirling,75-84 years,Living Alone,Percentage of Social Care Clients,36,445
2017/18,Stirling,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),36.7,440
2017/18,Stirling,75-84 years,Unknown,Percentage of Social Care Clients,64,790
2017/18,Stirling,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),63.3,760
2017/18,Stirling,85+ years,Living Alone,Percentage of Social Care Clients,47.2,640
2017/18,Stirling,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),47.7,620
2017/18,Stirling,85+ years,Not Living Alone,Percentage of Social Care Clients,0.4,5
2017/18,Stirling,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),0.4,5
2017/18,Stirling,85+ years,Unknown,Percentage of Social Care Clients,52.4,710
2017/18,Stirling,85+ years,Unknown,Percentage of Social Care Clients (adjusted),51.9,675
2017/18,West Dunbartonshire,All Ages,Living Alone,Percentage of Social Care Clients,45.6,1770
2017/18,West Dunbartonshire,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),53.4,1745
2017/18,West Dunbartonshire,All Ages,Not Living Alone,Percentage of Social Care Clients,23.1,895
2017/18,West Dunbartonshire,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),26.8,875
2017/18,West Dunbartonshire,All Ages,Unknown,Percentage of Social Care Clients,31.3,1215
2017/18,West Dunbartonshire,All Ages,Unknown,Percentage of Social Care Clients (adjusted),19.9,650
2017/18,West Dunbartonshire,0-17 years,Not Living Alone,Percentage of Social Care Clients,80,20
2017/18,West Dunbartonshire,0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),80,20
2017/18,West Dunbartonshire,0-17 years,Unknown,Percentage of Social Care Clients,20,5
2017/18,West Dunbartonshire,0-17 years,Unknown,Percentage of Social Care Clients (adjusted),20,5
2017/18,West Dunbartonshire,18-64 years,Living Alone,Percentage of Social Care Clients,40.4,230
2017/18,West Dunbartonshire,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),44,220
2017/18,West Dunbartonshire,18-64 years,Not Living Alone,Percentage of Social Care Clients,30.7,175
2017/18,West Dunbartonshire,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),35,175
2017/18,West Dunbartonshire,18-64 years,Unknown,Percentage of Social Care Clients,28.9,165
2017/18,West Dunbartonshire,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),21,105
2017/18,West Dunbartonshire,65-74 years,Living Alone,Percentage of Social Care Clients,49.3,330
2017/18,West Dunbartonshire,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),54.6,325
2017/18,West Dunbartonshire,65-74 years,Not Living Alone,Percentage of Social Care Clients,26.9,180
2017/18,West Dunbartonshire,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),29.4,175
2017/18,West Dunbartonshire,65-74 years,Unknown,Percentage of Social Care Clients,23.9,160
2017/18,West Dunbartonshire,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),16,95
2017/18,West Dunbartonshire,75-84 years,Living Alone,Percentage of Social Care Clients,46.2,600
2017/18,West Dunbartonshire,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),54.6,595
2017/18,West Dunbartonshire,75-84 years,Not Living Alone,Percentage of Social Care Clients,22.7,295
2017/18,West Dunbartonshire,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),26.6,290
2017/18,West Dunbartonshire,75-84 years,Unknown,Percentage of Social Care Clients,31.2,405
2017/18,West Dunbartonshire,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),18.8,205
2017/18,West Dunbartonshire,85+ years,Living Alone,Percentage of Social Care Clients,46.7,560
2017/18,West Dunbartonshire,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),56.8,605
2017/18,West Dunbartonshire,85+ years,Not Living Alone,Percentage of Social Care Clients,15.8,190
2017/18,West Dunbartonshire,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),20.7,220
2017/18,West Dunbartonshire,85+ years,Unknown,Percentage of Social Care Clients,37.5,450
2017/18,West Dunbartonshire,85+ years,Unknown,Percentage of Social Care Clients (adjusted),22.5,240
2017/18,West Dunbartonshire,Unknown,Living Alone,Percentage of Social Care Clients,47.8,55
2017/18,West Dunbartonshire,Unknown,Not Living Alone,Percentage of Social Care Clients,26.1,30
2017/18,West Dunbartonshire,Unknown,Unknown,Percentage of Social Care Clients,26.1,30
2017/18,West Lothian,All Ages,Living Alone,Percentage of Social Care Clients,10.4,840
2017/18,West Lothian,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),10.5,750
2017/18,West Lothian,All Ages,Not Living Alone,Percentage of Social Care Clients,85.4,6870
2017/18,West Lothian,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),89.5,6380
2017/18,West Lothian,All Ages,Unknown,Percentage of Social Care Clients,4.2,335
2017/18,West Lothian,0-17 years,Not Living Alone,Percentage of Social Care Clients,100,70
2017/18,West Lothian,0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),100,70
2017/18,West Lothian,18-64 years,Living Alone,Percentage of Social Care Clients,8.7,175
2017/18,West Lothian,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),9.6,170
2017/18,West Lothian,18-64 years,Not Living Alone,Percentage of Social Care Clients,84.4,1700
2017/18,West Lothian,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),90.4,1610
2017/18,West Lothian,18-64 years,Unknown,Percentage of Social Care Clients,6.9,140
2017/18,West Lothian,65-74 years,Living Alone,Percentage of Social Care Clients,8.3,120
2017/18,West Lothian,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),8.2,110
2017/18,West Lothian,65-74 years,Not Living Alone,Percentage of Social Care Clients,88.6,1285
2017/18,West Lothian,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),91.8,1225
2017/18,West Lothian,65-74 years,Unknown,Percentage of Social Care Clients,3.1,45
2017/18,West Lothian,75-84 years,Living Alone,Percentage of Social Care Clients,9.5,255
2017/18,West Lothian,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),9.6,230
2017/18,West Lothian,75-84 years,Not Living Alone,Percentage of Social Care Clients,87.3,2335
2017/18,West Lothian,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),90.4,2170
2017/18,West Lothian,75-84 years,Unknown,Percentage of Social Care Clients,3.2,85
2017/18,West Lothian,85+ years,Living Alone,Percentage of Social Care Clients,15.9,290
2017/18,West Lothian,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),15.5,240
2017/18,West Lothian,85+ years,Not Living Alone,Percentage of Social Care Clients,81.1,1480
2017/18,West Lothian,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),84.5,1305
2017/18,West Lothian,85+ years,Unknown,Percentage of Social Care Clients,3,55
2017/18,West Lothian,Unknown,Unknown,Percentage of Social Care Clients,100,10
2018/19,Scotland (All Areas Submitted),All Ages,Living Alone,Percentage of Social Care Clients,21,50625
2018/19,Scotland (All Areas Submitted),All Ages,Living Alone,Percentage of Social Care Clients (adjusted),21.9,48395
2018/19,Scotland (All Areas Submitted),All Ages,Not Living Alone,Percentage of Social Care Clients,37.4,90010
2018/19,Scotland (All Areas Submitted),All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),37.3,82400
2018/19,Scotland (All Areas Submitted),All Ages,Unknown,Percentage of Social Care Clients,41.6,99990
2018/19,Scotland (All Areas Submitted),All Ages,Unknown,Percentage of Social Care Clients (adjusted),40.8,90080
2018/19,Scotland (All Areas Submitted),0-17 years,Living Alone,Percentage of Social Care Clients,0.4,15
2018/19,Scotland (All Areas Submitted),0-17 years,Living Alone,Percentage of Social Care Clients (adjusted),0.5,15
2018/19,Scotland (All Areas Submitted),0-17 years,Not Living Alone,Percentage of Social Care Clients,30.3,1085
2018/19,Scotland (All Areas Submitted),0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),34.3,1050
2018/19,Scotland (All Areas Submitted),0-17 years,Unknown,Percentage of Social Care Clients,69.2,2475
2018/19,Scotland (All Areas Submitted),0-17 years,Unknown,Percentage of Social Care Clients (adjusted),65.3,2000
2018/19,Scotland (All Areas Submitted),18-64 years,Living Alone,Percentage of Social Care Clients,14.8,7595
2018/19,Scotland (All Areas Submitted),18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),15.4,7355
2018/19,Scotland (All Areas Submitted),18-64 years,Not Living Alone,Percentage of Social Care Clients,35.6,18270
2018/19,Scotland (All Areas Submitted),18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),35.9,17195
2018/19,Scotland (All Areas Submitted),18-64 years,Unknown,Percentage of Social Care Clients,49.6,25475
2018/19,Scotland (All Areas Submitted),18-64 years,Unknown,Percentage of Social Care Clients (adjusted),48.7,23320
2018/19,Scotland (All Areas Submitted),65-74 years,Living Alone,Percentage of Social Care Clients,20.1,7160
2018/19,Scotland (All Areas Submitted),65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),20.7,6940
2018/19,Scotland (All Areas Submitted),65-74 years,Not Living Alone,Percentage of Social Care Clients,37.8,13495
2018/19,Scotland (All Areas Submitted),65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),37.8,12650
2018/19,Scotland (All Areas Submitted),65-74 years,Unknown,Percentage of Social Care Clients,42.1,15005
2018/19,Scotland (All Areas Submitted),65-74 years,Unknown,Percentage of Social Care Clients (adjusted),41.5,13915
2018/19,Scotland (All Areas Submitted),75-84 years,Living Alone,Percentage of Social Care Clients,21.5,15620
2018/19,Scotland (All Areas Submitted),75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),22.4,15065
2018/19,Scotland (All Areas Submitted),75-84 years,Not Living Alone,Percentage of Social Care Clients,39.8,28915
2018/19,Scotland (All Areas Submitted),75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),39.5,26630
2018/19,Scotland (All Areas Submitted),75-84 years,Unknown,Percentage of Social Care Clients,38.7,28125
2018/19,Scotland (All Areas Submitted),75-84 years,Unknown,Percentage of Social Care Clients (adjusted),38.1,25670
2018/19,Scotland (All Areas Submitted),85+ years,Living Alone,Percentage of Social Care Clients,26.1,20160
2018/19,Scotland (All Areas Submitted),85+ years,Living Alone,Percentage of Social Care Clients (adjusted),27.5,19020
2018/19,Scotland (All Areas Submitted),85+ years,Not Living Alone,Percentage of Social Care Clients,36.5,28175
2018/19,Scotland (All Areas Submitted),85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),36,24875
2018/19,Scotland (All Areas Submitted),85+ years,Unknown,Percentage of Social Care Clients,37.3,28795
2018/19,Scotland (All Areas Submitted),85+ years,Unknown,Percentage of Social Care Clients (adjusted),36.4,25175
2018/19,Scotland (All Areas Submitted),Unknown,Living Alone,Percentage of Social Care Clients,29.4,75
2018/19,Scotland (All Areas Submitted),Unknown,Not Living Alone,Percentage of Social Care Clients,25.5,65
2018/19,Scotland (All Areas Submitted),Unknown,Unknown,Percentage of Social Care Clients,45.1,115
2018/19,Aberdeen City,All Ages,Living Alone,Percentage of Social Care Clients,25.9,2695
2018/19,Aberdeen City,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),27.5,2440
2018/19,Aberdeen City,All Ages,Not Living Alone,Percentage of Social Care Clients,24.5,2550
2018/19,Aberdeen City,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),23.4,2075
2018/19,Aberdeen City,All Ages,Unknown,Percentage of Social Care Clients,49.7,5180
2018/19,Aberdeen City,All Ages,Unknown,Percentage of Social Care Clients (adjusted),49.1,4360
2018/19,Aberdeen City,0-17 years,Not Living Alone,Percentage of Social Care Clients,9.3,35
2018/19,Aberdeen City,0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),10,30
2018/19,Aberdeen City,0-17 years,Unknown,Percentage of Social Care Clients,90.7,340
2018/19,Aberdeen City,0-17 years,Unknown,Percentage of Social Care Clients (adjusted),90,270
2018/19,Aberdeen City,18-64 years,Living Alone,Percentage of Social Care Clients,15,460
2018/19,Aberdeen City,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),16,405
2018/19,Aberdeen City,18-64 years,Not Living Alone,Percentage of Social Care Clients,19.5,600
2018/19,Aberdeen City,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),18.1,460
2018/19,Aberdeen City,18-64 years,Unknown,Percentage of Social Care Clients,65.5,2015
2018/19,Aberdeen City,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),65.9,1670
2018/19,Aberdeen City,65-74 years,Living Alone,Percentage of Social Care Clients,29.2,435
2018/19,Aberdeen City,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),30.9,410
2018/19,Aberdeen City,65-74 years,Not Living Alone,Percentage of Social Care Clients,26.5,395
2018/19,Aberdeen City,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),25.3,335
2018/19,Aberdeen City,65-74 years,Unknown,Percentage of Social Care Clients,44.3,660
2018/19,Aberdeen City,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),43.8,580
2018/19,Aberdeen City,75-84 years,Living Alone,Percentage of Social Care Clients,26.9,675
2018/19,Aberdeen City,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),28.1,615
2018/19,Aberdeen City,75-84 years,Not Living Alone,Percentage of Social Care Clients,30.7,770
2018/19,Aberdeen City,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),30.2,660
2018/19,Aberdeen City,75-84 years,Unknown,Percentage of Social Care Clients,42.3,1060
2018/19,Aberdeen City,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),41.6,910
2018/19,Aberdeen City,85+ years,Living Alone,Percentage of Social Care Clients,37.8,1125
2018/19,Aberdeen City,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),40,1010
2018/19,Aberdeen City,85+ years,Not Living Alone,Percentage of Social Care Clients,25.2,750
2018/19,Aberdeen City,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),23.4,590
2018/19,Aberdeen City,85+ years,Unknown,Percentage of Social Care Clients,37,1100
2018/19,Aberdeen City,85+ years,Unknown,Percentage of Social Care Clients (adjusted),36.6,925
2018/19,Aberdeen City,Unknown,Unknown,Percentage of Social Care Clients,100,5
2018/19,Aberdeenshire,All Ages,Unknown,Percentage of Social Care Clients,100,11735
2018/19,Aberdeenshire,All Ages,Unknown,Percentage of Social Care Clients (adjusted),100,11330
2018/19,Aberdeenshire,0-17 years,Unknown,Percentage of Social Care Clients,100,345
2018/19,Aberdeenshire,0-17 years,Unknown,Percentage of Social Care Clients (adjusted),100,40
