financial_year,sending_location,age_group,ethnicity,measure,rate,nclient
2017/18,Aberdeenshire,75-84 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Aberdeenshire,85+ years,African,"Rate per 1,000 Social Care Clients",0,0
2017/18,Aberdeenshire,85+ years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Aberdeenshire,85+ years,Asian,"Rate per 1,000 Social Care Clients",0,0
2017/18,Aberdeenshire,85+ years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Aberdeenshire,85+ years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2017/18,Aberdeenshire,85+ years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Aberdeenshire,85+ years,White,"Rate per 1,000 Social Care Clients",429,1375
2017/18,Aberdeenshire,85+ years,White,"Rate per 1,000 Social Care Clients (adjusted)",429,1365
2017/18,Aberdeenshire,85+ years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",1.6,5
2017/18,Aberdeenshire,85+ years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",1.6,5
2017/18,Aberdeenshire,85+ years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",567.9,1820
2017/18,Aberdeenshire,85+ years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",568.8,1810
2017/18,Aberdeenshire,85+ years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",0,0
2017/18,Aberdeenshire,85+ years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Aberdeenshire,Unknown,African,"Rate per 1,000 Social Care Clients",0,0
2017/18,Aberdeenshire,Unknown,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Aberdeenshire,Unknown,Asian,"Rate per 1,000 Social Care Clients",0,0
2017/18,Aberdeenshire,Unknown,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Aberdeenshire,Unknown,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2017/18,Aberdeenshire,Unknown,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Aberdeenshire,Unknown,White,"Rate per 1,000 Social Care Clients",0,0
2017/18,Aberdeenshire,Unknown,White,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Aberdeenshire,Unknown,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2017/18,Aberdeenshire,Unknown,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Aberdeenshire,Unknown,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",0,0
2017/18,Aberdeenshire,Unknown,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Aberdeenshire,Unknown,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",0,0
2017/18,Aberdeenshire,Unknown,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,All Ages,African,"Rate per 1,000 Social Care Clients",0.9,10
2018/19,Aberdeenshire,All Ages,African,"Rate per 1,000 Social Care Clients (adjusted)",0.4,5
2018/19,Aberdeenshire,All Ages,Asian,"Rate per 1,000 Social Care Clients",1.3,15
2018/19,Aberdeenshire,All Ages,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0.9,10
2018/19,Aberdeenshire,All Ages,Caribbean or Black,"Rate per 1,000 Social Care Clients",0.4,5
2018/19,Aberdeenshire,All Ages,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0.4,5
2018/19,Aberdeenshire,All Ages,White,"Rate per 1,000 Social Care Clients",460.1,5400
2018/19,Aberdeenshire,All Ages,White,"Rate per 1,000 Social Care Clients (adjusted)",456.8,5175
2018/19,Aberdeenshire,All Ages,Other Ethnic Group,"Rate per 1,000 Social Care Clients",1.7,20
2018/19,Aberdeenshire,All Ages,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",1.8,20
2018/19,Aberdeenshire,All Ages,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",535.1,6280
2018/19,Aberdeenshire,All Ages,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",539.3,6110
2018/19,Aberdeenshire,All Ages,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",0.9,10
2018/19,Aberdeenshire,All Ages,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",0.4,5
2018/19,Aberdeenshire,0-17 years,African,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeenshire,0-17 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,0-17 years,Asian,"Rate per 1,000 Social Care Clients",14.4,5
2018/19,Aberdeenshire,0-17 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,0-17 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeenshire,0-17 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,0-17 years,White,"Rate per 1,000 Social Care Clients",619.6,215
2018/19,Aberdeenshire,0-17 years,White,"Rate per 1,000 Social Care Clients (adjusted)",641,25
2018/19,Aberdeenshire,0-17 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeenshire,0-17 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,0-17 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",345.8,120
2018/19,Aberdeenshire,0-17 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",384.6,15
2018/19,Aberdeenshire,0-17 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",14.4,5
2018/19,Aberdeenshire,0-17 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,18-64 years,African,"Rate per 1,000 Social Care Clients",1.7,5
2018/19,Aberdeenshire,18-64 years,African,"Rate per 1,000 Social Care Clients (adjusted)",1.7,5
2018/19,Aberdeenshire,18-64 years,Asian,"Rate per 1,000 Social Care Clients",1.7,5
2018/19,Aberdeenshire,18-64 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",1.7,5
2018/19,Aberdeenshire,18-64 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeenshire,18-64 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,18-64 years,White,"Rate per 1,000 Social Care Clients",558.1,1605
2018/19,Aberdeenshire,18-64 years,White,"Rate per 1,000 Social Care Clients (adjusted)",557.9,1600
2018/19,Aberdeenshire,18-64 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",3.5,10
2018/19,Aberdeenshire,18-64 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",3.5,10
2018/19,Aberdeenshire,18-64 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",434.6,1250
2018/19,Aberdeenshire,18-64 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",434.1,1245
2018/19,Aberdeenshire,18-64 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",1.7,5
2018/19,Aberdeenshire,18-64 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",1.7,5
2018/19,Aberdeenshire,65-74 years,African,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeenshire,65-74 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,65-74 years,Asian,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeenshire,65-74 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,65-74 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeenshire,65-74 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,65-74 years,White,"Rate per 1,000 Social Care Clients",411.8,675
2018/19,Aberdeenshire,65-74 years,White,"Rate per 1,000 Social Care Clients (adjusted)",412.3,670
2018/19,Aberdeenshire,65-74 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeenshire,65-74 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,65-74 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",585.7,960
2018/19,Aberdeenshire,65-74 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",584.6,950
2018/19,Aberdeenshire,65-74 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeenshire,65-74 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,75-84 years,African,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeenshire,75-84 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,75-84 years,Asian,"Rate per 1,000 Social Care Clients",1.5,5
2018/19,Aberdeenshire,75-84 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",1.5,5
2018/19,Aberdeenshire,75-84 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeenshire,75-84 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,75-84 years,White,"Rate per 1,000 Social Care Clients",429.3,1400
2018/19,Aberdeenshire,75-84 years,White,"Rate per 1,000 Social Care Clients (adjusted)",429.1,1385
2018/19,Aberdeenshire,75-84 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",1.5,5
2018/19,Aberdeenshire,75-84 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",1.5,5
2018/19,Aberdeenshire,75-84 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",567.3,1850
2018/19,Aberdeenshire,75-84 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",566.9,1830
2018/19,Aberdeenshire,75-84 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeenshire,75-84 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,85+ years,African,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeenshire,85+ years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,85+ years,Asian,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeenshire,85+ years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,85+ years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeenshire,85+ years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,85+ years,White,"Rate per 1,000 Social Care Clients",417.8,1510
2018/19,Aberdeenshire,85+ years,White,"Rate per 1,000 Social Care Clients (adjusted)",418.9,1495
2018/19,Aberdeenshire,85+ years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeenshire,85+ years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,85+ years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",581.1,2100
2018/19,Aberdeenshire,85+ years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",580,2070
2018/19,Aberdeenshire,85+ years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeenshire,85+ years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,Unknown,African,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeenshire,Unknown,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,Unknown,Asian,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeenshire,Unknown,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,Unknown,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeenshire,Unknown,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,Unknown,White,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeenshire,Unknown,White,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,Unknown,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeenshire,Unknown,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,Unknown,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeenshire,Unknown,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,Unknown,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeenshire,Unknown,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Aberdeenshire,All Ages,African,"Rate per 1,000 Social Care Clients",0.8,10
2019/20,Aberdeenshire,All Ages,African,"Rate per 1,000 Social Care Clients (adjusted)",0.8,10
2019/20,Aberdeenshire,All Ages,Asian,"Rate per 1,000 Social Care Clients",1.2,15
2019/20,Aberdeenshire,All Ages,Asian,"Rate per 1,000 Social Care Clients (adjusted)",1.2,15
2019/20,Aberdeenshire,All Ages,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2019/20,Aberdeenshire,All Ages,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Aberdeenshire,All Ages,White,"Rate per 1,000 Social Care Clients",477.9,6110
2019/20,Aberdeenshire,All Ages,White,"Rate per 1,000 Social Care Clients (adjusted)",478.5,6080
2019/20,Aberdeenshire,All Ages,Other Ethnic Group,"Rate per 1,000 Social Care Clients",1.2,15
2019/20,Aberdeenshire,All Ages,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",1.2,15
2019/20,Aberdeenshire,All Ages,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",518.6,6630
2019/20,Aberdeenshire,All Ages,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",517.9,6580
2019/20,Aberdeenshire,All Ages,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",0.4,5
2019/20,Aberdeenshire,All Ages,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",0.4,5
2019/20,Aberdeenshire,0-17 years,African,"Rate per 1,000 Social Care Clients",0,0
2019/20,Aberdeenshire,0-17 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Aberdeenshire,0-17 years,Asian,"Rate per 1,000 Social Care Clients",0,0
2019/20,Aberdeenshire,0-17 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Aberdeenshire,0-17 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2019/20,Aberdeenshire,0-17 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Aberdeenshire,0-17 years,White,"Rate per 1,000 Social Care Clients",500,10
2019/20,Aberdeenshire,0-17 years,White,"Rate per 1,000 Social Care Clients (adjusted)",526.3,10
2019/20,Aberdeenshire,0-17 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2019/20,Aberdeenshire,0-17 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Aberdeenshire,0-17 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",500,10
2019/20,Aberdeenshire,0-17 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",526.3,10
2019/20,Aberdeenshire,0-17 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",0,0
2019/20,Aberdeenshire,0-17 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Aberdeenshire,18-64 years,African,"Rate per 1,000 Social Care Clients",1.4,5
2019/20,Aberdeenshire,18-64 years,African,"Rate per 1,000 Social Care Clients (adjusted)",1.4,5
2019/20,Aberdeenshire,18-64 years,Asian,"Rate per 1,000 Social Care Clients",1.4,5
2019/20,Aberdeenshire,18-64 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",1.4,5
2019/20,Aberdeenshire,18-64 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2019/20,Aberdeenshire,18-64 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Aberdeenshire,18-64 years,White,"Rate per 1,000 Social Care Clients",544.4,1930
2019/20,Aberdeenshire,18-64 years,White,"Rate per 1,000 Social Care Clients (adjusted)",544.7,1925
2019/20,Aberdeenshire,18-64 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",2.8,10
2019/20,Aberdeenshire,18-64 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",2.8,10
2019/20,Aberdeenshire,18-64 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",448.5,1590
2019/20,Aberdeenshire,18-64 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",448.5,1585
2019/20,Aberdeenshire,18-64 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",1.4,5
2019/20,Aberdeenshire,18-64 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",1.4,5
2019/20,Aberdeenshire,65-74 years,African,"Rate per 1,000 Social Care Clients",0,0
2019/20,Aberdeenshire,65-74 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Aberdeenshire,65-74 years,Asian,"Rate per 1,000 Social Care Clients",0,0
2019/20,Aberdeenshire,65-74 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Aberdeenshire,65-74 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2019/20,Aberdeenshire,65-74 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Aberdeenshire,65-74 years,White,"Rate per 1,000 Social Care Clients",421.5,795
2019/20,Aberdeenshire,65-74 years,White,"Rate per 1,000 Social Care Clients (adjusted)",420.5,785
2019/20,Aberdeenshire,65-74 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2019/20,Aberdeenshire,65-74 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Aberdeenshire,65-74 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",577.9,1090
2019/20,Aberdeenshire,65-74 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",578.5,1080
2019/20,Aberdeenshire,65-74 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",0,0
2019/20,Aberdeenshire,65-74 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Aberdeenshire,75-84 years,African,"Rate per 1,000 Social Care Clients",1.4,5
2019/20,Aberdeenshire,75-84 years,African,"Rate per 1,000 Social Care Clients (adjusted)",1.4,5
2019/20,Aberdeenshire,75-84 years,Asian,"Rate per 1,000 Social Care Clients",1.4,5
2019/20,Aberdeenshire,75-84 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",1.4,5
2019/20,Aberdeenshire,75-84 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2019/20,Aberdeenshire,75-84 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Aberdeenshire,75-84 years,White,"Rate per 1,000 Social Care Clients",449.3,1595
2019/20,Aberdeenshire,75-84 years,White,"Rate per 1,000 Social Care Clients (adjusted)",450.6,1590
2019/20,Aberdeenshire,75-84 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",1.4,5
2019/20,Aberdeenshire,75-84 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",1.4,5
2019/20,Aberdeenshire,75-84 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",546.5,1940
2019/20,Aberdeenshire,75-84 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",546.9,1930
2019/20,Aberdeenshire,75-84 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",0,0
