financial_year,sending_location,age_group,client_group,measure,rate,nclient
2017/18,Aberdeenshire,0-17 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",357.1,5
2017/18,Aberdeenshire,0-17 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",357.1,5
2017/18,Aberdeenshire,0-17 years,Other,"Rate per 1,000 Social Care Clients",357.1,5
2017/18,Aberdeenshire,0-17 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",357.1,5
2017/18,Aberdeenshire,0-17 years,Not Recorded,"Rate per 1,000 Social Care Clients",0,0
2017/18,Aberdeenshire,0-17 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Aberdeenshire,18-64 years,Dementia,"Rate per 1,000 Social Care Clients",14.7,25
2017/18,Aberdeenshire,18-64 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",14.8,25
2017/18,Aberdeenshire,18-64 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",2.9,5
2017/18,Aberdeenshire,18-64 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",3,5
2017/18,Aberdeenshire,18-64 years,Learning Disability,"Rate per 1,000 Social Care Clients",450.5,765
2017/18,Aberdeenshire,18-64 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",449.7,760
2017/18,Aberdeenshire,18-64 years,Mental Health,"Rate per 1,000 Social Care Clients",111.9,190
2017/18,Aberdeenshire,18-64 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",109.5,185
2017/18,Aberdeenshire,18-64 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",353.4,600
2017/18,Aberdeenshire,18-64 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",355,600
2017/18,Aberdeenshire,18-64 years,Other,"Rate per 1,000 Social Care Clients",318,540
2017/18,Aberdeenshire,18-64 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",316.6,535
2017/18,Aberdeenshire,18-64 years,Not Recorded,"Rate per 1,000 Social Care Clients",138.4,235
2017/18,Aberdeenshire,18-64 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",139.1,235
2017/18,Aberdeenshire,65-74 years,Dementia,"Rate per 1,000 Social Care Clients",75.7,100
2017/18,Aberdeenshire,65-74 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",75.9,100
2017/18,Aberdeenshire,65-74 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",37.9,50
2017/18,Aberdeenshire,65-74 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",38,50
2017/18,Aberdeenshire,65-74 years,Learning Disability,"Rate per 1,000 Social Care Clients",45.4,60
2017/18,Aberdeenshire,65-74 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",45.6,60
2017/18,Aberdeenshire,65-74 years,Mental Health,"Rate per 1,000 Social Care Clients",64.3,85
2017/18,Aberdeenshire,65-74 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",64.5,85
2017/18,Aberdeenshire,65-74 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",480.7,635
2017/18,Aberdeenshire,65-74 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",482.2,635
2017/18,Aberdeenshire,65-74 years,Other,"Rate per 1,000 Social Care Clients",223.3,295
2017/18,Aberdeenshire,65-74 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",224,295
2017/18,Aberdeenshire,65-74 years,Not Recorded,"Rate per 1,000 Social Care Clients",302.8,400
2017/18,Aberdeenshire,65-74 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",303.7,400
2017/18,Aberdeenshire,75-84 years,Dementia,"Rate per 1,000 Social Care Clients",141.2,400
2017/18,Aberdeenshire,75-84 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",140.5,395
2017/18,Aberdeenshire,75-84 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",88.2,250
2017/18,Aberdeenshire,75-84 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",88.9,250
2017/18,Aberdeenshire,75-84 years,Learning Disability,"Rate per 1,000 Social Care Clients",10.6,30
2017/18,Aberdeenshire,75-84 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",10.7,30
2017/18,Aberdeenshire,75-84 years,Mental Health,"Rate per 1,000 Social Care Clients",24.7,70
2017/18,Aberdeenshire,75-84 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",24.9,70
2017/18,Aberdeenshire,75-84 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",515.4,1460
2017/18,Aberdeenshire,75-84 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",515.6,1450
2017/18,Aberdeenshire,75-84 years,Other,"Rate per 1,000 Social Care Clients",146.5,415
2017/18,Aberdeenshire,75-84 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",145.8,410
2017/18,Aberdeenshire,75-84 years,Not Recorded,"Rate per 1,000 Social Care Clients",264.7,750
2017/18,Aberdeenshire,75-84 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",263.2,740
2017/18,Aberdeenshire,85+ years,Dementia,"Rate per 1,000 Social Care Clients",121.7,390
2017/18,Aberdeenshire,85+ years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",121,385
2017/18,Aberdeenshire,85+ years,Elderly / Frail,"Rate per 1,000 Social Care Clients",177.8,570
2017/18,Aberdeenshire,85+ years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",177.6,565
2017/18,Aberdeenshire,85+ years,Learning Disability,"Rate per 1,000 Social Care Clients",1.6,5
2017/18,Aberdeenshire,85+ years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",1.6,5
2017/18,Aberdeenshire,85+ years,Mental Health,"Rate per 1,000 Social Care Clients",12.5,40
2017/18,Aberdeenshire,85+ years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",12.6,40
2017/18,Aberdeenshire,85+ years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",463.3,1485
2017/18,Aberdeenshire,85+ years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",463.5,1475
2017/18,Aberdeenshire,85+ years,Other,"Rate per 1,000 Social Care Clients",81.1,260
2017/18,Aberdeenshire,85+ years,Other,"Rate per 1,000 Social Care Clients (adjusted)",81.7,260
2017/18,Aberdeenshire,85+ years,Not Recorded,"Rate per 1,000 Social Care Clients",273,875
2017/18,Aberdeenshire,85+ years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",273.4,870
2017/18,Aberdeenshire,Unknown,Dementia,"Rate per 1,000 Social Care Clients",0,0
2017/18,Aberdeenshire,Unknown,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Aberdeenshire,Unknown,Elderly / Frail,"Rate per 1,000 Social Care Clients",0,0
2017/18,Aberdeenshire,Unknown,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Aberdeenshire,Unknown,Learning Disability,"Rate per 1,000 Social Care Clients",0,0
2017/18,Aberdeenshire,Unknown,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Aberdeenshire,Unknown,Mental Health,"Rate per 1,000 Social Care Clients",0,0
2017/18,Aberdeenshire,Unknown,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Aberdeenshire,Unknown,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",0,0
2017/18,Aberdeenshire,Unknown,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Aberdeenshire,Unknown,Other,"Rate per 1,000 Social Care Clients",0,0
2017/18,Aberdeenshire,Unknown,Other,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Aberdeenshire,Unknown,Not Recorded,"Rate per 1,000 Social Care Clients",0,0
2017/18,Aberdeenshire,Unknown,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,All Ages,Dementia,"Rate per 1,000 Social Care Clients",95.4,1120
2018/19,Aberdeenshire,All Ages,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",97.1,1100
2018/19,Aberdeenshire,All Ages,Elderly / Frail,"Rate per 1,000 Social Care Clients",114.6,1345
2018/19,Aberdeenshire,All Ages,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",117.4,1330
2018/19,Aberdeenshire,All Ages,Learning Disability,"Rate per 1,000 Social Care Clients",92,1080
2018/19,Aberdeenshire,All Ages,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",85.2,965
2018/19,Aberdeenshire,All Ages,Mental Health,"Rate per 1,000 Social Care Clients",60.1,705
2018/19,Aberdeenshire,All Ages,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",61.8,700
2018/19,Aberdeenshire,All Ages,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",481.8,5655
2018/19,Aberdeenshire,All Ages,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",489,5540
2018/19,Aberdeenshire,All Ages,Other,"Rate per 1,000 Social Care Clients",182.8,2145
2018/19,Aberdeenshire,All Ages,Other,"Rate per 1,000 Social Care Clients (adjusted)",170.4,1930
2018/19,Aberdeenshire,All Ages,Not Recorded,"Rate per 1,000 Social Care Clients",238.1,2795
2018/19,Aberdeenshire,All Ages,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",241.4,2735
2018/19,Aberdeenshire,0-17 years,Dementia,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeenshire,0-17 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,0-17 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeenshire,0-17 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,0-17 years,Learning Disability,"Rate per 1,000 Social Care Clients",389,135
2018/19,Aberdeenshire,0-17 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",512.8,20
2018/19,Aberdeenshire,0-17 years,Mental Health,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeenshire,0-17 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,0-17 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",273.8,95
2018/19,Aberdeenshire,0-17 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",512.8,20
2018/19,Aberdeenshire,0-17 years,Other,"Rate per 1,000 Social Care Clients",662.8,230
2018/19,Aberdeenshire,0-17 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",897.4,35
2018/19,Aberdeenshire,0-17 years,Not Recorded,"Rate per 1,000 Social Care Clients",100.9,35
2018/19,Aberdeenshire,0-17 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,18-64 years,Dementia,"Rate per 1,000 Social Care Clients",10.4,30
2018/19,Aberdeenshire,18-64 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",10.5,30
2018/19,Aberdeenshire,18-64 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",3.5,10
2018/19,Aberdeenshire,18-64 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",3.5,10
2018/19,Aberdeenshire,18-64 years,Learning Disability,"Rate per 1,000 Social Care Clients",292.1,840
2018/19,Aberdeenshire,18-64 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",292.9,840
2018/19,Aberdeenshire,18-64 years,Mental Health,"Rate per 1,000 Social Care Clients",153,440
2018/19,Aberdeenshire,18-64 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",153.4,440
2018/19,Aberdeenshire,18-64 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",314.7,905
2018/19,Aberdeenshire,18-64 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",313.8,900
2018/19,Aberdeenshire,18-64 years,Other,"Rate per 1,000 Social Care Clients",311.2,895
2018/19,Aberdeenshire,18-64 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",310.3,890
2018/19,Aberdeenshire,18-64 years,Not Recorded,"Rate per 1,000 Social Care Clients",191.2,550
2018/19,Aberdeenshire,18-64 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",190,545
2018/19,Aberdeenshire,65-74 years,Dementia,"Rate per 1,000 Social Care Clients",79.3,130
2018/19,Aberdeenshire,65-74 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",80,130
2018/19,Aberdeenshire,65-74 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",51.9,85
2018/19,Aberdeenshire,65-74 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",49.2,80
2018/19,Aberdeenshire,65-74 years,Learning Disability,"Rate per 1,000 Social Care Clients",45.8,75
2018/19,Aberdeenshire,65-74 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",46.2,75
2018/19,Aberdeenshire,65-74 years,Mental Health,"Rate per 1,000 Social Care Clients",70.2,115
2018/19,Aberdeenshire,65-74 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",70.8,115
2018/19,Aberdeenshire,65-74 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",509.5,835
2018/19,Aberdeenshire,65-74 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",513.8,835
2018/19,Aberdeenshire,65-74 years,Other,"Rate per 1,000 Social Care Clients",198.3,325
2018/19,Aberdeenshire,65-74 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",200,325
2018/19,Aberdeenshire,65-74 years,Not Recorded,"Rate per 1,000 Social Care Clients",292.9,480
2018/19,Aberdeenshire,65-74 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",289.2,470
2018/19,Aberdeenshire,75-84 years,Dementia,"Rate per 1,000 Social Care Clients",148.7,485
2018/19,Aberdeenshire,75-84 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",147.1,475
2018/19,Aberdeenshire,75-84 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",133.4,435
2018/19,Aberdeenshire,75-84 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",134.8,435
2018/19,Aberdeenshire,75-84 years,Learning Disability,"Rate per 1,000 Social Care Clients",9.2,30
2018/19,Aberdeenshire,75-84 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",9.3,30
2018/19,Aberdeenshire,75-84 years,Mental Health,"Rate per 1,000 Social Care Clients",29.1,95
2018/19,Aberdeenshire,75-84 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",29.4,95
2018/19,Aberdeenshire,75-84 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",545.8,1780
2018/19,Aberdeenshire,75-84 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",546.8,1765
2018/19,Aberdeenshire,75-84 years,Other,"Rate per 1,000 Social Care Clients",130.3,425
2018/19,Aberdeenshire,75-84 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",130.1,420
2018/19,Aberdeenshire,75-84 years,Not Recorded,"Rate per 1,000 Social Care Clients",248.4,810
2018/19,Aberdeenshire,75-84 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",247.8,800
2018/19,Aberdeenshire,85+ years,Dementia,"Rate per 1,000 Social Care Clients",132.8,480
2018/19,Aberdeenshire,85+ years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",131.7,470
2018/19,Aberdeenshire,85+ years,Elderly / Frail,"Rate per 1,000 Social Care Clients",225.5,815
2018/19,Aberdeenshire,85+ years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",225.6,805
2018/19,Aberdeenshire,85+ years,Learning Disability,"Rate per 1,000 Social Care Clients",1.4,5
2018/19,Aberdeenshire,85+ years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",1.4,5
2018/19,Aberdeenshire,85+ years,Mental Health,"Rate per 1,000 Social Care Clients",13.8,50
2018/19,Aberdeenshire,85+ years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",14,50
2018/19,Aberdeenshire,85+ years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",564.5,2040
2018/19,Aberdeenshire,85+ years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",566,2020
2018/19,Aberdeenshire,85+ years,Other,"Rate per 1,000 Social Care Clients",74.7,270
2018/19,Aberdeenshire,85+ years,Other,"Rate per 1,000 Social Care Clients (adjusted)",74.3,265
2018/19,Aberdeenshire,85+ years,Not Recorded,"Rate per 1,000 Social Care Clients",255.9,925
2018/19,Aberdeenshire,85+ years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",256.4,915
2018/19,Aberdeenshire,Unknown,Dementia,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeenshire,Unknown,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,Unknown,Elderly / Frail,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeenshire,Unknown,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,Unknown,Learning Disability,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeenshire,Unknown,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,Unknown,Mental Health,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeenshire,Unknown,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,Unknown,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeenshire,Unknown,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,Unknown,Other,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeenshire,Unknown,Other,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Aberdeenshire,Unknown,Not Recorded,"Rate per 1,000 Social Care Clients",0,0
2018/19,Aberdeenshire,Unknown,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Aberdeenshire,All Ages,Dementia,"Rate per 1,000 Social Care Clients",89.6,1145
2019/20,Aberdeenshire,All Ages,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",88.9,1130
2019/20,Aberdeenshire,All Ages,Elderly / Frail,"Rate per 1,000 Social Care Clients",120.1,1535
2019/20,Aberdeenshire,All Ages,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",120,1525
2019/20,Aberdeenshire,All Ages,Learning Disability,"Rate per 1,000 Social Care Clients",77.4,990
2019/20,Aberdeenshire,All Ages,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",77.5,985
2019/20,Aberdeenshire,All Ages,Mental Health,"Rate per 1,000 Social Care Clients",64.9,830
2019/20,Aberdeenshire,All Ages,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",64.9,825
2019/20,Aberdeenshire,All Ages,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",518.2,6625
2019/20,Aberdeenshire,All Ages,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",519.8,6605
2019/20,Aberdeenshire,All Ages,Other,"Rate per 1,000 Social Care Clients",187.7,2400
2019/20,Aberdeenshire,All Ages,Other,"Rate per 1,000 Social Care Clients (adjusted)",188.5,2395
2019/20,Aberdeenshire,All Ages,Not Recorded,"Rate per 1,000 Social Care Clients",238.6,3050
2019/20,Aberdeenshire,All Ages,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",237.3,3015
2019/20,Aberdeenshire,0-17 years,Dementia,"Rate per 1,000 Social Care Clients",0,0
