financial_year,sending_location,age_group,service_group,nclient
2020/21,Dumfries and Galloway,0-17 years,Care Home,0
2020/21,Dumfries and Galloway,18-64 years,Care Home,70
2020/21,Dumfries and Galloway,65-74 years,Care Home,165
2020/21,Dumfries and Galloway,75-84 years,Care Home,500
2020/21,Dumfries and Galloway,85+ years,Care Home,830
2020/21,Dumfries and Galloway,Unknown,Care Home,0
2020/21,Dumfries and Galloway,All Ages,Care at Home,3270
2020/21,Dumfries and Galloway,0-17 years,Care at Home,40
2020/21,Dumfries and Galloway,18-64 years,Care at Home,790
2020/21,Dumfries and Galloway,65-74 years,Care at Home,460
2020/21,Dumfries and Galloway,75-84 years,Care at Home,910
2020/21,Dumfries and Galloway,85+ years,Care at Home,1075
2020/21,Dumfries and Galloway,Unknown,Care at Home,0
2020/21,Dumfries and Galloway,All Ages,Community Alarms / Telecare,4185
2020/21,Dumfries and Galloway,0-17 years,Community Alarms / Telecare,50
2020/21,Dumfries and Galloway,18-64 years,Community Alarms / Telecare,395
2020/21,Dumfries and Galloway,65-74 years,Community Alarms / Telecare,485
2020/21,Dumfries and Galloway,75-84 years,Community Alarms / Telecare,1445
2020/21,Dumfries and Galloway,85+ years,Community Alarms / Telecare,1810
2020/21,Dumfries and Galloway,Unknown,Community Alarms / Telecare,0
2020/21,Dumfries and Galloway,All Ages,Day Care,120
2020/21,Dumfries and Galloway,0-17 years,Day Care,0
2020/21,Dumfries and Galloway,18-64 years,Day Care,45
2020/21,Dumfries and Galloway,65-74 years,Day Care,5
2020/21,Dumfries and Galloway,75-84 years,Day Care,35
2020/21,Dumfries and Galloway,85+ years,Day Care,35
2020/21,Dumfries and Galloway,Unknown,Day Care,0
2020/21,Dumfries and Galloway,All Ages,Social Worker,7250
2020/21,Dumfries and Galloway,0-17 years,Social Worker,190
2020/21,Dumfries and Galloway,18-64 years,Social Worker,1260
2020/21,Dumfries and Galloway,65-74 years,Social Worker,885
2020/21,Dumfries and Galloway,75-84 years,Social Worker,2185
2020/21,Dumfries and Galloway,85+ years,Social Worker,2725
2020/21,Dumfries and Galloway,Unknown,Social Worker,5
2021/22,Dumfries and Galloway,All Ages,Care Home,1515
2021/22,Dumfries and Galloway,0-17 years,Care Home,5
2021/22,Dumfries and Galloway,18-64 years,Care Home,70
2021/22,Dumfries and Galloway,65-74 years,Care Home,155
2021/22,Dumfries and Galloway,75-84 years,Care Home,490
2021/22,Dumfries and Galloway,85+ years,Care Home,795
2021/22,Dumfries and Galloway,Unknown,Care Home,0
2021/22,Dumfries and Galloway,All Ages,Care at Home,2830
2021/22,Dumfries and Galloway,0-17 years,Care at Home,25
2021/22,Dumfries and Galloway,18-64 years,Care at Home,750
2021/22,Dumfries and Galloway,65-74 years,Care at Home,415
2021/22,Dumfries and Galloway,75-84 years,Care at Home,740
2021/22,Dumfries and Galloway,85+ years,Care at Home,900
2021/22,Dumfries and Galloway,Unknown,Care at Home,0
2021/22,Dumfries and Galloway,All Ages,Community Alarms / Telecare,4340
2021/22,Dumfries and Galloway,0-17 years,Community Alarms / Telecare,45
2021/22,Dumfries and Galloway,18-64 years,Community Alarms / Telecare,435
2021/22,Dumfries and Galloway,65-74 years,Community Alarms / Telecare,505
2021/22,Dumfries and Galloway,75-84 years,Community Alarms / Telecare,1490
2021/22,Dumfries and Galloway,85+ years,Community Alarms / Telecare,1865
2021/22,Dumfries and Galloway,Unknown,Community Alarms / Telecare,0
2021/22,Dumfries and Galloway,All Ages,Day Care,135
2021/22,Dumfries and Galloway,0-17 years,Day Care,5
2021/22,Dumfries and Galloway,18-64 years,Day Care,60
2021/22,Dumfries and Galloway,65-74 years,Day Care,10
2021/22,Dumfries and Galloway,75-84 years,Day Care,30
2021/22,Dumfries and Galloway,85+ years,Day Care,30
2021/22,Dumfries and Galloway,Unknown,Day Care,0
2021/22,Dumfries and Galloway,All Ages,Social Worker,7245
2021/22,Dumfries and Galloway,0-17 years,Social Worker,210
2021/22,Dumfries and Galloway,18-64 years,Social Worker,1305
2021/22,Dumfries and Galloway,65-74 years,Social Worker,875
2021/22,Dumfries and Galloway,75-84 years,Social Worker,2155
2021/22,Dumfries and Galloway,85+ years,Social Worker,2705
2021/22,Dumfries and Galloway,Unknown,Social Worker,0
2017/18,Dundee City,All Ages,Care Home,1255
2017/18,Dundee City,0-17 years,Care Home,0
2017/18,Dundee City,18-64 years,Care Home,105
2017/18,Dundee City,65-74 years,Care Home,130
2017/18,Dundee City,75-84 years,Care Home,390
2017/18,Dundee City,85+ years,Care Home,625
2017/18,Dundee City,Unknown,Care Home,0
2017/18,Dundee City,All Ages,Care at Home,2130
2017/18,Dundee City,0-17 years,Care at Home,0
2017/18,Dundee City,18-64 years,Care at Home,235
2017/18,Dundee City,65-74 years,Care at Home,365
2017/18,Dundee City,75-84 years,Care at Home,715
2017/18,Dundee City,85+ years,Care at Home,810
2017/18,Dundee City,Unknown,Care at Home,0
2017/18,Dundee City,All Ages,Community Alarms / Telecare,6045
2017/18,Dundee City,0-17 years,Community Alarms / Telecare,0
2017/18,Dundee City,18-64 years,Community Alarms / Telecare,855
2017/18,Dundee City,65-74 years,Community Alarms / Telecare,1355
2017/18,Dundee City,75-84 years,Community Alarms / Telecare,2065
2017/18,Dundee City,85+ years,Community Alarms / Telecare,1775
2017/18,Dundee City,Unknown,Community Alarms / Telecare,0
2017/18,Dundee City,All Ages,Day Care,310
2017/18,Dundee City,0-17 years,Day Care,0
2017/18,Dundee City,18-64 years,Day Care,185
2017/18,Dundee City,65-74 years,Day Care,35
2017/18,Dundee City,75-84 years,Day Care,45
2017/18,Dundee City,85+ years,Day Care,50
2017/18,Dundee City,Unknown,Day Care,0
2017/18,Dundee City,All Ages,Housing Support,2875
2017/18,Dundee City,0-17 years,Housing Support,0
2017/18,Dundee City,18-64 years,Housing Support,590
2017/18,Dundee City,65-74 years,Housing Support,935
2017/18,Dundee City,75-84 years,Housing Support,895
2017/18,Dundee City,85+ years,Housing Support,455
2017/18,Dundee City,Unknown,Housing Support,0
2017/18,Dundee City,All Ages,Meals,770
2017/18,Dundee City,0-17 years,Meals,0
2017/18,Dundee City,18-64 years,Meals,45
2017/18,Dundee City,65-74 years,Meals,130
2017/18,Dundee City,75-84 years,Meals,255
2017/18,Dundee City,85+ years,Meals,340
2017/18,Dundee City,Unknown,Meals,0
2017/18,Dundee City,All Ages,Social Worker,5275
2017/18,Dundee City,0-17 years,Social Worker,20
2017/18,Dundee City,18-64 years,Social Worker,1750
2017/18,Dundee City,65-74 years,Social Worker,750
2017/18,Dundee City,75-84 years,Social Worker,1315
2017/18,Dundee City,85+ years,Social Worker,1440
2017/18,Dundee City,Unknown,Social Worker,0
2018/19,Dundee City,All Ages,Care Home,1505
2018/19,Dundee City,0-17 years,Care Home,0
2018/19,Dundee City,18-64 years,Care Home,115
2018/19,Dundee City,65-74 years,Care Home,160
2018/19,Dundee City,75-84 years,Care Home,445
2018/19,Dundee City,85+ years,Care Home,785
2018/19,Dundee City,Unknown,Care Home,0
2018/19,Dundee City,All Ages,Care at Home,2900
2018/19,Dundee City,0-17 years,Care at Home,5
2018/19,Dundee City,18-64 years,Care at Home,335
2018/19,Dundee City,65-74 years,Care at Home,505
2018/19,Dundee City,75-84 years,Care at Home,985
2018/19,Dundee City,85+ years,Care at Home,1070
2018/19,Dundee City,Unknown,Care at Home,0
2018/19,Dundee City,All Ages,Community Alarms / Telecare,5870
2018/19,Dundee City,0-17 years,Community Alarms / Telecare,5
2018/19,Dundee City,18-64 years,Community Alarms / Telecare,910
2018/19,Dundee City,65-74 years,Community Alarms / Telecare,1375
2018/19,Dundee City,75-84 years,Community Alarms / Telecare,1975
2018/19,Dundee City,85+ years,Community Alarms / Telecare,1605
2018/19,Dundee City,Unknown,Community Alarms / Telecare,0
2018/19,Dundee City,All Ages,Day Care,320
2018/19,Dundee City,0-17 years,Day Care,0
2018/19,Dundee City,18-64 years,Day Care,175
2018/19,Dundee City,65-74 years,Day Care,40
2018/19,Dundee City,75-84 years,Day Care,50
2018/19,Dundee City,85+ years,Day Care,55
2018/19,Dundee City,Unknown,Day Care,0
2018/19,Dundee City,All Ages,Housing Support,3285
2018/19,Dundee City,0-17 years,Housing Support,5
2018/19,Dundee City,18-64 years,Housing Support,765
2018/19,Dundee City,65-74 years,Housing Support,1025
2018/19,Dundee City,75-84 years,Housing Support,940
2018/19,Dundee City,85+ years,Housing Support,555
2018/19,Dundee City,Unknown,Housing Support,0
2018/19,Dundee City,All Ages,Meals,680
2018/19,Dundee City,0-17 years,Meals,0
2018/19,Dundee City,18-64 years,Meals,55
2018/19,Dundee City,65-74 years,Meals,120
2018/19,Dundee City,75-84 years,Meals,230
2018/19,Dundee City,85+ years,Meals,275
2018/19,Dundee City,Unknown,Meals,0
2018/19,Dundee City,All Ages,Social Worker,5365
2018/19,Dundee City,0-17 years,Social Worker,50
2018/19,Dundee City,18-64 years,Social Worker,1860
2018/19,Dundee City,65-74 years,Social Worker,790
2018/19,Dundee City,75-84 years,Social Worker,1330
2018/19,Dundee City,85+ years,Social Worker,1340
2018/19,Dundee City,Unknown,Social Worker,0
2019/20,Dundee City,All Ages,Care Home,1720
2019/20,Dundee City,0-17 years,Care Home,0
2019/20,Dundee City,18-64 years,Care Home,195
2019/20,Dundee City,65-74 years,Care Home,185
2019/20,Dundee City,75-84 years,Care Home,460
2019/20,Dundee City,85+ years,Care Home,875
2019/20,Dundee City,Unknown,Care Home,0
2019/20,Dundee City,All Ages,Care at Home,2580
2019/20,Dundee City,0-17 years,Care at Home,0
2019/20,Dundee City,18-64 years,Care at Home,375
2019/20,Dundee City,65-74 years,Care at Home,430
2019/20,Dundee City,75-84 years,Care at Home,820
2019/20,Dundee City,85+ years,Care at Home,955
2019/20,Dundee City,Unknown,Care at Home,0
2019/20,Dundee City,All Ages,Community Alarms / Telecare,5880
2019/20,Dundee City,0-17 years,Community Alarms / Telecare,5
2019/20,Dundee City,18-64 years,Community Alarms / Telecare,860
2019/20,Dundee City,65-74 years,Community Alarms / Telecare,1245
2019/20,Dundee City,75-84 years,Community Alarms / Telecare,1985
2019/20,Dundee City,85+ years,Community Alarms / Telecare,1780
2019/20,Dundee City,Unknown,Community Alarms / Telecare,0
2019/20,Dundee City,All Ages,Day Care,285
2019/20,Dundee City,0-17 years,Day Care,0
2019/20,Dundee City,18-64 years,Day Care,165
2019/20,Dundee City,65-74 years,Day Care,35
2019/20,Dundee City,75-84 years,Day Care,40
2019/20,Dundee City,85+ years,Day Care,50
2019/20,Dundee City,Unknown,Day Care,0
2019/20,Dundee City,All Ages,Housing Support,490
2019/20,Dundee City,0-17 years,Housing Support,0
2019/20,Dundee City,18-64 years,Housing Support,205
2019/20,Dundee City,65-74 years,Housing Support,85
2019/20,Dundee City,75-84 years,Housing Support,100
2019/20,Dundee City,85+ years,Housing Support,95
2019/20,Dundee City,Unknown,Housing Support,0
2019/20,Dundee City,All Ages,Meals,690
2019/20,Dundee City,0-17 years,Meals,0
2019/20,Dundee City,18-64 years,Meals,60
2019/20,Dundee City,65-74 years,Meals,105
2019/20,Dundee City,75-84 years,Meals,235
2019/20,Dundee City,85+ years,Meals,285
2019/20,Dundee City,Unknown,Meals,0
2019/20,Dundee City,All Ages,Social Worker,6950
2019/20,Dundee City,0-17 years,Social Worker,25
2019/20,Dundee City,18-64 years,Social Worker,2620
2019/20,Dundee City,65-74 years,Social Worker,1060
2019/20,Dundee City,75-84 years,Social Worker,1590
2019/20,Dundee City,85+ years,Social Worker,1660
2019/20,Dundee City,Unknown,Social Worker,0
2020/21,Dundee City,All Ages,Care Home,1540
2020/21,Dundee City,0-17 years,Care Home,0
2020/21,Dundee City,18-64 years,Care Home,125
2020/21,Dundee City,65-74 years,Care Home,165
2020/21,Dundee City,75-84 years,Care Home,460
2020/21,Dundee City,85+ years,Care Home,785
2020/21,Dundee City,Unknown,Care Home,0
2020/21,Dundee City,All Ages,Care at Home,2570
2020/21,Dundee City,0-17 years,Care at Home,0
2020/21,Dundee City,18-64 years,Care at Home,385
2020/21,Dundee City,65-74 years,Care at Home,415
2020/21,Dundee City,75-84 years,Care at Home,810
2020/21,Dundee City,85+ years,Care at Home,960
2020/21,Dundee City,Unknown,Care at Home,0
2020/21,Dundee City,All Ages,Community Alarms / Telecare,4995
2020/21,Dundee City,0-17 years,Community Alarms / Telecare,5
2020/21,Dundee City,18-64 years,Community Alarms / Telecare,715
2020/21,Dundee City,65-74 years,Community Alarms / Telecare,1120
2020/21,Dundee City,75-84 years,Community Alarms / Telecare,1635
2020/21,Dundee City,85+ years,Community Alarms / Telecare,1520
2020/21,Dundee City,Unknown,Community Alarms / Telecare,0
2020/21,Dundee City,All Ages,Day Care,225
2020/21,Dundee City,0-17 years,Day Care,0
2020/21,Dundee City,18-64 years,Day Care,145
2020/21,Dundee City,65-74 years,Day Care,35
2020/21,Dundee City,75-84 years,Day Care,20
2020/21,Dundee City,85+ years,Day Care,25
2020/21,Dundee City,Unknown,Day Care,0
2020/21,Dundee City,All Ages,Meals,605
2020/21,Dundee City,0-17 years,Meals,0
2020/21,Dundee City,18-64 years,Meals,60
2020/21,Dundee City,65-74 years,Meals,95
2020/21,Dundee City,75-84 years,Meals,190
2020/21,Dundee City,85+ years,Meals,260
2020/21,Dundee City,Unknown,Meals,0
2020/21,Dundee City,All Ages,Social Worker,4350
2020/21,Dundee City,0-17 years,Social Worker,20
2020/21,Dundee City,18-64 years,Social Worker,1640
2020/21,Dundee City,65-74 years,Social Worker,600
2020/21,Dundee City,75-84 years,Social Worker,975
2020/21,Dundee City,85+ years,Social Worker,1115
2020/21,Dundee City,Unknown,Social Worker,0
2021/22,Dundee City,All Ages,Care Home,1585
2021/22,Dundee City,0-17 years,Care Home,0
2021/22,Dundee City,18-64 years,Care Home,150
2021/22,Dundee City,65-74 years,Care Home,175
2021/22,Dundee City,75-84 years,Care Home,480
2021/22,Dundee City,85+ years,Care Home,780
2021/22,Dundee City,Unknown,Care Home,0
2021/22,Dundee City,All Ages,Care at Home,2365
2021/22,Dundee City,0-17 years,Care at Home,0
2021/22,Dundee City,18-64 years,Care at Home,360
2021/22,Dundee City,65-74 years,Care at Home,400
2021/22,Dundee City,75-84 years,Care at Home,705
2021/22,Dundee City,85+ years,Care at Home,900
2021/22,Dundee City,Unknown,Care at Home,0
2021/22,Dundee City,All Ages,Community Alarms / Telecare,5205
2021/22,Dundee City,0-17 years,Community Alarms / Telecare,5
2021/22,Dundee City,18-64 years,Community Alarms / Telecare,715
2021/22,Dundee City,65-74 years,Community Alarms / Telecare,1150
2021/22,Dundee City,75-84 years,Community Alarms / Telecare,1675
2021/22,Dundee City,85+ years,Community Alarms / Telecare,1660
2021/22,Dundee City,Unknown,Community Alarms / Telecare,0
2021/22,Dundee City,All Ages,Day Care,195
2021/22,Dundee City,0-17 years,Day Care,0
2021/22,Dundee City,18-64 years,Day Care,130
2021/22,Dundee City,65-74 years,Day Care,30
2021/22,Dundee City,75-84 years,Day Care,15
2021/22,Dundee City,85+ years,Day Care,15
2021/22,Dundee City,Unknown,Day Care,0
2021/22,Dundee City,All Ages,Meals,595
2021/22,Dundee City,0-17 years,Meals,0
2021/22,Dundee City,18-64 years,Meals,55
2021/22,Dundee City,65-74 years,Meals,115
2021/22,Dundee City,75-84 years,Meals,195
2021/22,Dundee City,85+ years,Meals,230
2021/22,Dundee City,Unknown,Meals,0
2021/22,Dundee City,All Ages,Social Worker,5485
2021/22,Dundee City,0-17 years,Social Worker,15
2021/22,Dundee City,18-64 years,Social Worker,1785
2021/22,Dundee City,65-74 years,Social Worker,800
2021/22,Dundee City,75-84 years,Social Worker,1325
2021/22,Dundee City,85+ years,Social Worker,1560
2021/22,Dundee City,Unknown,Social Worker,0
2017/18,East Ayrshire,All Ages,Care Home,835
2017/18,East Ayrshire,0-17 years,Care Home,0
2017/18,East Ayrshire,18-64 years,Care Home,65
2017/18,East Ayrshire,65-74 years,Care Home,90
2017/18,East Ayrshire,75-84 years,Care Home,285
2017/18,East Ayrshire,85+ years,Care Home,395
2017/18,East Ayrshire,Unknown,Care Home,0
2017/18,East Ayrshire,All Ages,Care at Home,2025
2017/18,East Ayrshire,0-17 years,Care at Home,0
2017/18,East Ayrshire,18-64 years,Care at Home,285
2017/18,East Ayrshire,65-74 years,Care at Home,340
2017/18,East Ayrshire,75-84 years,Care at Home,760
2017/18,East Ayrshire,85+ years,Care at Home,640
2017/18,East Ayrshire,Unknown,Care at Home,0
2017/18,East Ayrshire,All Ages,Community Alarms / Telecare,3410
2017/18,East Ayrshire,0-17 years,Community Alarms / Telecare,20
2017/18,East Ayrshire,18-64 years,Community Alarms / Telecare,490
2017/18,East Ayrshire,65-74 years,Community Alarms / Telecare,510
2017/18,East Ayrshire,75-84 years,Community Alarms / Telecare,1320
2017/18,East Ayrshire,85+ years,Community Alarms / Telecare,1065
2017/18,East Ayrshire,Unknown,Community Alarms / Telecare,0
2017/18,East Ayrshire,All Ages,Day Care,135
2017/18,East Ayrshire,0-17 years,Day Care,0
2017/18,East Ayrshire,18-64 years,Day Care,0
2017/18,East Ayrshire,65-74 years,Day Care,20
2017/18,East Ayrshire,75-84 years,Day Care,50
2017/18,East Ayrshire,85+ years,Day Care,60
2017/18,East Ayrshire,Unknown,Day Care,0
2017/18,East Ayrshire,All Ages,Housing Support,560
2017/18,East Ayrshire,0-17 years,Housing Support,5
2017/18,East Ayrshire,18-64 years,Housing Support,275
2017/18,East Ayrshire,65-74 years,Housing Support,75
2017/18,East Ayrshire,75-84 years,Housing Support,130
2017/18,East Ayrshire,85+ years,Housing Support,80
2017/18,East Ayrshire,Unknown,Housing Support,0
2017/18,East Ayrshire,All Ages,Meals,195
2017/18,East Ayrshire,0-17 years,Meals,0
2017/18,East Ayrshire,18-64 years,Meals,25
2017/18,East Ayrshire,65-74 years,Meals,25
2017/18,East Ayrshire,75-84 years,Meals,80
2017/18,East Ayrshire,85+ years,Meals,65
2017/18,East Ayrshire,Unknown,Meals,0
2017/18,East Ayrshire,All Ages,Social Worker,2015
2017/18,East Ayrshire,0-17 years,Social Worker,90
2017/18,East Ayrshire,18-64 years,Social Worker,615
2017/18,East Ayrshire,65-74 years,Social Worker,225
2017/18,East Ayrshire,75-84 years,Social Worker,525
2017/18,East Ayrshire,85+ years,Social Worker,550
2017/18,East Ayrshire,Unknown,Social Worker,0
2018/19,East Ayrshire,All Ages,Care Home,1030
2018/19,East Ayrshire,0-17 years,Care Home,0
2018/19,East Ayrshire,18-64 years,Care Home,85
2018/19,East Ayrshire,65-74 years,Care Home,105
2018/19,East Ayrshire,75-84 years,Care Home,350
2018/19,East Ayrshire,85+ years,Care Home,490
2018/19,East Ayrshire,Unknown,Care Home,0
2018/19,East Ayrshire,All Ages,Care at Home,2710
2018/19,East Ayrshire,0-17 years,Care at Home,0
2018/19,East Ayrshire,18-64 years,Care at Home,350
2018/19,East Ayrshire,65-74 years,Care at Home,460
2018/19,East Ayrshire,75-84 years,Care at Home,1020
2018/19,East Ayrshire,85+ years,Care at Home,880
2018/19,East Ayrshire,Unknown,Care at Home,0
2018/19,East Ayrshire,All Ages,Community Alarms / Telecare,4420
2018/19,East Ayrshire,0-17 years,Community Alarms / Telecare,30
2018/19,East Ayrshire,18-64 years,Community Alarms / Telecare,605
2018/19,East Ayrshire,65-74 years,Community Alarms / Telecare,680
2018/19,East Ayrshire,75-84 years,Community Alarms / Telecare,1675
2018/19,East Ayrshire,85+ years,Community Alarms / Telecare,1425
2018/19,East Ayrshire,Unknown,Community Alarms / Telecare,0
2018/19,East Ayrshire,All Ages,Day Care,175
2018/19,East Ayrshire,0-17 years,Day Care,0
2018/19,East Ayrshire,18-64 years,Day Care,5
2018/19,East Ayrshire,65-74 years,Day Care,25
