financial_year,sending_location,age_group,client_group,measure,denominator,nclient,rate
2020/21,Aberdeenshire,18-64 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",1580,630,398.7
2020/21,Aberdeenshire,18-64 years,Not Recorded,"Rate per 1,000 Social Care Clients",1702,100,58.8
2020/21,Aberdeenshire,18-64 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",1580,95,60.1
2020/21,Aberdeenshire,65-74 years,Dementia,"Rate per 1,000 Social Care Clients",1342,130,96.9
2020/21,Aberdeenshire,65-74 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",1328,130,97.9
2020/21,Aberdeenshire,65-74 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",1342,95,70.8
2020/21,Aberdeenshire,65-74 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",1328,95,71.5
2020/21,Aberdeenshire,65-74 years,Learning Disability,"Rate per 1,000 Social Care Clients",1342,85,63.3
2020/21,Aberdeenshire,65-74 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",1328,80,60.2
2020/21,Aberdeenshire,65-74 years,Mental Health,"Rate per 1,000 Social Care Clients",1342,120,89.4
2020/21,Aberdeenshire,65-74 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",1328,115,86.6
2020/21,Aberdeenshire,65-74 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",1342,745,555.1
2020/21,Aberdeenshire,65-74 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",1328,735,553.5
2020/21,Aberdeenshire,65-74 years,Other,"Rate per 1,000 Social Care Clients",1342,350,260.8
2020/21,Aberdeenshire,65-74 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",1328,345,259.8
2020/21,Aberdeenshire,65-74 years,Not Recorded,"Rate per 1,000 Social Care Clients",1342,290,216.1
2020/21,Aberdeenshire,65-74 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",1328,285,214.6
2020/21,Aberdeenshire,75-84 years,Dementia,"Rate per 1,000 Social Care Clients",2827,465,164.5
2020/21,Aberdeenshire,75-84 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",2802,460,164.2
2020/21,Aberdeenshire,75-84 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",2827,520,183.9
2020/21,Aberdeenshire,75-84 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",2802,520,185.6
2020/21,Aberdeenshire,75-84 years,Learning Disability,"Rate per 1,000 Social Care Clients",2827,25,8.8
2020/21,Aberdeenshire,75-84 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",2802,25,8.9
2020/21,Aberdeenshire,75-84 years,Mental Health,"Rate per 1,000 Social Care Clients",2827,100,35.4
2020/21,Aberdeenshire,75-84 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",2802,100,35.7
2020/21,Aberdeenshire,75-84 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",2827,1695,599.6
2020/21,Aberdeenshire,75-84 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",2802,1680,599.6
2020/21,Aberdeenshire,75-84 years,Other,"Rate per 1,000 Social Care Clients",2827,445,157.4
2020/21,Aberdeenshire,75-84 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",2802,445,158.8
2020/21,Aberdeenshire,75-84 years,Not Recorded,"Rate per 1,000 Social Care Clients",2827,455,160.9
2020/21,Aberdeenshire,75-84 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",2802,450,160.6
2020/21,Aberdeenshire,85+ years,Dementia,"Rate per 1,000 Social Care Clients",3394,560,165
2020/21,Aberdeenshire,85+ years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",3370,555,164.7
2020/21,Aberdeenshire,85+ years,Elderly / Frail,"Rate per 1,000 Social Care Clients",3394,1010,297.6
2020/21,Aberdeenshire,85+ years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",3370,1005,298.2
2020/21,Aberdeenshire,85+ years,Learning Disability,"Rate per 1,000 Social Care Clients",3394,5,1.5
2020/21,Aberdeenshire,85+ years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",3370,5,1.5
2020/21,Aberdeenshire,85+ years,Mental Health,"Rate per 1,000 Social Care Clients",3394,45,13.3
2020/21,Aberdeenshire,85+ years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",3370,45,13.4
2020/21,Aberdeenshire,85+ years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",3394,2285,673.2
2020/21,Aberdeenshire,85+ years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",3370,2275,675.1
2020/21,Aberdeenshire,85+ years,Other,"Rate per 1,000 Social Care Clients",3394,335,98.7
2020/21,Aberdeenshire,85+ years,Other,"Rate per 1,000 Social Care Clients (adjusted)",3370,335,99.4
2020/21,Aberdeenshire,85+ years,Not Recorded,"Rate per 1,000 Social Care Clients",3394,370,109
2020/21,Aberdeenshire,85+ years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",3370,365,108.3
2020/21,Aberdeenshire,Unknown,Dementia,"Rate per 1,000 Social Care Clients",NA,0,0
2020/21,Aberdeenshire,Unknown,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2020/21,Aberdeenshire,Unknown,Elderly / Frail,"Rate per 1,000 Social Care Clients",NA,0,0
2020/21,Aberdeenshire,Unknown,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2020/21,Aberdeenshire,Unknown,Learning Disability,"Rate per 1,000 Social Care Clients",NA,0,0
2020/21,Aberdeenshire,Unknown,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2020/21,Aberdeenshire,Unknown,Mental Health,"Rate per 1,000 Social Care Clients",NA,0,0
2020/21,Aberdeenshire,Unknown,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2020/21,Aberdeenshire,Unknown,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",NA,0,0
2020/21,Aberdeenshire,Unknown,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2020/21,Aberdeenshire,Unknown,Other,"Rate per 1,000 Social Care Clients",NA,0,0
2020/21,Aberdeenshire,Unknown,Other,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2020/21,Aberdeenshire,Unknown,Not Recorded,"Rate per 1,000 Social Care Clients",NA,0,0
2020/21,Aberdeenshire,Unknown,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2017/18,Angus,All Ages,Dementia,"Rate per 1,000 Social Care Clients",5836,220,37.7
2017/18,Angus,All Ages,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",5836,220,37.7
2017/18,Angus,All Ages,Elderly / Frail,"Rate per 1,000 Social Care Clients",5836,3660,627.1
2017/18,Angus,All Ages,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",5836,3660,627.1
2017/18,Angus,All Ages,Learning Disability,"Rate per 1,000 Social Care Clients",5836,300,51.4
2017/18,Angus,All Ages,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",5836,300,51.4
2017/18,Angus,All Ages,Mental Health,"Rate per 1,000 Social Care Clients",5836,135,23.1
2017/18,Angus,All Ages,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",5836,135,23.1
2017/18,Angus,All Ages,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",5836,45,7.7
2017/18,Angus,All Ages,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",5836,45,7.7
2017/18,Angus,All Ages,Other,"Rate per 1,000 Social Care Clients",5836,1460,250.2
2017/18,Angus,All Ages,Other,"Rate per 1,000 Social Care Clients (adjusted)",5836,1460,250.2
2017/18,Angus,All Ages,Not Recorded,"Rate per 1,000 Social Care Clients",5836,465,79.7
2017/18,Angus,All Ages,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",5836,465,79.7
2017/18,Angus,0-17 years,Dementia,"Rate per 1,000 Social Care Clients",24,0,0
2017/18,Angus,0-17 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",24,0,0
2017/18,Angus,0-17 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",24,0,0
2017/18,Angus,0-17 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",24,0,0
2017/18,Angus,0-17 years,Learning Disability,"Rate per 1,000 Social Care Clients",24,10,416.7
2017/18,Angus,0-17 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",24,10,416.7
2017/18,Angus,0-17 years,Mental Health,"Rate per 1,000 Social Care Clients",24,0,0
2017/18,Angus,0-17 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",24,0,0
2017/18,Angus,0-17 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",24,0,0
2017/18,Angus,0-17 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",24,0,0
2017/18,Angus,0-17 years,Other,"Rate per 1,000 Social Care Clients",24,0,0
2017/18,Angus,0-17 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",24,0,0
2017/18,Angus,0-17 years,Not Recorded,"Rate per 1,000 Social Care Clients",24,15,625
2017/18,Angus,0-17 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",24,15,625
2017/18,Angus,18-64 years,Dementia,"Rate per 1,000 Social Care Clients",968,5,5.2
2017/18,Angus,18-64 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",968,5,5.2
2017/18,Angus,18-64 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",968,0,0
2017/18,Angus,18-64 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",968,0,0
2017/18,Angus,18-64 years,Learning Disability,"Rate per 1,000 Social Care Clients",968,270,278.9
2017/18,Angus,18-64 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",968,270,278.9
2017/18,Angus,18-64 years,Mental Health,"Rate per 1,000 Social Care Clients",968,25,25.8
2017/18,Angus,18-64 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",968,25,25.8
2017/18,Angus,18-64 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",968,5,5.2
2017/18,Angus,18-64 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",968,5,5.2
2017/18,Angus,18-64 years,Other,"Rate per 1,000 Social Care Clients",968,230,237.6
2017/18,Angus,18-64 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",968,230,237.6
2017/18,Angus,18-64 years,Not Recorded,"Rate per 1,000 Social Care Clients",968,435,449.4
2017/18,Angus,18-64 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",968,435,449.4
2017/18,Angus,65-74 years,Dementia,"Rate per 1,000 Social Care Clients",769,30,39
2017/18,Angus,65-74 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",769,30,39
2017/18,Angus,65-74 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",769,565,734.7
2017/18,Angus,65-74 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",769,565,734.7
2017/18,Angus,65-74 years,Learning Disability,"Rate per 1,000 Social Care Clients",769,15,19.5
2017/18,Angus,65-74 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",769,15,19.5
2017/18,Angus,65-74 years,Mental Health,"Rate per 1,000 Social Care Clients",769,30,39
2017/18,Angus,65-74 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",769,30,39
2017/18,Angus,65-74 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",769,10,13
2017/18,Angus,65-74 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",769,10,13
2017/18,Angus,65-74 years,Other,"Rate per 1,000 Social Care Clients",769,190,247.1
2017/18,Angus,65-74 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",769,190,247.1
2017/18,Angus,65-74 years,Not Recorded,"Rate per 1,000 Social Care Clients",769,15,19.5
2017/18,Angus,65-74 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",769,15,19.5
2017/18,Angus,75-84 years,Dementia,"Rate per 1,000 Social Care Clients",1820,95,52.2
2017/18,Angus,75-84 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",1820,95,52.2
2017/18,Angus,75-84 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",1820,1470,807.7
2017/18,Angus,75-84 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",1820,1470,807.7
2017/18,Angus,75-84 years,Learning Disability,"Rate per 1,000 Social Care Clients",1820,5,2.7
2017/18,Angus,75-84 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",1820,5,2.7
2017/18,Angus,75-84 years,Mental Health,"Rate per 1,000 Social Care Clients",1820,55,30.2
2017/18,Angus,75-84 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",1820,55,30.2
2017/18,Angus,75-84 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",1820,15,8.2
2017/18,Angus,75-84 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",1820,15,8.2
2017/18,Angus,75-84 years,Other,"Rate per 1,000 Social Care Clients",1820,375,206
2017/18,Angus,75-84 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",1820,375,206
2017/18,Angus,75-84 years,Not Recorded,"Rate per 1,000 Social Care Clients",1820,0,0
2017/18,Angus,75-84 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",1820,0,0
2017/18,Angus,85+ years,Dementia,"Rate per 1,000 Social Care Clients",2254,90,39.9
2017/18,Angus,85+ years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",2255,90,39.9
2017/18,Angus,85+ years,Elderly / Frail,"Rate per 1,000 Social Care Clients",2254,1620,718.7
2017/18,Angus,85+ years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",2255,1620,718.4
2017/18,Angus,85+ years,Learning Disability,"Rate per 1,000 Social Care Clients",2254,0,0
2017/18,Angus,85+ years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",2255,0,0
2017/18,Angus,85+ years,Mental Health,"Rate per 1,000 Social Care Clients",2254,25,11.1
2017/18,Angus,85+ years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",2255,25,11.1
2017/18,Angus,85+ years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",2254,15,6.7
2017/18,Angus,85+ years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",2255,15,6.7
2017/18,Angus,85+ years,Other,"Rate per 1,000 Social Care Clients",2254,660,292.8
2017/18,Angus,85+ years,Other,"Rate per 1,000 Social Care Clients (adjusted)",2255,665,294.9
2017/18,Angus,85+ years,Not Recorded,"Rate per 1,000 Social Care Clients",2254,0,0
2017/18,Angus,85+ years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",2255,0,0
2017/18,Angus,Unknown,Dementia,"Rate per 1,000 Social Care Clients",1,0,0
2017/18,Angus,Unknown,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2017/18,Angus,Unknown,Elderly / Frail,"Rate per 1,000 Social Care Clients",1,0,0
2017/18,Angus,Unknown,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2017/18,Angus,Unknown,Learning Disability,"Rate per 1,000 Social Care Clients",1,0,0
2017/18,Angus,Unknown,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2017/18,Angus,Unknown,Mental Health,"Rate per 1,000 Social Care Clients",1,0,0
2017/18,Angus,Unknown,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2017/18,Angus,Unknown,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",1,0,0
2017/18,Angus,Unknown,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2017/18,Angus,Unknown,Other,"Rate per 1,000 Social Care Clients",1,0,0
2017/18,Angus,Unknown,Other,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2017/18,Angus,Unknown,Not Recorded,"Rate per 1,000 Social Care Clients",1,0,0
2017/18,Angus,Unknown,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2018/19,Angus,All Ages,Dementia,"Rate per 1,000 Social Care Clients",6454,400,62
2018/19,Angus,All Ages,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",6454,400,62
2018/19,Angus,All Ages,Elderly / Frail,"Rate per 1,000 Social Care Clients",6454,5360,830.5
2018/19,Angus,All Ages,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",6454,5360,830.5
2018/19,Angus,All Ages,Learning Disability,"Rate per 1,000 Social Care Clients",6454,405,62.8
2018/19,Angus,All Ages,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",6454,405,62.8
2018/19,Angus,All Ages,Mental Health,"Rate per 1,000 Social Care Clients",6454,290,44.9
2018/19,Angus,All Ages,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",6454,290,44.9
2018/19,Angus,All Ages,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",6454,95,14.7
2018/19,Angus,All Ages,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",6454,95,14.7
2018/19,Angus,All Ages,Other,"Rate per 1,000 Social Care Clients",6454,180,27.9
2018/19,Angus,All Ages,Other,"Rate per 1,000 Social Care Clients (adjusted)",6454,180,27.9
2018/19,Angus,All Ages,Not Recorded,"Rate per 1,000 Social Care Clients",6454,595,92.2
2018/19,Angus,All Ages,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",6454,595,92.2
2018/19,Angus,0-17 years,Dementia,"Rate per 1,000 Social Care Clients",16,0,0
2018/19,Angus,0-17 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",16,0,0
2018/19,Angus,0-17 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",16,0,0
2018/19,Angus,0-17 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",16,0,0
2018/19,Angus,0-17 years,Learning Disability,"Rate per 1,000 Social Care Clients",16,10,625
2018/19,Angus,0-17 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",16,10,625
2018/19,Angus,0-17 years,Mental Health,"Rate per 1,000 Social Care Clients",16,0,0
2018/19,Angus,0-17 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",16,0,0
2018/19,Angus,0-17 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",16,0,0
2018/19,Angus,0-17 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",16,0,0
2018/19,Angus,0-17 years,Other,"Rate per 1,000 Social Care Clients",NA,0,0
2018/19,Angus,0-17 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2018/19,Angus,0-17 years,Not Recorded,"Rate per 1,000 Social Care Clients",16,5,312.5
2018/19,Angus,0-17 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",16,5,312.5
2018/19,Angus,18-64 years,Dementia,"Rate per 1,000 Social Care Clients",1047,10,9.6
2018/19,Angus,18-64 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",1047,10,9.6
2018/19,Angus,18-64 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",1047,10,9.6
2018/19,Angus,18-64 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",1047,10,9.6
2018/19,Angus,18-64 years,Learning Disability,"Rate per 1,000 Social Care Clients",1047,345,329.5
2018/19,Angus,18-64 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",1047,345,329.5
2018/19,Angus,18-64 years,Mental Health,"Rate per 1,000 Social Care Clients",1047,60,57.3
2018/19,Angus,18-64 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",1047,60,57.3
2018/19,Angus,18-64 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",1047,10,9.6
2018/19,Angus,18-64 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",1047,10,9.6
2018/19,Angus,18-64 years,Other,"Rate per 1,000 Social Care Clients",1047,60,57.3
2018/19,Angus,18-64 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",1047,60,57.3
2018/19,Angus,18-64 years,Not Recorded,"Rate per 1,000 Social Care Clients",1047,560,534.9
2018/19,Angus,18-64 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",1047,560,534.9
2018/19,Angus,65-74 years,Dementia,"Rate per 1,000 Social Care Clients",857,40,46.7
2018/19,Angus,65-74 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",857,40,46.7
