financial_year,sending_location,age_group,living_alone,measure,nclient,percentage
2018/19,Argyll and Bute,85+ years,Living Alone,Percentage of Social Care Clients,50,3.2
2018/19,Argyll and Bute,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),50,3.2
2018/19,Argyll and Bute,85+ years,Not Living Alone,Percentage of Social Care Clients,615,38.9
2018/19,Argyll and Bute,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),615,38.9
2018/19,Argyll and Bute,85+ years,Unknown,Percentage of Social Care Clients,915,57.9
2018/19,Argyll and Bute,85+ years,Unknown,Percentage of Social Care Clients (adjusted),915,57.9
2018/19,City of Edinburgh,All Ages,Living Alone,Percentage of Social Care Clients,2610,13
2018/19,City of Edinburgh,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),1870,11.3
2018/19,City of Edinburgh,All Ages,Unknown,Percentage of Social Care Clients,17405,87
2018/19,City of Edinburgh,All Ages,Unknown,Percentage of Social Care Clients (adjusted),14635,88.7
2018/19,City of Edinburgh,0-17 years,Unknown,Percentage of Social Care Clients,255,100
2018/19,City of Edinburgh,0-17 years,Unknown,Percentage of Social Care Clients (adjusted),255,100
2018/19,City of Edinburgh,18-64 years,Living Alone,Percentage of Social Care Clients,280,6.2
2018/19,City of Edinburgh,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),255,6
2018/19,City of Edinburgh,18-64 years,Unknown,Percentage of Social Care Clients,4245,93.8
2018/19,City of Edinburgh,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),3985,94
2018/19,City of Edinburgh,65-74 years,Living Alone,Percentage of Social Care Clients,325,10.8
2018/19,City of Edinburgh,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),270,10.2
2018/19,City of Edinburgh,65-74 years,Unknown,Percentage of Social Care Clients,2685,89.2
2018/19,City of Edinburgh,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),2390,89.8
2018/19,City of Edinburgh,75-84 years,Living Alone,Percentage of Social Care Clients,670,13.2
2018/19,City of Edinburgh,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),505,12.3
2018/19,City of Edinburgh,75-84 years,Unknown,Percentage of Social Care Clients,4425,86.8
2018/19,City of Edinburgh,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),3610,87.7
2018/19,City of Edinburgh,85+ years,Living Alone,Percentage of Social Care Clients,1335,18.8
2018/19,City of Edinburgh,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),840,16
2018/19,City of Edinburgh,85+ years,Unknown,Percentage of Social Care Clients,5780,81.2
2018/19,City of Edinburgh,85+ years,Unknown,Percentage of Social Care Clients (adjusted),4395,84
2018/19,City of Edinburgh,Unknown,Unknown,Percentage of Social Care Clients,15,100
2018/19,Clackmannanshire,All Ages,Living Alone,Percentage of Social Care Clients,1215,46
2018/19,Clackmannanshire,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),1215,46
2018/19,Clackmannanshire,All Ages,Not Living Alone,Percentage of Social Care Clients,1425,54
2018/19,Clackmannanshire,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),1425,54
2018/19,Clackmannanshire,0-17 years,Not Living Alone,Percentage of Social Care Clients,5,100
2018/19,Clackmannanshire,0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),5,100
2018/19,Clackmannanshire,18-64 years,Living Alone,Percentage of Social Care Clients,180,31
2018/19,Clackmannanshire,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),180,31
2018/19,Clackmannanshire,18-64 years,Not Living Alone,Percentage of Social Care Clients,400,69
2018/19,Clackmannanshire,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),400,69
2018/19,Clackmannanshire,65-74 years,Living Alone,Percentage of Social Care Clients,215,46.2
2018/19,Clackmannanshire,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),215,46.2
2018/19,Clackmannanshire,65-74 years,Not Living Alone,Percentage of Social Care Clients,250,53.8
2018/19,Clackmannanshire,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),250,53.8
2018/19,Clackmannanshire,75-84 years,Living Alone,Percentage of Social Care Clients,425,47.5
2018/19,Clackmannanshire,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),425,47.5
2018/19,Clackmannanshire,75-84 years,Not Living Alone,Percentage of Social Care Clients,470,52.5
2018/19,Clackmannanshire,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),470,52.5
2018/19,Clackmannanshire,85+ years,Living Alone,Percentage of Social Care Clients,395,56.8
2018/19,Clackmannanshire,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),395,56.8
2018/19,Clackmannanshire,85+ years,Not Living Alone,Percentage of Social Care Clients,300,43.2
2018/19,Clackmannanshire,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),300,43.2
2018/19,Comhairle nan Eilean Siar,All Ages,Living Alone,Percentage of Social Care Clients,90,5.4
2018/19,Comhairle nan Eilean Siar,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),80,5.8
2018/19,Comhairle nan Eilean Siar,All Ages,Not Living Alone,Percentage of Social Care Clients,80,4.8
2018/19,Comhairle nan Eilean Siar,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),75,5.4
2018/19,Comhairle nan Eilean Siar,All Ages,Unknown,Percentage of Social Care Clients,1485,89.7
2018/19,Comhairle nan Eilean Siar,All Ages,Unknown,Percentage of Social Care Clients (adjusted),1225,88.8
2018/19,Comhairle nan Eilean Siar,0-17 years,Unknown,Percentage of Social Care Clients,5,100
2018/19,Comhairle nan Eilean Siar,0-17 years,Unknown,Percentage of Social Care Clients (adjusted),5,100
2018/19,Comhairle nan Eilean Siar,18-64 years,Living Alone,Percentage of Social Care Clients,10,4.3
2018/19,Comhairle nan Eilean Siar,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),10,6.1
2018/19,Comhairle nan Eilean Siar,18-64 years,Not Living Alone,Percentage of Social Care Clients,10,4.3
2018/19,Comhairle nan Eilean Siar,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),10,6.1
2018/19,Comhairle nan Eilean Siar,18-64 years,Unknown,Percentage of Social Care Clients,215,91.5
2018/19,Comhairle nan Eilean Siar,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),145,87.9
2018/19,Comhairle nan Eilean Siar,65-74 years,Living Alone,Percentage of Social Care Clients,15,6.5
2018/19,Comhairle nan Eilean Siar,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),15,7.5
2018/19,Comhairle nan Eilean Siar,65-74 years,Not Living Alone,Percentage of Social Care Clients,5,2.2
2018/19,Comhairle nan Eilean Siar,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),5,2.5
2018/19,Comhairle nan Eilean Siar,65-74 years,Unknown,Percentage of Social Care Clients,210,91.3
2018/19,Comhairle nan Eilean Siar,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),180,90
2018/19,Comhairle nan Eilean Siar,75-84 years,Living Alone,Percentage of Social Care Clients,25,4.5
2018/19,Comhairle nan Eilean Siar,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),25,5
2018/19,Comhairle nan Eilean Siar,75-84 years,Not Living Alone,Percentage of Social Care Clients,35,6.2
2018/19,Comhairle nan Eilean Siar,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),30,5.9
2018/19,Comhairle nan Eilean Siar,75-84 years,Unknown,Percentage of Social Care Clients,500,89.3
2018/19,Comhairle nan Eilean Siar,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),450,89.1
2018/19,Comhairle nan Eilean Siar,85+ years,Living Alone,Percentage of Social Care Clients,40,6.5
2018/19,Comhairle nan Eilean Siar,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),35,6.8
2018/19,Comhairle nan Eilean Siar,85+ years,Not Living Alone,Percentage of Social Care Clients,30,4.8
2018/19,Comhairle nan Eilean Siar,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),30,5.8
2018/19,Comhairle nan Eilean Siar,85+ years,Unknown,Percentage of Social Care Clients,550,88.7
2018/19,Comhairle nan Eilean Siar,85+ years,Unknown,Percentage of Social Care Clients (adjusted),450,87.4
2018/19,Dumfries and Galloway,All Ages,Living Alone,Percentage of Social Care Clients,1405,19.9
2018/19,Dumfries and Galloway,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),1405,19.9
2018/19,Dumfries and Galloway,All Ages,Not Living Alone,Percentage of Social Care Clients,5640,80.1
2018/19,Dumfries and Galloway,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),5640,80.1
2018/19,Dumfries and Galloway,0-17 years,Not Living Alone,Percentage of Social Care Clients,115,100
2018/19,Dumfries and Galloway,0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),115,100
2018/19,Dumfries and Galloway,18-64 years,Living Alone,Percentage of Social Care Clients,175,15
2018/19,Dumfries and Galloway,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),175,15
2018/19,Dumfries and Galloway,18-64 years,Not Living Alone,Percentage of Social Care Clients,995,85
2018/19,Dumfries and Galloway,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),995,85
2018/19,Dumfries and Galloway,65-74 years,Living Alone,Percentage of Social Care Clients,175,20
2018/19,Dumfries and Galloway,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),175,20
2018/19,Dumfries and Galloway,65-74 years,Not Living Alone,Percentage of Social Care Clients,700,80
2018/19,Dumfries and Galloway,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),700,80
2018/19,Dumfries and Galloway,75-84 years,Living Alone,Percentage of Social Care Clients,475,21.5
2018/19,Dumfries and Galloway,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),475,21.5
2018/19,Dumfries and Galloway,75-84 years,Not Living Alone,Percentage of Social Care Clients,1735,78.5
2018/19,Dumfries and Galloway,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),1735,78.5
2018/19,Dumfries and Galloway,85+ years,Living Alone,Percentage of Social Care Clients,575,21.5
2018/19,Dumfries and Galloway,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),575,21.5
2018/19,Dumfries and Galloway,85+ years,Not Living Alone,Percentage of Social Care Clients,2095,78.5
2018/19,Dumfries and Galloway,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),2095,78.5
2018/19,Dundee City,All Ages,Living Alone,Percentage of Social Care Clients,2635,23.2
2018/19,Dundee City,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),2550,22.7
2018/19,Dundee City,All Ages,Not Living Alone,Percentage of Social Care Clients,1350,11.9
2018/19,Dundee City,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),1325,11.8
2018/19,Dundee City,All Ages,Unknown,Percentage of Social Care Clients,7390,65
2018/19,Dundee City,All Ages,Unknown,Percentage of Social Care Clients (adjusted),7360,65.5
2018/19,Dundee City,0-17 years,Living Alone,Percentage of Social Care Clients,5,6.2
2018/19,Dundee City,0-17 years,Living Alone,Percentage of Social Care Clients (adjusted),5,6.2
2018/19,Dundee City,0-17 years,Not Living Alone,Percentage of Social Care Clients,10,12.5
2018/19,Dundee City,0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),10,12.5
2018/19,Dundee City,0-17 years,Unknown,Percentage of Social Care Clients,65,81.2
2018/19,Dundee City,0-17 years,Unknown,Percentage of Social Care Clients (adjusted),65,81.2
2018/19,Dundee City,18-64 years,Living Alone,Percentage of Social Care Clients,395,11.9
2018/19,Dundee City,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),385,11.7
2018/19,Dundee City,18-64 years,Not Living Alone,Percentage of Social Care Clients,310,9.3
2018/19,Dundee City,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),305,9.3
2018/19,Dundee City,18-64 years,Unknown,Percentage of Social Care Clients,2625,78.8
2018/19,Dundee City,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),2600,79
2018/19,Dundee City,65-74 years,Living Alone,Percentage of Social Care Clients,380,17.5
2018/19,Dundee City,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),360,16.8
2018/19,Dundee City,65-74 years,Not Living Alone,Percentage of Social Care Clients,190,8.7
2018/19,Dundee City,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),185,8.6
2018/19,Dundee City,65-74 years,Unknown,Percentage of Social Care Clients,1605,73.8
2018/19,Dundee City,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),1600,74.6
2018/19,Dundee City,75-84 years,Living Alone,Percentage of Social Care Clients,805,25.8
2018/19,Dundee City,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),775,25.2
2018/19,Dundee City,75-84 years,Not Living Alone,Percentage of Social Care Clients,410,13.2
2018/19,Dundee City,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),405,13.1
2018/19,Dundee City,75-84 years,Unknown,Percentage of Social Care Clients,1900,61
2018/19,Dundee City,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),1900,61.7
2018/19,Dundee City,85+ years,Living Alone,Percentage of Social Care Clients,1050,39.3
2018/19,Dundee City,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),1025,38.8
2018/19,Dundee City,85+ years,Not Living Alone,Percentage of Social Care Clients,430,16.1
2018/19,Dundee City,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),420,15.9
2018/19,Dundee City,85+ years,Unknown,Percentage of Social Care Clients,1195,44.7
2018/19,Dundee City,85+ years,Unknown,Percentage of Social Care Clients (adjusted),1195,45.3
2018/19,East Ayrshire,All Ages,Living Alone,Percentage of Social Care Clients,840,14
2018/19,East Ayrshire,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),825,14.2
2018/19,East Ayrshire,All Ages,Not Living Alone,Percentage of Social Care Clients,5155,85.8
2018/19,East Ayrshire,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),4995,85.7
2018/19,East Ayrshire,All Ages,Unknown,Percentage of Social Care Clients,10,0.2
2018/19,East Ayrshire,All Ages,Unknown,Percentage of Social Care Clients (adjusted),10,0.2
2018/19,East Ayrshire,0-17 years,Not Living Alone,Percentage of Social Care Clients,120,100
2018/19,East Ayrshire,0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),120,100
2018/19,East Ayrshire,18-64 years,Living Alone,Percentage of Social Care Clients,175,18.3
2018/19,East Ayrshire,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),175,18.8
2018/19,East Ayrshire,18-64 years,Not Living Alone,Percentage of Social Care Clients,780,81.7
2018/19,East Ayrshire,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),755,81.2
2018/19,East Ayrshire,65-74 years,Living Alone,Percentage of Social Care Clients,100,11
2018/19,East Ayrshire,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),100,11.5
2018/19,East Ayrshire,65-74 years,Not Living Alone,Percentage of Social Care Clients,800,88.4
2018/19,East Ayrshire,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),765,87.9
2018/19,East Ayrshire,65-74 years,Unknown,Percentage of Social Care Clients,5,0.6
2018/19,East Ayrshire,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),5,0.6
2018/19,East Ayrshire,75-84 years,Living Alone,Percentage of Social Care Clients,225,10.6
2018/19,East Ayrshire,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),220,10.7
2018/19,East Ayrshire,75-84 years,Not Living Alone,Percentage of Social Care Clients,1900,89.2
2018/19,East Ayrshire,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),1840,89.1
2018/19,East Ayrshire,75-84 years,Unknown,Percentage of Social Care Clients,5,0.2
2018/19,East Ayrshire,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),5,0.2
2018/19,East Ayrshire,85+ years,Living Alone,Percentage of Social Care Clients,335,17.7
2018/19,East Ayrshire,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),330,17.9
2018/19,East Ayrshire,85+ years,Not Living Alone,Percentage of Social Care Clients,1555,82.3
