financial_year,sending_location,age_group,sex,measure,nclient,rate
2017/18,East Dunbartonshire,65-74 years,Male,"Rate per 1,000 Social Care Clients",285,46.4
2017/18,East Dunbartonshire,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",285,46.4
2017/18,East Dunbartonshire,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",25,4.1
2017/18,East Dunbartonshire,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",25,4.1
2017/18,East Dunbartonshire,75-84 years,Female,"Rate per 1,000 Social Care Clients",1045,170.2
2017/18,East Dunbartonshire,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",1045,170.2
2017/18,East Dunbartonshire,75-84 years,Male,"Rate per 1,000 Social Care Clients",660,107.5
2017/18,East Dunbartonshire,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",660,107.5
2017/18,East Dunbartonshire,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",45,7.3
2017/18,East Dunbartonshire,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",45,7.3
2017/18,East Dunbartonshire,85+ years,Female,"Rate per 1,000 Social Care Clients",1190,193.8
2017/18,East Dunbartonshire,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",1190,193.8
2017/18,East Dunbartonshire,85+ years,Male,"Rate per 1,000 Social Care Clients",575,93.6
2017/18,East Dunbartonshire,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",575,93.6
2017/18,East Dunbartonshire,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",50,8.1
2017/18,East Dunbartonshire,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",50,8.1
2017/18,East Dunbartonshire,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
2017/18,East Dunbartonshire,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,East Dunbartonshire,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2017/18,East Dunbartonshire,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,East Dunbartonshire,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",5,0.8
2017/18,East Dunbartonshire,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,East Dunbartonshire,All Ages,Female,"Rate per 1,000 Social Care Clients",4355,567.7
2018/19,East Dunbartonshire,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",3800,555.4
2018/19,East Dunbartonshire,All Ages,Male,"Rate per 1,000 Social Care Clients",3080,401.5
2018/19,East Dunbartonshire,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",2825,412.9
2018/19,East Dunbartonshire,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",235,30.6
2018/19,East Dunbartonshire,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",215,31.4
2018/19,East Dunbartonshire,0-17 years,Female,"Rate per 1,000 Social Care Clients",45,5.9
2018/19,East Dunbartonshire,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",45,6.6
2018/19,East Dunbartonshire,0-17 years,Male,"Rate per 1,000 Social Care Clients",75,9.8
2018/19,East Dunbartonshire,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",75,11
2018/19,East Dunbartonshire,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",5,0.7
2018/19,East Dunbartonshire,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",5,0.7
2018/19,East Dunbartonshire,18-64 years,Female,"Rate per 1,000 Social Care Clients",980,127.8
2018/19,East Dunbartonshire,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",975,142.5
2018/19,East Dunbartonshire,18-64 years,Male,"Rate per 1,000 Social Care Clients",1140,148.6
2018/19,East Dunbartonshire,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",1135,165.9
2018/19,East Dunbartonshire,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",80,10.4
2018/19,East Dunbartonshire,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",80,11.7
2018/19,East Dunbartonshire,65-74 years,Female,"Rate per 1,000 Social Care Clients",565,73.7
2018/19,East Dunbartonshire,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",520,76
2018/19,East Dunbartonshire,65-74 years,Male,"Rate per 1,000 Social Care Clients",390,50.8
2018/19,East Dunbartonshire,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",370,54.1
2018/19,East Dunbartonshire,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",30,3.9
2018/19,East Dunbartonshire,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",25,3.7
2018/19,East Dunbartonshire,75-84 years,Female,"Rate per 1,000 Social Care Clients",1290,168.2
2018/19,East Dunbartonshire,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",1140,166.6
2018/19,East Dunbartonshire,75-84 years,Male,"Rate per 1,000 Social Care Clients",795,103.6
2018/19,East Dunbartonshire,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",695,101.6
2018/19,East Dunbartonshire,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",60,7.8
2018/19,East Dunbartonshire,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",55,8
2018/19,East Dunbartonshire,85+ years,Female,"Rate per 1,000 Social Care Clients",1470,191.6
2018/19,East Dunbartonshire,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",1120,163.7
2018/19,East Dunbartonshire,85+ years,Male,"Rate per 1,000 Social Care Clients",685,89.3
2018/19,East Dunbartonshire,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",555,81.1
2018/19,East Dunbartonshire,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",60,7.8
2018/19,East Dunbartonshire,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",50,7.3
2018/19,East Dunbartonshire,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
2018/19,East Dunbartonshire,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,East Dunbartonshire,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2018/19,East Dunbartonshire,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,East Dunbartonshire,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2018/19,East Dunbartonshire,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,East Dunbartonshire,All Ages,Female,"Rate per 1,000 Social Care Clients",3830,562.7
2019/20,East Dunbartonshire,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",3140,545.9
2019/20,East Dunbartonshire,All Ages,Male,"Rate per 1,000 Social Care Clients",2785,409.2
2019/20,East Dunbartonshire,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",2455,426.8
2019/20,East Dunbartonshire,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",190,27.9
2019/20,East Dunbartonshire,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",160,27.8
2019/20,East Dunbartonshire,0-17 years,Female,"Rate per 1,000 Social Care Clients",65,9.6
2019/20,East Dunbartonshire,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",45,7.8
2019/20,East Dunbartonshire,0-17 years,Male,"Rate per 1,000 Social Care Clients",95,14
2019/20,East Dunbartonshire,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",80,13.9
2019/20,East Dunbartonshire,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",5,0.7
2019/20,East Dunbartonshire,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",5,0.9
2019/20,East Dunbartonshire,18-64 years,Female,"Rate per 1,000 Social Care Clients",845,124.2
2019/20,East Dunbartonshire,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",825,143.4
2019/20,East Dunbartonshire,18-64 years,Male,"Rate per 1,000 Social Care Clients",1115,163.8
2019/20,East Dunbartonshire,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",1080,187.8
2019/20,East Dunbartonshire,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",65,9.6
2019/20,East Dunbartonshire,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",65,11.3
2019/20,East Dunbartonshire,65-74 years,Female,"Rate per 1,000 Social Care Clients",420,61.7
2019/20,East Dunbartonshire,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",375,65.2
2019/20,East Dunbartonshire,65-74 years,Male,"Rate per 1,000 Social Care Clients",280,41.1
2019/20,East Dunbartonshire,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",260,45.2
2019/20,East Dunbartonshire,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",20,2.9
2019/20,East Dunbartonshire,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",20,3.5
2019/20,East Dunbartonshire,75-84 years,Female,"Rate per 1,000 Social Care Clients",1090,160.2
2019/20,East Dunbartonshire,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",885,153.9
2019/20,East Dunbartonshire,75-84 years,Male,"Rate per 1,000 Social Care Clients",670,98.4
2019/20,East Dunbartonshire,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",565,98.2
2019/20,East Dunbartonshire,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",45,6.6
2019/20,East Dunbartonshire,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",35,6.1
2019/20,East Dunbartonshire,85+ years,Female,"Rate per 1,000 Social Care Clients",1415,207.9
2019/20,East Dunbartonshire,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",1010,175.6
2019/20,East Dunbartonshire,85+ years,Male,"Rate per 1,000 Social Care Clients",625,91.8
2019/20,East Dunbartonshire,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",470,81.7
2019/20,East Dunbartonshire,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",55,8.1
2019/20,East Dunbartonshire,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",40,7
2019/20,East Dunbartonshire,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
2019/20,East Dunbartonshire,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,East Dunbartonshire,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2019/20,East Dunbartonshire,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,East Dunbartonshire,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2019/20,East Dunbartonshire,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,East Dunbartonshire,All Ages,Female,"Rate per 1,000 Social Care Clients",3780,563.5
2020/21,East Dunbartonshire,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",3235,553.1
2020/21,East Dunbartonshire,All Ages,Male,"Rate per 1,000 Social Care Clients",2760,411.4
2020/21,East Dunbartonshire,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",2460,420.6
2020/21,East Dunbartonshire,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",170,25.3
2020/21,East Dunbartonshire,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",150,25.6
2020/21,East Dunbartonshire,0-17 years,Female,"Rate per 1,000 Social Care Clients",70,10.4
2020/21,East Dunbartonshire,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",55,9.4
2020/21,East Dunbartonshire,0-17 years,Male,"Rate per 1,000 Social Care Clients",100,14.9
2020/21,East Dunbartonshire,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",75,12.8
2020/21,East Dunbartonshire,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",5,0.7
2020/21,East Dunbartonshire,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",5,0.9
2020/21,East Dunbartonshire,18-64 years,Female,"Rate per 1,000 Social Care Clients",830,123.7
2020/21,East Dunbartonshire,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",815,139.3
2020/21,East Dunbartonshire,18-64 years,Male,"Rate per 1,000 Social Care Clients",1115,166.2
2020/21,East Dunbartonshire,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",1095,187.2
2020/21,East Dunbartonshire,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",50,7.5
2020/21,East Dunbartonshire,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",50,8.5
2020/21,East Dunbartonshire,65-74 years,Female,"Rate per 1,000 Social Care Clients",380,56.6
2020/21,East Dunbartonshire,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",345,59
2020/21,East Dunbartonshire,65-74 years,Male,"Rate per 1,000 Social Care Clients",290,43.2
2020/21,East Dunbartonshire,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",265,45.3
2020/21,East Dunbartonshire,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",20,3
2020/21,East Dunbartonshire,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",15,2.6
2020/21,East Dunbartonshire,75-84 years,Female,"Rate per 1,000 Social Care Clients",1095,163.2
2020/21,East Dunbartonshire,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",945,161.6
2020/21,East Dunbartonshire,75-84 years,Male,"Rate per 1,000 Social Care Clients",610,90.9
2020/21,East Dunbartonshire,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",515,88
2020/21,East Dunbartonshire,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",45,6.7
2020/21,East Dunbartonshire,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",40,6.8
2020/21,East Dunbartonshire,85+ years,Female,"Rate per 1,000 Social Care Clients",1400,208.7
2020/21,East Dunbartonshire,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",1075,183.8
2020/21,East Dunbartonshire,85+ years,Male,"Rate per 1,000 Social Care Clients",640,95.4
2020/21,East Dunbartonshire,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",505,86.3
2020/21,East Dunbartonshire,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",55,8.2
2020/21,East Dunbartonshire,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",45,7.7
2020/21,East Dunbartonshire,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
2020/21,East Dunbartonshire,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,East Dunbartonshire,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2020/21,East Dunbartonshire,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,East Dunbartonshire,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2020/21,East Dunbartonshire,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,East Lothian,All Ages,Female,"Rate per 1,000 Social Care Clients",2275,601.9
2017/18,East Lothian,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",1985,594.1
2017/18,East Lothian,All Ages,Male,"Rate per 1,000 Social Care Clients",1505,398.1
2017/18,East Lothian,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",1355,405.6
2017/18,East Lothian,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2017/18,East Lothian,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,East Lothian,0-17 years,Female,"Rate per 1,000 Social Care Clients",15,4
2017/18,East Lothian,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",15,4.5
2017/18,East Lothian,0-17 years,Male,"Rate per 1,000 Social Care Clients",25,6.6
2017/18,East Lothian,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",25,7.5
2017/18,East Lothian,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2017/18,East Lothian,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,East Lothian,18-64 years,Female,"Rate per 1,000 Social Care Clients",455,120.4
2017/18,East Lothian,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",420,125.7
2017/18,East Lothian,18-64 years,Male,"Rate per 1,000 Social Care Clients",515,136.2
2017/18,East Lothian,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",475,142.2
2017/18,East Lothian,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2017/18,East Lothian,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,East Lothian,65-74 years,Female,"Rate per 1,000 Social Care Clients",295,78
2017/18,East Lothian,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",275,82.3
2017/18,East Lothian,65-74 years,Male,"Rate per 1,000 Social Care Clients",235,62.2
2017/18,East Lothian,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",210,62.9
2017/18,East Lothian,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2017/18,East Lothian,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,East Lothian,75-84 years,Female,"Rate per 1,000 Social Care Clients",685,181.2
2017/18,East Lothian,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",610,182.6
2017/18,East Lothian,75-84 years,Male,"Rate per 1,000 Social Care Clients",380,100.5
2017/18,East Lothian,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",340,101.8
2017/18,East Lothian,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2017/18,East Lothian,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,East Lothian,85+ years,Female,"Rate per 1,000 Social Care Clients",825,218.3
2017/18,East Lothian,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",670,200.5
2017/18,East Lothian,85+ years,Male,"Rate per 1,000 Social Care Clients",350,92.6
2017/18,East Lothian,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",305,91.3
2017/18,East Lothian,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2017/18,East Lothian,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,East Lothian,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
2017/18,East Lothian,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,East Lothian,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2017/18,East Lothian,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,East Lothian,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2017/18,East Lothian,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,East Lothian,All Ages,Female,"Rate per 1,000 Social Care Clients",2105,608.6
2018/19,East Lothian,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",1630,593.8
2018/19,East Lothian,All Ages,Male,"Rate per 1,000 Social Care Clients",1355,391.7
